"J1_p1_rep1" "J2_p1_rep1" "J3_p1_rep1" "J4_p1_rep1" "J5_p1_rep1" "J6_p1_rep1" "J7_p1_rep1" "J8_p1_rep1" "J9_p1_rep1" "J11_p1_rep1" "J13_p1_rep1" "J1_p1_rep2" "J2_p1_rep2" "J3_p1_rep2" "J4_p1_rep2" "J5_p1_rep2" "J6_p1_rep2" "J7_p1_rep2" "J8_p1_rep2" "J9_p1_rep2" "J11_p1_rep2" "J13_p1_rep2" "J1_p2_rep1" "J2_p2_rep1" "J3_p2_rep1" "J4_p2_rep1" "J5_p2_rep1" "J6_p2_rep1" "J7_p2_rep1" "J8_p2_rep1" "J9_p2_rep1" "J10_p2_rep1" "J11_p2_rep1" "J12_p2_rep1" "J13_p2_rep1" "J1_p2_rep2" "J2_p2_rep2" "J3_p2_rep2" "J4_p2_rep2" "J5_p2_rep2" "J6_p2_rep2" "J7_p2_rep2" "J8_p2_rep2" "J9_p2_rep2" "J10_p2_rep2" "J11_p2_rep2" "J12_p2_rep2" "J13_p2_rep2"
"ENSG00000121410_A1BG" 20.2128295490203 17.2581630569643 16.2716277242952 18.3756824104045 12.7468326560403 14.4442377945136 12.31995791098 13.6831356872834 23.0696716625478 22.109397181947 22.1303494201901 20.2167398310449 23.8924646377041 20.6022468429606 18.1307698530318 10.605877227504 12.4316505696343 13.9460003513658 12.621425437275 22.1160701017439 24.9273677315503 23.1632385547223 30.2164777100821 35.3021741685582 39.7838353659004 31.3080525704008 24.6709222895342 25.8884126992101 21.0667061239236 18.7890118372288 36.2401075571842 29.560340836881 44.435769228318 30.1259684857378 30.8502937038523 40.2377043108265 26.6727328201909 39.8458375616257 26.1396420649693 28.5014041699137 22.0255391138464 26.216657415879 27.7906470921423 32.1647345242878 26.2640504577255 39.3334246650404 32.5105886353632 31.8891159511268
"ENSG00000148584_A1CF" 0.0322639223849485 0.0148536151933692 0.0278428767062713 0.0131537516533827 0 0 0.0123460167786343 0 0 0 0.0447771353560297 0.0182434965786634 0.0340953176711906 0 0 0.0170862786022571 0 0 0.0555098488700626 0.011816337485326 0.0812472486917344 0.0141439890083273 0.0130992433345774 0 0 0.0556075211561231 0.0170706141174666 0.0229425083914548 0 0.034844797898721 0.00994311296781535 0.0354388967428605 0 0 0.011045940592108 0.0295754822141792 0 0 0.0133056601992528 0.0198295235172048 0.0132865902072939 0 0.0610500432505815 0 0.041553404544145 0 0.0339033306022966 0.0128417311032654
"ENSG00000175899_A2M" 0.08918176182821 1.24927180536821 0.370687880128606 1.37897434439384 1.67561987387913 2.40930642045431 0.754883829381804 0.79264607599165 0 1.05937811931477 0 0.721301707119805 0.272594209904008 0.505130265639038 3.56195004682782 0.192328768174885 0.261028095810809 0.592622057545327 0.427785798647355 0.733411977341218 0.915425661087588 1.57617932131568 0.533387323789208 1.5391429567793 3.73826569905079 1.66084811565045 2.88214869022137 0.203057756738098 0.758093006441674 0 2.20062379068324 1.7973568353746 5.69405501486404 4.93442273773254 0.715129359785687 0.155119172669241 0.41858220102648 3.44626165417785 1.185648388018 2.76338541827734 0 2.83713638458968 2.06784328884715 2.41851726537482 0 5.24939934889093 0.972981352010277 1.56143585060322
"ENSG00000166535_A2ML1" 0.0455545079572144 0.194085940001297 0.466309916626948 0.196723116286991 0.0879565357718713 0.166210753547904 0 0.135465302997845 0.0998773243488541 0.0216854176297063 0.410117429780734 0.105473070167719 0.192873790208068 0.251930343534328 0.222349137606945 0.569803836014643 0.176294345911742 0.154911726777974 0.134433768285433 0.110989290225165 0.394253712327379 0.195827619031288 0.197120308978499 0.138309791599023 0 0.307009062714921 0.0241190909700681 0.384751136983642 0.0729604638827694 0.189084014870478 0.028029854026449 0 0.118326213943208 0.0949570761459905 0.10279201268757 0.138792913551624 0 0.0327983328934075 0.0379731761292935 0.177346138042423 0.206587927686001 0 0.116676571158796 0 0 0.301031479927059 0.102118855045096 0
"ENSG00000256069_A2MP1" 0 0.0678164624782211 0 0 0.034406342730682 0 0 0.0234093222552188 0.0234496884943914 0 0 0.0416592978803782 0.0389227676931878 0 0 0 0 0 0 0 0 0.0599125164352533 0 0.0259181033084314 0 0.0985016930515794 0 0 0 0 0.0226723787426886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184389_A3GALT2" 0 0 0 0 0.157081583581983 0 0 0 0 0 0 0 0 0 0 0 0.140568285903482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000128274_A4GALT" 0.256662275594991 1.28581550115946 2.12742869174452 2.7071050324743 1.93394271508003 1.30614268210907 0.95009907812438 1.36987620588644 2.21148385345001 3.1291429908034 1.95876513056267 2.86741359502188 3.3742383657447 1.76709726488924 2.58320570445631 1.33412922592476 1.98131072376494 1.8249594198796 2.62404479613967 2.50472104246179 4.26903345035448 1.64858630841068 1.50075230299167 0.560498268830059 0 0 0.59043544609333 0 1.42879044676694 3.66040832063922 1.622431188201 0.62514869470753 1.46577524850812 1.65804041020791 2.74380557614543 2.39322034966674 0.745907518016531 1.20063936777535 0.522271629475629 1.1626917397172 0.055777469504919 0 3.26517988405523 3.41934244608344 1.4624097845125 1.68276036610069 0 2.26278820104553
"ENSG00000118017_A4GNT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0554689277316243 0 0.0547920987581023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000094914_AAAS" 30.4338836399743 28.5051860086848 28.7339711425402 33.4256323874711 34.1660767850543 33.7223036130191 33.9559652102045 30.9209755377957 33.5744478277268 31.2315742794995 40.7355427950559 32.8241260511425 33.1628750855929 30.0121301229667 27.3667007352035 35.826195981927 34.5208199121915 38.4994088447569 32.1850409782151 31.9086515866637 30.6627178797845 39.4895987360845 28.414977746213 30.3424201669636 31.1357151238111 34.4532832730088 35.5538719124639 36.5638746709333 31.8763592164132 30.3038787193766 31.2624944602633 29.5853395434732 25.9199036639794 25.0612959043622 25.7753031658568 30.4933220747817 31.0482387663601 32.6001426637814 34.5941668799879 34.9520410787351 31.0369054693403 32.335227181446 31.9884645131548 26.0535011288017 27.0309831920611 24.4109356749087 28.3899811520171 26.1426256716506
"ENSG00000081760_AACS" 12.6189388675266 14.6529623323587 10.8110973654753 12.6644572010046 12.4168145252851 10.8421049211508 10.4170889688206 9.84224794036284 12.7334684392717 16.9250208299686 16.6516218332239 12.8034632274265 15.9757330706951 12.1042395547184 13.541574045365 12.2476254838535 11.2768012287268 14.2212568753119 11.916249467456 11.951006906817 16.5693220483785 15.5160087069484 15.2947824443578 13.2995486437812 10.0240980465524 11.5488881930144 12.8080547488029 15.0787894592232 12.7979826121976 13.013799237462 10.039308784646 16.7637656363805 10.2282428780009 11.801427249635 9.559583190456 12.4689181046365 10.3756366384145 8.6945010609936 11.6426493209998 13.011969693581 12.3258012096939 13.2649933820826 12.5859895962744 9.35814399391125 14.043367251881 12.133186438762 11.090726255782 11.6894270281713
"ENSG00000250420_AACSP1" 0 0 0.0475451667625075 0 0.114370874215617 0.039630739614125 0.0451290177837865 0 0 0.121552738263296 0.0382144478072875 0 0.058338960290279 0.0509045907993358 0.0519904148057678 0.0900007140533998 0.0455633124813404 0.0539556342825364 0.0899699076941171 0.101042646145921 0.079217096356058 0.0719637188355966 0.0447235071228176 0 0 0 0.116349628266591 0 0.0438292358243296 0 0.0337865597173263 0.106580665282937 0 0 0.0751018545933543 0.11450761754379 0.0461639646783873 0 0.0454191249362552 0.0979558289667921 0 0 0 0 0.0471073596399513 0.0365341143194196 0.0542908074279797 0
"ENSG00000291019_AACSP1" 0 0 0.0475451667625075 0 0.114370874215617 0.039630739614125 0.0451290177837865 0 0 0.121552738263296 0.0382144478072875 0 0.058338960290279 0.0509045907993358 0.0519904148057678 0.0900007140533998 0.0455633124813404 0.0539556342825364 0.0899699076941171 0.101042646145921 0.079217096356058 0.0719637188355966 0.0447235071228176 0 0 0 0.116349628266591 0 0.0438292358243296 0 0.0337865597173263 0.106580665282937 0 0 0.0751018545933543 0.11450761754379 0.0461639646783873 0 0.0454191249362552 0.0979558289667921 0 0 0 0 0.0471073596399513 0.0365341143194196 0.0542908074279797 0
"ENSG00000114771_AADAC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261846_AADACL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197953_AADACL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188984_AADACL3" 0 0 0 0 0 0 0.028355343866762 0 0 0 0 0 0 0 0 0.0421174659417859 0 0 0 0 0 0.0323958466660672 0 0 0 0 0 0.0283126083568654 0 0 0 0 0 0 0 0 0 0 0.0328899345502865 0 0 0.0374384491851525 0 0 0.0341605154964357 0 0 0
"ENSG00000204518_AADACL4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240602_AADACP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000109576_AADAT" 0 0 0 0 0 0 0 0 0 0.0560132785970004 0 0 0 0.0697880488704937 0 0 0 0 0 0.169975297036166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0624678009489481 0 0 0 0 0 0 0 0 0.0603125750606329
"ENSG00000103591_AAGAB" 42.1051188613137 36.3165244595724 43.2848389020242 27.4043921091959 30.5148077411233 37.3903233368572 40.1956975552479 31.9376979455618 25.7170052522345 28.5034189594127 26.1804263130685 38.0888748047026 31.4544790878988 35.9030312306502 29.010642030057 33.2839949022839 35.6128546587601 36.5576401664219 33.6588954860792 22.9611268687736 24.2664937873081 25.6476063201097 34.1560339182248 26.4080805842161 31.9636723615154 33.4044807422343 31.7149896798917 27.6674344407302 26.6367260056713 25.1197514599605 19.3760750948587 22.0690663339987 16.0217433202626 18.3958337091107 19.4896419267846 32.784229401852 26.9468917842337 28.9443381890182 34.1066604022994 30.9533754389785 30.0182840001554 23.0454833054893 30.3403934319478 19.8534271183006 19.7222421265801 18.0444400390065 18.4713670295275 17.0753597069426
"ENSG00000115977_AAK1" 1.14093314377825 0.331973631800651 0.424853099659531 0.560337473580354 1.05818496112489 0.610153174834634 0.550907558746976 0.517079346986695 0.142582904323328 1.48721402241997 0.614073006448741 1.66016004387353 2.25542369021324 0.645965889135294 0.39333286272539 0.607707238362178 0.464866587661521 0.730667595417676 0.083884920088721 0.12826160080622 0.839215166711511 1.24185825418597 0.806009534694802 0.637767358752262 0.0825051635307306 0.69010174810508 0.455945425914241 1.2177318199679 0.516977218860146 0.776090013484558 0.291427304588154 0.945159709818719 0.00871189865362329 0.825233204871122 0.415346621632592 1.55993664811416 0.0241971439390487 0.71214449694489 1.14393264654085 0.312058973144851 0.407436031066218 0.590501787439604 1.01152352910766 0 0.492385974383948 0.327005407015398 0.674740153459132 0.58882892287485
"ENSG00000087884_AAMDC" 4.5424216537322 4.56391440043707 7.30414873001145 5.17829331740419 2.4768787637501 5.18225841316216 6.06591277052338 3.85555155687489 5.61890448164153 7.30847307862278 5.7721012406441 6.86139305753091 11.4139919199249 6.40452320926794 4.70608632668545 7.19497518450966 3.7144860360806 6.43233845554458 5.52832363886228 3.96184593076722 7.09405550159792 5.21124238256579 9.70440487258321 4.46761001001068 7.05245028878668 4.92329777267952 6.15107011474569 3.96317335980995 2.79046094460848 2.56473825680636 4.40921935730387 5.40531996134284 8.90242823339309 5.32463546460285 4.27080722711188 7.79119059107068 6.0391198024469 4.73745494547519 7.5528836341902 5.24294830247465 2.8103821023597 4.44390815471154 7.32295496912674 4.61217733998577 6.14858266140007 6.51049983749376 8.2318118511785 4.31962292504067
"ENSG00000127837_AAMP" 28.2860986469464 40.8037964018895 33.1142536405446 20.3662203421861 18.0376235559528 36.1857640664242 31.9150788415288 21.8931830258531 22.3869903736366 32.6385871238695 21.5983052064922 42.551929194105 20.9545553131186 29.2114450507557 26.2895914999814 20.6784706732803 21.0424203212115 36.9496173979356 20.5515137661101 19.6674210970481 24.8640289634399 23.5527797266053 26.1450206227812 15.0337983943247 12.8777039544182 16.3068241397923 15.9930668291187 23.7748074190874 13.1497652729756 8.57462458799481 18.3643611045547 21.7563397287231 15.2149719949766 13.8055968258312 11.1093273627142 34.6796387898958 17.7345483424999 17.7728965952056 19.4306301564157 20.2817823754659 23.5004992736576 13.8293449082573 11.692152058227 13.8220936746656 20.1371874566278 10.5507604128745 13.965488961327 9.91555237766591
"ENSG00000129673_AANAT" 0 0 0.197261351254393 0 0 0 0.163697504368973 0 0.307278983317551 0 0 0 0 0.475856790868542 0 0.0880717880654592 0 0 0 0.172723111419275 0.0602648544914293 0 0.386351975549094 0 0 0 0 0 0.359617141954 0.148709494627264 0.0555040702197249 0.060931836951882 0 0 0.310773875153084 0.436678174424965 0.463305446106549 0 0.0691151718457087 0.102771898380169 0 0.0782810518095626 0 0.331578485788934 0.0714939689782497 0.151498108241885 0 0
"ENSG00000131043_AAR2" 37.9374153477878 37.4965081268379 28.0898269501734 23.6188772483072 23.5544267296738 28.1723026812045 26.9383406927433 24.4226648148128 29.7921999634021 29.4879462663734 25.4844087159859 38.3094385971859 36.5348581269299 27.0373977253583 22.3329722720615 25.4007280609052 27.3839314141031 24.6414767552829 24.6650835801199 28.0265152022498 28.1679314555993 25.0769579286852 22.8106651335525 23.5829673468843 23.5885688496431 25.7589032034655 24.2862259479748 22.6311928909478 19.6046634948385 18.0817001138117 21.5037884106279 17.0209382317632 16.3672522967309 17.7464906210157 22.3904375114058 22.0870851123104 20.1849756030317 24.2244063975144 26.4396316964396 23.2180037955483 21.2540640874076 20.2744028936757 20.8491129472298 20.8228710069365 17.9845598675369 16.7538707196133 15.9673705941029 23.547420728495
"ENSG00000205002_AARD" 0.432098102906488 0 0.734004963074105 0.0620942392095658 0.15656774072284 0.309083534376635 0.613285252371498 0.54059893597371 0.0951719944989471 0.104536131158824 0.309230917050378 0 0.914480962293835 0.791634256645138 0 0.105945218784605 0 0.366222013677744 0.314831832585718 0.152306420045859 0.636740963766244 0.173232958034635 0.0613271649944696 0 0 0.307018312053599 0 0 0.19963029810578 0.275683543151084 0.260265677233345 0.622276480643617 0 0.0458222934775029 0.5824577004639 0.0636537426017645 0 0 0.365496892159134 0.268600238975734 0 0 0.371518782802311 0 0.0723501048956371 0 0.0889771644670641 0.364313058056327
"ENSG00000090861_AARS1" 1.8107309499886 0.884799519697889 0.529061803738635 2.56500532668507 0.629981513557326 0.255123602293412 2.12114888011845 0.409059078207788 2.28410969728559 1.65047173353525 0.517192740443835 0 0.707164262002343 1.1370485090048 3.73863496656965 1.06186629697798 2.15694600616265 2.59218704940112 3.21035901610945 1.59777174187132 1.08122829504007 1.12924533251771 1.19832603656198 1.46799782891862 0.416443109812563 0 0.717455492843516 0 1.39272675688625 2.3976747620183 0 0.812802257237093 0 0.621342275502797 0 0.526477136493941 1.95201836250578 0.461876780958017 0 0 2.76275235156426 0 2.52422653004236 0.462326010027577 1.01914348797762 0 0.485353166133834 0.539194930077915
"ENSG00000124608_AARS2" 7.64739555618443 5.43043219946531 7.32938193378041 8.95538949014639 9.28630065477622 9.00709263984862 8.20643556865498 8.53522763376232 6.99455896439171 8.34821045902092 7.85430828435905 7.48304376246942 7.01395632567272 7.17291879165364 8.66789335079993 10.1909856662274 7.71414696300448 8.79470333224442 7.05345924940182 6.59783998867591 7.63380263472431 7.10790142909227 7.10270913946941 7.11597340456314 6.33174279366434 6.83191718208542 6.42696597217198 6.91744195220929 5.94074062838374 5.45112765697205 3.37991931841796 5.87235934691074 5.08659978112548 5.70577197065791 4.84226530501996 6.92934654914515 7.51730190388253 6.56606249619942 7.94551359898997 6.07055092660487 6.35230899862941 5.46007359200434 5.93434533568163 3.90452660327343 5.40979224063667 4.76940680680897 5.56793136871864 4.57889958218169
"ENSG00000266967_AARSD1" 38.5534818530711 36.1635097437902 32.4727332752516 32.7980738775077 37.9787715186628 45.8939240436535 36.3244417201549 34.5452325257433 35.1967422312513 42.6739660782923 42.8707231710496 37.1256376048001 24.2323615741464 35.3012438173186 40.7474825980747 32.9205151409971 33.7634193911248 34.7737286429794 36.7389596713491 33.6438825381279 38.1361852322008 45.8396473690687 35.6401096083082 32.6047187487247 40.5980269368898 38.5254853874971 34.8368477154389 29.9369768113952 29.648142690016 24.4460041028843 24.0477813867755 22.8993212068691 26.0001152641091 31.4284585491259 24.6419497510585 27.7028075623238 28.0968851818342 37.7048965970201 30.0627222922653 27.8236368500566 30.1409794987907 24.3141719684304 27.0832737614561 24.9794579029655 27.3079021808642 24.3618108234377 27.7153967891638 28.0598161982463
"ENSG00000157426_AASDH" 8.01061308811361 6.78449988465402 7.32242418194712 6.49117017863373 7.37165857473652 6.94638649777972 8.04963652605911 6.42547824298883 3.56150326339193 4.93230331344516 5.03322541445692 8.36210495695097 5.9041887109826 7.04418478395976 8.45342410448936 8.11046008948791 6.79182053058242 7.27588010449583 8.08389894355843 4.97181891968274 5.430437920056 5.67399313251943 8.16377607445492 7.48919676653925 4.77092397284371 6.27079205035535 6.8059275118328 6.61916768463494 5.30223782874157 7.22995486191965 3.99272146499217 7.31356356145001 4.70431008329848 5.793152113673 5.32971116869195 9.35276370672308 7.88913053999897 6.12173790821063 6.32156208405982 5.54292609683055 5.9070776287523 5.73982860230723 8.65609026334472 3.28999100297182 6.46823641849834 4.56083423618903 5.39566400801776 4.65111639665543
