"","p1_rep1_B.D1_p1_rep1_B","p1_rep1_B.D4_p1_rep1_B","p1_rep1_B.D8_p1_rep1_B","p1_rep1_B.D11_p1_rep1_B","p1_rep1_B.D14_p1_rep1_B","p1_rep2_B.D1_p1_rep2_B","p1_rep2_B.D4_p1_rep2_B","p1_rep2_B.D8_p1_rep2_B","p1_rep2_B.D11_p1_rep2_B","p1_rep2_B.D14_p1_rep2_B","p2_rep1_B.D1_p2_rep1_B","p2_rep1_B.D4_p2_rep1_B","p2_rep1_B.D8_p2_rep1_B","p2_rep1_B.D11_p2_rep1_B","p2_rep1_B.D14_p2_rep1_B","p2_rep2_B.D1_p2_rep2_B","p2_rep2_B.D4_p2_rep2_B","p2_rep2_B.D8_p2_rep2_B","p2_rep2_B.D11_p2_rep2_B","p2_rep2_B.D14_p2_rep2_B","p3_rep1_B.D1_p3_rep1_B","p3_rep1_B.D4_p3_rep1_B","p3_rep1_B.D8_p3_rep1_B","p3_rep1_B.D11_p3_rep1_B","p3_rep1_B.D14_p3_rep1_B","p3_rep2_B.D1_p3_rep2_B","p3_rep2_B.D4_p3_rep2_B","p3_rep2_B.D8_p3_rep2_B","p3_rep2_B.D11_p3_rep2_B","p3_rep2_B.D14_p3_rep2_B"
"RBSN",839.35545050351,774.050915784964,850.658893272963,801.92165964548,742.877373997141,803.092821734088,851.648086826223,669.880997311471,874.473141257617,748.985884732913,752.971186151364,756.244735064843,713.08319527756,921.641576443885,870.217306713065,726.540827782888,806.978502836389,853.154817805884,880.416032964351,840.396506380636,639.013681365585,601.092719924075,695.496339694443,703.907918758869,689.396767895273,709.956352481444,647.475186293213,670.077434284992,769.033594996174,699.542698244839
"NR1H2",2334.74814336287,2340.79481129526,2475.76481586295,3224.31184372091,2884.53848634987,2357.49533076918,2129.12021706556,3048.8874102757,3131.9013247688,2964.35979680436,3104.86910584831,3159.94297114852,2905.10830158689,2985.03745219744,2710.72138171166,3172.38260072042,3013.6623064146,2723.7421364207,2853.03583478246,2958.30543867395,2645.5360933248,2531.47941928499,2551.31823103992,2978.63339354992,3029.46185328627,2601.64650457716,2431.86196993814,2781.71611443532,2698.13481634251,2919.95954299226
"RARA",619.74582043829,708.398429734092,800.224571537412,1346.64161625832,1062.9790066951,773.113112325462,751.951187773153,998.811144441574,1183.3234566563,1051.2874165227,1650.47241206064,1056.28873762007,1204.01826947898,903.620651764814,822.670490717306,1510.62184784003,1044.06922199856,1117.26976672239,1014.58522690476,851.370127791482,517.435735900291,788.785703615782,818.98480201875,946.38311197189,606.863352020487,621.784353866813,717.625050810659,850.024044975769,736.881907973735,652.015381166633
"ZNF304",755.606015309146,517.114643215505,585.038132132394,878.202012636147,571.351216098614,742.224926874151,493.415161415193,621.798185106407,790.570011079054,623.778907014007,872.23373644111,772.975813274242,624.714881921305,684.795137804674,605.945468969199,920.643076388031,889.633982911275,624.436717713243,591.009755125943,610.86492520377,651.657787693976,454.97729591091,641.907006987669,656.061643175029,587.443724755831,608.043263173624,498.305934158413,680.019235980615,621.309627595779,628.251722627531
"ZSCAN5A",113.527012152359,106.178712008199,109.834745112978,98.7732775904798,86.9710096386897,99.9323646954182,108.990677778356,160.640304412376,122.961483882378,71.0634197864059,177.883125855893,138.310246531033,153.417210687943,173.773202262464,147.616277568226,201.007071678053,163.135815937275,158.832013953223,179.631482796253,142.657078341,180.907982852357,161.558517608052,158.438027133072,129.752611752787,140.792297668753,178.63417901146,154.813494107468,140.179403908285,114.703315863836,99.510320132493
"ZNF132",211.234686545783,150.75756056126,199.495761531736,122.244155433762,140.119959973445,198.956253348151,199.39379810614,172.661007463642,141.044055041551,155.662729055937,206.182714060239,186.272670731311,181.645977454525,142.880188526915,178.024125007374,218.652730642157,191.412690699736,167.908129036264,129.733848686183,116.137493264789,119.632698337849,118.793027652979,65.2391876430299,77.8515670516722,99.5255897313599,107.638543763316,87.0825904354508,76.5518730562974,86.0274868978771,93.5694054977173
"THAP1",382.45575405426,352.578165828753,363.127116495969,487.020715248108,469.88503818681,405.180315037786,341.33514591051,430.559727472626,469.423547292137,457.964260845727,449.761312533365,394.853445741821,470.070333547858,378.439418260478,357.153989921626,461.088740757672,495.932880449317,439.2839700192,379.222019236534,327.379705423577,437.680603675058,422.903178444606,410.074893756188,446.024602900205,432.086706638587,423.683629706668,369.294689068856,389.718626468423,403.199534551666,458.935655536423
"RFX1",827.258309864324,568.177687921738,736.341097339047,831.260256949583,771.867710543371,803.092821734088,593.112060468263,854.56270782638,875.919746950351,742.21793999135,1082.45924881626,904.593628521515,720.447221390581,840.547415388068,763.513405699328,1065.64436091915,859.181963936317,804.143796357461,884.851378218579,929.099946118309,560.231172704075,681.8719787281,657.051818404801,692.5545652305,566.810370787135,547.353445945371,538.621948248899,773.472171919472,596.97862120042,515.374344566792
"ZNF20",105.152068632923,78.6208783572162,61.6419487878959,45.9638024430946,90.5948017069684,59.0509427745653,73.5053408272633,83.0521301723847,93.3060671813339,95.8792171721349,133.41234439192,171.772402949832,152.18987300244,157.039486489042,151.4863672423,168.784564004472,112.019926943596,137.956949262228,140.822211821754,166.4332580645,124.495816156461,95.0344221223833,93.1988394900426,61.6324905825738,103.166769843483,77.866180594739,99.1773946625967,43.7439274607413,74.7309482143175,78.7171189107781
"CC2D1A",1066.40947480823,1116.09226286481,1176.80084049619,922.209908592302,899.908363622553,970.252413588242,1038.36855030697,1014.11022105228,860.730387176646,835.841175582964,988.464187994676,865.554446032917,920.50326412766,1116.01012119672,1164.34412194264,1030.35304299094,784.13948860517,902.165839254307,1080.00656940463,1288.48604732352,908.430408516677,966.97524509525,921.503525457797,970.711726675537,807.128258187248,853.092713868832,819.221406318685,1014.06377295355,894.16448502945,684.6904116579
"TERF2",1125.03407944428,1106.36596863505,1251.8919417469,1775.9630901417,1459.1802728269,1161.03238255222,1146.5143391103,1397.67992750632,1636.11103848199,1405.47652466447,1371.51932833208,1357.44814538925,1350.0714540539,1237.00775832762,1092.47102799556,1365.62056330891,1314.87467645444,1294.25401084169,1105.50980461645,1162.28940109879,1425.86614441697,1369.68360883885,1364.1980130355,1470.25928192377,1353.30527500569,1509.22979446862,1278.01764666842,1453.49140790009,1293.01919701052,1216.40227147033
"ZBED3",439.21926013044,982.355717205629,888.764825250936,828.326397219172,837.095967772388,486.943158879492,920.928982778356,996.625562068617,812.992399316428,862.912954549214,577.109459452925,596.741789468571,1078.82982555762,848.270668821955,798.344212765988,579.237935560803,717.797590124011,1035.58473097501,868.218833515223,747.120724388443,447.406839312282,616.535813518962,591.812630761771,549.01573847898,531.612296369947,337.801812874235,639.411983475115,575.630318176574,618.702734053419,464.876570171199
"ZNF414",366.636416295325,409.314882169012,431.493641515271,467.461650378706,333.388870281644,390.644698354817,451.170712663892,387.940871199955,383.350508574472,388.028831849581,464.921806214265,472.931810719017,357.155266481532,364.280120298351,444.507442564996,497.147261249537,457.867856730619,392.088171587385,354.827620338277,497.470837291693,472.695051969063,382.513549042593,435.704574615949,477.651802014947,395.674905517358,487.808719608218,410.417023441152,490.130823594216,420.578824834066,332.691219547439
"E2F5",1827.598785797,1556.20707676139,1205.94067083229,1263.51559056337,1565.47817349641,1908.70816568249,1574.87304944849,1277.47289699365,1354.74623124526,1644.61057219968,1274.49216877432,1951.9591244299,1964.96763449118,1544.65068677746,2021.84541972661,1212.18005057757,2129.46618403457,1952.27235436219,1555.69734792064,2027.37655565383,1704.03648364156,1432.64391349493,1022.85726340322,1174.26113636272,1373.93862897438,1809.24360793658,1561.03606558364,1162.19661821833,1287.8054099258,1403.54108246576
"ARNTL",258.692699822589,252.883649973726,239.843218920177,241.554451137114,177.565811345658,262.549576336144,290.641807408949,146.434018988152,211.204431139143,205.294323827395,116.230451553566,123.809978749554,121.506430864851,182.783664601999,181.341344728008,129.657233257981,146.822234343548,141.587395295445,145.257557075982,160.031978908173,153.674523068132,98.5982129519727,157.273041639447,208.415132627914,191.768819238474,196.955633269046,134.655487062225,189.8884123864,187.696335049914,158.91946648025
"MBD2",2434.31691631617,2847.37263576186,3193.05294721301,3269.29769292054,2941.31122875291,2380.20723183632,2812.6353978616,3526.43715876691,3095.01287960409,2959.84783364332,2770.32754528978,2898.9381510819,3409.54409032885,2690.26661280408,2612.31052999951,2859.36395474849,2971.24699427091,3319.13528586821,2818.66190906219,2449.86097997141,2476.29959323711,3227.60656133144,2855.37944487618,2891.86133444024,2963.92061126806,2479.12177922956,2836.63475140663,2919.90715800449,3017.91375753866,3086.30515276598
"BHLHE40",2029.52797954341,2922.75141604249,2824.32201719087,3414.03477295411,1727.34088587953,2479.23112048906,3016.25364084287,3181.11514383963,2939.5027676352,1770.94554070885,2613.66911058715,2747.24304198334,3983.93812714451,1970.71683454691,1935.04483703667,2593.91186772328,2730.89355878999,4077.89850681047,2329.6650947835,1921.29821534898,1962.75435159171,2301.02094563821,2562.96808597617,2216.33679950229,2088.82365765452,2445.91414338768,2115.78441946873,2939.79076139573,2141.12856279161,2085.26103680627
"GRHL1",0.930549279937372,0.810524519146559,0,1.95590648694019,2.41586137885249,0.90847604268562,0.844888975026015,3.27837355943624,1.44660569273386,1.12799079026041,6.06419747235998,1.11540521395995,1.22733768550355,10.2976712451831,3.87008967407335,9.973633327537,2.175144212497,0,3.32650894067135,7.31574760723078,3.89049425488941,4.75172110611917,0,0.810953823454918,2.42745340808195,2.29018178219821,0.806320281809729,6.95926118693612,0,0
"MYCN",18.6109855987474,78.6208783572162,164.752117669467,250.356030328345,26.5744751673774,13.6271406402843,71.8155628772113,212.001490176877,271.238567387598,23.6878065954686,5.05349789363332,13.3848625675193,44.1841566781277,20.5953424903661,20.4561882772448,9.20643076388031,3.26271631874551,41.7501293819901,34.3739257202706,5.48681070542309,79.7551322252329,175.813680926409,407.744922768937,345.466328791795,275.515961817301,72.1407261392435,150.781892698419,442.410175455225,371.047847529228,332.691219547439
"CLOCK",605.787581239229,638.693321087488,616.419487878959,539.830190395494,368.418860275005,523.282200586917,647.184954869928,643.654008835981,559.836403088003,416.228601606092,633.708635861618,537.625313128694,765.858715754213,839.26020648242,598.758159574491,644.450153471622,709.097013274023,801.420961832549,816.103526778038,543.194259836886,633.177939983251,618.911674072021,644.23697797492,497.114693777865,553.459377042684,567.965081985155,633.767741502447,571.653597498324,632.606166279339,640.133551897082
"ETS1",14073.6273097728,12284.3096121852,9676.66519699442,12184.3194603939,13385.0799695322,14199.4805471762,12999.4617697503,12626.1093685754,12428.5128091229,14376.2426218689,11017.6361076994,15568.8259764529,14073.8812396692,7978.12079720558,8461.67463738466,11115.2307422582,16863.8930794893,13415.4057042434,9007.07737502446,5852.59808578463,16633.8081867797,13870.2739087618,11438.9925619091,12675.2082606004,12929.8305781485,17114.5284583672,13731.6343992197,12811.9998451494,12973.6401958112,13101.2019983391
"TRAFD1",1185.51978264021,1172.82897920507,1304.56778889292,1556.90156360439,1403.6154611133,1151.94762212537,1192.13834376171,1390.03038920097,1477.70771512764,1433.67629442098,887.39423012201,1165.59844858814,870.182419022014,925.503203160828,896.755064478139,926.013494333628,1082.13424571726,942.100745619689,948.055048091335,1031.52041261954,1611.63724508794,1615.58517608052,1555.25563399009,1769.50124277863,1710.14092599373,1593.96652040995,1541.6843788202,1657.29834266036,1621.48778334787,1601.07649407205
"DMTF1",2060.23610578134,2001.18503777285,1637.43431234756,761.825576663206,857.630789492634,2004.09815016448,2075.04732266389,684.087282735695,788.400102539953,882.088797983641,879.308633492197,1218.02249364426,1226.11034781804,2094.28888948911,2465.24712238472,909.902240496837,1255.05821061077,1586.50491651562,1885.0217330471,2211.1847142855,1065.9954258397,873.128753249397,1060.13679919924,872.586314037492,1091.14030693284,1028.29162020699,986.936024935109,832.128801923648,1117.48836515828,1038.17483242705
"PHF21A",2530.16349214971,1965.52195893041,2105.91312313557,1895.27338584505,1694.72675726502,2570.9872008003,2027.73354006244,1889.43596142175,1985.46631327722,1629.94669192629,1558.49875039651,1657.49214794448,1618.85840717918,2041.51332435754,1986.46174270651,1561.25721704137,1861.92344589744,1831.56002375774,1885.0217330471,2019.1463395957,1690.41975374945,1743.88164594573,1759.12809537455,1612.17620102838,1640.9585038634,1715.34615486646,1593.28887685603,1617.53113587787,1719.68077344342,1697.61635688716
"EHF",0,0,0,2.93385973041029,0,0,0,1.09279118647875,1.44660569273386,1.12799079026041,0,0,1.22733768550355,0,0.55286995343905,0.767202563656693,2.175144212497,0.907611508304132,0,0,0,0,2.32997098725107,0,3.64118011212292,1.1450908910991,0,1.98836033912461,0.868964514119971,2.97045731738785
"TFCP2",960.326856895368,1003.42935470344,1080.41524784603,1028.80681213054,1009.83005636034,1001.14059903955,936.981873303851,1187.8640197024,967.779208438951,950.896236189526,1399.81891653643,1154.44439644854,1159.83411280085,1189.38102881864,1006.77618521251,1438.5048068563,1289.86051801072,1116.36215521408,1077.78889677752,992.198269230675,1285.80835124095,1231.88369676139,985.577727607201,1162.90778283435,1060.79713933181,1269.90579822891,1157.06960439696,1086.6389253316,1079.253926537,1015.89640254665
"EGR4",0.930549279937372,2.43157355743968,4.48305082093788,2.93385973041029,10.8713762048362,0,4.22444487513008,18.5774501701387,7.95633131003622,6.76794474156246,3.03209873617999,3.34621564187984,7.36402611302128,3.86162671694365,3.3172197206343,0,1.0875721062485,13.614172624562,3.32650894067135,0.914468450903848,1.9452471274447,10.6913724887681,15.1448114171319,7.29858441109427,1.21372670404097,1.1450908910991,10.4821636635265,16.9010628825592,9.55860965531968,2.97045731738785
"SP110",3537.94836232189,2677.97301126023,2771.64617004485,2804.76990227224,3182.89736663816,3504.90057268112,2722.23227753382,2688.26631873772,2951.79891602344,3070.39093108884,2949.2213707244,3632.87478186754,2925.97304224045,2512.63178382467,2863.86635881428,2949.89385725998,3456.30415365774,2963.35157461299,2827.53259957065,2181.00725540568,2415.0243087226,1911.37981493643,1863.97678980085,1900.06480835487,2016.00005541206,2353.16178120866,1920.65491127078,1930.69788928999,2055.97004040785,1859.50628068479
"SETDB2",1026.39585577092,985.597815282215,939.199146986487,788.230314236898,961.512828783292,1006.59145529567,1007.95254720604,817.407807486102,843.371118863839,866.296926919995,1279.54566666796,1313.94734204482,1164.74346354287,2318.26323907184,2265.10819923979,1294.27072488884,1357.28998859813,1335.09652871538,1855.08315258106,2480.95290730214,546.614442811962,536.944484991466,513.75860268886,550.63764612589,509.765215697209,539.337809707678,592.645407130151,502.060985628963,564.826934177981,528.741402495038
"ZFHX2",15.8193377589353,21.0736374978105,16.8114405785171,22.4929245998122,16.9110296519674,21.8034250244549,20.2773354006244,13.113494237745,18.8058740055402,32.7117329175519,31.3316869405266,10.0386469256395,17.1827275970496,27.0313870186056,30.4078474391477,38.3601281828346,23.926586337467,26.3207337408198,28.829744152485,32.0063957816347,14.5893534558353,19.0068844244767,25.6296808597617,34.8710144085615,30.3431676010243,14.8861815842883,22.5769678906724,34.7963059346806,40.8413321636386,34.1602591499603
"VEZF1",2491.08042239235,1784.77499116072,1599.32838036959,2008.71596208758,2041.40286513036,2404.73608498884,1766.6628467794,1735.35240412825,2028.86448405924,2307.8691568728,2641.9686987915,2341.23554410192,2340.53296625526,2428.96320495756,2191.57649543239,2699.7858215079,3107.19350755197,2338.00724539144,2166.66615669061,2059.38295143546,1914.12317340559,1570.44382557238,1386.33273741438,1572.43946367909,1570.56235502902,1826.41997130307,1523.13901233858,1595.6591721475,1674.49461870918,1664.94132639589
"KAT7",1484.22610150011,1438.68102148514,1674.4194816203,2123.13649157358,1590.84471797437,1418.13110263225,1361.96102774194,1948.4466854916,2041.16063244747,1512.63564973921,2099.22302501528,1937.45885664842,1850.82522973935,1683.66924858743,1572.9150175341,2099.06621416471,2129.46618403457,1919.59834006324,1682.10468766615,1424.74184650819,1612.60986865166,1777.14369368857,1713.69366112316,1759.76979689717,1505.02111301081,1722.21670021305,1558.61710473821,1871.04707911625,1640.6050026585,1617.41400931768
"TBR1",0,0.810524519146559,0,0,1.20793068942625,0.90847604268562,0.844888975026015,0,0,0,0,0,1.22733768550355,9.01046233953518,3.87008967407335,0,0,0,4.43534525422847,19.2038374689808,0.972623563722352,0,1.16498549362553,0,0,0,0,0,0,1.48522865869393
"SKIL",1611.71135285153,1067.46079171602,634.351691162711,711.949961246231,460.2215926714,1575.29745801686,1138.06544936004,616.334229174013,695.817338204986,552.715487227601,1683.82549815862,1177.8679059417,1530.49009382292,1544.65068677746,1265.51932342199,1601.91895291517,1963.06765177855,1799.79362096709,1488.05833279365,1129.36853686625,2722.37335485886,1541.93349893567,1366.52798402275,1318.6109169377,1354.51900170973,2526.07050576462,1581.19407262888,1366.0035529786,1405.98458384611,1415.42291173531
"HLX",153.540631189666,111.041859123079,116.559321344385,174.075677337677,159.446851004264,148.081594957756,118.284456503642,161.733095598854,120.791575343277,170.326609329322,138.465842285553,147.233488242713,79.7769495577305,75.9453254332251,105.045291153419,127.355625567011,104.406922199856,105.282934963279,114.210140296383,106.078340304846,6.80836494605646,0,2.32997098725107,4.86572294072951,0,1.1450908910991,4.83792169085838,1.98836033912461,3.47585805647988,1.48522865869393
"KLF4",0.930549279937372,3.24209807658624,1.12076270523447,4.88976621735049,1.20793068942625,0,1.68977795005203,3.27837355943624,2.16990853910079,0,10.1069957872666,11.1540521395995,27.001429081078,15.4465068677746,16.0332286497325,11.5080384548504,6.52543263749101,29.9511797740364,42.1357799151704,18.289369018077,7.78098850977882,8.31551193570854,20.9697388852596,10.5423997049139,12.1372670404097,4.58036356439641,4.83792169085838,16.9010628825592,8.68964514119971,5.9409146347757
"ZNF189",592.759891320106,569.798736960031,579.434318606221,674.787737994367,588.262245750582,651.377322605589,539.039166066598,690.644029854568,637.953110495631,598.963109628278,848.987646130397,855.515799107278,845.635665311943,898.471816142223,758.537576118377,847.758832840645,961.413741923676,832.279753114889,796.14447313401,706.884112548674,729.467672791764,610.596162136313,631.422137545039,606.593459944279,633.565339509388,766.0658061453,649.087826856832,633.292768011187,600.4544792569,745.584786664351
"XPA",477.371780607872,531.704084560143,459.512709146133,442.034866048484,390.161612684677,500.570299519776,532.28005426639,499.405572220787,478.826484294907,426.380518718435,380.023041601225,468.470189863177,536.34656856505,350.120822336224,427.368474008386,399.712535665137,475.269010430595,472.865595826453,453.514052244861,384.076749379616,565.094290522687,533.380694161876,512.593617195235,449.268418194025,527.971116257824,575.980718222849,552.329393039665,403.637148842295,513.558027844903,542.108460423283
"MYC",197.276447346723,1610.51221954421,1823.48092141648,920.254002105361,425.191602678039,156.257879341927,1580.78727227367,2524.3476407659,941.017003123375,553.843478017862,157.669134281359,327.929132904224,909.457224958128,151.89065086645,198.480313284619,131.191638385294,239.26586337467,796.882904291028,504.520522668488,119.795367068404,1235.23192592739,2995.96015740813,3047.60205132439,2846.44792032676,1528.08192038759,1464.57124971575,2590.70706545466,3285.76546040341,2221.07329809065,1638.2072105394
"FOXP4",1003.13212377249,1647.79634742495,1845.89617552117,1892.33952611464,1593.26057935322,1063.82544598486,1647.53350130073,2307.97498584311,2013.67512428553,1657.01847089254,1270.44937045942,1437.75732079437,2119.61218286462,1594.85183409773,1498.83044377326,1279.69387617936,1516.07551611041,2153.76210920571,1727.56697652199,1398.22226143198,1094.20150918765,1533.61798699996,1622.82479262037,1950.34394540908,1670.08794476038,1129.05961862372,1388.48352527635,1695.07718910373,1802.23240228482,1589.1946648025
"ZSCAN9",351.747627816327,337.178199964968,307.088981234245,353.041120892705,279.031989257463,346.129372263221,310.919142809574,286.311290857432,311.02022393778,296.661577838488,278.953083728559,371.429936248662,306.834421375887,374.577791543534,389.77331717453,321.457874172154,271.893026562125,336.723869580833,393.636891312777,403.280586848597,272.334597842259,235.210194752899,333.185851176902,303.296729972139,285.225775449629,235.888723566415,203.192711016052,313.166753412126,287.62725417371,251.003643319273
"TFAP2A",0.930549279937372,0.810524519146559,2.24152541046894,4.88976621735049,1.20793068942625,1.81695208537124,4.22444487513008,2.18558237295749,1.44660569273386,5.63995395130205,0,0,0,5.14883562259153,2.2114798137562,0,0,0.907611508304132,2.21767262711423,0,5.83574138233411,4.75172110611917,3.4949564808766,3.24381529381967,0,4.58036356439641,4.03160140904865,3.97672067824921,1.73792902823994,8.91137195216355
"IRF4",3118.27063707013,7849.11944341528,7301.76902460258,4933.77411330664,4506.78940224932,2923.47590536232,7866.76124646723,8254.94462266045,5167.99883729171,4554.82681107154,2744.04935624289,1968.6902026393,3562.96130101679,2010.62031062199,2215.90277338371,2715.12987278103,1990.25695443476,3527.88593277816,2522.60261334244,2107.84977933337,6943.55962141387,7798.76226541808,7030.68745403009,7450.23277608033,6739.82438753953,7982.42860185185,7549.5767985845,7648.2280444428,7075.1090739648,7467.72969591306
"GCM1",62.3468017558039,42.1472749956211,42.5889827989099,70.412633529847,64.020326539591,59.9594188172509,34.6404479760666,37.1549003402774,48.4612907065843,83.4713184792704,33.3530860979799,37.9237772746381,27.001429081078,19.3081335847183,30.4078474391477,21.4816717823874,23.926586337467,28.1359567574281,25.5032352118137,19.2038374689808,17.5072241470023,11.8793027652979,9.31988394900426,15.4081226456434,16.9921738565736,14.8861815842883,8.86952309990702,13.9185223738722,22.5930773671192,22.2784298804089
"HMGA1",1280.43580919382,2043.33231276847,2358.08473181333,2930.92587067988,1704.39020278043,1283.67664831478,2056.45976521332,3247.77540621483,2840.41027768293,1837.49699733421,2255.88145971791,2209.61772885465,2901.42628853038,1426.22746745786,1566.28057809283,2171.18325514844,2266.50026942188,2465.07285655402,2025.84394486885,1626.83937415795,4071.40223774177,6954.1438388054,5765.51320795276,4950.06213836882,3548.93688261581,4203.62866122481,5834.5335591752,5707.58835345718,4622.89121511824,3310.57468022876
"THAP12",2388.72000159923,2770.37280644294,2430.93430765357,3092.28815585245,4164.9450171417,2549.18377577585,2793.20295143601,2886.06152349037,3053.06131451481,4403.67604517664,3472.76375250481,3308.2918646052,3558.05195027478,2452.13296525922,2316.52510490962,3426.32664929079,3710.79602651989,3214.75996241324,2611.30951842701,1616.780221198,4082.10109694271,3254.92895769163,3038.28216737539,3872.30450699724,3998.01576311097,4078.81375409501,3566.35460644443,3335.47446888153,4006.79537460719,4326.47108277541
"CREBZF",2835.38365596917,2382.94208629088,2525.07837489326,861.576807497156,931.314561547635,2513.75321011111,2412.15802369927,688.45844748161,729.812571984231,913.672540110933,708.500404687391,1070.78900540155,943.822680152227,2355.59229733563,3076.16842093487,697.387130363934,1213.73047057333,1443.10229820357,2042.47648957221,2609.89295887958,1035.84409536431,863.625311037159,1356.04311458012,875.830129331312,1153.04036883893,973.327257434238,1035.31524184369,911.663215488632,1122.702152243,1266.90004586592
"ZNF280D",981.729490333928,870.503333563404,750.911012507096,659.140486098845,655.906364358451,841.248815526884,893.047646602498,674.252162057386,658.205590193905,758.009811054996,789.356370985524,912.401465019235,959.778070063773,904.907860670462,978.026947633679,806.329894403184,1047.33193831731,994.742213101329,936.966684955764,853.19906469329,1001.80227063402,792.349494445371,665.206716860179,742.02274846125,797.41844455492,983.63307545413,856.312139281933,680.019235980615,755.130162770255,787.17118910778
"GTF2B",865.410830341756,862.398088371939,858.504232209605,1049.34383024341,979.631789124685,868.503096807452,843.199197075963,1016.29580342523,998.881230832729,1059.18335205453,973.303694313776,1158.90601730438,1099.69456621118,1019.46945327312,939.326050892946,975.114458407656,1026.66806829859,1084.59575242344,935.857848642207,1092.7897988301,1034.87147180058,939.652848735065,1051.98190074386,1102.08624607523,994.042170609558,1019.1308930782,986.936024935109,1088.62728567072,966.288539701407,1014.41117388795
"PREB",1175.2837405609,1138.78694940092,1462.59533033098,1340.7738967975,1146.32622426551,1250.06303473541,1068.78455340791,1461.06181632208,1286.0324608404,1205.82215478838,1073.36295260772,1062.98116890383,984.324823773844,970.555514858504,1208.02084826432,1129.32217370265,998.391193536125,940.285522603081,913.681122371064,1378.1039555121,1272.19162134884,1141.60099574513,1084.60149456537,1179.12685930345,1230.71887789755,1243.56870773363,1078.85653706142,1149.27227601402,1098.37114584764,1130.25900926608
"TET1",29.7775769579959,17.8315394212243,20.1737286942205,12.7133921651113,16.9110296519674,27.2542812805686,29.5711141259105,9.83512067830872,7.23302846366929,3.38397237078123,20.2139915745333,24.5389147071188,25.7740913955745,11.584880150831,11.61026902222,46.7993563830582,53.2910332061766,30.8587912823405,7.76185419489982,2.74340535271154,36.9596954214494,23.7586055305958,22.1347243788851,10.5423997049139,8.49608692828682,12.5959998020901,21.7706476088627,23.8603240694953,12.1655031976796,13.3670579282453
"STAT4",75.3744916749271,64.8419615317247,48.1927963250823,54.7653816343254,122.000999632051,60.8678948599365,50.6933385015609,69.9386359346398,68.7137704048583,110.54309744552,183.947323328253,14.5002677814793,15.9553899115461,74.6581165275772,37.5951568338554,161.112538367905,10.875721062485,13.614172624562,67.6390151269841,38.4076749379616,2.91787069116706,2.37586055305958,3.4949564808766,2.43286147036476,3.64118011212292,3.43527267329731,0.806320281809729,0,0.868964514119971,1.48522865869393
"CARF",559.260117242361,479.019990815616,387.783896011127,258.179656276106,224.675108233282,491.48553909292,462.999158314256,238.228478652367,289.321138546772,239.134047535207,231.450203528406,225.311853219909,236.876173302184,343.684777807985,420.181164613678,238.599997297231,295.819612899593,261.39211439159,380.330855550091,277.99840907477,280.115586352037,199.572286457005,298.236286368136,248.96282380066,268.233601593055,230.16326911092,228.994960033963,231.643979508017,290.23414771607,283.67867381054
"LEF1",5972.26527863805,6456.63831952149,7302.88978730781,7997.70162509846,7177.52415657075,6090.42339016439,6316.38997729449,8894.22746675052,8302.07007059961,7302.6123761459,5462.83122301761,6981.3212341753,6191.91862336539,4355.91493671244,4610.93541168168,5544.57292754692,7445.51863937725,5942.13254486715,4970.91319367656,4336.40939418605,4818.37713468053,5817.29456416639,5223.79495341689,5675.05485653752,4853.69308945985,5141.45810103497,5402.34588812519,5736.41957837449,5593.52457739025,5033.43992431371
"ETV6",2413.84483215754,1555.39655224225,1523.11651641365,2087.93017480866,2180.31489441437,2467.42093193414,1616.27260922477,1864.30176413274,2129.40357970424,2208.60596732988,3166.52178015064,2170.57854636605,1823.82380065827,2131.61794775289,1790.74577918908,3069.57745719043,2503.59098858405,1909.61461347189,1994.79652808925,1623.18150035433,2014.30340046899,1778.3316239651,1577.39035836897,1655.15675367149,1696.78993224928,2112.69269407785,1708.59267715482,1682.15284689942,1841.33580542022,1816.43464958267
"AEBP2",599.273736279668,756.219376363739,767.722453085613,669.897971777017,642.619126774763,611.404376727422,762.089855473466,762.768248162165,650.249258883869,648.594704399736,835.84855160695,701.589879580805,1136.51469677628,1176.50893976217,955.359279542678,762.599348274752,1012.52963091736,1226.18314771888,997.952682201405,883.376523573117,751.838014757378,913.51838265141,792.190135665363,818.252407866013,739.159562760953,712.246534263642,831.316210545831,792.361595141156,777.723240137374,825.787134233823
"ZNF740",1827.598785797,1544.04920897419,1759.59744721812,1884.51590016688,1415.69476800756,1769.71133115159,1669.50061465141,1405.32946581167,1759.07252236437,1324.26118776572,1698.98599183952,1891.72724287607,1401.61963684505,1618.02159439939,1810.09622755945,1760.72988359211,1959.8049354598,1484.85242758556,1595.61545520869,1657.93130148868,1710.84484858762,1446.89907681329,1536.61586609208,1560.27515632726,1581.48589536539,1603.12724753874,1276.4050061048,1637.41473926911,1549.36372867591,1433.24565563964
"MBNL2",897.049505859627,630.588075896023,857.38346950437,1075.74856781711,856.422858803208,918.469279155162,674.22140207076,990.068814949744,1171.02730826806,919.312494062235,1067.29875513536,759.590950706723,747.44865047166,890.748562708335,897.860804385017,1002.7337506993,1141.95071156093,783.268731666466,828.300726227166,885.205460474925,662.356646894922,586.837556605717,689.671412226316,772.838993752537,643.275153141716,614.913808520218,628.123499529779,793.355775310718,713.419866092496,699.542698244839
