	D1_p1_rep1_B	D4_p1_rep1_B	D8_p1_rep1_B	D11_p1_rep1_B	D14_p1_rep1_B	D1_p1_rep2_B	D4_p1_rep2_B	D8_p1_rep2_B	D11_p1_rep2_B	D14_p1_rep2_B	D1_p2_rep1_B	D4_p2_rep1_B	D8_p2_rep1_B	D11_p2_rep1_B	D14_p2_rep1_B	D1_p2_rep2_B	D4_p2_rep2_B	D8_p2_rep2_B	D11_p2_rep2_B	D14_p2_rep2_B	D1_p3_rep1_B	D4_p3_rep1_B	D8_p3_rep1_B	D11_p3_rep1_B	D14_p3_rep1_B	D1_p3_rep2_B	D4_p3_rep2_B	D8_p3_rep2_B	D11_p3_rep2_B	D14_p3_rep2_B
ENPP4	668.134382995033	556.019820134539	595.124996479504	659.140486098845	552.024325067794	707.702837252098	626.907619469303	627.2621410388	709.560092285957	708.378216283538	534.660077146405	438.354249086258	589.122089041702	502.011473202675	498.135828048584	508.655299704387	549.223913655494	638.050890337805	573.26837410903	364.872911910635	658.466152640032	533.380694161876	592.977616255396	597.672967886275	559.528010562889	629.799990104507	549.910432194235	559.723435463577	670.840604900617	750.040472640432
SEMA3F	0	0	0	0.977953243470097	3.62379206827874	0	0.844888975026015	0	1.44660569273386	0	3.03209873617999	2.23081042791989	0	5.14883562259153	7.18730939470765	3.06881025462677	1.0875721062485	0.907611508304132	5.54418156778559	10.9736214108462	0.972623563722352	0	0	0.810953823454918	3.64118011212292	0	1.61264056361946	0	0.868964514119971	2.97045731738785
ANKIB1	1472.12896086092	1537.56501282102	1435.69702540536	1144.20529486001	1232.08930321477	1443.56843182745	1545.30193532258	1380.19526852266	1209.36235912551	1254.32575876958	1126.93003028023	1017.24955513147	1178.2441780834	1351.56935093028	1257.77914407384	1140.8302121575	1099.53539941724	1163.5579536459	1288.46779635337	950.132720489098	1434.61975649047	1566.8800347428	1485.35650437255	1446.74162104357	1324.1758341087	1338.61125169485	1647.31233573728	1471.38665095221	1604.10849306547	1448.09794222658
CYP51A1	1792.23791315938	2943.8250535403	3271.50633657942	2246.35860025081	872.125957765749	1849.65722290792	2894.58962843913	3993.05899539334	2552.53574482889	800.873461084892	890.42632885819	343.544805899663	846.863002997447	903.620651764814	539.048204603074	889.954973841763	309.958050280823	835.910199148106	952.490393345564	445.346135590174	2772.94978017243	2859.34817560721	1976.98038268253	1326.72045517225	1021.9578848025	2824.93922834149	2590.70706545466	1991.34287963329	1186.13656177376	1179.27155500298
KRIT1	1009.64596873205	951.55578547806	1023.25634987907	612.198730412281	744.085304686567	981.154126100469	1010.48721413111	648.025173581897	721.856240674195	563.995395130205	577.109459452925	843.246341753719	666.444363228425	966.69388814156	1217.41963747279	702.75754830953	833.080233386353	756.947997925646	895.939741354151	919.955261609271	736.276037737821	767.402958638245	766.560454805601	716.883179934148	837.471425788272	744.309079214417	814.383484627827	795.344135649843	766.426701453814	874.799679970722
RAD52	291.261924620397	254.504699012019	215.186439405018	107.574856781711	204.140286513036	261.641100293458	268.674694058273	152.990766107024	114.281849725975	215.446240939738	215.279010268779	266.581846136427	201.283380422582	324.376644223267	362.129819502578	181.827007586636	241.441007587167	264.114948916502	292.732786779079	368.530785714251	149.784028813242	150.867145119284	121.158491337055	124.886888812057	162.63937834149	144.281452278487	153.200853543849	118.307440177914	160.758435112195	141.096722575923
BAD	505.288259005993	477.398941777323	489.773302187464	732.486979359103	712.679106761485	553.261909995542	422.444487513008	724.520556635409	698.710549590454	743.345930781611	554.874068720938	554.356391338093	670.126376284936	442.799863542872	478.785379678217	508.655299704387	467.656005686856	550.920185540608	502.302850041374	545.023196738693	560.231172704075	472.796250058857	459.00428448846	586.319614357906	578.947637827545	600.02762693593	536.20298740347	606.449903433005	543.102821324982	542.108460423283
LAP3	476.441231327935	700.293184542627	766.601690380378	748.134231254624	612.420859539107	532.366961013773	740.122742122789	1044.70837427368	798.52634238909	580.915256984112	762.067482359904	649.165834524688	721.674559076085	734.996285124942	565.033092414709	749.556904692589	634.054537942877	665.279235586929	779.511928430653	625.496420418232	821.866911345388	997.861432285025	827.139700474128	803.655239043824	639.633973029593	865.688713670922	966.778017889866	942.482800745064	709.075043521896	703.998384220921
CD99	2090.94423201928	2329.44746802721	2452.22879905302	3869.76098441117	4146.8260568003	2204.871355598	2291.33890027055	3525.34436758044	3787.93700642361	3914.12804220363	2586.38022196153	2263.15717912473	2388.3991359899	1491.8751216459	1692.88779743037	2514.12280110298	1994.60724285975	2070.26185044173	1896.11009618267	2130.71149060597	4147.26687571211	5323.11556913	5391.55286449897	6408.15711294076	5554.0133976915	4313.55738677032	5033.05119905633	5868.64554092628	5434.5040713063	5752.29059512157
HS3ST1	753.744916749271	858.345465776206	632.110165752242	773.561015584847	921.651116032225	817.628438417058	833.060529375651	891.717608166657	752.234960221606	937.360346706401	793.39916930043	497.470725426136	385.384033248113	305.068510638548	423.498384334312	749.556904692589	505.721029405553	429.300243427854	373.677837668748	377.675470223289	249.964255876645	289.854987473269	258.626779584868	226.256116743922	171.135465269777	246.194541586307	267.69833356083	288.312249173068	207.682518874673	197.535411606292
WNT16	440.149809410377	442.546387454021	430.372878810037	527.116798230382	444.518493708858	391.553174397502	463.844047289282	545.302802052894	562.006311627104	448.940334523644	117.241151132293	211.92699065239	219.693445705135	63.0732363767463	101.175201479346	143.466879403802	219.689565462197	195.136474285388	126.407339745511	48.4668278979039	489.229652552343	564.266881351651	512.593617195235	660.116412292304	757.365463321568	459.18144733074	512.819699230988	628.321867163376	725.585369290176	796.082561059944
MAD1L1	1807.12670163838	1391.67059937464	1285.51482290394	1953.95058045325	2901.44951600184	2031.35243144505	1404.20547649324	1729.88844819586	1874.80097778308	2642.88242158014	1412.95801105987	1106.48197224827	1253.11177689912	768.463716671786	888.462015176553	1258.97940696063	940.749871904954	1150.85139252964	914.789958684622	829.42288496979	2201.04712470368	2339.03471448716	2295.0214224423	2863.47795061932	2499.06328362037	2297.0523275448	2106.10857608701	2568.96155814899	2382.70069771696	2455.08297282106
LASP1	5696.82269177659	5531.01931865612	6742.50843469058	7224.14060951361	6294.52682260017	5906.9112295419	5516.28011794485	9063.61010065472	8138.60362732069	6049.41460816658	7221.44849000201	6240.69217210589	5850.7187467954	4385.52074154234	3885.57003276964	7117.33818304314	6277.46619726635	5534.6149776386	4905.49185117669	3427.42775398762	9661.06985845412	10694.9362795977	8849.22980957955	8767.22178537112	7018.98152946895	9580.9754858262	9590.37343184492	9521.26348389818	7846.74956250334	6900.37234829198
SNX11	596.482088439855	1240.10251429423	1172.31778967526	1544.18817143928	1412.07097593928	588.692475660282	1111.87389113424	1388.93759801449	1408.99394472278	1552.11532739833	564.981064508205	614.58827289193	702.037156108028	517.457980070449	511.95757688456	638.312532962368	644.930259005362	636.235667321197	569.941865168358	639.21344718179	1171.03877072171	866.001171590218	822.479758499626	1000.71701814337	909.081301326689	1088.98143743525	914.367199572233	906.692314640821	870.702443148211	910.445167779376
TMEM176A	0	1.62104903829312	0	0	0	0.90847604268562	0	0	1.44660569273386	0	1.01069957872666	0	0	0	0	0.767202563656693	0	0	1.10883631355712	8.23021605813463	0	1.18793027652979	4.65994197450213	4.05476911727459	2.42745340808195	3.43527267329731	4.83792169085838	5.96508101737382	6.0827515988398	1.48522865869393
M6PR	2920.06364044347	3054.05638814423	2986.83260944987	3055.12593260058	3855.71476064858	2898.94705220981	3221.5616617742	3703.46933097647	3092.84297106499	3738.161478923	3596.06910110947	3299.36862289352	3567.87065175881	3242.47923332702	2927.99927341321	3603.55044149549	3255.10331400177	3324.58095491804	3126.91840423107	2951.90415951762	4174.50033549634	4398.90581398982	3838.62720149613	4187.7655443212	3870.57445918667	3976.90066478719	4321.87671050015	4017.48206520127	3813.88525247255	4014.57306444968
ICA1	2.79164783981212	5.67367163402591	5.60381352617236	12.7133921651113	2.41586137885249	0.90847604268562	4.22444487513008	3.27837355943624	6.50972561730236	2.25598158052082	10.1069957872666	11.1540521395995	9.81870148402837	3.86162671694365	4.4229596275124	6.90482307291023	14.1384373812305	6.35328055812892	5.54418156778559	0	4.86311781861176	7.12758165917875	2.32997098725107	3.24381529381967	7.28236022424584	2.29018178219821	7.25688253628756	1.98836033912461	5.21378708471982	5.9409146347757
DBNDD1	309.872910219145	180.746967769683	217.427964815487	366.732466301286	378.082305790415	324.325947238766	217.136466581686	314.723861705879	352.248486180694	325.989338385259	23.2460903107132	34.5775616327583	33.1381175085957	9.01046233953518	14.3746187894153	16.8784564004472	25.0141584437155	19.9674531826909	13.3060357626854	9.14468450903848	1838.25853543525	2120.45554360568	2458.11939154987	2895.10514973406	2467.5063893153	1971.84651447266	2024.67022762423	2587.85098137068	2478.28679427016	2251.60664657999
ALS2	369.428064135137	418.230651879624	394.508472242534	314.900944397371	299.566810977709	372.475177501104	448.636045738814	377.012959335167	314.636738169614	291.021623887186	318.370367298899	273.274277420187	321.562473601929	499.437055391379	434.555783403093	299.20899982611	277.330887093368	345.799984663874	426.90198071949	502.043179546212	308.321669699986	291.042917749799	311.051126798017	304.918637619049	310.714036234489	340.091994656434	270.117294406259	302.23077154694	298.92379285727	276.25253051707
CASP10	58.6246046360544	39.7157014381814	36.9851692727375	44.0078959561544	30.1982672356561	69.0441792441071	35.4853369510926	38.2476915267561	40.504959396548	36.0957052883331	59.6312751448731	29.0005355629586	19.6374029680567	70.7964898106336	45.3353361820021	47.5665589467149	27.1893026562126	22.6902877076033	52.1153067371845	66.7561969159809	10.6988592009459	17.8189541479469	16.3097969107575	17.0300302925533	13.3509937444507	10.3058180198919	12.0948042271459	20.8777835608084	6.0827515988398	8.91137195216355
CFLAR	6089.51448791016	5885.21853352316	6922.95123023333	6179.68654548754	5857.25591302787	5733.39230538895	5939.56949443289	6373.15819954405	6590.01223324909	5732.44919610341	3178.65017509535	2698.16521256911	2734.5083633019	3928.56158003734	3383.01124509355	3008.20125209789	2975.5972826959	3054.1127254434	3603.71801906063	2950.98969106672	3299.13912814622	3289.37893571099	3416.90245280369	3345.18452175154	3138.69725664996	3221.14067666178	3199.47887822101	3249.97497429917	3726.11983654643	3138.28815582026
NDUFAF7	258.692699822589	307.999317275692	328.3834726337	147.670939763985	153.407197557133	283.444525317913	287.262251508845	192.331248820259	149.000386351587	125.206977718906	176.872426277166	190.734291587151	171.827275970496	241.995274261802	317.347353274015	161.112538367905	191.412690699736	204.21258936843	211.787735889409	272.511598369347	202.305701254249	201.948147010065	227.172171256979	167.056487631713	185.700185718269	167.183270100469	223.350718061295	179.946610690777	145.986038372155	141.096722575923
RBM5	5274.35331868503	4420.60072742533	3930.51480725729	2318.7271402676	2624.83338812323	4798.57045746544	4368.0760008845	2053.35463939356	2410.04508409461	2522.18740702228	2154.81150184525	3094.13406352489	2079.11003924301	4170.55685429914	4617.01698116951	2299.30608327911	2803.76088990864	2684.71484156362	3513.9022776625	4926.24154501903	2478.24484036455	2028.98491231288	2378.90037798334	2200.92867685665	2602.23005346385	2363.46759922855	2250.43990653095	2156.37678778064	2383.56966223108	2459.53865879714
MTMR7	36.2914219175575	39.7157014381814	35.8644065675031	23.4708778432823	28.9903365462299	24.5288531525117	32.1057810509886	22.9486149160537	31.8253252401449	40.6076684493748	22.2353907319866	25.6543199210787	22.0920783390638	42.4778938863802	47.5468159957583	29.1536974189543	32.6271631874551	46.2881869235107	36.5915983473849	65.841728465077	19.452471274447	30.8861871897746	36.1145503023915	40.5476911727459	42.4804346414341	25.1919996041803	24.9959287361016	25.8486844086199	35.6275450789188	35.6454878086542
ARF5	1621.0168456509	1689.94362242058	1783.13346402804	2368.60275568458	2339.76174541864	1609.81954763892	1618.80727614984	2188.86074651693	2296.486537215	2380.06056744947	2012.30286124479	1695.41592521912	1953.92159532165	1785.35875213361	1828.34093602294	2001.63148858031	1525.86366506665	1675.45084432943	1827.36224474213	2133.45489595868	2507.42354727622	2282.01406121373	2360.26061008533	2828.60693621076	2787.93023918212	2560.42323249759	2353.6489026026	2649.49015188354	2396.60412994288	2697.17524418817
SARM1	812.369521385326	694.619512908601	972.822028143521	793.120080454249	750.124958133699	761.302923770549	823.766750650365	957.285079355382	788.400102539953	738.833967620569	568.013163244385	480.739647216736	478.661697346383	485.277757429252	534.072375022122	628.338899634831	421.977977224419	416.593682311597	523.370739998959	390.478028535943	434.762732983891	584.461696052658	526.573443118741	536.851431127156	498.84167536084	401.926902775785	522.495542612705	549.781633767954	530.937318127302	448.539054925565
POLDIP2	1312.07448471169	1823.68016807976	1813.39405706937	2137.80579022563	2148.90869648929	1224.62570554022	1732.02239880333	2515.60531127407	2237.89900665928	2177.02222520259	1686.8575968948	1530.33595355304	1746.50152647155	1314.24029266649	1179.82448063893	1641.04628366167	1506.28736715418	1535.67867205059	1407.11328190398	1372.61714480668	2371.25624835509	2562.36560647476	2247.25701720365	2251.20781391085	1911.61955886453	2357.74214477305	2365.74370682975	2417.84617237552	2103.76308868445	1736.2323020132
PLXND1	5768.47498633177	1822.05911904146	2368.17159616044	3482.49149999702	5575.80806239155	5796.07715233425	1960.14242206036	2490.47111398506	3513.08192480417	4956.39153240425	3577.87650869239	2629.01008930359	1180.69885345441	2029.92844420671	2963.93582038675	3484.6340441287	2687.39067454005	1222.55270168567	1828.47108105569	2888.80583640525	1133.10645173654	1382.75084188068	1888.44148516699	2236.61064508867	2205.34142124245	1188.60434496087	1245.76483539603	1712.97243215585	2381.83173320284	2207.04978681917
AK2	2773.03685421337	3381.50829387944	3204.26057426535	3023.83142880954	2580.13995261446	2794.47230730097	3276.47944515089	3723.13957233309	3082.71673121585	2607.91470708207	2642.97939837022	2518.58497312156	3273.30960723796	2190.8295574127	2129.65506064722	2704.38903688984	2467.70110907785	2897.09593450679	2478.24916080016	1860.94329758933	3435.30642706735	4362.07997541739	4036.67473541247	3715.79041907044	3429.99166561979	3626.50285211086	4381.54441135407	3772.91374348894	3571.44415303308	3748.71713454347
CD38	31.6386755178707	12.9683923063449	12.3283897575792	8.80157919123087	12.0793068942625	46.3322781769666	17.7426684755463	4.37116474591499	2.16990853910079	5.63995395130205	1.01069957872666	1.11540521395995	3.68201305651064	0	0.55286995343905	0.767202563656693	4.35028842499401	3.63044603321653	6.6530178813427	3.65787380361539	0.972623563722352	0	1.16498549362553	0	0	3.43527267329731	1.61264056361946	3.97672067824921	0	1.48522865869393
FKBP4	1409.78215910512	1881.22740893916	1850.37922634211	1751.51425905494	1936.31289515027	1522.6058475411	1928.03664100937	2415.06852211803	1791.62115045088	2025.8714593077	1839.47323328253	1735.57051292167	2064.38198701696	2866.61423287784	2175.54326678266	1853.56139379457	1634.6208756915	1886.92432576429	2134.50990359745	3626.78187628466	970.678316594907	1914.94360576602	1275.65911551996	1367.26814634499	1523.22701357142	1031.72689288029	1819.86487604456	1230.79504991813	1273.90197769988	1491.1695733287
KDM1A	1892.73723539261	1506.76508109345	1871.67371774157	1921.67812341874	1691.10296519674	1834.21313018227	1632.32549975026	1900.36387328654	1878.41749201491	1711.16202882504	1873.83701895923	1712.14700342852	1518.21671696789	1467.41815243859	1391.57367280609	1778.37554255621	1625.92029884151	1495.74376568521	1514.67040431902	1133.02641066987	1446.29123925514	1494.41628787448	1515.64612720682	1721.65496719479	1469.82303859362	1430.21852298278	1458.6333897938	1545.95016366938	1547.62579964767	1581.76852150903
RBM6	3420.69915304978	3167.52982082475	2861.3071864636	1689.90320471633	2148.90869648929	3317.75450788788	3334.77678442768	1901.45666447302	1615.13525593735	2011.20757903431	1662.60080700536	2054.57640411422	2153.97763805872	2575.70502020141	2721.77878078044	1674.0359938989	1622.65758252277	2369.77364818209	2410.61014567317	2717.80023608624	991.103411433077	1089.33206357782	1097.41633499525	1182.37067459727	1082.64422000455	998.519257038418	1056.27956917075	1059.79606075342	1261.7364745022	1051.5418903553
CAMKK1	345.233782856765	192.094311037734	226.394066457363	230.796965458943	233.130623059265	391.553174397502	199.39379810614	157.361930852939	255.325904767526	166.942636958541	578.120159031651	64.6935024096768	150.962535316936	503.298682108322	494.265738374511	527.068161232148	113.107499049844	197.859308810301	442.42568910929	573.371718716713	106.988592009459	174.625750649879	260.956750572119	229.499932037742	203.906086278884	123.669816238703	182.228383688999	204.801114929834	212.027341445273	210.902469534537
RECQL	1694.53023876595	1603.21749887189	1439.05931352106	1245.9124321809	1189.81172908485	1644.34163726097	1693.15750595213	1434.83482784659	1189.8331822736	1211.46210873968	1754.57446866949	1505.79703884593	1697.4080190514	1880.61221115156	1611.06304432139	1792.18518870203	1587.85527512281	1836.09808129926	1739.76417597112	1179.66430166596	898.704172879453	851.746008271861	808.49993257612	764.729455517988	859.31850646101	864.543622779823	868.406943509079	795.344135649843	795.971494933893	842.124649479456
VPS50	658.828890195659	569.798736960031	489.773302187464	427.365567396432	478.340553012793	622.30608923965	544.108499916754	512.519066458532	439.044827744726	517.747772729529	546.788472091125	506.393967137815	511.799814854979	504.58589101397	503.664527582975	554.687453523789	551.399057867991	537.306012916046	473.473105888889	459.063162353732	543.696572120795	432.406620656844	386.775183883677	448.45746437057	461.21614753557	533.612355252182	513.626019512798	491.125003763778	452.730511856505	454.479969560341
ARHGAP33	227.984573584656	211.546899497252	256.654659498694	77.2583062341377	85.7630789492634	217.125774201863	241.63824685744	83.0521301723847	87.5196444103984	81.2153368987496	31.3316869405266	63.5780971957169	77.3222741867234	135.156935093028	200.691793098375	29.920899982611	64.1667542686616	108.005769488192	110.883631355712	174.663474122635	31.1239540391153	53.4568624438406	128.148404298809	60.010582935664	71.6098755384175	29.7723631685767	69.3435442356367	76.5518730562974	65.1723385589978	26.7341158564907
NDUFAB1	473.649583488122	611.135487436505	600.728810005676	736.398792332983	780.323225369355	475.132970324579	628.597397419355	858.933872572294	701.603760975921	785.081590021246	575.088060295471	563.279633049772	784.268781036766	619.147483616632	535.178114929	550.084238141849	580.7635047367	592.670314922598	612.077645083529	817.53479510804	823.812158472832	940.840779011595	773.550367767354	736.346071697066	727.022295720543	826.755623373552	946.620010844622	825.169540736712	680.399214555937	769.348445203453
PDK4	46.5274639968686	1.62104903829312	4.48305082093788	5.86771946082058	7.24758413655747	37.2475177501104	1.68977795005203	4.37116474591499	5.78642277093543	7.89593553182288	131.390945234466	71.3859336934365	33.1381175085957	117.136010413957	98.4108517121509	135.027651203578	212.076560718458	22.6902877076033	51.0064704236274	138.999204537385	25.2882126567812	5.93965138264896	5.82492746812767	4.05476911727459	3.64118011212292	28.6272722774776	3.22528112723892	7.95344135649843	5.21378708471982	5.9409146347757
ZMYND10	7.44439423949898	8.10524519146559	12.3283897575792	1.95590648694019	1.20793068942625	14.5356166829699	11.8284456503642	3.27837355943624	1.44660569273386	5.63995395130205	3.03209873617999	4.46162085583978	2.45467537100709	6.43604452823942	21.0090582306839	6.13762050925354	4.35028842499401	8.16850357473719	11.0883631355712	24.6906481744039	4.86311781861176	2.37586055305958	11.6498549362553	7.29858441109427	2.42745340808195	3.43527267329731	4.83792169085838	2.98254050868691	3.47585805647988	5.9409146347757
SLC25A13	200.068095186535	294.220400450201	253.29237138299	205.37018112872	157.030989625412	167.159591854154	262.760471233091	219.651028482228	232.903516530151	138.742867202031	196.075718272973	189.618886373191	233.194160245674	269.026661280408	236.075470118474	217.118325514844	205.551128080967	241.424661208899	235.073298474109	234.103923431385	175.072241470023	187.692983691707	167.757911082077	181.653656453902	182.059005606146	187.794906140253	185.453664816238	187.900052047275	163.365328654555	157.434237821556
ST7	262.414896942339	397.96753890096	401.233048473941	490.932528221989	456.597800603121	272.542812805686	340.490256935484	521.261395950362	535.244106311528	465.86019637755	351.723453396879	313.428865122745	298.243057577362	303.7813017329	247.132869187255	387.43729464663	295.819612899593	305.865078298493	293.841623092636	215.814554413308	318.047905337209	354.003222405878	349.49564808766	362.496359084349	378.682731660784	274.821813863785	362.844126814378	341.00379815987	411.889179692866	451.509512242953
CDC27	1382.79622998694	1214.16572968155	1426.73092376348	1765.20560446353	1256.2479170033	1320.92416606489	1210.72590121228	1629.35165903981	1747.4996768225	1325.38917855598	1644.40821458828	1400.94894873369	1524.3534053954	1730.00876919076	1345.13259671721	1585.80769907838	1709.66335102265	1645.49966455539	1653.27494351366	1210.75622899669	1076.69428504064	974.102826754429	1022.85726340322	1042.07566313957	915.149934846894	960.731257632148	924.84936323576	1093.59818651853	1042.75741694396	996.588429983624
HCCS	567.635060761797	647.609090798101	629.868640341773	812.679145323651	903.532155690832	671.363795544673	644.65028794485	860.026663758773	817.33221639463	952.024226979787	723.660898368291	738.398251641484	692.218454624	570.233545202012	615.897128131102	712.731181637067	825.467228642613	654.387897487279	610.968808769971	645.614726338116	727.522425664319	635.542697943439	581.327761319141	718.505087581058	672.4045940387	723.697443174633	595.06436797558	690.955217845801	623.916521138139	695.087012268757
DVL2	1874.12624979387	1850.42747721159	2157.46820757636	2204.3066107816	2269.70176543192	1959.58282407288	1981.26464643601	2417.25410449099	2096.13164877136	2272.90144237473	2002.19586545752	1886.15021680627	1791.91302083518	2116.17144088512	1962.13546475519	1915.70480145076	1638.97116411649	1663.65189472147	1955.98725711475	2262.39494753612	1626.22659854377	1840.10399834465	1760.29308086818	1912.2291157067	1707.71347258565	1773.74579031251	1729.55700448187	1890.9306825075	1680.57737030802	1782.27439043271
UPF1	3768.72458374636	3721.11806740185	3375.73726816623	3997.87285930576	3364.08697005209	3683.87035309019	3706.52793343913	3421.52920486495	3591.1986322118	3264.40534701363	3910.39667009346	4004.3047181162	3386.22467430428	3915.68949098086	3389.64568453482	3677.20188760653	3831.51653031347	3729.37568762168	3440.71908096773	3927.64199663203	3921.61820892852	3852.45788678611	3716.30372466545	3589.28162261147	3307.40526851165	3947.12830161861	3367.19349683743	3937.94765163628	3143.91361208605	2731.33550333813
SKAP2	1548.43400181579	1625.912185408	1504.06355042466	1546.14407792622	1470.05164903174	1574.38898197418	1650.06816822581	1733.16682175529	1560.88754245983	1522.78756685155	1874.84771853796	1272.6773491283	1708.45405822094	1406.91933387314	1128.96044492254	1913.40319375979	1658.54746202897	1617.36370779796	1442.59604393781	1004.08635909242	1599.96576232327	1566.8800347428	1385.16775192076	1466.20451280649	1540.219187428	1541.29233941939	1502.17468501153	1422.67182264366	1485.92931914515	1489.68434467001
