"","D1_p1_diff","D4_p1_diff","D8_p1_diff","D11_p1_diff","D14_p1_diff","D1_p2_diff","D4_p2_diff","D8_p2_diff","D11_p2_diff","D14_p2_diff","D1_p3_diff","D4_p3_diff","D8_p3_diff","D11_p3_diff","D14_p3_diff"
"ECM proteoglycans",-0.184178172302649,0.225771823269618,0.500249581279012,0.25718496436585,0.209564887564292,0.302157656556341,-0.0412372281505761,-0.0069494923896225,-0.223481086139279,-0.0194910292779958,0.351140364510198,0.0496993300438411,-0.233564006907829,0.054251815084749,-0.0309777944259605
"EPH-Ephrin signaling",-0.0969235540018321,-0.112780637380736,-0.374551773926269,-0.0340552312122993,0.0590102710198885,0.0610004536311298,-0.146500272948615,0.0361760459500176,0.138907134481964,0.343653520648748,0.115950490110488,-0.0446614676400375,-0.0354190977479234,-0.187045225104643,-0.0603473803603524
"EPHB-mediated forward signaling",-0.185348813264958,-0.106648117935789,-0.15202160451443,0.06935078453151,-0.0184870452751335,0.227480277142687,-0.00283040846231786,-0.19090291672974,0.0548588474585945,0.168341298984387,0.119408054000882,0.011994789353069,-0.105626611196187,-0.084200517713767,0.0568356078221959
"ER Quality Control Compartment (ERQC)",0.2259144824622,0.288464728916225,-0.336118970410028,0.52764648711418,0.141755432380234,-0.060352003342956,-0.177495865391382,-0.247884134876615,0.0820594327074556,0.307025268031595,0.558409337077771,0.517600994441505,0.382150469351605,0.18069721525802,-0.115520060482931
"FOXO-mediated transcription",0.17037406628523,-0.0240573520285275,-0.159819256295744,-0.054589583387645,-0.161219037382537,0.128801135606332,0.0462364689649459,0.0464359974495034,0.158211049778673,0.076058261472123,0.130362872316097,0.19513377395921,-0.00107936427981359,-0.150318973215612,-0.217331977236288
"G alpha (q) signalling events",0.123631827873652,0.528661284939262,0.520249616293468,0.553759214287694,0.857509723127734,0.0209877543494199,0.20838020415107,0.476089121322962,1.18967584162838,1.58502969851748,0.408307464765314,0.3949295870488,0.129936433370727,0.0611797409322826,0.0305212133704874
"Glucagon-type ligand receptors",0.717377103860236,0.588753964090559,0.444101776347482,0.108679046193922,0.102661873573109,-0.0836208306194515,0.0632608313540756,0.0317282086103025,0.544201318882972,0.477680967076801,0.197472598474869,0.26001218971242,-0.114289446688462,-0.118781445285262,0.107943519526599
"IL-6-type cytokine receptor ligand interactions",0.144388491895174,0.348062596369864,1.16429889223505,0.420981201634338,0.540126981073986,0.450701428889166,-0.107238226173538,-0.525437550969206,-2.19441372485298,-0.960799570258887,0.351756162542032,0.467092922455968,0.230887570815739,-0.126469769925558,-0.180040945685394
"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",0.381844024893855,0.927378055675457,0.889717600494035,0.97794728968837,0.812892332755278,0.537156043975154,0.572319915375918,0.620860649627896,1.10603592708395,1.17248481445952,0.347087488121585,0.68014701940674,0.61793138997427,0.346105713640293,0.339429356706936
"Integrin cell surface interactions",0.264666023538352,0.704640216879758,0.646840504757928,0.534287061566068,0.273710466051103,0.978738092176468,0.555624422244848,0.226031614255627,0.45926449343121,0.470930899355057,0.78433694470159,0.492352068431723,-0.00874557276890997,0.0643199834816339,0.0947413614436665
"Interferon gamma signaling",0.362869894411046,0.635690477345848,0.6430513501303,0.813219914701039,1.00854045592286,0.241388111868078,0.432482078509237,0.842750895973057,2.13070343746125,1.91746044710405,0.241555065433181,0.47580248522374,0.338816789280425,-0.00921166987090904,0.0422284690209239
"Interleukin-10 signaling",0.555268640993348,0.742681210800683,0.472620601919129,0.500524717467653,0.256909222055658,0.953943507820854,0.458905899133351,0.445601961483533,0.781416025611189,0.886356625506468,0.818507786249967,0.348329440954433,0.0797090398830025,0.0891417682124028,0.012442083691149
"Interleukin-21 signaling",0.347454694585079,0.505141852865848,0.297562146200335,0.375103326398885,-0.104649161429864,0.007136897394521,0.394034685176447,1.17187891007321,1.48595885673003,1.65987874037767,0.248053261501044,0.505714727694055,0.048903779296265,-0.131906035508027,-0.0132150046618405
"Interleukin-27 signaling",0.363433783442653,0.198186505336274,0.340236321477897,0.229311719711236,0.434132248585459,0.208976332454848,0.103387344513185,0.226544047464105,-0.142535231090948,0.312325807582624,0.16096111016685,0.223115985197864,0.104029637528522,0.0687990936144495,0.054924618779661
"Interleukin-37 signaling",0.201221541425104,0.489274420017545,0.629876516774499,0.446271564664163,0.671717241392084,0.287781364503241,0.290907108647156,0.736604250766051,0.873543392769758,1.0519319477117,0.157812273211226,0.335490338071221,0.171627209537514,-0.0437673208978215,-0.155865342711911
"Intracellular signaling by second messengers",0.064237100747846,0.075294217567323,0.148057830901047,0.142901669792698,0.151125921740814,-0.101898127132636,0.139301507141636,0.045850270899319,-0.0342304960566415,0.225288322169849,0.0314766841585915,-0.0829170618002519,-0.0951735919117955,-0.104885816825362,-0.113793664523638
"Iron uptake and transport",-0.204218756172504,0.220898842746892,0.173153372056725,-0.036801609178283,0.458519602485117,0.185449615205435,0.211163266260605,0.124843584768049,-1.12453195087164,-1.78057964453698,0.202465359313131,0.323125612006845,-0.0607883548942845,0.274640131502966,-0.131555281972764
"Killing mechanisms",-0.111084912843063,0.270337557777655,0.141903353071068,-0.191870168184179,-0.223752601293296,0.187218740140132,-0.000151836537253924,0.234466784763957,-0.37458858229255,-0.59172829171525,0.29040208872237,0.195525642506762,-0.38032293992699,0.424535202737919,-0.106839171789372
"L1CAM interactions",-0.0130468947019671,0.187185691064077,-0.0228275002339425,0.147625274007012,0.507319218180612,0.316939723436883,0.035337745707998,0.377696363011255,0.560137981633049,0.531312136174132,0.418365708927186,0.226655162643177,0.042486363467411,-0.0168835734340389,-0.00982070142292102
"LDL clearance",0.4506819168968,0.583365571914292,0.17635700618843,0.668018150440782,0.709009861546246,0.12231042360647,0.223148002200144,1.7095038602832,1.31480961329483,0.572819366035225,0.432960545996008,0.321327487079695,0.251793860538309,0.07633938895966,0.0766212235415995
"Laminin interactions",-0.114433844738174,0.213344500540251,0.632091275137182,0.266132885627845,0.0527268992816233,0.453615953558013,0.116431475472648,0.135901426327676,-0.250042689267446,0.22191998379595,0.317027918158968,0.157483838509204,0.178469585830812,0.185916335365255,-0.108288088505238
"Loss of Function of SMAD2/3 in Cancer",0.0721593516632557,-0.058110831926003,-0.15591536395755,-0.014563765214446,-0.0977426969182629,-0.0615126990757334,-0.0945768143342145,-0.508384703431128,-0.43683958949471,0.00464285926018701,0.0385100653196065,0.0132846635086585,-0.181465065348298,-0.249441962282869,-0.040413039731929
"MHC class II antigen presentation",0.114073313909595,-0.069913197370717,-0.709731799086959,0.163223164096549,0.441792954648414,0.0505740856893605,0.342111167479123,0.647775785118353,1.28255494097121,1.37747022084518,0.226457214568276,0.0872709223902205,0.12284443489636,-0.191772530991177,0.0553312536762516
"Muscle contraction",0.142792078856895,0.395690282451494,0.407706028117521,0.378864605190753,0.325738701585027,0.3381316578585,0.346723962846959,0.359346085115614,0.655588877983886,0.644131988653269,0.283336263895725,0.385077945618802,0.134041755906129,0.0495647689998615,-0.00503419388105353
"MyD88-independent TLR4 cascade",0.163542084217053,0.161374350877695,0.0948360691933485,0.212714423620084,0.138251745781381,0.543725549543765,0.33693892997604,0.0749094871472381,0.480063033789251,0.716660734523883,0.375953138964017,0.156025036127396,0.0400234891598357,-0.180707343043166,-0.108585617455415
"NOTCH2 intracellular domain regulates transcription",-0.0605103757203345,-0.143290519308242,0.32198786849077,0.302406660168892,0.725357528403339,-0.027321354102155,-0.017742838664064,-0.286331531337773,-0.277390213031954,0.336016563892716,-0.282132928002687,-0.352809240158805,-0.194151644372939,-0.603025815159417,-0.0771098737991075
"NOTCH4 Activation and Transmission of Signal to the Nucleus",-0.0648672590480285,-0.0445090802411905,-0.398353914722503,-0.204329180616805,-0.495895781630485,-0.0753723164452925,-0.255066085825879,-0.379070652931352,-0.201833505938578,0.270925175579264,-0.15230172708749,0.00485175922076286,-0.0655491040310685,-0.271769581944613,0.0292096035585725
"Negative regulation of NOTCH4 signaling",-0.0326846615183296,0.173450394485901,-0.1464387894196,-0.211746230965693,-0.565777692909554,-0.13050299914994,-0.32056528327567,-0.53134785507271,-0.109754898564343,0.133631344816203,-0.145052969565086,0.548323369789482,-0.0736607259257905,-0.177533242626242,-0.222243026294089
"Non-integrin membrane-ECM interactions",0.142267410306437,0.562472831713813,0.523955462439464,0.354833824007427,0.306281184631519,0.372617891688291,0.134960838860203,0.299467894123322,0.304348445439819,0.353345862059649,0.287667325936887,0.095815223996812,-0.222813497259176,-0.0832421258541215,0.0223913404163316
"PD-1 signaling",0.18813181789543,0.203006030247207,-0.026439125930837,0.336625962297215,0.840067612894854,0.325315325860806,0.487231226037161,1.0545604682471,1.59426667593813,1.84257257985468,0.325009660333959,0.17019461720022,-0.115910033345498,-0.0873466533719222,-0.12854682603592
"PECAM1 interactions",0.110661482007804,0.118620214964796,0.237722557025342,0.320830185836421,0.576462022892315,0.160867480506345,0.0146214352091505,0.0704649343971461,0.481112045410243,1.10030352167044,0.088732544477258,-0.052524921751543,-0.110938545500083,-0.25269825367363,-0.134794452044188
"PI3K/AKT Signaling in Cancer",0.0706214758086508,0.126095591342235,0.323748389548032,0.320395750487279,0.163420322538856,-0.080662613220561,0.132228494200257,-0.027436245238417,-0.0556582700075815,0.276602871139077,0.0425571211348456,-0.00307328703632948,-0.0217212459242275,-0.0759442828126465,-0.110413930607365
"PPARA activates gene expression",0.118138949105913,0.206491374050269,0.165240405619747,0.407405883528033,0.640871704310694,0.183303072209015,0.417039158403403,0.516801814751661,0.298712630319362,0.697368254171016,0.0150417407717115,-0.123109619889666,-0.102792999828668,-0.0221846087603045,0.0648777079686426
"Phase 0 - rapid depolarisation",-0.139158779556694,0.493733522552128,0.214945324616003,0.208964826356507,0.368032656247868,0.167738651198341,0.483115302806271,0.506965005773108,0.904605990147889,1.05065287467429,0.0540380254354725,0.247469162190834,0.258049789830988,-0.00861550428425095,-0.0171816469122681
"Platelet activation, signaling and aggregation",-0.0500566782695285,0.228841818700765,0.149905487093348,0.315370712249703,0.429753095961484,-0.110315021571545,-0.0501671480100631,0.127309784619822,0.778718469763681,1.15786033274664,0.20944513910592,0.237028261447804,0.0805436826804075,-0.0662305782691706,0.000297806736986983
"Platelet homeostasis",-0.148790593759415,-0.0425945613664386,-0.102133061168484,0.0816184317034759,-0.057110355541337,-0.0625339832907048,-0.176234912634467,-0.481417232988578,0.295874751092988,0.748716163545044,0.0826048991352985,0.0373024739779185,0.00978603581073845,-0.177505327164082,0.034448250507361
"Pre-NOTCH Expression and Processing",-0.074310567196357,0.065937771634421,0.311620470232018,0.100322346812433,0.412945977851166,0.00129742151983703,-0.119836996150527,-0.29540297843991,-0.504908851394429,0.151657416228842,-0.141735122778465,-0.0540313093302646,-0.22864183212284,-0.351026474437998,-0.194098006807977
"RHO GTPase Effectors",-0.0109701822887915,0.0506185512561545,0.095076027654523,0.263346723976133,0.331909434832565,0.0353163695832095,0.105018803938789,0.151886611131503,0.693997605427567,0.729317062463714,0.022529031743615,-0.04288812154369,-0.0900056237988009,-0.0490550007984415,0.214411744317634
"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",0.276660627546354,0.505923400507678,0.683605627787981,0.487634987295219,-0.411097020909918,0.274330605083442,0.389678506660771,0.435529903938826,0.676325492995635,1.10407550996177,0.0295743476714343,0.166766503502511,-0.0693464330082345,-0.0626918052261101,-0.0272122685872235
"Regulation by c-FLIP",-0.0244244882447644,0.327188538128939,-0.0868761344242014,-0.388697358264545,0.464062194845259,0.253770377894659,-0.0499800872319089,0.16083559349486,0.057575104373573,-0.47179598991641,0.213572070897429,0.0217720066331785,-0.250102781720103,-0.150639072627506,0.146558493722301
"Regulation of beta-cell development",-0.178731740867256,-0.0359349010125437,0.434022503166483,0.461524694199305,0.7120771815191,0.131117375735631,0.0968735334562041,-0.224325376841199,-0.543094360877787,0.221915194161072,-0.113720671782404,-0.32122684295407,-0.385086078480388,-0.444612845857299,-0.132529645560617
"Sema4D in semaphorin signaling",-0.13771029354268,0.399552840193118,0.980834046067886,0.755084062866689,0.702084871009655,0.192925404903718,0.269276014098827,0.181808649910545,0.408639641706164,0.334394096871037,0.341252669209817,0.484584109694695,0.149160858391913,0.0621043792546712,0.0421381655022575
"Signal regulatory protein family interactions",0.70976722870307,-0.217384195239517,-0.172881376043591,0.0241808033782805,-0.0646907982675889,0.697681672850441,0.312142200161777,0.00840707573839594,0.127812746532001,1.10484159529807,0.447117628372907,-0.430347376206297,-0.244939492408637,-0.408486389974611,0.0289880259183637
"Signal transduction by L1",-0.0106072744320005,0.104533187578955,-0.0246251233096446,0.22685240591982,0.278114649965751,0.150740790084293,0.0538656416902675,0.0161705232214045,0.503087773170688,0.571635375949151,0.218452982451907,0.228017694712312,0.0316971570317061,-0.050017725380668,0.061344303419117
"Signaling by FGFR1 in disease",0.141495576955823,0.274052280865363,0.312875094751815,0.045552634553947,0.196164808147635,-0.208708822857514,0.171604117103191,-0.243120360919837,-0.0309469100309967,-0.16530306546392,-0.0484223383021936,-0.067287517730323,0.0625978720280155,-0.000381080765714498,-0.0446262074707918
"Signaling by NOTCH2",-0.022340032283614,-0.00121085323629444,-0.0998676409726506,0.0683669350424644,-0.090456081688711,-0.000697407914651504,-0.0668446194758172,-0.120312451023384,0.0242894899830435,0.10912629805558,0.0193763083588016,0.146737774312398,0.047084859242748,-0.0515350533950896,0.0233639647835011
"Signaling by NOTCH4",0.052847785433054,0.0318063695093681,-0.159582634751897,0.185652916981972,-0.120804522208234,0.093345451900236,-0.0564371309107779,-0.0886191729220696,0.20519973542289,0.268487552242798,0.099596737514748,0.414737817106806,0.229232049997193,-0.105866241569462,0.00122857337258309
"Signaling by Nuclear Receptors",0.0272786593150824,0.185557869446462,0.0638297642209777,0.259294763794878,0.20420260296936,0.0813555049037825,0.346915464048734,0.582996894576852,0.539090930762934,0.708844991140594,0.0594695070618122,-0.0715294877637015,-0.00512474590450496,-0.0220211102753239,-0.0285886957997105
"Signaling by VEGF",0.136096339670759,0.0216557414807246,-0.0286045533203434,0.0954965427848975,0.112242784280683,0.259177415581754,0.127528513349487,0.114238206330688,0.131986874577785,0.212864601724073,0.134858458886855,-0.111287260525066,-0.0781227707443175,-0.184538230394822,-0.0710982230448075
"Signaling by WNT in cancer",0.039383919533983,-0.146946082620696,-0.188621283869773,-0.0512990843773815,0.225605427552097,-0.140149228758778,-0.0694668674399295,-0.147393104712433,-0.792121231337807,-0.967828811185931,-0.061365159014683,-0.08925725218586,-0.161609455174213,-0.1594566818105,-0.161129811269921
"Signaling by the B Cell Receptor (BCR)",0.0171170739735444,0.119034507766516,0.0698679488536075,0.237742086436024,0.46313453439354,0.061720947201871,0.42633778930299,0.374536358934699,1.59324532922277,1.89684206898329,0.0407661955633279,0.33846796723626,0.33022324492576,-0.166023920162939,0.102608897136641
"Smooth Muscle Contraction",0.328469628145046,0.388690299628836,0.405734741851388,0.443574260709952,0.264781343103335,0.603096569070601,0.430666247419708,0.380742255068865,0.613913212891219,0.545137165868758,0.30267402474525,0.300338806447375,-0.030706676846438,-0.215287632054388,0.143651350767621
"TCF dependent signaling in response to WNT",0.019240559825047,-0.0740415884087345,-0.128547964368542,0.00399624745008742,-0.0936950393246475,-0.0745419878706465,-0.0283328831599166,-0.056967279018469,-0.253085745487267,-0.392956475046914,0.07619577361144,-0.05818147949188,-0.216623144679326,-0.159784244555013,-0.190717994468505
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",-0.0209894725679174,-0.160189037179564,-0.145350063614832,0.122633716455662,-0.187195358602833,-0.0401278173334381,-0.0693106835581902,-0.093811391247868,-0.211290302290149,0.157240551544758,0.213751370988842,0.0752615005883145,-0.135230695356226,-0.148291275766909,-0.0224904993607229
"TICAM1-dependent activation of IRF3/IRF7",-0.070356941287005,-0.0759647039262719,0.507705715043719,0.118918899865808,0.274671041213775,0.178899380236467,0.0348265290897261,0.582303128461509,0.43844566497926,0.694356686359624,-0.0250146267319534,0.084363469156409,-0.0605168068988285,-0.108662679210718,-0.28594849227892
"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",0.094874137111652,0.305342582363602,0.254799176651961,0.0413987513752645,0.423928643238826,0.383005561428112,0.265475838353723,0.46493908332012,0.484301255426343,0.365646519099672,0.17709734857188,0.0504121058039235,-0.379707443932339,-0.120655935186009,0.132031558153411
"TNF signaling",0.115590774448423,0.135124047103829,-0.194018750541816,-0.189601680927825,0.329583302034746,0.201208135611221,0.0621540102315355,0.151657841469711,0.313250374095644,0.30073787407596,0.203408917342751,0.133538150653951,-0.170996936249378,-0.119902260848916,0.210412030332162
"TNFR1-mediated ceramide production",0.0334550672783971,0.145125802810072,-0.183700175802625,0.0801867116074643,0.412710473002009,0.324370502662875,0.186338981486754,0.24564359181132,0.845223040004315,0.928416733499303,0.418958869095799,0.058713900432835,-0.117227023901915,-0.0574435450116561,0.149573909421412
"Toll Like Receptor 7/8 (TLR7/8) Cascade",0.330279743292052,0.394551856288523,0.226770067420715,0.294917771699564,0.274994955842575,0.859469576045011,0.578213669326086,0.0601638710182155,0.666984834042806,0.932521069467271,0.679433618144894,0.396189455265569,0.125863850446282,-0.125407625111332,-0.04906962581111
"Toll-like Receptor Cascades",0.239812909082043,0.265053135865666,0.266891705929819,0.30480280684816,0.342381445704572,0.529767284239146,0.414241794045986,0.335900196377462,0.710643257356044,0.905147247374366,0.466231366609169,0.355076787871531,0.048121375123601,-0.063196903359774,-0.0516287487666685
"Transcriptional regulation by RUNX2",0.148481739601987,0.167924407451493,0.0705073626222015,0.273735352075599,0.171490406130064,0.273673391195965,0.148133594747648,0.21418083669162,0.190269341259355,0.0455879790551795,0.250651595524557,0.0801621960507765,0.0267871157585748,-0.118224435125553,-0.167179535425201
"Translocation of ZAP-70 to Immunological synapse",0.330155042419576,0.60410288026497,0.532962770357971,0.704741534047213,0.837293576920489,0.837889559449043,0.963106566531198,1.16317316361098,2.22152401453934,2.64679774162345,0.696893319005308,0.744472024632723,0.203567127918958,0.0627422740246257,0.0333217301367349
"Triglyceride metabolism",-0.0254688782105845,-0.130256941146162,-0.0426148480267358,0.10870815024634,-0.264237528029244,0.128710815974168,0.239812047818435,0.229246825384431,-0.134839360464148,0.12943927102309,0.104833920131715,0.00413545094411516,-0.355272637112012,-0.0214873705183041,-0.116930530929369
"VLDLR internalisation and degradation",0.111565269377785,-0.0575811891685355,-0.590783750806331,0.0811480176140933,0.761661699090106,0.097587517793733,0.0766714763104874,0.876003510012084,0.679760462889032,0.455730779669681,0.321029194336922,-0.151882079422819,-0.216674552533619,0.00609018139998052,-0.37223437271416
"Visual phototransduction",0.62896999176711,0.682352991093978,0.61427421788804,0.668635258981675,0.305606960384422,0.698635342635949,0.502374460030749,1.11293089835614,1.23864427043229,0.926979023139458,0.43528835956586,0.100905451643242,-0.180091673386903,-0.00912327500314447,-0.0543072620354413
"cell migration",0.164632356995105,0.28627731780328,0.058589807668016,0.515091245632056,0.592320831907308,0.632794573005199,0.509138204421218,0.42980100541858,0.71922995495025,0.49041767131869,0.775907609272967,0.706437294870024,0.365029656243161,0.230998029381832,-0.069123717155786
"p75 NTR receptor-mediated signalling",-0.0109733541255956,-0.0866816311160524,-0.396087282527569,-0.0574937019723156,-0.202283260709131,0.00110448349001249,0.009947287777757,-0.00890343118091776,0.485458048775719,0.720624732709789,-0.0123194351493654,-0.0171769969593766,-0.0907697324296115,-0.232789072294262,-0.164551849532016
"positive regulation of NF-kappaB transcription factor activity",0.0794760400803486,0.25337806159107,0.395910901990667,0.279896687953668,0.589569089159161,0.209580253548225,0.243029239169825,0.892271639927638,1.08195569294258,0.896912786891999,0.113513484268948,0.162571103889113,-0.087160305280375,-0.0624369348494087,0.0147499843371189
"positive regulation of cytosolic calcium ion concentration",0.649648118103396,0.967325050343004,0.610668482243838,0.644715945302745,0.136032431437933,0.570295200256114,0.43735508726992,0.3010147788586,0.36094432567443,0.542644058834201,0.829704417413144,0.334135246145633,0.0591037609685925,0.0643360756173435,0.0640543994597575
"positive regulation of protein kinase B signaling",0.284621893898434,0.592236068886863,0.493338689126083,0.622617849544801,0.681726090625141,0.844958816676369,0.452559276312075,0.592526186706412,1.28899728201826,1.19567299027797,0.741925789173096,0.544422722255738,0.0545082343968389,0.0770203703691075,0.022058018650052
"regulation of cell shape",0.400579216964429,0.43548907807289,0.461942342975366,0.426279586278592,0.274894060933057,0.469635310649485,0.380213702726386,0.56332696766352,1.19576145733728,1.40094552432609,0.727820429213165,0.222700135183005,-0.333651554788176,0.0620582830430056,-0.0813483155935125
"regulation of immune response",1.10348985127702,1.45625114781756,1.08386485644369,1.47794490285353,1.06840266457001,1.05982952618159,1.06432340556484,1.03686652263304,1.79218960189128,2.19682115391573,0.747299339859479,0.683536204750446,0.4673565413625,0.199905317184116,0.331709029373281
