NAME	Bcells	Tcells	NKcells	Monocytes.Macrophages
CBFB	1	1	1	90.9880143216349
CCDC115	1	1	1	59.9024395399585
CCDC167	1	137.693349482013	1	1
CCDC191	223.548395314526	1	1	1
CCDC25	1	1	1	63.0352060063071
CCDC53	1	1	1	114.252986596297
CCDC69	1	1	56.4996301680214	113.517072837946
CCDC88A	157.417299879479	1	1	1
CCDC88C	1	81.9390785525424	1	1
CCL3	1	1	240.901757262736	266.333218813382
CCL4	1	313.338937848292	1	1325.18932165927
CCL4L2	1	1	1	98.174311771199
CCM2	99.9199400884926	1	1	1
CCNY	1	1	100.771949574631	1
CCR7	143.956765832588	1	1	1
CCT3	115.594648357633	80.260496386016	1	1
CCT7	78.5742285930184	89.899755579102	1	1
CD14	1	1	479.914593985874	1
CD160	1	109.217488942111	1	158.754032545118
CD19	141.218156915861	1	1	1
CD1D	1	1	124.282770670215	1
CD2	1	511.638268957787	1	231.513657534549
CD24	524.838089617207	1	1	1
CD247	1	143.345061347969	1	458.835467885102
CD27	289.303404504573	136.245715222105	1	1
CD300A	1	1	93.2984789529965	117.601340713693
CD302	1	1	144.422816156686	1
CD320	1	1	1	100.835928423178
CD33	1	1	89.8740611660546	1
CD36	1	1	259.744960614967	1
CD37	1727.61019494466	408.887976951501	435.655268756803	393.772831139517
CD3D	1	1173.38553738728	1	1
CD3E	1	535.411315007209	1	176.211936320186
CD3G	1	367.650946638838	1	1
CD4	1	1	117.762511686011	1
CD40	80.8859395557261	1	1	1
CD55	1	1	86.1687715808339	1
CD68	1	1	241.002649323047	1
CD7	1	162.552630730404	1	535.396159652769
CD72	115.413882350427	1	1	1
CD74	11843.5345203823	1920.46521808238	4869.4402349558	2010.11653993084
CD79A	945.0331333847	1	1	70.6330936518954
CD79B	1067.10071117625	1	58.9786980052283	170.223914817174
CD83	100.528561210203	1	1	1
CD8A	1	249.564832655078	1	1
CD8B	1	564.008499763812	1	1
CD9	105.740275332927	1	1	1
CD93	1	1	117.607978189537	1
CDA	1	1	161.612343917196	1
CDC123	78.5795929438991	1	1	1
CDC42EP3	1	1	131.747453540238	1
CECR1	1	1	233.440557449272	1
CFD	1	1	403.352795738552	1
CFDP1	82.9599918055201	1	1	1
CFP	1	1	266.406473729616	1
CH17-189H20.1	1	99.5716603472443	1	139.51348424111
CH17-373J23.1	162.770328876963	1	602.703492528174	1
CHCHD5	1	1	131.99861652234	1
CHD2	1	1	1	59.4256359950761
CHD9	92.7390157568433	1	1	102.484308697266
CHMP1B	105.165992177405	1	72.8627986586839	1
CHMP5	78.7096652005797	1	73.6275938794371	1
CHP1	1	1	167.671336022011	1
CHPT1	160.944250161925	1	66.0782432414094	1
CHST12	1	94.2989294285906	1	210.820971658397
CISD1	1	1	1	78.3664533652481
CLEC12A	1	1	353.955269212616	1
CLEC4A	1	1	160.527170317442	1
CLEC7A	1	1	399.497013317496	1
CLECL1	81.5884430429281	1	1	1
CLIC3	1	86.9521845039297	1	524.294607120171
CLNK	121.300798269295	1	1	1
CLPP	1	77.0000729257897	1	1
CMC1	1	319.561977169086	1	958.750684462029
CMIP	1	1	98.7354446773247	1
CMTM3	1	1	108.909739254162	1
CMTM6	1	1	225.260795376915	1
CMTM7	1	1	94.8763837994084	1
CNIH4	1	1	164.273712833086	1
COL9A3	86.7764873072083	1	1	1
COMMD7	1	75.5385331751941	1	93.9821333892965
COMMD8	1	1	51.669755884584	123.19267807515
COPS8	1	1	1	89.1875241056617
COPZ1	79.2142450447395	1	1	90.6502836689255
CPNE1	1	1	1	102.999256310818
CPPED1	1	1	133.614443887435	1
CPVL	1	1	290.533449193382	1
CREB5	1	1	74.8812283855687	1
CREBRF	1	1	75.5664268307887	112.645876976775
CREG1	1	1	97.2562592102306	1
CREM	1	1	1	122.327278977046
CRTAP	1	1	102.618839936345	1
CSF3R	1	1	116.043234110042	1
CST3	1	1	2902.06788332878	1
CST7	1	798.746742774663	1	1956.21988126463
CSTA	1	1	1355.10639794458	1
CTBP1	1	1	1	91.4713718702898
CTBP2	1	1	63.5712028958309	97.3149360952812
CTNNB1	1	1	130.224355315191	1
CTSA	1	1	96.2209607024543	1
CTSB	1	1	223.810668842794	1
CTSH	311.092877894136	1	141.463744098861	1
CTSW	1	524.717918963886	1	1053.62257618323
CUX1	1	1	92.8170000790435	1
CWF19L2	80.9718422087916	1	1	1
CX3CR1	1	1	69.8845763867289	209.823666219996
CXCL8	1	1	108.960374288804	1
CXCR4	1619.95867085569	449.513878339205	52.0483420819478	360.16461642151
CXXC5	231.095120837587	1	1	129.938164484648
CYB561A3	223.276260144606	1	1	1
CYB5B	1	1	1	83.6233750602966
CYB5R4	1	1	90.6589576492269	1
CYBB	1	1	460.438744262123	1
DCTN2	1	1	1	66.350223799665
DDIT4	1	95.9991407653589	1	177.832682367403
DDX27	82.0292514419237	1	1	1
DDX39A	90.1779024613556	1	1	1
DENND2D	1	66.5437720364095	1	113.145269184826
DENR	76.007587196284	1	1	1
DHX36	86.0142420380017	1	1	69.6727252021424
DMXL2	1	1	86.8918962049712	1
DNAJB1	1	88.5078793240195	1	1
DNPH1	86.2529486871853	1	1	1
DOCK2	1	1	103.695118940503	1
DPYD	1	1	114.094620037879	1
DPYSL2	1	1	153.12716911706	1
DRAM2	133.657384377916	1	99.9522944400954	1
DTNBP1	102.89041646856	1	1	1
DUSP2	1	235.570039484434	1	128.600757632747
DUSP23	1	1	106.406841994594	1
DUSP6	1	1	377.031382119972	1
DYNC1I2	94.5284789121191	1	78.089248025092	1
ECHS1	79.0783419684504	1	61.0633493114376	1
ECI1	84.2912651909022	1	1	1
EGR1	1	1	110.615745173556	1
EHBP1L1	1	1	121.368951468523	1
EIF3A	1	1	115.595145212605	1
EIF4E2	1	1	87.0681460309534	1
EIF4EBP1	1	1	118.843672469622	1
EIF4H	79.532873724672	1	73.3956770077223	1
ELOF1	85.9100769139444	1	74.8049244069427	1
EMB	1	94.4554139377141	1	1
EMC10	90.9521572824812	1	1	1
EMC4	93.570736135358	93.8688678539261	1	1
EML4	1	112.408004236845	1	1
EPSTI1	1	1	99.2442407000708	1
ERV3-1	94.1538891438733	1	1	1
ETHE1	1	1	78.5667746807924	101.155448936978
ETS1	1	107.520797073764	1	216.320661956061
EXOSC8	1	1	1	73.8611557487424
EZR	300.058394126419	106.275825337747	46.4814334563974	73.7213610334745
FABP5	1	83.5711844783597	1	1
FAM103A1	81.7482219924746	1	1	77.0030508793466
FAM162A	1	80.5880453477919	1	1
FAM200B	1	1	108.059184353398	1
FAM204A	1	1	54.8305020947348	75.3516518502517
FAM215B	81.5150633146419	1	1	1
FAM26F	1	1	367.671025108606	1
FAM32A	1	1	1	86.4222576177107
FAM45A	1	1	173.996850051388	1
FAM49A	1	1	86.5953077980512	1
FAM60A	90.032560148066	1	1	1
FAM96A	163.272473218925	1	135.371939395048	1
FBXL5	1	1	110.898627190411	1
FBXO7	1	1	1	86.7347064426667
FBXW5	1	1	1	129.388185679226
FCER1G	1	1	2410.2042596232	976.300292598402
FCER2	445.334281057238	1	1	1
FCGR1A	1	1	161.487019569331	1
FCGR1B	1	1	94.6529086573995	1
FCGR2A	1	1	182.690900376979	1
FCGR2B	146.016595840183	1	1	1
FCGR3A	1	1	213.455587896289	654.252943971907
FCGRT	1	1	205.566124097979	1
FCMR	506.789815271615	77.0470673563135	1	147.055028037834
FCN1	1	1	1757.1975805093	1
FCRL6	1	84.4532728271171	1	222.268453890342
FCRLA	287.441952678963	1	1	1
FDFT1	81.0816424027914	1	1	1
FDPS	79.0370348051773	1	1	108.283878248571
FDX1	1	70.9488062729965	1	1
FGD2	1	1	91.4644750536822	1
FGFBP2	1	324.392071495975	1	1266.96830827623
FGL2	1	1	1025.61492812024	1
FKBP11	1	102.487345364982	1	129.10744371363
FKBP3	130.275053628276	81.5795012140552	1	1
FLT3LG	1	83.8670782994848	1	1
FNIP1	80.806363855208	1	1	1
FOS	1	1	1450.78300241722	1
FOSB	1	1	140.86499147535	1
FPR1	1	1	205.666527748916	1
FUOM	1	1	109.538895921832	1
FXR1	1	1	1	86.2834168556497
GABPB1	204.006211936603	68.3061144099584	1	1
GABPB1-AS1	454.229858853775	88.0472814195212	51.7441330696427	135.37182563938
GBP4	1	1	119.569658269863	1
GBP5	1	1	115.492701197478	1
GCA	1	1	187.619085894953	1
GEMIN7	1	1	1	98.7091342643772
GGA1	123.684732037866	1	1	1
GGA2	82.670623023763	1	1	1
GGNBP2	1	1	57.6963758818829	94.1406406706078
GK5	1	1	1	70.5913875261554
GLO1	147.283918492578	1	1	1
GLUL	1	1	165.969448882988	1
GNAI3	1	1	92.9146784658165	1
GNAQ	1	1	119.359122822057	1
GNB1	1	1	94.5268745613595	1
GNG2	1	91.1697928085486	1	182.558276641665
GNG7	80.4865390739053	1	1	1
GNLY	1	2038.54590525849	1	10830.6966017047
GNPTAB	1	1	1	140.806470617886
GNS	1	1	99.9444859855367	1
GOLGA7	1	1	1	90.8896301638829
GPBAR1	1	1	83.3274595561844	1
GPBP1	111.669626556189	80.5300624950716	1	1
GRINA	1	1	124.19372057516	1
GSAP	1	1	1	105.268907296809
GZMA	1	1034.97737083157	1	1971.52348190252
GZMB	1	399.954256591297	1	2422.21939665095
GZMK	1	662.864266018272	1	1
GZMM	1	350.504087725515	1	436.159764807341
HACD4	1	1	147.582967828734	1
HCK	1	1	183.851331187207	1
HDDC2	1	79.2231541385243	1	137.247121655125
HERPUD2	1	1	1	96.2498388313458
HIBCH	121.0790681626	1	1	1
HIF1A	1	1	102.099953448347	1
HIST1H1C	90.8854859225826	1	1	1
HLA-DMA	897.445537063475	114.377196563353	462.664053053421	65.9984602286822
HLA-DOB	126.812345078125	1	1	1
HLA-DQA1	989.871997547815	182.371049414388	542.675238153555	107.368892096429
HLA-DQB1	1191.69881476964	166.861733739037	634.902146191684	158.892607171643
HLA-DRA	6106.9498425292	671.083709308087	4675.48120671504	833.595306123497
HMOX2	1	79.3616624038628	1	88.989732114843
HNMT	1	1	118.041808174514	1
HOPX	1	210.950283006056	1	879.586895069354
HRK	223.219456012811	1	1	1
HSH2D	80.5814020591504	1	1	78.7303007683001
HSPA4	80.6268932554789	1	1	1
HSPA9	1	1	1	88.7869095705746
HSPB1	113.662513463188	94.1237819565085	1	1
HVCN1	191.849199749715	1	1	1
ICAM2	1	1	67.8573847449675	140.018078911816
ID3	423.518129978767	1	1	1
IDH3G	1	1	76.3953422440905	111.798824259596
IDI1	1	1	1	85.6180473700365
IER3IP1	1	83.8537621078606	1	136.327886197777
IER5	1	1	137.233973196552	1
IFI30	1	1	370.704928444852	1
IFITM1	1	201.406917116168	1	427.306929614665
IFITM2	129.912730237585	597.840416396605	697.754037082792	2223.2163407498
IFITM3	1	1	957.118799832713	280.935790329855
IFNAR2	83.0213456900955	1	63.2948513508752	1
IFNGR2	169.255769715356	1	178.456210567833	1
IFT57	293.084190240426	1	1	1
IGFBP7	1	1	1	281.97378886578
IGHA1	310.637210394804	1	1	1
IGHD	179.625313026406	1	1	1
IGHG1	341.998303103672	1	1	1
IGHG2	155.120814541732	1	1	1
IGHG3	224.089512893828	1	1	1
IGHM	4586.00945009005	279.808183681455	114.978772649023	402.075936187672
IGLC2	6039.97548879967	276.740259306673	160.46181370244	697.49991165353
IGLC3	3715.82619142119	144.192610120061	1	406.622042912315
IGLL1	237.067620574771	1	1	1
IGSF6	1	1	187.305073387627	1
IKZF3	119.80059507444	1	1	121.54096164735
IL10RB	82.2386730188772	1	80.0653694910274	1
IL17RA	1	1	92.873317143584	1
IL1B	1	1	131.973479070367	1
IL2RB	1	1	1	248.846334662472
IL32	1	2256.01124985769	1	813.81746654809
IL4R	153.166824635424	1	1	1
IL7R	1	193.328551459174	1	1
ILF3-AS1	95.6258825550418	1	1	80.5319409015616
IRF2	1	1	79.9979631567392	128.305791882162
IRF2BP2	1	1	147.944108858346	1
IRF8	224.237171550138	1	72.5982333448183	1
IRF9	1	72.9468296895486	1	1
ISCA1	1	1	1	73.1328580777963
ITGAE	131.478911443902	1	1	1
ITGAL	1	92.0181716554348	1	157.214986620688
ITGB1	1	142.942645078808	1	101.781291960094
ITGB7	1	71.5470904249923	1	1
ITPA	74.8315949615411	1	1	1
JAML	1	1	328.389601902598	1
JCHAIN	429.549745855531	1	1	1
JMJD1C	123.018386200555	1	86.8409460323036	1
JUN	202.500834205295	1	1	1
KCNE3	1	1	104.772859505779	1
KCTD12	1	1	225.854041323213	1
KIAA0125	206.640109713969	1	1	1
KIAA0226L	205.695899315238	1	1	1
KIAA0930	1	1	92.2157251911944	1
KIF5B	79.8996890425547	1	56.9723693563401	1
KLF13	1	1	100.555590557101	1
KLF4	1	1	176.82027393299	1
KLRB1	1	192.823082423809	1	1758.75377041384
KLRC1	1	1	1	72.3903699963119
KLRD1	1	152.709483430574	1	828.585664739078
KLRF1	1	1	1	802.567245987597
KRCC1	84.8741642877394	1	1	1
LACTB	1	1	92.3748542415488	1
LAMP1	1	1	89.1918679252183	111.287679965672
LAP3	1	1	352.739735172481	1
LASP1	1	1	110.792183427214	1
LAT	1	179.362569769756	1	1
LAT2	1	1	116.720786030057	1
LGALS2	1	1	985.123632168062	1
LGALS3	1	1	247.533270357587	1
LGALS9	1	1	132.048056303007	1
LILRA1	1	1	110.356411890688	1
LILRA2	1	1	105.62211190011	1
LILRA5	1	1	115.405973739776	1
LILRB2	1	1	158.887995363337	1
LILRB3	1	1	141.699775817036	1
LINC00657	1	1	88.8078588375277	1
LINC00861	1	95.9219895079554	1	133.571970157639
LINC00869	1	112.65092576723	1	151.949576225588
LINC00926	226.045327734414	1	1	1
LINC00936	1	1	360.467600979927	1
LINC01272	1	1	299.98296010263	1
LINC01480	123.191437826573	1	1	1
LIPA	1	1	123.460321122936	1
LLPH	1	1	82.9968175558537	1
LMBRD1	81.3162678138849	1	1	1
LMO2	1	1	94.0143192135729	1
LMO4	1	1	90.1905214173771	139.798994353584
LRMP	159.439662456098	1	1	80.4290945771984
LRP10	1	1	1	123.359377677065
LRPAP1	1	1	61.8360514383206	110.811522709468
LRRC25	1	1	105.691120360441	1
LRRK2	1	1	191.681301311859	1
LST1	1	1	2496.26009345661	1
LTA4H	83.458792501016	1	358.968948983199	1
LY96	1	1	261.736776756097	1
LYAR	1	429.287176457636	1	185.152913055321
LYL1	1	1	95.143342356685	1
LYRM2	84.3418035650121	1	1	1
LYSMD2	1	1	137.069634119426	1
LYZ	1	1	12894.8398038703	1
MAFB	1	1	118.049853286841	1
MAGED2	78.0634137852393	1	1	1
MAGEF1	78.6410823035663	1	1	1
MANF	1	112.360854171737	1	187.294378415304
MAP3K8	1	1	48.1366079313872	111.001374985179
MAPK1	1	1	94.67828499204	149.697476766718
MAPK1IP1L	79.2608760540871	1	1	88.1945757963483
MAPRE1	1	1	1	98.7945388417628
MARCKS	1	1	230.497243961613	1
MATK	1	77.6074260475888	1	135.286846858396
MBD2	1	1	107.848190424044	1
MCL1	1	93.0476066693157	365.49078693844	1
MDH1	103.633462769188	97.114491357108	1	1
MEA1	87.6858184614786	1	1	106.842418700918
MEF2C	272.842097531367	1	216.562219525776	1
MESDC2	1	1	1	100.927113645289
METTL5	85.6688367739533	1	1	1
MFSD1	1	1	113.409105847043	1
MFSD10	1	1	1	94.4842795216841
MGAT1	1	1	143.398439434869	1
MGAT4A	1	1	1	111.866939334199
MGST1	1	1	98.315270511565	1
MGST2	1	1	85.3854383561759	1
MIF4GD	103.810764334456	1	1	1
MIR155HG	312.379301796549	1	1	1
MITD1	79.6099616521992	1	1	1
MKRN1	1	1	100.071746788424	1
MLF2	1	1	64.5296562507902	74.9288292848524
MMP24-AS1	1	1	100.924598364619	135.854798238743
MNDA	1	1	903.431165441025	1
MPC1	1	1	89.9707597832614	1
MPEG1	1	1	504.237835365591	1
MPG	90.9361115620393	1	50.7332069066552	1
MRPL22	1	72.8814233530565	1	1
MRPL27	86.5892813965348	1	50.4395362728389	1
MRPL43	1	79.9263571991506	1	1
MRPL53	1	1	98.4150558830037	1
MRPS23	76.1690046126064	1	1	92.7068617630223
MRPS33	1	73.7315396299759	1	1
MRPS7	145.47929698007	1	1	136.169822968296
MS4A1	169.560551481663	1	1	1
MS4A6A	1	1	485.099373011775	1
MS4A7	1	1	165.765032786216	1
MSI2	115.821856667349	1	1	1
MSRB1	1	1	102.050460779482	1
MSRB2	1	1	89.235048328027	1
MT1E	1	106.733447231431	1	1
MT1F	1	81.1725345684919	1	1
MTF2	1	1	1	80.4613937610728
MTSS1	95.4928065013532	1	1	1
MYADM	1	1	112.494396502152	1
MYL6B	91.9701598640875	1	1	1
MZB1	300.359598429483	1	1	1
N4BP2L1	1	1	52.0471292548042	73.8675441575398
NAAA	1	1	105.706615285166	1
NAIP	1	1	84.5123191710365	1
NAMPT	1	1	196.801696614306	1
NAP1L4	1	73.0948457816355	1	1
NAPA	1	1	59.8869144863038	112.451496693493
NAPRT	1	1	97.236886871138	1
NASP	78.6965306089159	1	1	1
NCF2	1	1	262.961798294444	1
NCOA3	92.3821892533752	1	1	1
NCOA4	1	1	133.625738358432	1
NCR3	1	1	1	151.516928134505
NDUFS3	80.6630567475054	1	1	1
NDUFV3	1	1	87.2361038183244	1
NEMF	89.6229599770499	1	1	1
NFKBID	95.8998136277743	1	1	1
NFKBIZ	1	1	232.433385562213	1
NFU1	79.3219433317024	1	1	1
NINJ1	1	1	113.949209063973	1
NKG7	1	2972.79657789061	1	6743.35354720168
NMI	1	1	137.694367942615	1
NOTCH2	1	1	122.335488513163	1
NRGN	1	1	86.4984339501628	1
NSMCE1	221.411473210525	82.1400457312972	1	1
NSMCE3	104.407941270553	1	1	1
NSRP1	83.7301619085575	1	1	95.1125618878073
NUB1	1	1	1	63.5908031663574
NUBP2	1	1	1	80.6414422627128
NUDCD2	75.6181020918087	1	1	109.451902568595
NUDT1	1	1	54.6881483601563	97.999623340143
NUDT16	1	1	89.5567997543642	1
NUMB	1	1	136.130945064644	1
NUP214	1	1	231.368517933499	1
OAS1	95.6195499926518	1	68.4040675738362	1
OAZ2	1	1	114.493428484444	1
ODF2L	1	1	1	108.116741991089
ODF3B	1	1	141.45191754854	1
OGFRL1	1	1	131.638141282024	1
ORAI1	1	83.930884768243	1	100.102072664736
ORAI2	376.051069530514	1	1	58.7950555034621
ORMDL2	82.1064854676208	1	1	1
OTUB1	1	1	54.29748609006	88.1521156378358
OTUD6B-AS1	99.4713186745781	1	1	1
OXA1L	1	1	105.385096670503	1
OXLD1	87.5333562367857	1	1	1
P2RY13	1	1	97.9840273136067	1
PABPN1	89.950176151975	1	101.200346857295	1
PARP1	156.183877975062	72.6448064621947	1	1
PARP14	1	1	115.82358452096	1
PARVG	1	1	88.3970990723266	1
PATL2	1	82.063215697327	1	1
PCDH9	173.905235812627	1	1	1
PCF11	1	1	55.4108407606266	82.003794385949
PCM1	98.321954443105	1	1	1
PCNP	100.959970714732	85.3979451409107	1	1
PDE4B	110.305852347198	1	1	1
PDLIM1	143.081879485052	1	1	1
PDLIM2	1	1	87.4665230440529	1
PECAM1	1	1	109.973355682622	1
PFDN6	101.188427989072	1	57.7158034909845	1
PGD	1	1	156.637021117352	1
PGP	1	1	1	127.254242259529
PHF11	1	1	1	96.6399590143349
PHF14	74.6189159325143	1	1	1
PHF20	1	75.6856865894954	1	1
PIAS1	1	1	85.9063227600281	1
PICALM	1	1	83.7085463860142	1
PIGR	152.2402784468	1	1	1
PIK3AP1	1	1	114.905570568447	1
PIK3R1	1	1	1	73.9367188755207
PILRA	1	1	163.76496706149	1
PIM1	1	1	1	86.6121812534372
PIM2	156.099626223329	1	1	85.4110693803853
PIP4K2A	1	98.1081193442477	1	224.129621160096
PKIG	75.6711814396492	1	1	1
PLA2G16	1	1	90.6067349436497	154.208909358103
PLBD1	1	1	161.988855286517	1
PLEKHA2	124.753387140647	1	53.6589435296756	1
PLEKHO1	1	1	298.080462845843	1
PLSCR1	1	1	158.950552712377	1
PLXDC2	1	1	87.3280672763639	1
PMAIP1	506.281827799553	1	1	96.5566510373565
PMF1	92.8410145235692	1	1	1
PNOC	89.7540113820496	1	1	1
PNRC2	106.412853776268	1	1	1
POLD4	84.2147352514354	1	77.5237453123854	1
POLR2E	95.7567028491773	1	82.8961402676368	1
POP4	1	1	1	101.808899289784
POP5	81.2229988850359	1	1	1
POU2AF1	83.9374510539169	1	1	1
POU2F2	167.494414030997	1	173.44119679067	1
PPHLN1	120.20243699872	91.492585972042	1	1
PPM1G	1	1	1	74.0563183255172
PPM1K	152.148960662241	1	1	1
PPP1R14B	91.0694019354574	1	1	1
PPP1R15A	97.2416427877576	1	104.035782481961	1
PPP1R7	1	92.5467843789348	1	1
PPP2CA	88.5821254876396	1	1	1
PPT1	1	1	194.523085974848	1
PRAM1	1	1	90.1088647893503	1
PRDM1	1	1	1	111.09840861258
PRDM2	128.988750187654	1	1	83.1176993961153
PRF1	1	192.815401338465	1	912.439417850378
PRSS23	1	1	1	207.30667336047
PSAP	1	1	1486.56938550911	128.165222405966
PSIP1	85.906293735803	75.7904276556082	1	1
PSMC3	1	79.6328294150445	1	1
PSMD14	1	1	1	90.3485927490287
PSMF1	1	1	47.667030370249	83.3884735975799
PSTPIP2	1	1	91.3852323324139	1
PTEN	1	1	104.418652657347	1
PTGDR	1	1	1	96.6738167418364
PTGER2	1	1	1	109.087184040062
PTK2B	1	1	95.4170291756259	1
PTPN12	1	1	1	106.869157201517
PTPN18	1	1	83.4642767225885	133.110450122076
PTPN4	1	99.2735534636976	1	241.247331597692
PTPRA	1	1	1	104.181802867549
PTPRE	1	1	164.2480942878	1
PUF60	94.6963362139877	1	1	1
PYHIN1	1	111.679699806136	1	270.26592512945
QKI	1	1	109.878106052244	1
QRSL1	182.631114798692	1	1	1
RAB10	1	1	138.275115728588	1
RAB11FIP1	1	1	101.564474581485	1
RAB1A	1	1	107.988547692723	1
RAB29	1	1	1	113.010822940144
RAB31	1	1	103.928608066559	1
RAB32	1	1	147.151225213106	1
RABGAP1L	83.24898914395	1	1	1
RAD21	91.8458828781269	1	1	1
RAD9A	1	1	1	102.890812288933
RALGPS2	132.927764437699	1	1	1
RANGRF	1	1	1	82.7732165327325
RAP2B	1	1	85.6795310584058	100.441269438931
RASSF1	1	1	1	123.583270908221
RASSF3	1	1	98.902273776638	1
RB1	75.8406240855712	1	62.790880446509	1
RBM17	117.736172725077	1	1	71.9938784784267
RBM23	111.319225306991	1	1	125.373193481883
RBM38	144.465838740595	1	1	92.4879591583031
RBM6	76.2632702770858	1	1	1
RBP7	1	1	160.925823934061	1
RBPJ	1	1	83.5485017080076	1
RCN2	1	1	1	83.7185451428251
RGCC	144.314407476003	1	1	1
RGS1	197.317216895562	1	1	1
RGS18	1	1	109.152518969809	1
RGS2	325.382928035732	1	305.548382746006	1
RHOQ	1	1	95.9536855205563	1
RIC3	169.187075761417	1	1	1
RIN3	1	1	80.3101361377264	1
RNASE6	1	1	137.811536933763	1
RNF126	1	83.0872456110899	1	151.135854594343
RNF13	1	1	104.789171779624	1
RNF130	1	1	288.467582308863	1
RNF145	89.96413023218	86.5728952862585	1	1
RNF149	1	1	150.062986313851	1
RNF166	1	1	82.618246225796	1
RNF41	103.796336368703	1	1	1
RNF5	1	1	1	84.6783821029382
RNMT	109.559506839734	1	61.7670011202154	1
RORA	1	94.925385464135	1	133.077371182416
RP11-108M9.4	105.270643901393	1	1	86.037298869507
RP11-297B17.3	88.277567412693	1	1	1
RP11-347P5.1	1	1	77.9722490844187	1
RP11-428G5.5	87.419135164476	1	1	1
RP11-51J9.5	1	91.453158254488	1	1
RP11-693J15.5	187.990565346053	1	1	1
RP11-796E2.4	152.677886501262	1	1	1
RP11-81H14.2	1	1	1	121.647860528714
RP6-159A1.4	1	1	90.6404150479243	1
RPAIN	98.3389493782957	1	1	1
RTN3	1	1	100.464484265791	1
RXRA	1	1	107.313762152384	1
S100A12	1	1	1911.89508587636	1
S100A8	1	1	14963.5231115457	1
S100A9	1	1	17756.5812351327	1
S100B	1	1	1	356.889157829113
