NAME	Bcells	Tcells	NKcells	Monocytes.Macrophages
S1PR4	1	105.706996940095	56.0775959398806	1
SAMD4A	1	1	92.8226312361836	1
SAMHD1	1	1	267.522478740894	1
SAT2	1	1	121.659257911392	1
SBDS	145.079749062611	83.1924677439727	1	1
SBF2	83.0955940998414	1	1	1
SCO2	1	1	167.251516883869	1
SCPEP1	1	1	142.861090561182	1
SDCBP	1	1	282.119466949777	1
SDF2	1	1	1	153.521932104891
SDF4	1	1	1	102.411307689842
SDHAF2	1	1	1	116.273452564916
SECTM1	1	1	105.12254220782	1
SEL1L3	78.9974500356002	1	1	1
SELL	1	102.097540766373	449.273759474788	1
SERINC1	1	1	91.5876827447092	1
SERPINA1	1	1	594.270406612549	1
SERPINB6	1	1	107.942378363201	1
SERPINB9	1	1	120.698527688392	1
SFT2D2	1	1	102.561185650847	1
SGK1	1	1	107.401011840519	1
SH2D1A	1	100.819574068679	1	1
SH2D2A	1	1	1	131.05053674384
SH3BP5	109.628385597574	1	1	1
SHISA5	1	87.1118549849151	1	167.222324847565
SIAH2	99.6691306313653	1	66.3155304441066	1
SIT1	159.678898231033	113.058560229365	1	1
SKAP2	1	1	132.125477959955	1
SLC11A1	1	1	133.928176621226	1
SLC38A2	90.0368476343427	1	93.2330748444077	1
SLC7A7	1	1	160.424222747846	1
SLC9A3R1	1	151.004499490489	1	207.302963594118
SMARCB1	274.74716561793	1	1	1
SMARCE1	77.401021768737	1	57.2584121677246	1
SMCO4	1	1	175.879738495416	1
SMIM19	93.1936671131599	1	1	127.445775557362
SMIM7	85.2659468654465	1	1	1
SNAP23	1	1	106.171225649972	1
SNHG19	84.3991463120376	1	1	1
SNHG7	178.031817287058	1	1	1
SNRNP27	87.6049629017338	1	1	114.493376475272
SNRNP40	1	1	1	61.6080884118744
SNRPA1	1	1	1	69.2942761362057
SNW1	1	1	56.2371991687291	73.495128012266
SOD2	1	1	526.2387715484	1
SORL1	1	1	97.9837038240402	1
SP110	98.0522377884786	1	94.8537846537342	1
SPCS3	1	1	130.921314009341	1
SPG21	1	1	126.101778432609	1
SPI1	1	1	483.367338361877	1
SPIB	188.543300614296	1	1	1
SPOCK2	1	114.033598113043	1	1
SPON2	1	1	1	793.34100913789
SPSB3	1	1	1	101.926909313733
SPTLC2	1	1	91.3196630353803	1
SQRDL	1	1	135.928873061898	1
SREK1IP1	1	1	100.606265323641	1
SRPK2	1	1	1	88.9649196626404
SRSF1	81.4662434799467	1	1	1
SRSF4	1	1	57.0255385662213	88.5366397885416
SSH2	1	1	91.7021539648013	1
SSR1	1	1	105.894051997427	1
ST6GAL1	79.2915878299067	1	1	1
STARD3NL	1	1	1	177.385012784542
STARD7	76.0557813745962	1	63.9702682679327	1
STAT2	1	1	96.8447852262069	1
STAT4	1	1	1	129.704155607569
STIM2	129.780750576052	1	1	1
STK10	1	1	60.7502801757628	81.3020089551227
STMN1	118.226845719119	1	1	1
STOML2	1	1	1	90.8633343731217
STRA13	77.2944108484227	1	65.6574413379219	1
STRBP	110.629252821691	1	1	1
STX10	1	1	103.701877253877	1
STX11	1	1	152.188168510237	1
STX7	210.852482270546	1	46.4676270395883	62.0994492642904
STXBP2	1	1	596.493271197542	1
SUGT1	1	1	1	92.0851857839467
SULT1A1	1	1	104.677627889208	1
SUMF2	107.179120811119	1	1	129.126006138045
SUPT3H	1	84.5507823898679	1	1
SWAP70	93.1873718492171	1	1	1
SYNE1	1	1	1	71.5767276048753
SYNGR2	163.113785814645	1	138.570079407652	1
SYPL1	98.8816249357744	1	70.9486825197627	1
SYTL1	1	1	1	103.216239884969
TAF9	85.7943643280699	1	1	69.0414500125337
TAGAP	130.675779362908	1	1	93.2982628702354
TANK	90.4366186702755	1	86.6646134320626	1
TATDN1	81.3246295976928	1	1	1
TBX21	1	1	1	135.642347074719
TCEAL4	77.6334522499098	1	1	1
TCEAL8	1	1	1	128.409213674103
TCF4	259.321151697184	1	1	68.1596915546287
TCF7	1	103.797145839779	1	1
TCL1A	1776.99661763495	102.994696612769	1	225.793889784225
TECR	1	83.3362768385304	1	1
TERF1	1	1	1	92.5244366053021
TES	1	1	104.150033299975	1
TESC	129.737314790114	1	56.3224061097286	1
TEX264	1	1	1	111.436108766778
TFDP2	1	1	1	107.796218946765
TGFBI	1	1	108.760064327506	1
TGFBR3	1	1	1	97.1220533981282
TGOLN2	1	1	122.77842297406	1
THEMIS2	1	1	95.0212020687281	1
THYN1	1	1	1	118.899783846166
TIGIT	1	77.5044126154552	1	1
TIMP1	1	1	324.348522886724	1
TIMP2	1	1	131.520975305295	1
TINF2	1	1	1	87.7951233334551
TKT	1	1	375.449424382069	1
TLR2	1	1	115.838012259127	1
TLR4	1	1	93.1487876127321	1
TMC6	1	1	1	89.6772318899776
TMED4	80.4958752437858	1	1	1
TMEM107	1	1	129.647225389676	1
TMEM126B	1	1	1	64.026982503337
TMEM134	120.077993730835	1	1	1
TMEM14C	108.395337956913	1	76.5398336434128	1
TMEM156	81.7774984751045	1	1	104.65855045052
TMEM167A	1	1	139.92822771398	1
TMEM205	1	1	106.599554756895	1
TNFAIP2	1	1	184.171697900257	1
TNFAIP8	124.047784093804	104.812314877524	1	1
TNFRSF13C	139.796787267735	1	1	1
TNFRSF1B	1	1	205.102262821071	1
TNFSF10	1	1	293.633175514693	1
TNFSF13B	1	1	479.683854202868	1
TNNT1	1	1	86.8514547110641	1
TOP1	88.9452212824907	1	67.4964171492695	1
TOX4	1	1	1	109.970607983808
TP53TG1	1	1	1	114.358114443231
TPP1	1	1	177.89602491005	1
TPR	92.2639470275245	90.2042078497436	1	1
TPRKB	1	1	1	150.712263770989
TPST2	1	124.126117609385	1	210.032799956217
TRABD	1	1	1	90.6093513963613
TRADD	1	86.8725806849636	1	1
TRAPPC3	1	1	1	121.636889370487
TRAT1	1	92.7873075429586	1	1
TRDC	1	1	1	724.733736653866
TRG-AS1	1	1	1	79.4835116291698
TRGC1	1	85.6215119906546	1	138.561701914272
TRGC2	1	183.934260740356	1	1
TRIM22	1	1	136.031836482538	1
TRIM56	1	1	1	83.8961301991824
TRMT1	1	1	98.6472607963096	1
TRPM4	98.9256869864679	1	1	1
TSC22D4	1	80.0937313939233	1	1
TSPYL1	79.834012220954	1	1	71.9648133414406
TTC1	1	1	1	105.76599398614
TTC19	1	1	1	105.859528671814
TTC3	88.8164860938562	1	1	1
TTC38	1	1	1	182.995399481986
TWF2	1	1	46.7832345050431	67.2797154376504
TXK	1	1	1	154.597573260097
TXNL1	80.546687874923	1	93.7579504067431	1
TYMP	1	1	1334.77644101485	82.1582060930917
TYROBP	1	1	4562.0542828356	1760.97833942279
U2AF1	78.1372427985228	1	1	56.7427842377807
UBE2D1	1	1	129.978188047222	1
UBE2E3	77.1108639988584	1	1	1
UBE2F	1	1	80.1385674392835	196.051558334113
UBE2G1	90.0609277797474	1	1	1
UBE2J1	191.585626232385	1	74.4754480745885	1
UBE2K	1	1	93.8248180198776	1
UBE2R2	1	1	153.545596089697	1
UFD1L	1	1	1	98.6614219811405
URI1	1	1	1	109.240552580963
USF2	75.1338678610259	1	1	1
USP3	1	1	89.0339612222148	1
UTRN	1	1	118.50083127388	1
UVRAG	78.9291587262619	1	1	1
VCAN	1	1	577.697305698758	1
VDAC3	1	68.401555967906	1	1
VMA21	1	1	118.12767604425	1
VMP1	1	1	227.500343545469	1
VOPP1	222.705933868272	1	1	87.5550941507843
VPREB3	408.112857182077	1	1	1
VPS35	1	1	98.3616403931472	1
VPS4B	117.896969134956	1	55.389099924186	1
VTI1B	1	1	82.4961457331733	115.279646612925
WAC	1	1	89.1237093453891	1
WARS	1	1	445.503312923805	1
WBP2	93.3844858738902	1	1	1
WBSCR22	89.2461121641306	1	1	79.7466940069947
WHSC1L1	113.68375127639	79.776722511704	1	1
XRN2	1	1	95.297947083287	1
YAF2	1	1	1	103.233763173378
YBEY	81.4473000958928	1	1	1
YBX3	517.914435306153	74.8855007054194	165.81858027505	1
YTHDC1	85.5287329159139	1	1	1
YWHAH	121.012745297478	1	83.7877790689639	1
ZAP70	1	1	1	125.577064737377
ZBP1	1	1	1	80.786565178493
ZBTB7A	1	1	66.239142209884	135.688702086843
ZC3HAV1	1	68.0301923689334	1	1
ZCCHC10	126.758697663478	1	1	1
ZCCHC7	124.882119091188	1	1	1
ZFAND5	1	1	149.319496477318	1
ZNF106	1	1	100.741568208494	1
ZNF428	1	91.6385834699586	1	122.326232271512
ZNF667-AS1	89.614101074992	1	1	1
ZNHIT3	1	79.7481139074674	52.059534600427	1
ZRANB2	83.7605920994688	1	1	1
ZSCAN16-AS1	107.741089997244	1	83.2575171308398	1
ZYX	1	1	169.057039493062	1
