NAME	CLL	Tcells	Bcells	NKcells	Monocytes.Macrophages
METTL5	83.1787047724155	1	83.6920653938096	1	1
MFF	1	1	72.0524116358631	1	1
MFSD1	1	1	1	117.818196662188	1
MFSD10	1	1	1	1	107.653961568659
MGAT1	1	1	1	157.825482504658	1
MGAT4A	1	1	1	1	94.2369002680062
MGST1	1	1	1	102.519828154176	1
MGST2	1	1	1	78.2634129426485	1
MGST3	1	112.577230624142	1	44.1718648358941	75.3870850464574
MIDN	1	1	1	95.3583429243956	110.702377205997
MIF4GD	89.855481866503	1	119.544652824102	1	1
MIR155HG	232.026050579905	1	431.080099487385	1	1
MITD1	89.6992754363926	1	1	1	1
MKKS	1	1	1	96.8898314734653	97.0250328760584
MKRN1	1	1	1	91.2807401106112	1
MLF2	1	1	1	65.1991979856469	74.9288292848524
MMP24-AS1	1	1	1	103.430076900828	133.357508796284
MNDA	1	1	1	850.437030149146	1
MPC1	1	1	1	96.3678046938942	1
MPEG1	1	1	1	511.964140531921	1
MPG	86.6066984687021	1	97.1725157544923	63.4190676686816	1
MPLKIP	109.449000180451	1	1	78.3798916475995	72.8207738060029
MRPL18	83.7009989038776	1	1	46.4003927009623	1
MRPL21	1	1	76.5164980101197	1	1
MRPL22	1	81.087033145275	1	1	1
MRPL27	83.5898666956737	1	84.2063122520864	46.0589551446794	1
MRPL43	1	78.9411691086336	1	1	1
MRPL53	1	1	1	100.508168422229	1
MRPS12	1	1	1	84.3095884516603	1
MRPS18B	83.8866610722173	1	1	1	1
MRPS18C	113.492044173046	73.8056935526383	1	59.936196940136	1
MRPS23	89.7317787257498	1	1	1	92.7068617630223
MRPS33	78.0904216412553	79.1266978908089	1	1	1
MS4A1	172.33684163864	1	172.836320182318	1	1
MS4A6A	1	1	1	454.542229867741	1
MS4A7	1	1	1	153.352727343621	1
MSI2	111.535925693915	1	123.664664094269	1	1
MSL3	1	1	1	73.1476700610841	1
MSRB1	1	1	1	95.4277509823777	1
MSRB2	1	1	1	79.8367528333519	1
MT1E	1	103.270182724499	1	1	1
MT1F	1	80.9461101582032	1	1	1
MT1X	1	150.143829435618	1	129.785881872116	77.1239122991997
MTIF3	108.343229654982	72.8271410948659	1	79.3339314413472	1
MTSS1	89.2524195492555	1	106.744623587265	1	1
MVP	1	1	1	79.7798944097311	1
MYADM	1	1	1	114.807432842733	1
MYL6B	100.076404317565	1	77.0964684007281	1	1
MYO1F	1	182.965597574213	1	206.021723969642	360.94930395965
MYO1G	1	86.1366671980032	1	70.1657591596749	1
MZB1	312.324579553651	1	290.971683937523	1	1
N4BP2L1	1	1	83.3390469269592	59.5999748070133	73.8675441575398
NAA20	1	1	1	86.5152496864764	1
NAAA	1	1	1	106.240726792586	1
NAIP	1	1	1	83.3425609607912	1
NAMPT	1	1	1	188.835778401127	1
NAP1L4	1	74.4871944788842	1	1	1
NAPA	1	1	1	51.1619859923631	112.451496693493
NAPRT	1	1	1	123.410902570142	1
NASP	1	1	81.0846705823837	1	1
NCBP2	1	1	71.4494097149035	1	1
NCF2	1	1	1	241.086325535347	1
NCOA3	91.9301900624609	1	91.2449145447208	1	1
NCOA4	1	1	1	115.325053453187	1
NCR3	1	1	1	1	151.516928134505
NDUFA10	1	1	70.8890980872452	1	1
NDUFA7	1	77.5198413286048	1	102.540085054973	1
NDUFS3	88.8755253978276	1	70.8553827719705	1	1
NDUFV3	1	1	1	107.109728559682	1
NEMF	99.5041707414357	1	75.7077947726198	1	1
NFKBID	1	1	114.248820335914	1	1
NFKBIZ	1	1	1	240.583967148209	1
NFU1	80.1492764989195	1	73.550335242257	1	1
NHLRC3	80.5545900869504	1	1	49.7634552657121	1
NINJ1	1	1	1	105.702537617642	1
NKG7	1	3002.02732250483	1	1	6879.78154922437
NME1	1	1	97.0108125092525	1	1
NMI	1	1	1	132.679218480084	1
NOP58	1	1	77.6239518668026	1	1
NOTCH2	1	1	1	113.466541011455	1
NR3C1	1	1	85.9403734896215	63.3137989024053	1
NSD1	88.7698765227856	1	1	1	88.1513709616926
NSMCE1	225.782567678879	83.9611840200999	197.143013539172	1	1
NSMCE3	85.9159853117372	1	130.867435570616	1	1
NSRP1	1	1	87.737188118423	1	95.1125618878073
NUB1	1	1	1	1	70.4051484756198
NUBP2	1	1	1	1	71.3245572479484
NUCB2	1	96.5546543079026	1	1	105.613869386942
NUDCD2	82.741717991654	1	1	1	111.796217530943
NUDT1	1	1	90.53764296465	56.2095701828595	97.999623340143
NUDT16	1	1	1	84.8448059955693	1
NUDT5	76.2208512605822	1	1	1	1
NUMB	1	1	1	140.824436496327	1
NUP214	1	1	1	240.108604121989	1
OAS1	107.155795014467	1	74.2776876612343	62.2939492196493	1
OAZ2	1	1	1	110.592103652071	1
ODC1	1	1	89.1237105235916	1	1
ODF2L	1	1	1	1	102.087063189818
ODF3B	1	1	1	142.835918676174	1
OGFRL1	1	1	1	135.702164816669	1
OPTN	1	96.4764069166244	1	1	90.9320009489747
ORAI1	1	79.4660581742083	1	1	97.6461462041328
ORAI2	385.643279633666	1	372.717140180504	1	58.7950555034621
ORMDL2	98.6555222112986	1	1	1	1
OSER1	1	1	79.9635691893958	1	1
OTUB1	1	1	1	56.5169732795899	89.7205226900509
OTUD6B-AS1	118.485915322675	1	1	1	1
OXA1L	1	1	1	99.1082483577377	1
OXLD1	100.985302005848	1	69.9570034515062	1	1
P2RY13	1	1	1	104.37642533801	1
PABPC4	1	1	1	85.9855056212461	1
PAK2	1	1	85.2827044167492	155.46130863998	1
PARP1	166.832318221992	74.2195966804569	145.119934553587	1	1
PARP14	1	1	1	115.166448229349	1
PARP9	1	1	1	82.2009830374394	1
PARVG	1	1	1	90.897104654122	1
PATL2	1	80.8618465052609	1	1	1
PCDH9	218.524355380762	1	108.678984339057	1	1
PCF11	1	1	1	60.2027750477149	76.656060584461
PCGF5	1	1	114.594335294086	137.067283805693	1
PCIF1	1	1	104.211225154714	1	1
PCM1	106.091048448075	1	85.5442949911497	1	1
PCSK7	1	154.023714844075	1	1	178.202015613942
PDE4B	1	1	177.16011224341	1	1
PDLIM1	140.70614364096	1	144.488290083275	1	1
PDLIM2	1	1	1	90.183827881261	1
PECAM1	1	1	1	107.689515243955	1
PGD	1	1	1	154.181478351113	1
PGP	1	1	1	1	126.048774244632
PHACTR1	1	1	98.3638421862235	1	1
PHF11	1	1	1	1	95.6960053108773
PHF14	85.8774178406798	1	1	1	1
PHF20	1	72.4166218763835	1	1	1
PHF5A	1	1	75.9250029016575	1	1
PIAS1	1	1	1	81.8127458561604	1
PICALM	1	1	1	90.610239194653	1
PIGR	137.762055853022	1	165.057090841395	1	1
PIK3AP1	1	1	1	114.625772404235	1
PIK3R1	1	1	1	1	107.295863905077
PILRA	1	1	1	154.662538854481	1
PIM1	1	1	108.268839901324	1	88.5442925983032
PIM2	154.791019682299	1	161.302232449433	1	87.7784775465728
PIP4K2A	1	92.6699144757043	1	1	224.129621160096
PKIG	1	1	96.3062691564923	1	1
PLA2G16	1	1	1	76.0350531245842	185.914861243417
PLAC8	1	176.624498987084	1	504.848970975742	1046.76141711918
PLBD1	1	1	1	148.966395125405	1
PLEK	1	120.902112881713	1	193.40412789156	358.330537381291
PLEKHA2	144.034588890555	1	102.26569547174	63.5437506471096	1
PLEKHO1	1	1	1	268.440155623977	1
PLSCR1	1	1	1	151.528096770812	1
PLXDC2	1	1	1	89.1623686918481	1
PMAIP1	172.900798866876	1	949.766354259992	1	106.590342263145
PMF1	80.7682398666546	1	115.064045316006	1	1
PNOC	89.8768485038827	1	93.1368267552889	1	1
PNRC2	124.53715220088	1	79.1889911736472	1	1
POP4	1	1	1	1	101.943271866801
POP5	78.3059948183288	1	76.9092033919544	1	1
POU2AF1	82.7211561867508	1	88.4398919872563	1	1
PPA1	1	144.692556054907	1	135.785818761884	1
PPHLN1	104.313840848491	92.4017835382905	138.166022597702	1	1
PPM1G	1	1	1	1	76.856526375777
PPM1K	170.233714618642	1	131.792124601663	1	1
PPP1R12A	1	77.8543601990478	1	1	87.6750299770774
PPP1R14B	1	1	105.055795136301	1	1
PPP1R15A	1	1	175.631268332278	110.742870616458	1
PPP1R18	1	141.66921887942	1	112.139320913897	191.834906104391
PPP1R7	1	86.2140893141832	1	1	1
PPP2CA	1	1	107.469819018516	1	1
PPP3CC	1	1	77.6094763232537	1	1
PPT1	1	1	1	206.291364478352	1
PQBP1	1	1	79.0128848003599	1	1
PQLC3	1	1	1	88.7956792674749	1
PRAM1	1	1	1	106.740178784009	1
PRDM1	1	1	1	1	88.3219660714615
PRDM2	91.9808444033359	1	176.042102352546	1	62.6347495908292
PRDX2	1	145.726085972651	1	1	116.515069449742
PRF1	1	183.193613456041	1	1	878.309698567024
PRKAG1	1	1	1	1	84.6843562839068
PRKCH	1	86.9851788383809	1	1	92.0531242797938
PRSS23	1	1	1	1	211.629565018812
PSAP	1	1	1	1444.95707115518	128.165222405966
PSMB4	1	1	1	104.612369115407	101.55342063975
PSMC1	1	69.0569871814083	1	83.8869250856365	1
PSMC3	1	79.825194087272	78.1907817947089	1	1
PSMD14	1	1	1	1	75.1136382398263
PSMF1	1	1	1	47.1273479088518	54.6646228121436
PSTPIP2	1	1	1	91.0880013451226	1
PTEN	1	1	1	101.858924993941	1
PTGDR	1	1	1	1	101.786981482077
PTGER2	1	1	1	1	105.849684735512
PTK2B	1	1	1	101.693282862589	1
PTPMT1	1	1	72.007561497612	57.3876887275701	1
PTPN12	1	1	1	1	106.869157201517
PTPN18	1	1	1	92.0090157634038	91.0043167063279
PTPN4	1	95.0047291297121	1	1	241.247331597692
PTPRA	1	1	1	1	104.181802867549
PTPRE	1	1	1	177.985037127596	1
PUF60	90.0945954054596	1	102.96719632707	1	1
PYHIN1	1	111.691388107948	1	1	258.074077978401
QKI	1	1	1	106.237873349148	1
QRSL1	215.838886574415	1	133.440211467375	1	1
RAB10	1	1	1	139.36997187341	1
RAB11FIP1	1	1	129.414989764915	105.57603253259	1
RAB18	1	1	1	78.7711708295344	1
RAB1A	1	1	1	136.330052216807	1
RAB27A	1	1	1	77.8455190835764	1
RAB29	1	1	1	1	104.086400060661
RAB31	1	1	1	89.3828593179874	1
RAB32	1	1	1	136.016625368833	1
RAB37	1	1	1	1	83.9176592722669
RAB8A	1	1	1	81.0564119231086	1
RABGAP1L	1	1	91.3038417345665	1	1
RAD21	87.5283709870638	1	88.5135793727313	1	1
RAD9A	1	1	1	1	102.823321003375
RALBP1	99.2134476694069	1	79.5265132240408	1	91.2103785227029
RALGPS2	155.971670597941	1	101.444887945818	1	1
RANGRF	1	1	1	1	82.7732165327325
RAP2B	1	1	1	78.3089629050149	100.441269438931
RARRES3	1	637.828083346399	1	316.401828956098	683.679741952889
RASGRP3	1	1	93.4451819181903	1	1
RASSF1	1	1	1	1	123.583270908221
RASSF2	1	1	1	84.1222176507018	1
RASSF3	1	1	1	90.9481888138906	1
RASSF5	1	1	1	82.755648771081	1
RB1	1	1	76.0599058971659	64.2117204215136	1
RBBP6	1	1	92.0301835347235	1	1
RBM17	113.274037934165	1	130.157675129739	1	99.5216207826872
RBM23	98.6095079887201	1	130.684246189058	1	100.00046165225
RBM38	125.681498461148	1	166.180259406058	1	104.941473940561
RBM6	81.9673093282341	1	1	1	1
RBMS1	1	1	1	96.95592652242	77.071525448111
RBP7	1	1	1	169.063355052656	1
RBPJ	1	1	1	82.9323442659925	1
RCN2	1	1	1	1	56.0016421208468
RGCC	1	1	256.195518902831	1	1
RGS1	1	1	477.790814116297	1	1
RGS18	1	1	1	126.177781605546	1
RGS19	1	1	1	133.300103522138	91.1811370523594
RGS2	1	1	770.9205432801	299.706775562166	1
RHEB	1	69.9705097070198	1	85.652316110913	1
RHOB	1	1	138.429971931365	1	1
RHOF	1	119.529516931651	1	1	96.9442036128034
RHOQ	1	1	1	96.2809726856162	1
RIC3	181.60062023684	1	157.087589977134	1	1
RILPL2	1	1	1	83.61612932637	1
RIN3	1	1	1	88.5024374197162	1
RNASE6	83.2513334786075	1	1	123.921484734815	1
RNF126	1	84.6509226969517	1	1	151.135854594343
RNF13	1	1	1	103.974306471942	1
RNF130	1	1	1	267.477380323536	1
RNF145	1	89.4812954579732	120.924363282226	1	1
RNF149	1	1	1	163.636636790263	1
RNF166	1	1	1	78.4512720849589	1
RNF167	1	116.071771732211	1	1	110.195606090311
RNF41	1	1	147.866556056648	1	1
RNF5	1	1	1	1	68.5916987200724
RNMT	1	1	153.622376722903	64.5740138164129	1
RNU12	1	1	185.822792686487	1	1
RORA	1	90.3043203137246	1	1	149.36888586874
RP11-108M9.4	121.802383708518	1	82.3245261423224	1	86.037298869507
RP11-138A9.2	1	1	86.7798914114647	1	1
RP11-297B17.3	106.800709633969	1	1	1	1
RP11-347P5.1	1	1	1	84.7340134852848	1
RP11-428G5.5	1	1	96.1204116180137	1	1
RP11-51J9.5	1	93.036111704437	1	1	1
RP11-693J15.5	214.101657438949	1	142.280330221594	1	1
RP11-796E2.4	131.501742414221	1	171.281168551609	1	1
RP11-81H14.2	1	1	1	1	96.449738174814
RP6-159A1.4	1	1	1	80.7810954741736	1
RPAIN	98.7889526994719	1	93.5001616994535	1	1
RPF1	1	1	85.1964315281546	1	65.2850194123768
RPN2	1	66.4507593068886	1	51.8534140053098	1
RUNX3	1	100.801268253735	1	1	103.566137587814
RXRA	1	1	1	84.6814984978845	1
S100A12	1	1	1	1779.74054312472	1
S100A8	1	1	1	15295.5130525755	1
S100A9	1	1	1	17300.7614877289	1
S100B	1	1	1	1	369.329385192445
S1PR4	1	98.2015945396685	1	49.3053699296415	1
SAMD3	1	116.66969646429	1	1	131.853918841036
SAMD4A	1	1	1	93.0305820622522	1
SAMHD1	1	1	1	243.291690148384	1
SAP30BP	78.6827992085586	1	1	1	1
SAR1A	1	71.7649597703915	1	77.6995159395667	124.830364548857
SASH3	1	68.1219642941659	1	61.1251993479727	129.606587532725
SAT2	1	1	1	139.767882914867	1
SBDS	1	86.2041075093638	255.791970370048	1	1
SBF2	114.497398513149	1	1	1	1
SCIMP	131.887610055716	1	71.6246263708179	127.385632930638	1
SCO2	1	1	1	184.100633635768	1
SCPEP1	1	1	1	139.656002576831	1
SDCBP	1	1	1	264.512695067766	1
SDF2	1	1	1	1	171.145090475614
SDF4	1	1	1	1	102.411307689842
SDHAF2	1	1	1	1	116.273452564916
SDHB	1	1	72.3268334552798	87.1733730357862	1
SECTM1	1	1	1	95.112747497794	1
SEL1L3	1	1	82.7307206637796	1	1
SELPLG	1	84.1865014692309	1	73.7056201704448	111.884283869817
SEMA4D	1	1	1	82.3587947401416	1
SEPT1	1	134.884733887071	1	1	118.814983168977
SERINC1	1	1	1	95.9265237340633	1
SERPINA1	1	1	1	563.165219826101	1
SERPINB6	1	1	1	99.8045707823702	1
SERPINB9	1	1	1	111.176817155946	1
SFT2D2	1	1	1	111.611503564532	1
SGK1	1	1	1	98.7295763442198	1
SH2D1A	1	92.8726835127812	1	1	1
SH2D2A	1	1	1	1	120.299200187576
SH3BP5	96.5129373712418	1	124.996369822824	1	1
SH3GLB1	1	1	1	110.857619923145	125.984408102803
SHISA5	1	88.7986539173031	78.9311190985605	1	151.336084173338
SIAH2	1	1	140.912192142465	57.647712710592	1
SIGIRR	1	118.282717432817	1	67.0240099203456	158.480725633239
SIT1	198.887587109481	116.369579738856	99.9256357911214	1	1
SKAP2	1	1	1	116.755655743529	1
SLC11A1	1	1	1	118.442207953365	1
SLC16A3	1	1	1	78.7193700912038	1
SLC7A7	1	1	1	160.455205424273	1
SLC8A1	1	1	1	72.7462327842415	1
SLC9A3R1	1	154.455592293287	1	1	203.036210427425
SMARCB1	271.209016038465	1	280.272019704433	1	1
SMARCE1	1	1	78.2024744902108	70.2862861538261	1
SMC3	1	1	72.6365299019513	1	1
SMCO4	1	1	1	175.781203593195	1
SMIM19	89.9994349051862	1	93.8842033233816	1	135.504964078671
SMIM7	88.8303088898515	1	81.7769040295734	1	1
SNAP23	1	1	1	112.204997340042	1
SNHG19	1	1	102.607086690094	1	1
SNHG7	192.325848678783	1	167.082788069008	1	1
SNRNP40	1	1	1	1	70.9596638460062
SNRNP70	1	1	78.1414122175139	1	1
SNRPA	1	1	73.4016696012708	1	1
SNRPA1	1	1	80.7237344862782	1	85.7413733663168
SNW1	1	1	1	50.6872900386113	77.4164552287949
SNX17	1	1	1	98.6067633419767	1
SOD2	1	1	1	556.141505729247	1
SORL1	1	1	1	101.496494127398	1
SP110	121.987402102923	1	1	84.6308310911154	1
SPCS3	1	1	1	135.260632690813	1
SPG21	1	1	1	122.394284786903	1
SPI1	1	1	1	450.262269483497	1
SPIB	224.4245954914	1	143.362381194694	1	1
SPINT2	114.382758809604	1	145.859941757015	1	1
SPN	1	123.40105831141	1	63.2349143673001	184.846979679198
SPOCK2	1	105.35802316727	1	1	1
SPON2	1	1	1	1	796.781890021062
SPSB3	1	1	1	1	101.926909313733
SPTLC2	1	1	1	89.7751773511324	1
SQRDL	1	1	1	123.888585517327	1
SREK1IP1	1	1	1	100.048690370479	1
SRM	1	1	81.0356938941289	75.2900714437927	1
SRP72	1	1	1	83.884807058053	1
SRPK2	1	1	1	1	52.6236740218387
SRSF1	97.3383528381768	1	1	1	1
SRSF4	1	1	1	57.9819675919901	104.645414983413
SRSF6	1	1	118.985859830573	82.8543696105769	77.2573458017911
SSBP4	1	117.086910486516	86.2606784273892	1	149.895341267141
SSH2	1	1	1	89.8549517921969	1
SSR1	1	1	1	102.995453464803	1
ST6GAL1	87.2158101312169	1	1	1	1
STARD3NL	1	1	1	1	220.812483780427
STARD7	1	1	75.8130486281147	69.6941487978033	1
STAT2	1	1	1	104.975181925818	1
STAT3	1	1	1	87.8193515265076	91.9905580051591
STAT4	1	1	1	1	133.517018760541
STAT6	1	1	1	78.813227897706	1
STIM2	141.188444244415	1	111.541604615597	1	1
STK10	1	1	1	44.4554343388817	81.3020089551227
STMN1	111.005776396669	1	124.467786227771	1	1
STOML2	1	1	72.4679069875964	1	64.6756264148446
STRA13	1	1	81.5907802570002	60.3329009471598	1
STRAP	1	1	85.6112832626377	1	91.9215861596387
STRBP	115.393136571272	1	102.498015504138	1	1
STX10	1	1	1	88.8261489503903	1
STX11	1	1	1	129.772249387113	1
STX7	254.309042376605	1	148.465686906477	51.0506194158192	64.0748362309639
STX8	1	1	1	71.9495249235233	62.2315080877685
STXBP2	1	1	1	593.069543529259	1
SUGT1	1	1	1	1	72.0318004771096
SULT1A1	1	1	1	89.5302927402798	1
SUN2	1	81.3667193439925	1	55.3602513556304	135.594453534638
SUPT3H	1	73.4943963378001	1	1	1
SWAP70	107.662104561382	1	73.5704932816774	1	1
SYAP1	1	1	78.7762557064063	1	1
SYNE1	1	1	1	1	76.8489698631622
SYNGR2	147.445331867105	1	185.795616999682	119.296308478283	1
SYPL1	107.32310443794	1	89.8030134583296	75.8253712072453	1
SYTL1	1	1	1	1	106.668467721151
TADA3	1	1	1	1	80.5826577310437
TAGAP	1	1	228.515457038121	1	88.4125407837024
TATDN1	83.1970784342536	1	82.2760958110601	1	1
TBX21	1	1	1	1	106.892618689619
TCEAL4	1	1	89.0767920524779	1	1
TCEAL8	1	1	1	1	140.91504487339
TCF4	273.041213610576	1	234.471673923311	1	61.1231063768296
TCF7	1	104.96011559641	1	1	1
TCL1A	2151.55097660218	92.9761328829856	1247.43941783071	1	225.793889784225
TECR	1	83.9477068177454	1	1	1
TERF1	1	1	1	1	92.5244366053021
TES	1	1	1	100.240697192925	1
TESC	117.193104605593	1	144.770419001239	59.252716135186	1
TEX264	1	1	1	1	128.269010313172
TFDP2	1	1	1	1	108.152976906102
TGFBI	1	1	1	111.98801017816	1
TGFBR3	1	1	1	1	97.4166093767095
TGOLN2	1	1	1	114.086093227086	1
THEMIS2	1	1	1	97.850566512278	1
THYN1	1	1	1	1	118.899783846166
TIFA	83.3341705137939	1	1	1	1
TIGIT	1	79.7026048160442	1	1	1
TIMP1	1	1	1	348.514922579744	1
TIMP2	1	1	1	113.621328397989	1
TINF2	1	1	1	1	87.7951233334551
TKT	1	1	1	413.754055973728	1
TLE1	1	1	94.3352949424836	1	1
TLR2	1	1	1	108.581417342286	1
TM2D1	1	1	75.4774610891356	1	1
TM2D3	1	1	75.6217328477109	1	1
TM9SF2	1	1	1	74.6394977614201	1
TMC6	1	1	1	1	89.6772318899776
TMED4	1	1	85.6597352892737	1	1
TMEM107	1	1	1	126.032769797109	1
TMEM126B	1	1	1	1	70.6849512185453
TMEM134	117.040272076953	1	119.584379437232	1	1
TMEM14C	103.084749089161	1	111.412916723271	74.6144965802193	1
TMEM154	86.7306378037965	1	1	102.345651311485	1
TMEM156	1	1	93.337563651823	1	105.729388984811
TMEM165	1	1	1	83.7656078436853	1
TMEM167A	1	1	1	169.121260357527	1
TMEM179B	94.2988760239289	1	1	103.857783841798	144.768890813488
TMEM205	1	1	1	125.445838719577	1
TMEM208	1	1	89.3532115006909	73.4803966168816	124.506093998234
TMEM60	88.4192768572718	1	1	1	1
TNFAIP2	1	1	1	161.250846705507	1
TNFAIP3	1	84.3609111847299	1	113.302122041851	1
TNFAIP8	142.994505835203	104.988305879656	92.0320179668084	1	1
TNFRSF13C	131.838480468274	1	157.065614390975	1	1
TNFRSF14	1	87.6247644981572	1	116.171608092894	1
TNFRSF1A	1	1	1	80.6206692950786	1
TNFRSF1B	1	1	1	195.386496501807	1
TNFSF10	1	1	1	272.431724465837	1
TNFSF13B	1	1	1	508.720749879032	1
TNNT1	1	1	1	94.2188511337838	1
TOMM5	1	78.0097526482463	113.282344803498	1	91.0849081547905
TOX4	1	1	78.3313661619823	1	105.883773631772
TP53TG1	1	1	1	1	117.274470032647
TPM4	1	1	1	80.6854633834912	80.3900438878249
TPP1	1	1	1	163.923672314863	1
TPRKB	81.4167181846364	1	1	1	94.3824783137024
TPST2	1	127.492614635342	70.8817561734358	1	209.261288484075
TRABD	1	1	1	1	87.4557662847994
TRAC	375.536635301091	1075.58453841576	215.263575188535	1	92.4304865448283
TRADD	1	86.7848892181894	1	1	1
TRAPPC3	1	1	1	1	105.134856222471
TRAT1	1	89.6391720960642	1	1	1
TRBC1	1	619.155401910812	1	1	714.172200707428
TRDC	1	1	1	1	899.9266046672
TRG-AS1	1	1	1	1	83.999459717018
TRGC1	1	88.5504973590203	1	1	138.561701914272
TRGC2	1	191.045095169691	1	1	1
TRIM22	1	1	1	124.636829430256	1
TRIM38	1	1	1	78.5200753785161	1
TRIM56	1	1	1	1	84.8713036675665
TRMT1	1	1	1	102.941610939069	1
TROVE2	1	1	1	1	96.0693765964367
TRPM4	1	1	122.636161511366	1	1
TSC22D3	178.852316971884	242.344054796482	1601.70805534304	168.374254624952	219.958796880738
TSC22D4	1	68.7966496215648	1	1	1
TSPAN14	1	1	1	82.1316338732257	1
TSPYL1	1	1	98.9052560568061	1	85.4225436961568
TSR3	1	77.9676012579298	1	55.5233345090952	122.256593200884
TSTA3	1	1	77.3624355917228	1	1
TTC1	1	1	1	1	101.876826594541
TTC19	1	1	1	1	108.272524241299
TTC3	90.7530690668352	1	86.4420000364542	1	1
TTC38	1	1	1	1	162.945110981902
TWF2	1	1	1	51.2474898661865	67.2797154376504
TXK	1	1	1	1	136.095754664847
TXN2	1	1	71.9947746421588	84.0981201389255	1
TYMP	1	1	1	1302.54391566344	82.1582060930917
TYROBP	1	1	1	4625.72198571515	1754.30090052515
U2AF1	1	1	98.0252973504778	1	56.7427842377807
UBALD2	1	78.5684277317678	272.583356246916	55.3366872989627	1
UBE2D1	1	1	1	125.551066208026	1
UBE2E3	80.5962449855733	1	1	1	1
UBE2F	1	1	1	71.5385269913251	193.557400040913
UBE2G1	89.1238013202249	1	91.9868829141771	1	1
UBE2J1	173.926571818159	1	212.319862396105	50.1971329982469	1
UBE2K	1	1	1	80.5198029761125	1
UBE2R2	1	1	1	152.736700376145	1
UBE2S	1	1	77.8864226697771	1	1
UFD1L	1	1	1	1	121.501513028234
UFM1	1	1	86.1180693303276	54.6766493338825	1
UGP2	1	78.7155780741833	1	55.7800990966776	125.316411748462
UPP1	1	1	1	78.0153933448954	75.2491773674478
UQCRC1	1	1	1	86.9610207685543	1
URI1	1	1	1	1	109.240552580963
USF2	1	1	82.1510821462331	1	1
USP3	1	1	1	91.8409359535517	1
USP8	85.8580919713514	1	1	1	1
UTRN	1	1	1	124.079790271031	1
UVRAG	1	1	77.8608997224739	1	1
VCAN	1	1	1	583.723693904218	1
VDAC3	1	73.7896650584723	1	1	1
VMA21	1	1	1	124.439943176252	1
VMP1	1	1	73.7960968883578	202.725498978769	1
VOPP1	189.326886163121	1	267.65754500011	1	79.4821050280577
VPREB3	514.881986482258	1	263.009500669155	1	1
VPS35	92.7379549680775	1	1	89.3671676463477	1
VPS4B	99.5169988859717	1	138.449154435879	57.4460587180285	1
VTI1B	1	1	1	77.4282313835112	108.715314524517
WARS	1	1	1	436.571863908131	1
WBP2	88.7452119925743	1	99.500455216517	1	1
WDR74	108.478981281356	1	332.091955183818	117.872726715225	64.8832910971409
WHSC1L1	108.872303832952	75.8690174565311	127.371758980372	1	1
XIAP	1	1	1	80.7494841576385	1
XRN2	1	1	1	96.4245292957186	1
YAF2	1	1	1	1	88.9678373256872
YBEY	1	1	100.592638307492	1	1
YBX3	396.864582661314	78.0840597880291	679.0262139067	194.624334707581	1
YME1L1	1	1	82.6675700559056	67.9865861231597	1
YTHDC1	95.0525262956392	1	71.1822967567041	1	1
YWHAH	99.2790189331223	1	152.644368649188	90.7897325624558	1
YY1	1	70.2194071817396	1	91.877991928388	145.064187944499
ZAP70	1	1	1	1	123.379279566445
ZBP1	1	1	1	1	80.786565178493
ZBTB7A	1	1	1	72.7888710305152	122.257444545522
ZC3HAV1	1	74.4735937241851	1	1	1
ZCCHC10	105.476721686651	1	157.082205122862	1	1
ZCCHC11	1	1	72.2601453164185	1	1
ZCCHC7	116.62323164079	1	130.199961985021	1	1
ZFAND5	1	1	1	153.831891178888	1
ZNF101	1	1	77.8080787983813	1	1
ZNF106	1	1	1	95.702009348697	1
ZNF22	84.4456121668373	1	1	1	1
ZNF428	1	89.3394108417851	73.027659974295	1	126.870994660079
ZNF655	1	1	1	76.12019755747	1
ZNF667-AS1	90.7928671899369	1	87.6267150775775	1	1
ZNHIT3	1	80.2943534719711	1	78.9003704440271	1
ZRANB2	95.6649939394755	1	1	1	1
ZSWIM7	1	1	1	76.6895047863561	1
ZYX	1	1	1	180.524116580408	1
