NAME	Bcells	Tcells	NKcells	Monocytes.Macrophages
IGLC3	7.27842951750237	0.46530612244898	0.353333333333333	1.83870967741935
IGLC2	11.8605487228004	0.852244897959184	0.646666666666667	2.9247311827957
IGHM	8.99801324503311	0.779591836734694	0.473333333333333	1.67741935483871
TCL1A	3.52734153263955	0.275918367346939	0.186666666666667	0.860215053763441
CD79A	1.96111636707663	0.136326530612245	0.0933333333333333	0.354838709677419
CD79B	2.15137180700095	0.183673469387755	0.206666666666667	0.505376344086022
FCER2	0.974550614947966	0.0604081632653061	0.04	0.204301075268817
CD24	0.981835383159886	0.073469387755102	0.0533333333333333	0.311827956989247
IGLL5	0.76953642384106	0.0514285714285714	0.0266666666666667	0.172043010752688
ID3	0.849668874172185	0.0751020408163265	0.0266666666666667	0.118279569892473
JCHAIN	0.857142857142857	0.073469387755102	0.12	0.21505376344086
VPREB3	0.76887417218543	0.0587755102040816	0.0733333333333333	0.268817204301075
ARHGAP24	0.704635761589404	0.0522448979591837	0.12	0.161290322580645
IGHG1	0.725449385052034	0.0693877551020408	0.0533333333333333	0.193548387096774
FCRLA	0.584484389782403	0.0538775510204082	0.0333333333333333	0.0752688172043011
IGHA1	0.635666982024598	0.0685714285714286	0.0333333333333333	0.129032258064516
ORAI2	0.700946073793756	0.0726530612244898	0.106666666666667	0.204301075268817
PMAIP1	0.985525070955535	0.16	0.14	0.258064516129032
IGLL1	0.455534531693472	0.0375510204081633	0.0333333333333333	0.0752688172043011
PIGR	0.357899716177862	0.0146938775510204	0	0.0537634408602151
CD74	24.1449385052034	4.60244897959184	17.4	6.7741935483871
FCMR	1.04153263954588	0.188571428571429	0.08	0.397849462365591
HLA-DMB	1.06499526963103	0.110204081632653	0.886666666666667	0.258064516129032
CCDC191	0.439356669820246	0.0375510204081633	0.00666666666666667	0.10752688172043
IGHD	0.369820245979186	0.0179591836734694	0.0133333333333333	0.0967741935483871
RP11-693J15.5	0.369820245979186	0.0179591836734694	0.0333333333333333	0.0645161290322581
HRK	0.407000946073794	0.0253061224489796	0.02	0.161290322580645
HLA-DMA	1.85373699148534	0.282448979591837	1.55333333333333	0.32258064516129
IGHG2	0.360548722800378	0.0187755102040816	0.02	0.0645161290322581
IFT57	0.595364238410596	0.0857142857142857	0.0866666666666667	0.0752688172043011
