"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","9/35","146/5972",0.0616438356164384,10.5181996086106,8.93963998422112,1.0014081298484e-07,1.78250647113015e-05,1.65495869880209e-05,"11186/23411/7157/1942/9493/4609/6774/7422/7430",9
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","4/35","38/5972",0.105263157894737,17.9609022556391,8.05269058142919,6.33668820877248e-05,0.00563965250580751,0.00523610551988042,"11186/7157/4609/7422",4
