"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","64/1113","166/5972",0.385542168674699,2.06869526624016,6.6829326166403,9.05030444644359e-10,2.77268418041045e-08,1.53292237992394e-08,"4792/581/6714/5970/5594/942/7422/3716/801/2919/5155/54205/1021/6772/4609/3459/3265/836/1385/7316/3665/1387/3717/5610/5599/355/5925/2247/3725/1432/207/2920/3091/841/5604/29110/5295/3133/4772/1019/3845/7297/5894/57580/3661/808/9261/5291/7132/3551/6233/5335/3055/3135/148022/1230/6773/7098/3572/4773/3105/7538/81631/10379",64
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","43/1113","94/5972",0.457446808510638,2.45451243524307,6.80243252696279,1.25368597455695e-09,3.52076811188078e-08,1.94651243418053e-08,"5328/695/958/8792/4792/7124/5970/4049/1457/2919/7412/142/3553/596/5579/929/27040/2920/472/4050/331/7099/1459/8737/4615/10673/8837/329/598/9020/7189/23643/7132/3551/51588/1647/5335/7706/4791/148022/8740/959/3554",43
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","74/1113","206/5972",0.359223300970874,1.92747668768918,6.48331259463701,1.85674096605478e-09,4.81324388892663e-08,2.66107814568175e-08,"7040/896/6513/958/292/6688/4792/581/7124/6722/5970/4049/5594/7048/3716/5566/5423/890/4609/3265/1030/1385/1031/1387/9232/8829/2113/1017/5728/3123/5599/5925/3725/207/8850/898/472/7046/8900/8061/5604/4214/3718/5295/6929/331/706/3133/4772/196883/1019/3117/3845/4088/2114/598/1386/9020/5291/7132/3551/3119/3689/3135/3560/4791/3554/3559/4487/10524/4089/4773/3105/7538",74
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","61/1113","158/5972",0.386075949367089,2.07155936174326,6.53288379072987,2.12983452517725e-09,5.12681596417667e-08,2.83444143576221e-08,"356/3458/9021/4792/581/7124/972/4938/6714/6347/5970/4049/3716/6890/54205/6772/3459/7097/836/3553/3665/596/3717/3592/5501/5610/3123/355/207/3678/841/29110/5295/3133/4615/3117/329/7297/598/7189/3661/5371/1616/5291/7132/3551/2923/3119/3690/317/6352/3135/148022/8740/6773/7098/3105/10379/5819/684/56829",61
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","41/1113","89/5972",0.460674157303371,2.47182935077784,6.69500193088638,2.35418758527331e-09,5.28907477491403e-08,2.92414879012895e-08,"958/4792/7124/5970/5594/942/3716/6772/7097/3553/3665/929/4283/3592/5599/3725/1432/207/841/5604/29110/5295/7099/8737/4615/7297/51311/3627/7189/23643/3661/5291/3551/6352/3663/148022/6348/6773/7098/6373/10379",41
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","86/1113","256/5972",0.3359375,1.80253256963163,6.28107830169649,3.94878444225582e-09,8.31712723150131e-08,4.59825556762684e-08,"356/896/5154/2335/3320/3685/6446/7148/2688/5970/3480/5594/7422/3716/3479/5934/5155/1027/1021/4609/3265/7097/2260/4804/1385/4233/2264/596/3915/5515/3717/8115/3082/3643/1017/5578/2064/5728/2149/2247/54541/56034/672/207/1435/898/3678/4602/80310/5604/3718/5295/4170/7099/2321/2309/5747/1019/5008/3845/3673/5521/5894/2057/598/1386/6794/5562/3688/5519/5518/5291/3551/3815/7057/3674/3690/930/374/2261/3560/3164/3559/1291/22801/3655",86
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","46/1113","108/5972",0.425925925925926,2.28538151808592,6.45126105436374,5.74167220457154e-09,1.13820207820036e-07,6.29273052761091e-08,"3458/9021/896/5154/3586/2688/8651/3716/5155/6772/4609/3459/3265/596/1387/3717/3592/1154/8554/207/50615/6775/3718/5295/4170/4352/5777/2670/5008/163702/11009/7297/5894/2057/598/5291/51588/1270/6778/3560/3559/5292/6773/3572/8835/10379",46
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","51/1113","127/5972",0.401574803149606,2.1547212258845,6.29483600138886,9.69305604520028e-09,1.81475549290694e-07,1.00331632748564e-07,"3458/7040/9021/695/8792/6688/4792/7124/5970/5594/7048/2209/8651/3716/6772/3459/5468/3553/1385/8878/488/5599/3725/1432/207/1435/7046/8061/5604/5295/4772/27035/2534/7006/2274/7297/9020/7189/2354/3727/5291/7132/3551/3690/489/4791/3554/6773/4773/54/10379",51
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","40/1113","91/5972",0.43956043956044,2.35853993266392,6.24978652310952,1.95412693522334e-08,3.46600409036982e-07,1.91623527719962e-07,"356/3458/7040/4792/7124/6347/3586/5970/5594/7048/4843/5054/3459/7097/3553/5515/3592/5599/355/3725/1432/207/7046/841/5295/7099/4615/8837/5521/7189/713/5519/5518/5291/7132/3551/2771/6352/148022/6348",40
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","33/1113","69/5972",0.478260869565217,2.56619399195281,6.2622640474516,2.77889041666347e-08,4.68243035207795e-07,2.58875580920755e-07,"4763/5154/581/6714/3480/5594/7422/3716/3479/5155/3265/4233/558/596/5579/3717/3082/5578/2064/5728/2247/56034/207/80310/5604/5295/2309/3845/5894/598/5291/5335/2261",33
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","31/1113","63/5972",0.492063492063492,2.640254424621,6.26357332532445,3.16528821512748e-08,5.07953394522838e-07,2.80830082244393e-07,"3394/3659/7124/3586/5970/5594/4843/801/836/3553/929/3592/5599/3725/1432/3678/7099/4615/7189/23643/713/3661/3688/808/721/2771/3684/3689/720/148022/387",31
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","41/1113","96/5972",0.427083333333333,2.29159179395028,6.10544984955294,3.55249006423531e-08,5.44176887112409e-07,3.00856814052464e-07,"3458/7040/3320/4792/5970/5594/7048/3716/6772/3459/3553/3717/3123/5599/27040/3725/1432/2625/3091/5914/7046/50615/30009/196/3718/4772/50943/3117/4088/7297/3551/3119/5335/6778/3560/6095/3554/3559/4089/3572/4773",41
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","23/1113","40/5972",0.575,3.08526504941599,6.33269186775377,4.60514613169081e-08,6.74754020165132e-07,3.73048450942459e-07,"3458/7040/958/7124/6347/3586/7412/1378/7097/3553/4233/3082/3592/7099/4615/7057/3043/3039/6403/3689/959/948/5175",23
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","39/1113","93/5972",0.419354838709677,2.25012317769469,5.81487280831551,1.38843529845915e-07,1.94959456491972e-06,1.07786424485644e-06,"226/3458/6513/5970/3480/5594/7422/4843/5054/3479/1027/7076/3459/596/5579/1387/3643/5578/2064/405/207/3099/3091/2034/5604/5295/7099/2321/112399/1906/3162/4878/2597/5291/3939/230/5335/5160/7018",39
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","36/1113","83/5972",0.433734939759036,2.32728217452018,5.8274586300619,1.52006353915995e-07,2.04904565078761e-06,1.13284735339499e-06,"2335/4792/3685/581/5970/4843/1027/54205/1021/4609/836/1030/596/3915/1017/5728/5925/207/898/5295/331/5747/1019/3673/329/6502/598/7189/3688/5291/3551/1647/3674/317/1643/3655",36
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","44/1113","111/5972",0.396396396396396,2.12693556089783,5.73551447789472,1.5868288084047e-07,2.05677426320148e-06,1.13712023922118e-06,"356/4792/7124/5970/2919/2194/501/836/3553/128/929/4217/1571/3592/32/5599/355/1432/207/6720/2920/841/29110/7099/2309/8737/4615/6319/23411/9020/7189/23643/23765/713/3661/5562/7132/3551/721/5465/31/130/720/148022",44
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","62/1113","180/5972",0.344444444444444,1.8481780972347,5.52976528230054,2.32030979460665e-07,2.8960903732683e-06,1.60114944890985e-06,"896/695/958/4792/581/7124/4938/5970/3716/6890/1027/890/54205/1021/6772/4609/25942/7097/836/3665/596/1017/5610/3123/5599/355/5925/3725/1432/207/898/8900/841/29110/3718/5295/3133/8737/4615/1019/3117/6502/7297/3627/9020/7189/3661/5291/3551/1647/2923/3119/930/317/1643/3135/4791/7874/6773/9636/3105/10379",62
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","32/1113","71/5972",0.450704225352113,2.4183339027878,5.75363780529185,2.5645138879571e-07,3.08657564371979e-06,1.70646224875341e-06,"3458/7040/4792/7124/3586/5970/5594/2209/3716/4843/1378/6772/3459/7097/3553/5579/3717/3592/3123/3725/1432/7099/1917/4615/5777/3117/7189/3688/3684/3119/3689/1915",32
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","47/1113","126/5972",0.373015873015873,2.00148319285786,5.43747409008814,5.10848151871105e-07,5.93640783381249e-06,3.2820371281737e-06,"356/4792/581/7124/1508/5970/5594/8795/1509/142/54205/3265/836/596/4217/5599/1514/355/3725/4000/207/27113/472/841/5604/5295/1649/331/4170/8743/8737/8837/3845/329/5894/598/9020/5366/1616/5291/7132/3551/1647/60/317/5551/835",47
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","44/1113","117/5972",0.376068376068376,2.01786194239024,5.32127894954178,9.09661545139235e-07,1.02185313570641e-05,5.64947696454893e-06,"356/7040/6446/3586/6648/3480/5594/7048/3479/5934/1027/3265/1030/1387/847/3643/1017/5728/5599/1432/207/891/472/7046/10733/5604/5295/2309/8743/901/8660/3845/4088/23411/6502/5894/6794/5562/5291/3551/1647/7874/4089/604",44
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","29/1113","65/5972",0.446153846153846,2.39391803165388,5.40764405201246,1.21412635295505e-06,1.31987284176081e-05,7.29712612811695e-06,"356/581/5594/54205/2950/1244/836/596/7155/4217/2064/4257/2956/355/672/207/27113/472/841/5295/331/1317/329/598/2946/5366/5291/538/317",29
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","16/1113","26/5972",0.615384615384615,3.30195590572949,5.62948790238403,1.54408602754088e-06,1.62611559775399e-05,8.99023772614262e-06,"356/3458/7124/3586/7412/335/3553/5579/3592/5578/355/4615/4878/3043/3039/3620",16
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","60/1113","184/5972",0.326086956521739,1.74967772178601,4.94329949667329,2.92546664914766e-06,2.9110660048214e-05,1.60942896408992e-05,"356/5880/4792/3685/581/7124/6714/6347/5970/5594/7422/3716/801/5566/6890/54205/1021/4609/3265/836/3553/1385/5579/7852/5578/355/5734/5925/1432/207/841/5604/29110/5295/3133/8737/4772/5747/2185/196883/1019/3845/5894/1386/3661/808/5291/7132/3551/2771/2923/3690/6352/3135/6348/1230/3554/4773/3105/387",60
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","57/1113","172/5972",0.331395348837209,1.7781608474895,4.95583993247528,2.93698053898895e-06,2.9110660048214e-05,1.60942896408992e-05,"356/7040/5328/2335/3685/4313/7124/6714/5329/3480/5594/7422/5566/3479/4609/3265/7097/2260/836/10855/4233/5579/2316/3082/5501/5578/2064/1514/355/2247/1432/207/857/1839/3091/3678/5604/5295/7099/7855/27250/7078/5777/5747/7430/3845/3673/5894/3688/5291/7057/7483/60/5335/3690/387/3339",57
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","24/1113","51/5972",0.470588235294118,2.52502510438138,5.2343434899556,3.18114936867336e-06,3.06299239212263e-05,1.69342387445168e-05,"5328/5327/5329/5054/1378/3687/5265/10544/2149/5627/1604/3075/5270/713/721/462/3684/3689/2/7056/720/1191/2162/5624",24
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","51/1113","149/5972",0.342281879194631,1.83657446770021,4.9490519560041,3.41216291239608e-06,3.19416361521522e-05,1.76594396343306e-05,"5328/5154/958/6688/5327/581/5970/3480/7048/942/2209/3479/4297/1027/890/4609/25942/5468/4804/4233/1031/929/4613/5914/472/8900/6929/1649/2321/1991/5747/4221/6692/329/598/5371/8842/648/2521/1647/3684/4353/1643/3560/1053/860/604/4211/3020/3087/51513",51
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","33/1113","82/5972",0.402439024390244,2.15935835908224,5.05899959561511,3.81856406127267e-06,3.4378932390706e-05,1.90069374766671e-05,"5328/5154/3320/5327/4792/5970/3480/5594/3479/5155/1027/2950/3265/2260/1385/596/1387/1017/2064/5728/5925/56034/207/898/80310/5604/5295/6692/4824/3845/5894/5291/3551",33
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","26/1113","58/5972",0.448275862068966,2.40530408650122,5.1468476620995,3.87655617461967e-06,3.4378932390706e-05,1.90069374766671e-05,"6513/5594/5315/4609/3265/2260/4233/2064/5728/207/3099/3091/5604/5295/3845/5894/57103/2744/5291/3815/3939/2261/5160/8140/27165/6510",26
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","25/1113","55/5972",0.454545454545455,2.43894470309565,5.13064933830121,4.36788129809605e-06,3.68527428559798e-05,2.0374622787782e-05,"5154/581/3480/5594/3479/5155/1021/3265/2260/4233/3082/5728/5925/2247/56034/207/80310/5604/5295/1019/3845/5894/5291/1647/1643",25
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","34/1113","86/5972",0.395348837209302,2.12131469525063,5.01261418480841,4.37421280189671e-06,3.68527428559798e-05,2.0374622787782e-05,"3458/4792/5970/5594/3716/1457/940/6772/3459/3265/7097/3717/5728/27040/3725/1432/207/3091/5604/5295/7099/1459/4615/4772/5777/3845/5894/7189/5291/3551/5335/148022/4773/29126",34
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","24/1113","52/5972",0.461538461538462,2.47646692929712,5.11755136675388,4.87694602130059e-06,4.00861172970317e-05,2.21622450775405e-05,"3458/7040/7124/3586/5970/6772/3459/7097/3553/3592/3123/3725/2625/50615/6775/30009/7099/4772/50943/3117/4088/3119/6778/6095",24
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","39/1113","105/5972",0.371428571428571,1.99296624310101,4.91268318931701,5.37761984962367e-06,4.31489973648376e-05,2.3855606851714e-05,"9021/4792/3659/7124/6347/5970/4049/5594/2919/7412/836/3553/1385/4323/4217/5599/355/3725/1432/207/1435/2920/841/5604/5295/331/8737/8837/6868/329/1906/3627/1386/9020/7133/5291/7132/3551/6352",39
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","24/1113","53/5972",0.452830188679245,2.4297411381783,5.00344173069417,7.35833272155566e-06,5.76687936549827e-05,3.18831062843415e-05,"4792/7124/3304/5970/2919/54205/1378/7097/836/3553/929/3592/2920/841/7099/1917/4615/3684/3689/317/4791/3297/3303/1915",24
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","49/1113","146/5972",0.335616438356164,1.80080985612131,4.68833100002546,9.85675174897827e-06,7.54937577137654e-05,4.17379200853865e-05,"7040/896/292/5970/5594/7048/5054/801/5934/890/1021/4609/3265/1030/5501/2113/1017/8878/5728/5925/1432/207/891/898/472/7046/8900/4605/5883/5604/5295/2309/3133/4772/1019/993/3845/4088/23411/2305/5894/808/9261/5291/1647/983/3135/4773/3105",49
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","17/1113","32/5972",0.53125,2.85051662174304,5.02310695218058,1.16679613384412e-05,8.37443021785867e-05,4.62993643155079e-05,"3949/3480/949/3972/5566/3479/3643/1545/1543/1586/51478/8644/654/240/5321/196883/3292",17
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","17/1113","32/5972",0.53125,2.85051662174304,5.02310695218058,1.16679613384412e-05,8.37443021785867e-05,4.62993643155079e-05,"356/3458/958/7124/3586/942/940/3592/3123/355/3133/3117/3119/3135/959/5551/3105",17
"hsa04930","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","18/1113","35/5972",0.514285714285714,2.75949172121679,4.99614913598331,1.16794724106634e-05,8.37443021785867e-05,4.62993643155079e-05,"9021/6833/7124/5594/5315/8651/3643/5599/3099/5295/5581/5590/8660/5291/3551/773/5580/8835",18
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","49/1113","147/5972",0.333333333333333,1.78855944893681,4.63279209415183,1.21766243164573e-05,8.54900498884606e-05,4.7264528596775e-05,"3320/4792/7124/4938/6347/1508/5970/5594/3716/2919/6772/3553/3665/596/837/5599/7295/22861/3725/1432/2920/4210/841/7205/29110/331/7099/2634/8737/4615/329/7297/598/7189/9927/3428/3661/5027/3551/2633/6352/148022/6773/5580/7158/387/81631/10379/9447",49
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","50/1113","152/5972",0.328947368421053,1.76502577197711,4.57229281841679,1.50109753325386e-05,0.000103238748715622,5.70771779561617e-05,"3458/7040/581/4800/7124/972/6714/4261/3586/5970/5594/2209/3716/4843/801/1509/54205/1378/6772/3459/7097/836/3553/1385/3687/596/1387/929/3717/3592/3123/5599/1432/207/8877/841/7099/4615/2207/3117/5894/7189/808/7132/3684/3119/3689/317/4046/387",50
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","70/1113","235/5972",0.297872340425532,1.59828716713502,4.47815232447699,1.61099610865143e-05,0.000108581137723107,6.0030802364485e-05,"356/4763/5880/7040/5154/7124/6722/3304/5970/3480/5594/7048/7422/5566/3479/5155/4609/3265/2260/836/3553/4804/4233/2264/5579/929/2316/4217/3082/3643/5578/2064/5599/355/2247/3725/1432/56034/207/1435/7046/80310/5604/4214/1649/2321/4615/5321/4772/3845/5894/994/1386/9020/7189/1616/3727/9261/7132/3551/3815/1647/3315/773/374/2261/4791/3164/3554/3303",70
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","15/1113","27/5972",0.555555555555556,2.98093241489468,4.93711541036322,1.89647347535162e-05,0.000125315992390881,6.92829319168702e-05,"7124/5970/239/1719/1244/3553/8714/7298/2350/2356/9429/4363/3551/6573/8836",15
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","57/1113","183/5972",0.311475409836066,1.67127686212128,4.41390636836918,2.42381045349513e-05,0.000157081562082281,8.68450304187528e-05,"356/5880/4792/581/7124/5970/5594/801/6890/54205/3265/7097/836/596/5579/7852/5578/5599/355/3725/1432/207/891/7465/472/841/5604/29110/5295/7099/60489/3133/8737/4615/4772/5747/2185/3845/5894/598/7189/7133/3661/808/5291/7132/3551/2771/983/2923/5335/1642/3135/995/4773/3105/684",57
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","34/1113","93/5972",0.365591397849462,1.96164584722101,4.47303784779571,3.14286075135376e-05,0.000199838504378531,0.000110483883414025,"4792/3659/7124/6714/3586/5970/5594/801/6772/3265/3553/3592/5599/3725/1432/207/841/5295/4772/2207/3845/5894/9020/808/9261/5291/3551/4046/4791/6773/4773/5580/387/10379",34
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","15/1113","28/5972",0.535714285714286,2.87447054293415,4.75790650222681,3.38542370613055e-05,0.000211275516475184,0.00011680701676123,"6446/4306/5594/481/3479/5579/3643/6337/5578/5295/3845/3291/5291/476/478",15
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","24/1113","58/5972",0.413793103448276,2.2202806952319,4.46920983414787,4.65293336764577e-05,0.000285097917253932,0.000157620900683885,"9021/8792/3659/6714/5970/5594/8651/3972/6772/3265/3717/2100/5599/1154/1586/1432/207/5604/5295/2309/3845/5894/5291/8835",24
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","38/1113","110/5972",0.345454545454545,1.85359797435269,4.32438626776575,4.7518557588519e-05,0.000285959891202338,0.000158097456638494,"5880/581/7124/5970/5594/1509/3265/596/5515/5579/4217/5578/5728/5599/1432/207/8877/5604/5295/5581/5590/2207/2534/5337/3845/5521/5894/29956/5519/5518/5291/7132/4363/2771/6609/8879/4985/387",38
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","18/1113","38/5972",0.473684210526316,2.54163711164704,4.56244720545758,4.89675394130377e-05,0.0002895098382841,0.000160060101128489,"4313/6714/5594/7422/4609/3265/2064/5925/1839/11186/5604/23604/1019/3845/5894/7057/2261/1890",18
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","54/1113","175/5972",0.308571428571429,1.65569503273007,4.21324715337222,5.26955095159536e-05,0.000306179081153041,0.000169275956158327,"896/4792/581/6722/6714/5970/5594/5315/3716/5566/5423/5934/1027/890/1021/3265/836/1030/1385/3665/1387/1017/5610/2959/5925/3725/8850/898/8900/841/3718/5295/2934/27044/3133/1019/3845/6502/1386/3661/5366/9261/5291/983/1642/9759/3135/4791/7874/3572/3105/387/51564/10379",54
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","28/1113","73/5972",0.383561643835616,2.05806840699578,4.35294968375737,5.79581176456407e-05,0.000331048909264083,0.000183025634670444,"5880/7040/581/5970/5594/7048/7422/3716/1021/6772/2064/5599/5925/207/7046/5604/5295/1019/5337/3845/4088/5894/598/5291/3551/1647/1643/4089",28
