"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","7/200","67/5972",0.104477611940299,3.11970149253731,3.24771213616386,0.00674605167017403,0.0189990842955922,0.0107965810833075,"2932/841/4790/5594/3458/3576/5743",7
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","7/200","68/5972",0.102941176470588,3.07382352941176,3.20131531138978,0.00731240860097022,0.0203861088269473,0.0115847834295009,"3586/5196/1435/7133/1436/3559/3576",7
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","13/200","183/5972",0.0710382513661202,2.12120218579235,2.86736564866762,0.00811115213582737,0.0221418344174571,0.0125825069725443,"207/1728/2885/847/3091/673/3082/4790/4233/5594/5295/7422/572",13
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","5/200","38/5972",0.131578947368421,3.92894736842105,3.37135873846159,0.00818285184992981,0.0221418344174571,0.0125825069725443,"6916/27306/239/5730/5743",5
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","5/200","38/5972",0.131578947368421,3.92894736842105,3.37135873846159,0.00818285184992981,0.0221418344174571,0.0125825069725443,"207/57104/5295/5566/5743",5
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","8/200","87/5972",0.0919540229885057,2.74574712643678,3.05311456303443,0.00833906462920059,0.0223454547345569,0.0126982179841685,"6198/3624/5594/10637/151449/3458/7057/4088",8
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","5/200","39/5972",0.128205128205128,3.82820512820513,3.29823356447925,0.00913685226332239,0.0242478002372787,0.0137792610044032,"23657/1536/2729/2937/1356",5
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","9/200","108/5972",0.0833333333333333,2.48833333333333,2.90529661196961,0.00988480522189478,0.0259829165832663,0.0147652729630308,"3592/596/207/2885/10401/3586/5295/3458/3559",9
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","4/200","28/5972",0.142857142857143,4.26571428571429,3.22398619536581,0.0133059294569792,0.0346456276427005,0.0196880187595819,"5594/5295/3479/5579",4
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","5/200","43/5972",0.116279069767442,3.47209302325581,3.028193924395,0.0137192240587718,0.0353879050487944,0.0201098316257451,"673/5594/4067/3479/5579",5
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","6/200","60/5972",0.1,2.986,2.8778160399622,0.0145711056682304,0.0372372700410332,0.0211607674908998,"960/6696/2335/7057/3676/6382",6
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","9/200","117/5972",0.0769230769230769,2.29692307692308,2.63705429302575,0.016148330765829,0.0408893512969616,0.0232361302183344,"596/207/1728/4790/3383/5295/7422/3458/6382",9
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","11/200","158/5972",0.069620253164557,2.07886075949367,2.55818412242425,0.0165365520137357,0.0414917123253731,0.0235784330148001,"596/7248/7249/6198/207/3091/5594/5289/5295/5566/572",11
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","6/200","63/5972",0.0952380952380952,2.84380952380952,2.7384493069096,0.0182156847558614,0.0448886517198013,0.0255088066599939,"4790/4233/526/4067/245972/3576",6
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","6/200","63/5972",0.0952380952380952,2.84380952380952,2.7384493069096,0.0182156847558614,0.0448886517198013,0.0255088066599939,"3592/4843/4790/3586/5594/3576",6
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","4/200","31/5972",0.129032258064516,3.85290322580645,2.96424081621458,0.0189192680563368,0.0462098936597252,0.0262596268318042,"596/841/79444/4804",4
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","7/200","82/5972",0.0853658536585366,2.5490243902439,2.6289535151501,0.0194023043409514,0.046973999983356,0.0266938443841344,"596/207/5594/5295/5566/54331/5579",7
