"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","21/200","172/5972",0.122093023255814,3.6456976744186,6.55338698742778,2.12563739098941e-07,4.88896599927565e-06,2.77824536190722e-06,"2064/6198/207/2885/960/3091/673/3082/4233/5594/5295/7422/286/3479/54361/5566/2335/7057/5579/6382/355",21
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","15/200","91/5972",0.164835164835165,4.92197802197802,7.01739033385423,2.57227035192524e-07,5.46112782408743e-06,3.10338690232276e-06,"3592/919/915/54106/207/841/5054/4843/4790/3586/5594/5295/3458/3576/355",15
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","19/200","146/5972",0.13013698630137,3.8858904109589,6.57122586734934,3.04824300030404e-07,5.60876712055943e-06,3.1872856634758e-06,"2064/596/1027/1029/2885/960/4790/4233/5594/23405/1021/23411/5295/7422/7057/324/5579/995/5743",19
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","19/200","146/5972",0.13013698630137,3.8858904109589,6.57122586734934,3.04824300030404e-07,5.60876712055943e-06,3.1872856634758e-06,"2932/6198/207/1728/1029/2885/673/3082/4233/5594/6597/1021/5295/54361/5925/324/5579/572/4088",19
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","17/200","119/5972",0.142857142857143,4.26571428571429,6.69788639250243,3.4151832779626e-07,5.89119115448548e-06,3.34777834484492e-06,"3592/596/2932/915/4793/7161/1027/54106/207/841/4790/1021/5295/1017/3559/572/355",17
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","14/200","82/5972",0.170731707317073,5.09804878048781,6.95507431295102,4.18533497900238e-07,6.79501443649798e-06,3.86139264316628e-06,"2064/596/2932/1027/207/2885/673/4790/5594/5295/3479/5925/1017/572",14
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","14/200","87/5972",0.160919540229885,4.80505747126437,6.65461578184696,8.88051420076758e-07,1.3616788441177e-05,7.73799190593199e-06,"2064/596/1027/6198/207/1029/2885/673/5594/5295/3479/5566/5925/572",14
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","19/200","163/5972",0.116564417177914,3.48061349693251,5.97692200391667,1.70700229583109e-06,2.4796454402599e-05,1.40910438824838e-05,"2064/596/2932/207/2885/673/3082/1729/4233/5594/6696/5295/7422/3479/2335/7057/5579/3676/572",19
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","20/200","184/5972",0.108695652173913,3.24565217391304,5.75920466491347,2.72229736077866e-06,3.75677035787455e-05,2.13485424608432e-05,"2932/7248/7249/6198/207/1029/841/2885/4790/5594/1021/5295/7422/5566/5925/54331/5579/3576/5743/355",20
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","12/200","72/5972",0.166666666666667,4.97666666666667,6.31880282381337,3.75813439287101e-06,4.93926234491618e-05,2.80682719066557e-05,"596/7161/7249/1029/841/5054/1021/3479/7057/1017/901/355",12
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","13/200","86/5972",0.151162790697674,4.51372093023256,6.10916330626775,4.56154479906689e-06,5.37218543569199e-05,3.05284374492031e-05,"920/919/915/4793/6198/54106/207/3091/27040/4790/5594/5295/3458",13
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","19/200","174/5972",0.109195402298851,3.26057471264368,5.63287035878828,4.57939890206772e-06,5.37218543569199e-05,3.05284374492031e-05,"3815/207/2885/3082/27040/4790/4233/5594/5295/7422/3479/1435/5566/54331/1436/5579/4804/285/572",19
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","14/200","100/5972",0.14,4.1804,5.96985927137516,4.93956429371222e-06,5.37218543569199e-05,3.05284374492031e-05,"5551/919/3811/2885/673/27040/2207/5594/3383/5295/3458/3002/5579/355",14
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","15/200","114/5972",0.131578947368421,3.92894736842105,5.87712167295882,4.9496360571585e-06,5.37218543569199e-05,3.05284374492031e-05,"675/3815/2064/2932/6198/207/2885/673/5594/1021/5295/3479/54361/5925/324",15
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","12/200","74/5972",0.162162162162162,4.84216216216216,6.19034050901387,5.06075439594173e-06,5.37218543569199e-05,3.05284374492031e-05,"1027/207/1029/2885/673/4790/5594/1021/5295/5925/572/4088",12
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","14/200","103/5972",0.135922330097087,4.05864077669903,5.82827994750295,7.03943178015241e-06,6.89291452210765e-05,3.91702617770419e-05,"958/3592/596/4793/207/841/4843/4790/3586/79444/5594/3458/959/572",14
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","11/200","64/5972",0.171875,5.1321875,6.18621679192722,7.08223601609885e-06,6.89291452210765e-05,3.91702617770419e-05,"3815/6198/207/2885/673/4790/5594/5295/1436/597/572",11
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","8/200","32/5972",0.25,7.465,6.82536165251056,7.24255511380876e-06,6.89291452210765e-05,3.91702617770419e-05,"958/5551/3592/3586/3458/3002/959/355",8
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","17/200","149/5972",0.114093959731544,3.40684563758389,5.53787755631092,8.25277376082793e-06,7.59255185996169e-05,4.31460803636267e-05,"4286/958/8861/1027/4005/4790/4233/2313/4211/3087/3479/1436/3002/597/4804/3576/860",17
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","18/200","166/5972",0.108433734939759,3.2378313253012,5.44274828114533,9.12141663976716e-06,8.07950623368731e-05,4.59132886658814e-05,"2932/207/841/3091/4790/5594/5289/3383/1021/4067/5295/7422/5925/54331/3576/285/5743/355",18
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","10/200","54/5972",0.185185185185185,5.52962962962963,6.22368300864519,9.3675434593476e-06,8.07950623368731e-05,4.59132886658814e-05,"2064/2932/207/2885/673/5594/5295/4292/324/572",10
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","12/200","81/5972",0.148148148148148,4.4237037037037,5.77456857262269,1.32719385475079e-05,0.000111001667851884,6.30787509913452e-05,"596/2932/6198/207/2885/673/5594/5295/4292/324/572/4088",12
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","7/200","26/5972",0.269230769230769,8.03923076923077,6.69537331125498,1.62787490376677e-05,0.000131372844606165,7.46550489943501e-05,"3592/54106/3586/3383/3458/5579/355",7
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","14/200","111/5972",0.126126126126126,3.76612612612613,5.475489866129,1.69774540875771e-05,0.000131372844606165,7.46550489943501e-05,"920/919/2932/915/4793/207/2885/27040/4790/3586/5594/5295/3458/959",14
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","12/200","83/5972",0.144578313253012,4.31710843373494,5.66439211738932,1.71355884268911e-05,0.000131372844606165,7.46550489943501e-05,"596/1027/207/4843/4790/79444/1021/5295/2335/5925/1017/5743",12
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","14/200","112/5972",0.125,3.7325,5.43370111663096,1.88377923026583e-05,0.000140519747987397,7.98529460340282e-05,"2932/207/2885/3624/5594/8820/10637/4211/5295/3479/54361/3198/324/4088",14
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","11/200","71/5972",0.154929577464789,4.62619718309859,5.72127937753371,1.98576488800462e-05,0.00014422923923402,8.19609330506063e-05,"3592/4793/4843/4790/3586/5594/1536/3458/5579/3676/5743",11
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","11/200","72/5972",0.152777777777778,4.56194444444444,5.65982178050844,2.27608400170779e-05,0.000161076713967013,9.1534822200934e-05,"2064/2932/1027/6198/207/2885/673/5594/5295/5579/572",11
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","18/200","179/5972",0.100558659217877,3.00268156424581,5.06363068970822,2.59074266364193e-05,0.000178761243791293,0.000101584383390171,"958/3592/596/2932/207/841/4790/5594/1536/3383/4067/5295/3309/959/3308/3576/572/355",18
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","8/200","38/5972",0.210526315789474,6.28631578947368,6.0848027258056,2.83223162058765e-05,0.000190657543239559,0.000108344675601427,"2064/1029/673/5594/7422/5925/7057/3576",8
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","11/200","75/5972",0.146666666666667,4.37946666666667,5.48199464740824,3.37811871841173e-05,0.000221990658638485,0.000126150298005851,"3592/912/4843/4790/3586/5295/3458/5566/2335/5579/3576",11
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","12/200","89/5972",0.134831460674157,4.02606741573034,5.35364476254175,3.52006132715832e-05,0.000225938820068767,0.000128393913769055,"958/1513/3592/54106/207/841/4790/5594/6696/5295/54472/3576",12
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","10/200","64/5972",0.15625,4.665625,5.48773523174062,4.42711504363286e-05,0.00027770085273697,0.000157808646292176,"207/1029/2885/673/5594/1021/5295/3479/5925/5579",10
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","14/200","122/5972",0.114754098360656,3.42655737704918,5.0404338486019,4.9896121963831e-05,0.00029840485188198,0.000169574076775038,"2932/207/841/2885/673/4790/5594/1021/5295/3458/5925/1017/572/355",14
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","10/200","65/5972",0.153846153846154,4.59384615384615,5.42260595795613,5.08153189799024e-05,0.00029840485188198,0.000169574076775038,"2064/596/207/1029/841/5594/5295/4292/572/355",10
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","10/200","65/5972",0.153846153846154,4.59384615384615,5.42260595795613,5.08153189799024e-05,0.00029840485188198,0.000169574076775038,"207/2885/3091/673/3082/4233/5594/5295/7422/572",10
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","7/200","31/5972",0.225806451612903,6.74258064516129,5.9666909780927,5.64290710248385e-05,0.000324467158392821,0.000184384464532915,"958/5551/3586/7038/3002/959/355",7
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","12/200","94/5972",0.127659574468085,3.81191489361702,5.11477672440848,6.11296722084477e-05,0.000344322235296563,0.000195667479249381,"958/596/27040/4790/8792/3383/4067/597/5579/959/3576/5743",12
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","15/200","141/5972",0.106382978723404,3.17659574468085,4.86845526350787,6.53738163432074e-05,0.000360863466214505,0.000205067339687114,"596/207/841/2885/673/4790/5594/5295/5925/1017/5579/3576/572/4088/355",15
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","16/200","159/5972",0.10062893081761,3.00477987421384,4.76914434003868,7.33556041111993e-05,0.000396983269307667,0.000225593085914731,"3815/207/673/3082/27040/4233/5594/5295/7422/3479/1435/1436/7057/5579/4804/285",16
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","17/200","180/5972",0.0944444444444444,2.82011111111111,4.61525019213607,9.69466986872829e-05,0.000504854506371511,0.00028689291170616,"920/958/3592/3624/3586/8792/5196/151449/1435/3458/7133/1436/959/4804/3559/3576/355",17
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","17/200","180/5972",0.0944444444444444,2.82011111111111,4.61525019213607,9.69466986872829e-05,0.000504854506371511,0.00028689291170616,"958/919/596/915/4793/1027/207/841/960/4790/3383/1021/4067/5295/5925/1017/355",17
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","13/200","117/5972",0.111111111111111,3.31777777777778,4.71277437183816,0.000130027760074024,0.000664586329267232,0.000377663474678938,"1027/207/2885/847/673/3586/5594/23411/5295/3479/1017/901/4088",13
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","10/200","73/5972",0.136986301369863,4.09041095890411,4.94497202905317,0.000139666950368554,0.000700874150940382,0.000398284700572528,"1513/54/8792/526/3383/7422/245972/1435/3458/3576",10
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","14/200","137/5972",0.102189781021898,3.05138686131387,4.52129448931728,0.000177388605100204,0.00086044826809663,0.000488965644341715,"3592/4793/207/841/4790/5594/3383/1021/5295/3458/5579/7177/3576/355",14
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","15/200","154/5972",0.0974025974025974,2.90844155844156,4.46609276368288,0.000178745618573679,0.00086044826809663,0.000488965644341715,"2932/4793/207/2885/673/4790/5594/4067/5295/5196/5566/54331/5579/3576/572",15
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","12/200","105/5972",0.114285714285714,3.41257142857143,4.64239572812542,0.000180818838947842,0.00086044826809663,0.000488965644341715,"596/2932/4793/7161/207/2885/673/4790/5594/5295/4804/572",12
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","10/200","76/5972",0.131578947368421,3.92894736842105,4.78316099210965,0.000196608207018348,0.000919726527746848,0.0005226516118775,"7248/7249/6198/207/847/4790/23411/5295/3479/5566",10
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","14/200","141/5972",0.099290780141844,2.96482269503546,4.39477629912747,0.000240657224471616,0.00110702323256944,0.000629086428881944,"2887/2932/7248/7249/6198/207/2885/673/5594/526/5295/3479/54361/5579",14
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","13/200","127/5972",0.102362204724409,3.05653543307087,4.36034819848731,0.000297623758274184,0.00134216724023387,0.000762711360773635,"4286/1513/54/126014/207/2885/4790/8792/5594/5295/1435/3458/1436",13
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","10/200","80/5972",0.125,3.7325,4.57982799257665,0.000301850883874487,0.00134216724023387,0.000762711360773635,"2932/4793/207/2885/4790/5594/4067/5295/640/5579",10
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","12/200","111/5972",0.108108108108108,3.22810810810811,4.41049424730011,0.000306364261357732,0.00134216724023387,0.000762711360773635,"6198/207/5054/4843/4635/5594/5289/6696/5566/54331/4088/59",12
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","11/200","96/5972",0.114583333333333,3.42145833333333,4.45191737619708,0.000328828355303201,0.00141807228224506,0.000805845804937122,"920/919/915/4793/3091/27040/4790/5594/3458/3559/4088",11
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","14/200","146/5972",0.0958904109589041,2.86328767123288,4.24274050636948,0.000346306795666025,0.00147047193236651,0.000835622875372271,"7248/7249/207/1029/5054/4790/5594/1021/23411/5295/5925/1017/3576/4088",14
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","10/200","82/5972",0.121951219512195,3.64146341463415,4.4830052856362,0.000370020020455262,0.00154735644917655,0.000879313924207879,"920/3592/919/915/4793/27040/4790/5594/3458/3559",10
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","16/200","183/5972",0.087431693989071,2.61071038251366,4.11923529876824,0.000379870211414742,0.00156483848284282,0.000889248413209687,"920/919/596/915/6198/207/841/4790/5594/5295/54331/7133/5579/995/572/355",16
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","14/200","152/5972",0.0921052631578947,2.75026315789474,4.06854407461006,0.000523446138800981,0.00210443575139822,0.00119588454217519,"3592/596/54106/207/841/4843/4790/3586/2207/5594/5289/245972/3458/572",14
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","5/200","21/5972",0.238095238095238,7.10952380952381,5.22032337149506,0.000526108937849555,0.00210443575139822,0.00119588454217519,"958/3586/2207/2205/959",5
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","8/200","58/5972",0.137931034482759,4.11862068965517,4.44233457790404,0.000624899575615732,0.00242918708267524,0.00138043049320599,"207/2885/27040/2207/5594/4067/5295/2205",8
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","8/200","58/5972",0.137931034482759,4.11862068965517,4.44233457790404,0.000624899575615732,0.00242918708267524,0.00138043049320599,"3815/2064/207/5163/3091/4233/5594/5295",8
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","18/200","235/5972",0.0765957446808511,2.28714893617021,3.74710342611668,0.000821358879210096,0.00314854237030537,0.00178921744155416,"3815/2064/207/2885/673/3082/4790/4233/5594/7422/3479/1435/5566/1436/5579/4804/285/355",18
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","12/200","126/5972",0.0952380952380952,2.84380952380952,3.89356377952081,0.000974315612677094,0.0036837138232723,0.00209333851894574,"5551/1513/596/207/841/4790/5594/5295/3002/597/572/355",12
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","9/200","78/5972",0.115384615384615,3.44538461538462,4.04636246505642,0.00109017111764993,0.00406604362799165,0.00231060450255818,"4157/4286/3815/2932/5594/54361/5566/5579/434",9
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","9/200","79/5972",0.113924050632911,3.40177215189873,3.99993102376675,0.00119537476878752,0.00439897914913806,0.00249980127086793,"7248/7249/6198/207/2885/3091/5594/5295/5579",9
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","9/200","80/5972",0.1125,3.35925,3.95423941133997,0.00130863835983283,0.00475242351728763,0.00270065257084614,"920/3815/915/960/912/1435/1436/3676/3559",9
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","7/200","51/5972",0.137254901960784,4.09843137254902,4.13623124634079,0.00140876843694706,0.00504961154022583,0.00286953516206578,"6198/207/847/23411/5295/3479/5566",7
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","11/200","115/5972",0.0956521739130435,2.85617391304348,3.74115192694268,0.0015235968381394,0.00539118881187788,0.00306364276494967,"2932/7248/7249/6198/207/2885/673/5594/5295/5566/572",11
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","7/200","52/5972",0.134615384615385,4.01961538461538,4.07068802932283,0.00158258400608246,0.00552902766681975,0.00314197224392122,"207/5594/5295/7422/5579/572/5743",7
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","12/200","134/5972",0.0895522388059701,2.67402985074627,3.64803439187286,0.00166819691159728,0.00575527934501062,0.0032705439451052,"596/6198/207/2885/4790/5594/5295/7422/5566/5925/5579/572",12
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","10/200","101/5972",0.099009900990099,2.95643564356436,3.69101308983661,0.00191411892040276,0.00652218298803904,0.00370635112592607,"207/2885/4843/4790/5594/5295/7422/5566/54331/59",10
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","8/200","69/5972",0.115942028985507,3.46202898550725,3.82874715892261,0.00199050622580473,0.00669975266246471,0.00380725837798338,"7166/673/5594/239/5566/54331/5579/5743",8
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","10/200","102/5972",0.0980392156862745,2.92745098039216,3.65459915276199,0.00206158404306087,0.00682715224009059,0.00387965554452135,"2932/7249/207/3091/5594/5295/54361/5566/5579/572",10
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","14/200","175/5972",0.08,2.3888,3.47082289999494,0.00207782894263627,0.00682715224009059,0.00387965554452135,"1027/1029/841/2885/4790/5594/1021/4067/5295/245972/5566/5925/1017/572",14
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","11/200","121/5972",0.0909090909090909,2.71454545454545,3.5465167191335,0.00229560028557281,0.00745394916256583,0.0042358444897876,"2932/1027/1029/673/5594/1021/54361/5566/5925/324/1017",11
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","10/200","105/5972",0.0952380952380952,2.84380952380952,3.54795441719991,0.00255979004194148,0.00821514013460289,0.00466840533964848,"207/841/4790/5594/3383/5295/1435/7133/5743/355",10
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","7/200","58/5972",0.120689655172414,3.60379310344828,3.70898589095018,0.00300327132332495,0.0095276193705481,0.00541424594283626,"2932/207/2885/4790/8792/5594/5295",7
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","9/200","91/5972",0.0989010989010989,2.95318681318681,3.49473510209933,0.00322309080236191,0.010108784789226,0.00574450394200866,"207/673/5594/5295/3479/5566/1017/6790/995",9
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","15/200","206/5972",0.0728155339805825,2.17427184466019,3.19256914007659,0.00363145324064084,0.0112615853305267,0.00639960417333513,"920/958/915/207/1029/4790/4487/5594/3383/5295/5566/5925/1017/3559/4088",15
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","9/200","93/5972",0.0967741935483871,2.88967741935484,3.41863543517102,0.00373463216096294,0.0114528719602864,0.00650830633898805,"3592/207/841/4790/3586/2207/5594/5295/5743",9
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","11/200","129/5972",0.0852713178294574,2.5462015503876,3.30459612001044,0.0037903044847223,0.0114958685470698,0.00653273994474983,"920/2932/207/27040/4790/3586/5594/5295/2335/3676/3576",11
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","9/200","96/5972",0.09375,2.799375,3.30820015299098,0.004619092727812,0.013857278183436,0.00787465465038888,"2932/207/2885/5594/5295/3479/5566/5579/5449",9
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","10/200","115/5972",0.0869565217391304,2.59652173913044,3.21781829751089,0.00495383082187648,0.0147016914713754,0.00835450812065191,"3815/7248/7249/207/2885/2207/5594/5295/2205/3576",10
"hsa05332","Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","5/200","34/5972",0.147058823529412,4.39117647058824,3.69100917162173,0.00505325241717021,0.0148372092248827,0.00843151859079911,"5551/3811/3458/3002/355",5
"hsa04940","Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","5/200","35/5972",0.142857142857143,4.26571428571429,3.60665047194423,0.00573831079282618,0.0166713029349476,0.00947377626738061,"5551/3592/3458/3002/355",5
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","6/200","50/5972",0.12,3.5832,3.41416263342891,0.00608961433529781,0.0175076412139812,0.00994904096446682,"207/5594/2796/6696/5295/5579",6
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","12/200","158/5972",0.0759493670886076,2.26784810126582,3.00630906608017,0.0064697880063609,0.0184088813376867,0.0104611873352987,"3592/596/7248/7249/54106/207/841/4790/5295/3458/572/355",12
