"Cluster","Edges","interaction","name","Nodes","Score.Density","selected","shared interaction","shared name","V3","weight.x","weight.x.x","weight.x.x.x","weight.x.x.x.x","weight.x.x.x.x.x","weight.y","weight.y.y","weight.y.y.y","weight.y.y.y.y","weight.y.y.y.y.y"
,,"interacts with","BTG2 (interacts with) NR5A1",,,"false","interacts with","BTG2 (interacts with) NR5A1","-1.0","0.0382081025801075","0.0415876292691637","0.043093725384919","0.0337337479904239","0.0444831040412613","0.0427383135158004","0.0347308809610035","0.0438607050774857","0.0405037196050754","0.0499081480987787"
,,"interacts with","MYBL2 (interacts with) SRF",,,"false","interacts with","MYBL2 (interacts with) SRF","0.550957734530441","0.0138245666701687","0.0124302795582647","0.0186345117837215","0.0153069193751402","0.0180641858525161","0.0118797646208706","0.0145258789586433","0.0171381166100772","0.0142991974893657","0.015303112220348"
,,"interacts with","MYBL2 (interacts with) AHR",,,"false","interacts with","MYBL2 (interacts with) AHR","0.663987148221429","0.019180770458652","0.018531628283075","0.016028468664521","0.0159118613201386","0.0203935215370642","0.0158509137719719","0.0168312552023899","0.0176030747458139","0.018199258813119","0.0118882631856806"
,,"interacts with","MYBL2 (interacts with) ATF2",,,"false","interacts with","MYBL2 (interacts with) ATF2","0.663987148221429","0.0140381148095303","0.0131907916621014","0.0135198953903133","0.0131546416624044","0.012628455383457","0.0132248286633618","0.0165504173480138","0.0112584657573968","0.0149313441001666","0.0180804207502682"
,,"interacts with","MYBL2 (interacts with) CEBPA",,,"false","interacts with","MYBL2 (interacts with) CEBPA","0.663987148221429","0.0509607367902966","0.0489709674704031","0.0434525628130595","0.0452683818417286","0.0466091559996193","0.0530785614569844","0.0632687822750472","0.0568509404729548","0.0596426015590899","0.0562491279799239"
,,"interacts with","MYBL2 (interacts with) CEBPD",,,"false","interacts with","MYBL2 (interacts with) CEBPD","0.663987148221429","0.0231612887754193","0.017910091234932","0.0237439899589443","0.0222431321636143","0.0230349386484946","0.025207803514272","0.0252270863618655","0.0220587887919533","0.0261111902033015","0.0276226162167829"
,,"interacts with","MYBL2 (interacts with) GFI1B",,,"false","interacts with","MYBL2 (interacts with) GFI1B","0.663987148221429","0.0124756172343145","0.0102314793128904","0.0111091086721686","0.0157828771440438","0.013777772141407","0.0135285187656318","0.013267575785788","0.011119352334976","0.0131107910878466","0.0140338856978431"
,,"interacts with","MYBL2 (interacts with) HOXA1",,,"false","interacts with","MYBL2 (interacts with) HOXA1","0.663987148221429","0.0132474532954474","0.0135120651736692","0.013853308883596","0.0125948595484115","0.0120537674446846","0.0128069178244352","0.0155476486641964","0.0109737920832015","0.0176342176899949","0.0143925876889071"
,,"interacts with","MYBL2 (interacts with) MEF2A",,,"false","interacts with","MYBL2 (interacts with) MEF2A","-0.663987148221429","0.0233480567967414","0.0218969535722396","0.0204268341176385","0.0259775977524642","0.0182836168955277","0.0258454290109743","0.0231119699190138","0.0240207636288965","0.0227788790812049","0.0233109001476164"
,,"interacts with","MYBL2 (interacts with) MNT",,,"false","interacts with","MYBL2 (interacts with) MNT","0.508622644344304","0.0359262531148106","0.0291160699701415","0.0334672229469689","0.0271680086276985","0.0371319994998275","0.0323171462094552","0.0348818849134078","0.0330802562213365","0.0302739813881007","0.0334164363362998"
,,"interacts with","MYBL2 (interacts with) POU2AF1",,,"false","interacts with","MYBL2 (interacts with) POU2AF1","0.512739948175553","0.0481752853337367","0.044035789030122","0.0401399775626212","0.0398599122058046","0.0423604439171645","0.0510538669336186","0.0411965452307508","0.0397431719729306","0.038164770501072","0.0495300974817325"
,,"interacts with","MYBL2 (interacts with) POU2F2",,,"false","interacts with","MYBL2 (interacts with) POU2F2","0.663987148221429","0.0111883468957735","0.012996081752602","0.0147136821125534","0.0162036598937195","0.0148240607517583","0.0128988272933818","0.0150482014863858","0.0151558837151018","0.0142804263270938","0.0182878697813668"
,,"interacts with","MYBL2 (interacts with) POU4F1",,,"false","interacts with","MYBL2 (interacts with) POU4F1","0.663987148221429","0.0137194146183096","0.0156620223455479","0.0181859590411943","0.0194610273583622","0.0163957842648285","0.0164818165378074","0.0168716686562748","0.0174627497038573","0.0139691634497647","0.0145934284379561"
,,"interacts with","MYBL2 (interacts with) VDR",,,"false","interacts with","MYBL2 (interacts with) VDR","-0.663987148221429","0.0327756071643809","0.0259727593595734","0.026636187170098","0.0309439891424378","0.0259993949123158","0.0296228124730209","0.0298915250212807","0.0365552649716158","0.0322853660602688","0.0312761246286924"
,,"interacts with","MYBL2 (interacts with) SMARCA1",,,"false","interacts with","MYBL2 (interacts with) SMARCA1","0.538895733055197","0.0197477129025266","0.0215473973371199","0.0142703158646928","0.0192113512018358","0.0202688764317078","0.0286808012233809","0.0208728707940966","0.0176877238497305","0.0239696622198159","0.0259637667037676"
,,"interacts with","MYBL2 (interacts with) FEV",,,"false","interacts with","MYBL2 (interacts with) FEV","-0.550957734530441","0.0401120527153808","0.0392834867122844","0.0392702031970832","0.0429034772700489","0.0453863823413319","0.0424526299372389","0.0452580169473442","0.0442999961779181","0.0433017280304851","0.0405159756121827"
,,"interacts with","NFE2L2 (interacts with) SFPQ",,,"false","interacts with","NFE2L2 (interacts with) SFPQ","1.0","0.0140186266752295","0.0166825319234785","0.0149956789262108","0.0194505321284637","0.0168899457473541","0.0175185098969133","0.0144089009590016","0.0144029825583742","0.0127054815101461","0.0151972843447074"
,,"interacts with","NFE2L2 (interacts with) SRF",,,"false","interacts with","NFE2L2 (interacts with) SRF","1.0","0.0212963510069624","0.0243019058725129","0.0247393675678649","0.0215323125864019","0.0178197783703764","0.0215485385377197","0.0187787151350517","0.0248310628827904","0.02743619430608","0.0222955446471148"
,,"interacts with","NFE2L2 (interacts with) MYBL2",,,"false","interacts with","NFE2L2 (interacts with) MYBL2","0.550957734530441","0.0466326462480722","0.0597477941799607","0.0518625207061276","0.0559803132564453","0.0522031942755603","0.0636206083636284","0.0539746465460806","0.0558851359560794","0.0519694644907487","0.0487803411586531"
,,"interacts with","NR5A1 (interacts with) SFPQ",,,"false","interacts with","NR5A1 (interacts with) SFPQ","1.0","0.0121083625201716","0.0137794604975227","0.0142772817141004","0.0175158326654102","0.0115059154833671","0.0127756412776066","0.0125756162465149","0.0139577570795855","0.0131433148238395","0.0141184815748058"
,,"interacts with","PLAGL2 (interacts with) SRF",,,"false","interacts with","PLAGL2 (interacts with) SRF","1.0","0.0125418411469005","0.0185169777986144","0.0106215326891351","0.0145962303688679","0.0130049184725487","0.0146198094521177","0.0162447483426196","0.0152141271012586","0.0139348413434208","0.0164982733672763"
