"Cluster","Edges","interaction","name","Nodes","Score.Density","selected","shared interaction","shared name","V3","weight.x","weight.x.x","weight.x.x.x","weight.x.x.x.x","weight.x.x.x.x.x","weight.y","weight.y.y","weight.y.y.y","weight.y.y.y.y","weight.y.y.y.y.y"
,,"interacts with","PLAGL2 (interacts with) BTG2",,,"false","interacts with","PLAGL2 (interacts with) BTG2","-1.0","0.0123532779997477","0.0117979013269523","0.0138164169169467","0.0128633066438022","0.0133645314773135","0.0141086744842148","0.0141385362746902","0.0135007451538487","0.0105586389307497","0.0169461020386351"
,,"interacts with","PLAGL2 (interacts with) NFE2L2",,,"false","interacts with","PLAGL2 (interacts with) NFE2L2","1.0","0.0275604647484549","0.0285329189937341","0.0271685754969374","0.0285677188945825","0.029361206491991","0.0306580000743029","0.029925543335354","0.0257899074292369","0.0265120094566282","0.0259334125733855"
,,"interacts with","SFPQ (interacts with) SOX11",,,"false","interacts with","SFPQ (interacts with) SOX11","-1.0","0.013062785261586","0.0134258488432079","0.0145499827697056","0.0110969981368232","0.0134612129996757","0.0124229833935857","0.0112025667981054","0.0133202034040272","0.0122333687592396","0.013503266580564"
,,"interacts with","SFPQ (interacts with) FEV",,,"false","interacts with","SFPQ (interacts with) FEV","-1.0","0.0442790199613629","0.0424475321506696","0.0414107687301292","0.0414636695149465","0.0381808671448945","0.0377319066628137","0.0485430471053461","0.0518889686739865","0.0472297313554507","0.0458769637461225"
,,"interacts with","SFPQ (interacts with) NFE2L2",,,"false","interacts with","SFPQ (interacts with) NFE2L2","1.0","0.0178763086716158","0.0134799535299109","0.01803479459491","0.0180875433309096","0.0127251914993549","0.0169012799247206","0.018814365209385","0.01186535166984","0.0136152085879667","0.0135935980549762"
,,"interacts with","SOX11 (interacts with) NR5A1",,,"false","interacts with","SOX11 (interacts with) NR5A1","-1.0","0.0138243796645563","0.0158262277964103","0.0178212073491581","0.0160088061209604","0.0174271238058863","0.0143741110971489","0.017237327380236","0.0163787236396781","0.0145834960166342","0.0162260780967547"
,,"interacts with","SRF (interacts with) NR5A1",,,"false","interacts with","SRF (interacts with) NR5A1","1.0","0.0135901960808502","0.0124324742095957","0.0146512627814821","0.0110584849292149","0.0131932069648773","0.0163779637473607","0.0134885298203446","0.0162866023553024","0.0139275229334007","0.0158550725132292"
,,"interacts with","SRF (interacts with) SOX11",,,"false","interacts with","SRF (interacts with) SOX11","-1.0","0.01088739792817","0.0119137806708142","0.0155573425728138","0.0143859581380077","0.0156715419689982","0.0113043722560236","0.0130530445842085","0.0156492123536839","0.0121325490879041","0.0162284473831562"
,,"interacts with","TCF12 (interacts with) FEV",,,"false","interacts with","TCF12 (interacts with) FEV","-1.0","0.0131313439333852","0.0113843723625937","0.0140372149719152","0.0116838140196383","0.0101981957475864","0.0155450302211919","0.0124659658023868","0.0133930485465409","0.0104020228024757","0.0115270731876647"
,,"interacts with","TCF12 (interacts with) PLAGL2",,,"false","interacts with","TCF12 (interacts with) PLAGL2","1.0","0.0243741077767151","0.0233216503347691","0.0185596210635042","0.0190851781263574","0.0179885732545926","0.0244439748905648","0.0205828212262812","0.0135578766423214","0.0283322011828113","0.0230802396587554"
,,"interacts with","AHR (interacts with) CREB3",,,"false","interacts with","AHR (interacts with) CREB3","1.0","0.0157306884485134","0.0160207734230832","0.0224095920494028","0.0209233533967452","0.017324605526848","0.0166001985264082","0.0202635236451149","0.0220238681554916","0.018907201730355","0.0163769601132702"
,,"interacts with","AHR (interacts with) ELF4",,,"false","interacts with","AHR (interacts with) ELF4","-1.0","0.022119292159711","0.0215781411027758","0.0197252099394977","0.0214924784926392","0.0224099869329312","0.0245190386985659","0.0249496035526842","0.0193095799359097","0.0199448859670613","0.0242661994561549"
,,"interacts with","ATF2 (interacts with) ATF3",,,"false","interacts with","ATF2 (interacts with) ATF3","0.704210814863265","0.041910428167926","0.0326111920607343","0.0383856649355723","0.0438917103013842","0.0387461962551918","0.0374992115348843","0.0390712981081826","0.0333743372089342","0.0378334244785459","0.0352071656807426"
,,"interacts with","ATF2 (interacts with) CEBPA",,,"false","interacts with","ATF2 (interacts with) CEBPA","1.0","0.0330856498082022","0.0340793572707402","0.0337301783310735","0.0377033463843269","0.0318219745454726","0.028074237546096","0.0290399042248084","0.0292719208217578","0.0274139859887219","0.0319371825747327"
,,"interacts with","ATF2 (interacts with) CEBPD",,,"false","interacts with","ATF2 (interacts with) CEBPD","1.0","0.0229728609977071","0.020536571904858","0.020962906889949","0.0248414928132268","0.0226312438206922","0.013507595606866","0.0235317223543028","0.0207608012696952","0.0160459867870563","0.0238391691190804"
,,"interacts with","ATF2 (interacts with) HLX",,,"false","interacts with","ATF2 (interacts with) HLX","-1.0","0.0285137987041923","0.0252513486511941","0.021733632472926","0.0243870528398359","0.0228007818538813","0.0233649394369491","0.0183581352287488","0.0283279350806996","0.0238596551203953","0.0254775597016642"
,,"interacts with","ATF2 (interacts with) HOXA1",,,"false","interacts with","ATF2 (interacts with) HOXA1","1.0","0.0250294505172913","0.0309902929295277","0.0289050092685072","0.0240151630239192","0.0209854771068305","0.0235241125865636","0.0261206609916203","0.0275010998399239","0.0214340133533207","0.0251614664273325"
,,"interacts with","ATF2 (interacts with) HOXB13",,,"false","interacts with","ATF2 (interacts with) HOXB13","-0.644650751961341","0.0228934259026559","0.0244084890646505","0.030509597380553","0.027724417471508","0.0289150670974624","0.0259629191913284","0.0259583264157236","0.0270132516004411","0.0261084540306238","0.0252408313566834"
,,"interacts with","ATF2 (interacts with) MAFA",,,"false","interacts with","ATF2 (interacts with) MAFA","0.710120786203973","0.0151601165109325","0.0163631794142953","0.020487163577626","0.0173575625047225","0.0193097804986529","0.0200313830782827","0.0174427253839508","0.0194028361973191","0.0170788858509883","0.0165973477289694"
,,"interacts with","ATF2 (interacts with) MNT",,,"false","interacts with","ATF2 (interacts with) MNT","0.714150275618142","0.0344684037919123","0.033702437189812","0.0334355970983438","0.0357769977713303","0.0368174345893281","0.0438438595750966","0.0410045496102205","0.0378274145205642","0.035767982712897","0.0395801574338335"
,,"interacts with","ATF2 (interacts with) POU2AF1",,,"false","interacts with","ATF2 (interacts with) POU2AF1","0.720863514889739","0.0267582685987463","0.0204636816873916","0.0240840901099586","0.0252089816807276","0.0234660292910027","0.0267090920813735","0.0211809511095097","0.0224707098969928","0.0210752880114145","0.0265664233820063"
,,"interacts with","ATF2 (interacts with) POU4F1",,,"false","interacts with","ATF2 (interacts with) POU4F1","1.0","0.0172396081041391","0.0265836088151309","0.0253948796003874","0.0205336314010023","0.0257295750607552","0.0252929016554625","0.0282495898271547","0.0272929665546847","0.022978562760633","0.023187632311025"
,,"interacts with","ATF2 (interacts with) SPDEF",,,"false","interacts with","ATF2 (interacts with) SPDEF","0.646342732491934","0.0406297586394635","0.0342346891585731","0.0403534953859003","0.0331948109503135","0.0333332010667406","0.0381728408452874","0.0352490346923838","0.0406922965609531","0.0353035322060754","0.0373919273450271"
,,"interacts with","ATF2 (interacts with) MYBL2",,,"false","interacts with","ATF2 (interacts with) MYBL2","0.663987148221429","0.0492897454247602","0.0515918701050395","0.0616841352826109","0.0491579579906646","0.051850437202571","0.0646922146487765","0.0582968606335313","0.0553145228275071","0.057107355912976","0.0566344882444003"
,,"interacts with","ATF2 (interacts with) AHR",,,"false","interacts with","ATF2 (interacts with) AHR","1.0","0.0967187066939304","0.0929687185677194","0.0976522671957487","0.0961026860488548","0.0983732579196346","0.0834466141657207","0.0956170252747349","0.0892079390465336","0.088897300257662","0.0912089391797729"
,,"interacts with","ATF3 (interacts with) CEBPA",,,"false","interacts with","ATF3 (interacts with) CEBPA","0.704210814863264","0.0214062215447829","0.0187857662259909","0.0171982633780746","0.0122509685868047","0.019966441455879","0.0223292402989221","0.018809330365087","0.0193937806749771","0.0174215381397824","0.016704317657237"
,,"interacts with","ATF3 (interacts with) CEBPD",,,"false","interacts with","ATF3 (interacts with) CEBPD","0.704210814863265","0.014274429518054","0.0192893137232447","0.0146045178628433","0.0147413797969994","0.0141010286875368","0.0167975407974563","0.0158583759571226","0.0219857948593386","0.0167904824201177","0.0171214162334856"
,,"interacts with","ATF3 (interacts with) HLX",,,"false","interacts with","ATF3 (interacts with) HLX","-0.704210814863265","0.019011655334617","0.0187740902442494","0.0222114749911539","0.0203463105650245","0.0242031690285422","0.0255765515349471","0.0296062383683223","0.0140179008001398","0.0245307942693411","0.0211023545973943"
,,"interacts with","ATF3 (interacts with) HOXA1",,,"false","interacts with","ATF3 (interacts with) HOXA1","0.704210814863265","0.0207891220996623","0.0211212367580962","0.0238741770723849","0.0233341901055853","0.0244816646972698","0.0235742573081146","0.0282277991346461","0.027117380618083","0.0309688669532775","0.0231612695231967"
,,"interacts with","ATF3 (interacts with) MAFA",,,"false","interacts with","ATF3 (interacts with) MAFA","0.522797025153702","0.0304006066923384","0.0308837033307862","0.031593247350286","0.0296670450908934","0.0305019344661434","0.0339292910485379","0.0298008547505803","0.0325794798073643","0.0279851699458042","0.0339085453835975"
,,"interacts with","ATF3 (interacts with) POU4F1",,,"false","interacts with","ATF3 (interacts with) POU4F1","0.704210814863265","0.0240127657556227","0.020187367059942","0.0159615868014145","0.0204432000367468","0.0186292217494995","0.0184154599761149","0.0155725318842559","0.0229731419214427","0.0196737375018084","0.0222321820258714"
,,"interacts with","ATF3 (interacts with) ASCL2",,,"false","interacts with","ATF3 (interacts with) ASCL2","0.678701687421901","0.0151388664094957","0.0200948579957943","0.0148591657428318","0.015916579311114","0.0180795359243346","0.0176696337307084","0.0203352947160032","0.0139103772698251","0.0204881200164317","0.020040486474965"
,,"interacts with","ATF3 (interacts with) ATF5",,,"false","interacts with","ATF3 (interacts with) ATF5","0.678701687421901","0.0566787833341031","0.0467718816485309","0.0520372535377519","0.0502403524893667","0.046860952807808","0.0418232618187181","0.0402458490265534","0.0419967030132885","0.0428670846671589","0.0433496825476868"
,,"interacts with","ATF3 (interacts with) ZBTB33",,,"false","interacts with","ATF3 (interacts with) ZBTB33","-0.678701687421901","0.0187545326233406","0.0206434581848918","0.0155150883453494","0.0169899180272244","0.0213379594876583","0.0174186580670912","0.0170978952243913","0.0157762944273","0.0207006157253955","0.021293238286717"
,,"interacts with","ATF3 (interacts with) MYBL2",,,"false","interacts with","ATF3 (interacts with) MYBL2","0.502514846002041","0.0664396438485735","0.0570075309665957","0.0609749201617733","0.0668284533374906","0.0658886650210827","0.0574825858495475","0.0694588830667284","0.0600370016615505","0.0589197291601971","0.0565474387671484"
,,"interacts with","CEBPA (interacts with) CREB3",,,"false","interacts with","CEBPA (interacts with) CREB3","1.0","0.0164012887146811","0.0187301888233653","0.0131081346226357","0.0164628799591694","0.0172972713341997","0.0174310648184791","0.0155880836937175","0.013009355402845","0.014145476258801","0.0142619249799688"
,,"interacts with","CEBPA (interacts with) MEF2A",,,"false","interacts with","CEBPA (interacts with) MEF2A","-1.0","0.0155654667127033","0.0151060416742822","0.0143275259026055","0.0129792788645024","0.0156391479921818","0.0145920807341533","0.0171704492860582","0.0122209391654688","0.0158879568932459","0.0192353225720486"
,,"interacts with","CEBPA (interacts with) POU2AF1",,,"false","interacts with","CEBPA (interacts with) POU2AF1","0.720863514889739","0.0185261182570779","0.014061560678003","0.0131671631988013","0.0154269389795004","0.0176184586835604","0.0133261861077355","0.0134938071699198","0.0126027010344478","0.0133721563522184","0.0115600633122556"
,,"interacts with","CEBPA (interacts with) SPDEF",,,"false","interacts with","CEBPA (interacts with) SPDEF","0.646342732491934","0.0145334161878452","0.0195114332740007","0.0176281150381189","0.0178389619420706","0.0145270912930232","0.0207513062456454","0.022508870973326","0.0130401732775695","0.0165404366328664","0.0188641512411425"
,,"interacts with","CEBPD (interacts with) HOXA1",,,"false","interacts with","CEBPD (interacts with) HOXA1","1.0","0.0140206611088606","0.0151296228339271","0.013039338250719","0.0141678919013067","0.0160645295021296","0.0149108920456272","0.0116188513093234","0.0125184762422242","0.0150221380291399","0.0136247970387973"
,,"interacts with","CEBPD (interacts with) POU2AF1",,,"false","interacts with","CEBPD (interacts with) POU2AF1","0.720863514889739","0.0326046752725896","0.0362606268711909","0.036989786610988","0.0374228563324439","0.0353388412324527","0.0373654301221037","0.0299757315992378","0.0417451154768583","0.0419089798640709","0.0356585231276519"
,,"interacts with","CEBPD (interacts with) POU2F2",,,"false","interacts with","CEBPD (interacts with) POU2F2","1.0","0.0153318464472261","0.0127746772201042","0.0139314267015608","0.0128030341146816","0.0114996633953269","0.0174631333913579","0.0131463215013066","0.0120428968795682","0.0130303431696185","0.0119786995627864"
,,"interacts with","CEBPD (interacts with) SPDEF",,,"false","interacts with","CEBPD (interacts with) SPDEF","0.646342732491934","0.0724625727914479","0.0828385046713517","0.0634181839986676","0.0759988627363131","0.0693972176997743","0.0757858086865039","0.0782228639003121","0.0798083675509209","0.0699358851830917","0.0753443095534762"
,,"interacts with","CEBPD (interacts with) MYBL2",,,"false","interacts with","CEBPD (interacts with) MYBL2","0.663987148221429","0.0281659257294401","0.0324411773797674","0.0342919639136935","0.0272180850846741","0.0294983172850291","0.0362179747804975","0.0275133860153321","0.0259168006274147","0.0294058148985769","0.0309537529407368"
,,"interacts with","CEBPD (interacts with) AHR",,,"false","interacts with","CEBPD (interacts with) AHR","1.0","0.0264874267662605","0.0188655377769436","0.019900469504447","0.0249517522886901","0.0271465986259418","0.0268401387639854","0.0205767146486343","0.0231526068941474","0.0177903152641575","0.0224434301386464"
,,"interacts with","CEBPD (interacts with) ATF2",,,"false","interacts with","CEBPD (interacts with) ATF2","1.0","0.0115814417180205","0.0137417598213937","0.0119498931443907","0.0128848625943844","0.0122831200532301","0.0144035732648647","0.0147534497666309","0.0149946610809515","0.0106555940988551","0.015027817233171"
,,"interacts with","CEBPD (interacts with) ATF3",,,"false","interacts with","CEBPD (interacts with) ATF3","0.704210814863265","0.0201653179016818","0.0241637560366266","0.018443121216875","0.0185949023663223","0.0210864039857163","0.0212922597015756","0.0222844901759267","0.0236611150265372","0.0221657987856598","0.0181042060853159"
,,"interacts with","CREB3 (interacts with) IRF4",,,"false","interacts with","CREB3 (interacts with) IRF4","0.678518043315209","0.0261794768111973","0.0253744280575168","0.0239468607455266","0.0252468099699016","0.0321093960605014","0.0237784842861415","0.0209239201766469","0.0229057271347053","0.0210671809744007","0.0225404427593252"
,,"interacts with","CREB3 (interacts with) TOX3",,,"false","interacts with","CREB3 (interacts with) TOX3","0.765652698619441","0.0303825064997412","0.0335494828417085","0.0221040051622926","0.0273609878270946","0.0358977163815833","0.0299206595180192","0.033546544143987","0.0304590743004569","0.0321133345669282","0.0339214720755321"
,,"interacts with","ELF4 (interacts with) POU4F1",,,"false","interacts with","ELF4 (interacts with) POU4F1","-1.0","0.0137377837033477","0.0202019447570586","0.0169355474880122","0.0164272084567697","0.0139985020526006","0.0232420527112053","0.015659785393194","0.0159393907187117","0.0174034006315736","0.0194833385616095"
,,"interacts with","GFI1B (interacts with) ELF4",,,"false","interacts with","GFI1B (interacts with) ELF4","-1.0","0.0145094648841439","0.0180530837806803","0.0208948797294096","0.0155177675679438","0.0193267957997758","0.0164081260262568","0.0170642970467631","0.0163450316079998","0.0159671074004285","0.0161085436271601"
,,"interacts with","HLX (interacts with) MEF2A",,,"false","interacts with","HLX (interacts with) MEF2A","1.0","0.0142205307781435","0.0129098993173472","0.0169615868943889","0.0157142543785876","0.0148690716583977","0.0148040183356448","0.0162930515143928","0.0158103022533602","0.0145077350679924","0.0127253856142763"
,,"interacts with","HLX (interacts with) AHR",,,"false","interacts with","HLX (interacts with) AHR","-1.0","0.0191422571083573","0.0239434110289605","0.0232704861953485","0.0227569143328681","0.0194359308796147","0.0214336071485348","0.0233538318481117","0.0260521185651942","0.0179366501313149","0.0221497758226157"
,,"interacts with","HOXA1 (interacts with) MEF2A",,,"false","interacts with","HOXA1 (interacts with) MEF2A","-1.0","0.0416906568678315","0.0522121238601751","0.0454895056766781","0.0436731404218176","0.0487008352302115","0.0470643843810323","0.0552353017235883","0.0428264322855247","0.0516073485662605","0.0457759273566963"
,,"interacts with","HOXA1 (interacts with) VDR",,,"false","interacts with","HOXA1 (interacts with) VDR","-1.0","0.0310623250300896","0.0389625739797497","0.0361114135936631","0.0320132815609523","0.0349008224015009","0.0327551537640386","0.0455127135897763","0.03458260584951","0.0316087886274282","0.0330294526426499"
,,"interacts with","HOXA1 (interacts with) AHR",,,"false","interacts with","HOXA1 (interacts with) AHR","1.0","0.0414723082892199","0.0464695799028633","0.0467525808557316","0.0401638524311129","0.0419388366004185","0.0448007236663769","0.0340830178003338","0.0410166614242512","0.0431314899848399","0.0396256582228943"
,,"interacts with","HOXA1 (interacts with) CREB3",,,"false","interacts with","HOXA1 (interacts with) CREB3","1.0","0.0483017070141434","0.048604981936296","0.044732322449909","0.0433674223665923","0.0462840479797047","0.0479314251404919","0.0431857208454306","0.0537478438739224","0.0463779824021898","0.0504492393891113"
,,"interacts with","MEF2A (interacts with) MYBL1",,,"false","interacts with","MEF2A (interacts with) MYBL1","-0.735112581056322","0.0167711985516609","0.0127192172385761","0.0129231913409302","0.0138093189073507","0.0155044077526321","0.0132817521875449","0.0169342117413652","0.0111252215718314","0.0154477291006183","0.0129472058261693"
,,"interacts with","MEF2A (interacts with) CREB3",,,"false","interacts with","MEF2A (interacts with) CREB3","-1.0","0.0116816418205774","0.020429177168961","0.0181764293270306","0.0162756564519662","0.0108778160333996","0.0171006837766105","0.0157376188911395","0.0136110842609107","0.0158426252642229","0.0169347362647306"
,,"interacts with","MNT (interacts with) POU2F2",,,"false","interacts with","MNT (interacts with) POU2F2","0.714150275618142","0.0144878230393376","0.0134499502584731","0.0181958279750884","0.0149703917759335","0.015458778556523","0.0166602050908093","0.0169835347667988","0.0141679774480591","0.016101939461171","0.0138971204087729"
,,"interacts with","MNT (interacts with) TGFB1I1",,,"false","interacts with","MNT (interacts with) TGFB1I1","0.668280473488571","0.0122515205683667","0.01466009509002","0.0170491847037987","0.0159968898335083","0.0130351859515604","0.0163069401560197","0.0181733731583597","0.0142463404195161","0.016320474876667","0.0160829839356868"
,,"interacts with","MNT (interacts with) ZBTB32",,,"false","interacts with","MNT (interacts with) ZBTB32","-0.668280473488571","0.0187953103380683","0.019123748057491","0.0146414966950252","0.0160172422652598","0.0172403466392196","0.01583801147164","0.0138611539811285","0.0155283040127455","0.0187027257126053","0.0141964147744149"
,,"interacts with","MNT (interacts with) AHR",,,"false","interacts with","MNT (interacts with) AHR","0.714150275618142","0.0145562011860875","0.0122412150352035","0.0159643785136361","0.0107719987937701","0.0115566663820679","0.0135924518305468","0.0129617390174448","0.0123598761718951","0.0124110583910447","0.0126089080708598"
,,"interacts with","MNT (interacts with) CEBPA",,,"false","interacts with","MNT (interacts with) CEBPA","0.714150275618142","0.0132786959078904","0.0141153040552906","0.0158893534295104","0.0147222215746674","0.0141573183751622","0.014119772036371","0.0151887221300568","0.0121171767384758","0.0140204644784305","0.0149204095522442"
,,"interacts with","MNT (interacts with) CEBPD",,,"false","interacts with","MNT (interacts with) CEBPD","0.714150275618142","0.0194949496032662","0.0235900812657816","0.0251099857798907","0.0222590624297322","0.0298032595462555","0.0198711720715935","0.0276903194740564","0.0250961765322008","0.0252125511239812","0.0231165149041742"
,,"interacts with","MNT (interacts with) HLX",,,"false","interacts with","MNT (interacts with) HLX","-0.714150275618142","0.0268147659784776","0.025277835307861","0.0199725638488689","0.0292550312996231","0.0263504827788534","0.0195395789490478","0.0246008127946634","0.0260530462945413","0.0259574341906079","0.0247382371337759"
,,"interacts with","MNT (interacts with) IRF4",,,"false","interacts with","MNT (interacts with) IRF4","0.998766892341972","0.0121723883517476","0.018535923051683","0.0159901802326389","0.015197961241075","0.0171315461497066","0.0177520752108013","0.015782693951966","0.0155051244945487","0.0181757483683358","0.0172509535787222"
,,"interacts with","MNT (interacts with) MAFA",,,"false","interacts with","MNT (interacts with) MAFA","0.529535253951797","0.0243021300088765","0.0301178428970829","0.0172607569899496","0.0264101567108358","0.0309007777022053","0.0283228095518174","0.0254512150521634","0.0320379493466369","0.0306258884363033","0.0242345920759938"
,,"interacts with","MNT (interacts with) MEF2A",,,"false","interacts with","MNT (interacts with) MEF2A","-0.714150275618142","0.0420115503618856","0.0443001113259072","0.0421599057157093","0.0510407107464292","0.0454098909484632","0.0361075603056615","0.0499757895404601","0.0334048197046228","0.0456492114430069","0.0503104570216355"
,,"interacts with","MYBL1 (interacts with) CREBZF",,,"false","interacts with","MYBL1 (interacts with) CREBZF","-0.645342552233257","0.0134584182547688","0.0148432989681403","0.0146904543628473","0.0126753224320566","0.0152563649798587","0.0132488229398781","0.0164789890333737","0.0159391969165905","0.0150412429823687","0.0143434109950239"
,,"interacts with","MYBL1 (interacts with) MAFA",,,"false","interacts with","MYBL1 (interacts with) MAFA","0.543715427036281","0.0184466790796424","0.0188606846258299","0.0165753190126696","0.0175266945115395","0.0157231160384207","0.0179440348514452","0.0171981681918008","0.0147069904454128","0.0159092638026026","0.0144550154819169"
