regulatory.gene,target.gene,weight.x,weight.y,weight.x.x,weight.y.y,weight.x.x.x,weight.y.y.y,weight.x.x.x.x,weight.y.y.y.y,weight.x.x.x.x.x,weight.y.y.y.y.y
HDGF,E2F1,0.0596136502244242,0.0540503015025907,0.0517587470448725,0.0580280386667588,0.0482207075208792,0.057159921132115,0.0389273269460486,0.0490715708100845,0.0526727508984082,0.064231319808116
HIC1,NAB2,0.0596010525339025,0.0529087692252796,0.0546645013961696,0.0623650233689216,0.0454516908799206,0.0496398116828441,0.0564140656126788,0.0410752429754766,0.0589135838568123,0.0529842550964292
NEUROG1,MBD1,0.0592607285523518,0.0501322674817867,0.0652615519574428,0.0489619847983854,0.0545796661136461,0.053801447442129,0.0541803898357975,0.0519473583810264,0.0592352580276873,0.0621337980522354
ZNF804A,EWSR1,0.0592475647081514,0.0473035975991308,0.0524896166806959,0.0528683931719127,0.0529742887179774,0.0579199230871019,0.0488697592511033,0.0515431195677796,0.0471462398728406,0.0457520195798983
MXI1,HDAC3,0.059187003267757,0.0645233558589283,0.0630760863596947,0.0506403244547683,0.061788858971506,0.069090933760495,0.0625986338615452,0.0596445363961661,0.0543008079360435,0.0668802792960673
ZGPAT,FHL2,0.0587642111515635,0.0595336214451885,0.0740083885824969,0.0684438598616007,0.0707038785699473,0.0674100045429404,0.0699970113053765,0.0757031544484986,0.0615147566620052,0.0655626795728884
MXI1,EWSR1,0.0587545618657608,0.0618926178564497,0.0625088835693052,0.0531256436778692,0.0523616719114075,0.0651093008627518,0.0573420267276018,0.0623163132422376,0.0526102648004447,0.0631527932266541
PITX3,TBXT,0.0581925614207574,0.0642985898270481,0.046202148867733,0.0595154344379076,0.0560981410946105,0.0494397523741811,0.0596962968189019,0.0513453758058059,0.0541798977635463,0.0492311651369309
NKRF,ING4,0.0580967128097323,0.0663027699363161,0.0561696945499518,0.0621229779342189,0.0519392556098145,0.0425186734838484,0.0611370347975929,0.0632139503204845,0.0609542617335205,0.0499193103813398
FGF2,NFE2L3,0.0574367875766418,0.0522013127692005,0.0479029165805878,0.0565702455062815,0.0490227193960246,0.0582920870475986,0.0490136721897189,0.0590298892441521,0.0598600452168739,0.0474270837691994
PITX3,FOXH1,0.05739172375674,0.0523030951133633,0.0545107619383958,0.0609802491267791,0.0481164914824158,0.0498905929889001,0.0489270294426411,0.0585130066481906,0.0674845114215912,0.0701013883894298
NKRF,SRSF2,0.0573628862540334,0.0603857665928656,0.0697903930201651,0.0683323371068993,0.0661997063226127,0.0621041921332161,0.0723112614997839,0.0664456132501502,0.0649878392422717,0.0677119773404951
E2F5,HOXB7,0.0572553825681929,0.0403467641078421,0.0436529841432397,0.0462235441160131,0.0432800114600661,0.0459303646365569,0.0447569934683843,0.0362970388759089,0.041426343179292,0.0400711426902536
MAFA,MNT,0.0571965208747453,0.0492374589220313,0.0535692894974568,0.062111498700653,0.0600104213363715,0.0541206830315244,0.0594050503688848,0.0581332610042098,0.0638047941492062,0.05243199557149
E2F2,E2F3,0.0571246324603917,0.0516510790313225,0.0476322277545917,0.054340279506663,0.0564475279608787,0.0522576161867899,0.0541920040046203,0.0581439678949118,0.0648331587565475,0.0597844992245162
RUNX3,HOXA10,0.0570928234675304,0.0591675391426544,0.0494143342830355,0.0459462118254862,0.0601227572973854,0.0602803579655992,0.0532695884427482,0.0414377227506985,0.0493238287034987,0.0486933016117692
NFE2L3,NKRF,0.0569320675896527,0.0632057562620911,0.0557449472867683,0.0577669685166561,0.0622603427364221,0.0622405608937411,0.0592918019158405,0.0600145376220577,0.0649283228163968,0.0620827210633143
ZNF804A,IRF4,0.0568802554256949,0.0537633167277729,0.0620876978383749,0.0447455094269997,0.0536757447388221,0.0602298271731354,0.0408859655648823,0.0531692205600221,0.0497466931696235,0.0511464681417678
CREB5,FHL2,0.0567501533323036,0.0445559001749797,0.0403070393351139,0.0523398591927736,0.0450853089859047,0.0467869987314912,0.0408918833042456,0.0297928848384487,0.0456438245655023,0.0375420822135977
E2F5,DOT1L,0.0567440722825717,0.0507537471028893,0.0557059386365106,0.0572604750464994,0.0492361041530506,0.0524390581850755,0.0477332047968779,0.0524296599257365,0.0416326553392204,0.0477051723634296
KLF9,TGFB1I1,0.05666500518777,0.0550792106436492,0.0530314619952291,0.0639717161898051,0.0607815884191356,0.0587790862057811,0.0540439822890061,0.0525009282303925,0.0502902094901591,0.0578426930826298
HIC1,DOT1L,0.0565382285407224,0.0480273464192215,0.0601357340720053,0.059227182865842,0.0520189024897679,0.0542625831486111,0.0602274371251814,0.0559829756833438,0.0664450995914504,0.0519233074242236
TGFB1I1,BHLHE41,0.0559132118261962,0.0482844594190534,0.061644283803538,0.0537141052360958,0.0464324449047962,0.0547459012141629,0.0475791564670598,0.0478353528870356,0.0564461242678942,0.0536189517647801
TGFB1I1,TFDP2,0.0555676024417769,0.0611758009330136,0.0560226944271569,0.0647994221866957,0.0536988181958832,0.0598140457040835,0.0642042501691552,0.0553743465139577,0.0565740243173711,0.0593893705376484
FHL2,CREB5,0.0554614699271192,0.0481471929908387,0.045536529263695,0.0474826631198879,0.040344193200169,0.0450225827325277,0.0378519911844891,0.0468863940262417,0.0384049595955573,0.0379927829981686
ZNF202,ZNF354C,0.0548007032844439,0.0421346327216133,0.0479353574126583,0.0557666267515064,0.0410190835995027,0.051094969870572,0.0358450835290201,0.0475683283480687,0.0456889953507657,0.0398411858374506
KLF1,NFE2,0.05472615644097,0.0528055789831737,0.0510486044054575,0.0564151815524802,0.0638325054876129,0.045479236866773,0.0530588067573337,0.0457187473008528,0.0556630698357062,0.0473145653363616
HIC1,NUPR1,0.0542237649553324,0.053689446568805,0.0449747226519518,0.0534608460289061,0.0562679186138716,0.0468070455805226,0.0489700742239392,0.0546666317893784,0.0572792611669979,0.051087347556065
STOX1,MLXIP,0.0536642856340032,0.0564272772297755,0.0533107489728942,0.0564416286504102,0.0543757464787747,0.0536283508358456,0.056577366511716,0.05273715382432,0.0581591817021258,0.0559595287133685
KLF15,MYOD1,0.0536299564645742,0.043785618726226,0.0599220491252462,0.0407809137683261,0.0482259414908592,0.0511364523885761,0.045350477289276,0.0512148600743513,0.0486695999389612,0.0525020864387125
MYBL2,SMAD2,0.0534400809865291,0.0462330715894023,0.0534206958535559,0.0492972925870647,0.0439643580013838,0.0624466583244177,0.0365697715999711,0.0510665618168575,0.0464657915035467,0.0525464805420302
FGF2,NFE2,0.0534026715363074,0.0537610160509978,0.070668199028287,0.0703460005136066,0.075752002485903,0.0624855405048991,0.048477109760914,0.0655925108585813,0.0657767644122495,0.0629673598797846
HIC1,HOXB13,0.0531936166992335,0.0526443557096707,0.0449300852829253,0.0429343857177923,0.0528993562579742,0.0286292601720821,0.0438536042753142,0.0461907596873385,0.0625140342650023,0.0463633746349062
SRSF2,E2F3,0.0528932351588934,0.0484479520664853,0.0432876461563658,0.036767000731736,0.0449846762414422,0.0520859127928008,0.0459864530784226,0.0534526935441763,0.0480720382030337,0.037799648293156
ZBTB32,HSF4,0.0528486210477445,0.0565772756523048,0.0717916190506785,0.0599830240829767,0.0606542641367624,0.0487698785213592,0.055006054729147,0.0627006002081445,0.0588982240250933,0.0643123695775149
TFDP1,NFIA,0.0523867178815027,0.0452940537492889,0.0419612551055085,0.037870835992259,0.0528266786616739,0.05821662903524,0.0492666201638613,0.0589984932049017,0.0470656512951488,0.0427500921975844
SOX5,MEIS2,0.052373469732207,0.0534794838407234,0.056632277891306,0.0503150865358874,0.0468695995581118,0.0501158094864693,0.0494075169690676,0.0571578959374299,0.0637585736553639,0.0505354487463107
KLF3,HHEX,0.0520569525499672,0.0478701066495325,0.0562828829140921,0.0496665187081123,0.0541043409012431,0.0510345194068994,0.0467224795112621,0.0557818849867575,0.0497648865288569,0.0415955076018213
KLF1,NFE2L3,0.0516615080847484,0.0582597692034977,0.0592254439905541,0.0509583407850007,0.0596759202377314,0.0570354748582512,0.044917629653287,0.0427142894257904,0.0475048568762514,0.0520187627573371
HEY2,HDGF,0.0516281824868028,0.0445737528329821,0.0495474387316652,0.0429711448501562,0.0443434094867293,0.0443225983850118,0.0479853321895083,0.0553022118451359,0.0530079337371126,0.0586362334735318
MAFA,TBX1,0.0510657500315487,0.0466402362833643,0.04889200533064,0.0530667722260751,0.0514995175053068,0.0473388558818444,0.0501146217420733,0.0379500781457477,0.0413069676590051,0.0437968020810184
ZNF804A,ETV3,0.0508904900204164,0.0609270208986153,0.0593660637090747,0.0544913488697809,0.0494323288638158,0.046618645989912,0.0655630080098406,0.0585912624799531,0.0545975425090216,0.0526367994914649
ELF1,RUNX3,0.050871447546009,0.052065465487102,0.0461491335079393,0.060214332412639,0.0387723175578311,0.0491369287760368,0.0451156565582659,0.0582625443444144,0.0494718110877039,0.0511702584161266
ELF1,HDGF,0.0508607355670568,0.0573692404431101,0.0512843486667166,0.0567752446869822,0.0493344977032446,0.0646733527825023,0.0561334792567715,0.0552151498952871,0.0584284024481438,0.0582817399225145
ELF1,HOXA10,0.050803764434311,0.0453031155468549,0.0390489875766277,0.0475330875877574,0.0482090941822437,0.0466058080264332,0.0494640713496616,0.0486878736453079,0.0437910101382102,0.0518664055906576
KLF9,NAB2,0.0507542760453946,0.0550393812393229,0.05446263063674,0.0387276900242772,0.0455451524153239,0.0539838565694891,0.0556928774892521,0.0435621231223741,0.0503669195058807,0.0478232797539898
EWSR1,HOXB13,0.0506964682675642,0.0555142496287112,0.0394831594821337,0.0425522105035522,0.0428312355257746,0.0582918905908096,0.0543787384987246,0.0507978981778378,0.0624704886774175,0.0519388558359199
E2F5,NUPR1,0.0506560807493126,0.0475174892708082,0.0405921020140296,0.0446964455161355,0.0466014384312383,0.048663906325457,0.0530980192101837,0.0476760598250101,0.0462880134218593,0.052526789691837
KLF9,SIN3A,0.0505993404019185,0.0454706380908024,0.0501859133031525,0.0436044355441483,0.0456592059121193,0.0573918658460193,0.0433315092550365,0.0454538288154354,0.0515051894270442,0.0454708368135916
NFE2L3,NFE2,0.0501604935050584,0.0513775976188371,0.0487302205340684,0.058858442550579,0.0447125295156745,0.0469951630074777,0.0558929148057552,0.0540304140726019,0.050503757924283,0.0609548494774642
MYBL2,NEUROG1,0.0500702987618822,0.0393705659006076,0.0441064903215301,0.0375386075799412,0.0448371865928098,0.050027254157124,0.0390153607585626,0.0395528944192567,0.0435015900977638,0.0445553682399681
HIC1,IRF4,0.0500530052344521,0.0665612776550986,0.0529217155517629,0.0497827644334246,0.0640127741280534,0.0450102999622691,0.0644723900681028,0.0566679679099983,0.0575941630664719,0.0630476282345722
OTX2,ZGPAT,0.050025674809865,0.0444733543268149,0.051627777921408,0.0520657644183071,0.0541459331166472,0.0490955579357762,0.0527099060697647,0.0527728465358522,0.0453028776025024,0.0549458801027397
NKRF,HTATIP2,0.050021382081635,0.0498183780510922,0.0628214390747079,0.0530646908659175,0.0538571758445249,0.0518974999695856,0.0592221535787591,0.0518752647934277,0.065182718044304,0.0597398513248998
ARID3A,TFDP1,0.0498742626185301,0.0437957283622905,0.0402657435549172,0.0483705506843835,0.0342470047756576,0.0475353605268625,0.0512150783995762,0.0511213174844603,0.0403848006124351,0.0462747534783024
NAB2,SIN3A,0.0498099953607072,0.0445917964665405,0.0479438828118526,0.0495101964062884,0.0471503381530946,0.0581387759969433,0.0538452621767208,0.0441557747665577,0.0458683682534953,0.0569330360009223
PLAGL1,ELF1,0.0497473016034294,0.0448434293010247,0.0499566389854279,0.0522931400730895,0.0525721397077425,0.0553053145347699,0.0460455474005327,0.0449744405389593,0.0498655626991113,0.0509727697955906
ZNF804A,NAB2,0.0497402523023686,0.0480494547737772,0.0521043291252496,0.0602874839893001,0.0624317835267068,0.056149104620608,0.0522009666249831,0.0604074271002709,0.0533732165201638,0.0583179169156539
ZNF202,PLAGL1,0.0494621937349389,0.0583690163595062,0.0460840127003268,0.04334958754963,0.0425918225062643,0.052126076214739,0.0517711696296329,0.0507225472420762,0.0472561609909992,0.0517325189169041
E2F5,IRF4,0.0493213568726989,0.0503110701527693,0.0426114838657919,0.0486053462771828,0.0472473258634565,0.0480525818317698,0.0438889685934642,0.040962333359341,0.0396566923772559,0.0462029756160791
EWSR1,NAB2,0.0489642123904022,0.045047597652753,0.0545121504518104,0.0488126729848906,0.0567380626988456,0.0541812069940252,0.0485132597624108,0.0506888683125272,0.0496843635968927,0.0607325798894955
NAB2,HOXB13,0.0488138682686572,0.045055098057835,0.0494235076992966,0.0379896389082672,0.0462051038996754,0.0485734032712952,0.0390880357703044,0.0363762304604665,0.0442014077062416,0.0399345520531984
MXI1,IRF4,0.0487886997955776,0.0436464509528083,0.0358653072708216,0.0466928230835736,0.0421631854016077,0.0493605193694893,0.0395127978728081,0.0457854589432339,0.0477809164877975,0.0474121641104155
MLXIP,HSF4,0.0487734082924562,0.0461661821786148,0.0367591060063623,0.0523539480787673,0.0464675977747646,0.0409464056848527,0.041942292463106,0.036497881079001,0.0506793729104386,0.0450777534685089
KLF3,NFE2L3,0.0485613447916388,0.0540370488595053,0.0348909707290212,0.0490711369527641,0.0429301929790101,0.036670966599217,0.0490539221477705,0.0448733070141969,0.0431893227646978,0.0443543806437365
HOXA10,MEIS2,0.0484055580208113,0.0486700260394933,0.0532706320585304,0.0546488105285263,0.0443174189959292,0.0500540922581077,0.0481437510015379,0.0514744806064064,0.0519833927153841,0.0463148859320361
ING4,HTATIP2,0.0483088510577853,0.0475084388233376,0.0462588706085271,0.0535076689844161,0.0448124338510075,0.034486995672933,0.0484779358968063,0.0502328810073684,0.0531102146656369,0.0594708251983896
KLF3,ZHX2,0.0482854050016753,0.04243858455758,0.0407080174744958,0.037147357162219,0.0295252017924236,0.0359152188057896,0.0415276423009276,0.0327126034428504,0.0395414360354493,0.038612356089655
DOT1L,ARID4A,0.047792578676498,0.0463595823203674,0.048883182732432,0.0557590378849119,0.0538588004103775,0.0515828478956134,0.0546396701507828,0.0523860858370057,0.0431617726282442,0.0618507314882708
RUNX3,HEY2,0.0477312395156656,0.0466698543914005,0.0421861511674153,0.053009022807833,0.0466325978178667,0.0420636512344708,0.0378772393836112,0.0448493730743728,0.0488724157686935,0.0408449663227246
NAB2,DOT1L,0.0475566703510724,0.0412205992486443,0.0383674332592884,0.0394571132548496,0.0381534666531977,0.0421247305354158,0.0433613641330865,0.0364695084373282,0.0367172282957483,0.0426637439875928
HDGF,E2F3,0.0475289200519447,0.0459501616445382,0.0426460221333735,0.0450919113691921,0.0407407877714038,0.0369944774834163,0.0373032282505389,0.0390802395481035,0.0441245022973845,0.035745057930964
NFE2L3,ZHX2,0.0475165417804154,0.0436862033217316,0.0511270894551958,0.0412157032067775,0.0405587995920413,0.0454648128640305,0.04349402946772,0.0449610474321237,0.0403412573396682,0.0453130174795134
MYBL2,SALL3,0.0473929809310308,0.051896571475948,0.0472625180440641,0.0511538515771268,0.0495734067220372,0.0584481714875908,0.052179661793443,0.055083580491948,0.0441986426059918,0.05274879089804
ZGPAT,NFE2,0.0471531986150762,0.0328551552075873,0.0368539206255574,0.0308669591524844,0.0495075021404361,0.0241952462328941,0.0265584179654687,0.032016645850094,0.0307473234106935,0.0435186250839264
E2F1,TFDP1,0.0468978040519114,0.0469708726155657,0.0434601675317895,0.0373486022751937,0.050455474739065,0.0493944294799887,0.0407145610744774,0.0390279356906354,0.0437601380103222,0.0429795089840037
SMARCA1,FOXC1,0.0468720810971017,0.0493884628895317,0.0372865966836136,0.0392560536215543,0.0408224124280514,0.0422366232998708,0.0406770030779649,0.0457685153125122,0.0377442504652537,0.0461788605528638
SRSF2,HOPX,0.0468539372203136,0.042167849272105,0.0367233604389615,0.0465198113645781,0.0491623970943494,0.0483979692977966,0.0487657781805049,0.0451820634167621,0.0412505727317233,0.0543356953080509
HOXA10,SOX5,0.0468283816510736,0.0535627714879905,0.0545575912073511,0.0524786516274288,0.0497264239068778,0.0478895781637887,0.0523311646697889,0.0461540843434779,0.0413874075764909,0.0462539752107841
HOXB7,FOXJ1,0.0468174757244329,0.0369113356968544,0.0456713665581945,0.0500930727888022,0.0538300552795416,0.0514411375053779,0.0523493178094602,0.0480514671629576,0.0387955732323882,0.0513464552580676
EWSR1,NUPR1,0.0467994689433734,0.0513057586745307,0.0410951234925121,0.0461639294152494,0.0449046304867207,0.0542628438704296,0.0393657830554192,0.048423385806937,0.0388648203665615,0.0437465518182443
BHLHE41,FOXH1,0.0465032751813217,0.0414061505561395,0.0521879237222758,0.0460443350632788,0.0521161522897702,0.0400429581843137,0.0487054514420546,0.0336393750903948,0.0451635080207125,0.0459546453083252
ARID4A,HEY2,0.0464587436307267,0.0442253898743316,0.0410526659032954,0.0479182730682426,0.0388152340989713,0.0440548660637127,0.0396789068287424,0.0373875629958142,0.0494383424269887,0.042064552444516
HEY2,ELF1,0.0464548788629224,0.0521331051744036,0.0372187934353935,0.0558091709042812,0.0456107141125686,0.0422227333109851,0.0515758890389358,0.0423317503731896,0.0512263918462184,0.0401728233655926
ARID3A,RUNX3,0.046422169789426,0.0422718727290335,0.0392215190647549,0.0381386922124674,0.0486447631947707,0.0435359825211205,0.0374859088594014,0.0409113088831782,0.0404755068674811,0.0348386687084772
TEAD4,HHEX,0.0464032717484825,0.0422680044095141,0.0407631542904732,0.042826293601648,0.0439338058558118,0.0484703075803586,0.0451016320933819,0.0424330982405162,0.044336164098215,0.0401245296351698
NUPR1,ETS1,0.0463450462806209,0.0434964335490618,0.0426645690070223,0.0413464923115182,0.0325819058117141,0.0367281919064293,0.0489494959029507,0.0413452786743762,0.044806219680791,0.0460566678209105
RUNX3,HOPX,0.0463236612782814,0.043539973244465,0.0456389452663591,0.0447077937682353,0.047352447259773,0.0415825458301461,0.0438808423192849,0.0567843323543571,0.0372642698699366,0.0544535178153645
NFE2,ZHX2,0.0460062791241885,0.037209640366966,0.032473750983501,0.0372327630217047,0.049823641089476,0.0360872309910266,0.0388124363345224,0.0404338789359895,0.0402653501136679,0.0432002594619413
EWSR1,IRF4,0.0459868719464823,0.0333512007959067,0.0364139354089623,0.0444838426384489,0.038265466465862,0.0397869260988507,0.0378358182607346,0.0371871322319438,0.0357430091107275,0.036047717339605
EWSR1,DOT1L,0.0454890914322615,0.0524573105393022,0.04812241244786,0.0434661163721998,0.0437617006035054,0.0410518823196322,0.0455488442566883,0.0371409831049781,0.0483488583319073,0.0415781697433626
KLF1,ETS1,0.0453972085178724,0.050286333892178,0.0448831864252836,0.0451474100300339,0.0520765985690839,0.046665902658888,0.045992508314694,0.0488041004993128,0.0418939735401942,0.0434796401802988
HEY2,ARID1B,0.0453828263586342,0.0463000281099635,0.0547571796479066,0.052566289254488,0.0541072648365747,0.0446732314162396,0.0485590257612565,0.0473036917144029,0.0493299314069418,0.0469158210792427
KLF15,ZNF91,0.0453350246949591,0.0397033108376876,0.0362471352584306,0.0360953898840176,0.0358093373646441,0.0415628458227263,0.0379433470713786,0.0428108571258029,0.032168339428701,0.0413090850410537
ARID3A,HOXA10,0.0452156217110684,0.053345655319207,0.040634357533223,0.0369263674212924,0.0347036974292255,0.0523007286782732,0.0347067761589142,0.0410833470070691,0.0394885554927132,0.0442475978074736
MYOD1,MBD1,0.045047802364507,0.0491366344023377,0.043954432730126,0.0377352785765436,0.0494426085745901,0.0421594739640087,0.046771970328123,0.0432664047838698,0.0358041919132663,0.0419920122682043
ARID3A,E2F3,0.0449184536251192,0.0421457418733397,0.0560862369006497,0.0370528386839803,0.0520303954300508,0.0496585982275995,0.048059206456731,0.0427884634442211,0.0426194646297743,0.045886770591314
BHLHE40,SMAD2,0.0448900112950735,0.0343762126655387,0.0434430320399413,0.0424628898753633,0.0389257619338857,0.0333088714861472,0.0459076274717954,0.0417507186701341,0.0428230681368299,0.0448113556406063
ZNF804A,HDGF,0.0448738689143138,0.0438094274980598,0.0423108668249954,0.0447124367673454,0.043492039891119,0.0407926842744908,0.0432416502817495,0.0397839532938835,0.0402271049594465,0.0417759132728534
TBX1,MNT,0.0448228882484717,0.0365781942495011,0.0333234459441195,0.0399433872931222,0.0364290370249073,0.0380312135564456,0.0417570035585612,0.0366240620554064,0.0447117208353223,0.0388969074718795
KLF3,MXI1,0.0447916592237505,0.0370601509013707,0.0443668750406718,0.049970950719269,0.0500379500746277,0.0418115425752551,0.045143357520617,0.0466685418837594,0.0324962302820319,0.0481670583157525
MYOD1,SP1,0.0447040381684089,0.0526052768034477,0.047172334284597,0.0536190540142005,0.0521581246064934,0.0496225117895551,0.0455140313451294,0.0494446945349377,0.0542881514788568,0.0512336037001713
