	D1_p1_rep1_auto	D4_p1_rep1_auto	D8_p1_rep1_auto	D11_p1_rep1_auto	D14_p1_rep1_auto	D1_p1_rep2_auto	D4_p1_rep2_auto	D8_p1_rep2_auto	D11_p1_rep2_auto	D14_p1_rep2_auto	D1_p2_rep1_auto	D4_p2_rep1_auto	D8_p2_rep1_auto	D11_p2_rep1_auto	D14_p2_rep1_auto	D1_p2_rep2_auto	D4_p2_rep2_auto	D8_p2_rep2_auto	D11_p2_rep2_auto	D14_p2_rep2_auto	D1_p3_rep1_auto	D4_p3_rep1_auto	D8_p3_rep1_auto	D11_p3_rep1_auto	D14_p3_rep1_auto	D1_p3_rep2_auto	D4_p3_rep2_auto	D8_p3_rep2_auto	D11_p3_rep2_auto	D14_p3_rep2_auto	D1_p1_rep1_B	D4_p1_rep1_B	D8_p1_rep1_B	D11_p1_rep1_B	D14_p1_rep1_B	D1_p1_rep2_B	D4_p1_rep2_B	D8_p1_rep2_B	D11_p1_rep2_B	D14_p1_rep2_B	D1_p2_rep1_B	D4_p2_rep1_B	D8_p2_rep1_B	D11_p2_rep1_B	D14_p2_rep1_B	D1_p2_rep2_B	D4_p2_rep2_B	D8_p2_rep2_B	D11_p2_rep2_B	D14_p2_rep2_B	D1_p3_rep1_B	D4_p3_rep1_B	D8_p3_rep1_B	D11_p3_rep1_B	D14_p3_rep1_B	D1_p3_rep2_B	D4_p3_rep2_B	D8_p3_rep2_B	D11_p3_rep2_B	D14_p3_rep2_B
ENPP4	642.588568052335	492.252871652798	590.859912973445	662.948667538475	600.497999875556	602.866937635977	558.397344872749	534.297374730165	651.784262298338	560.70285854077	416.24809516607	565.280469326004	406.576879016076	470.730273183298	529.048720758137	416.896961748972	513.271753675037	499.659259782536	441.05721161069	529.140996575198	431.783117992361	413.967263538939	535.644360905452	562.507351147554	507.66227972584	526.67163516026	429.936919949215	482.162174959776	591.363084863366	757.640076745015	668.134382995033	556.019820134539	595.124996479504	659.140486098845	552.024325067794	707.702837252098	626.907619469303	627.2621410388	709.560092285957	708.378216283538	534.660077146405	438.354249086258	589.122089041702	502.011473202675	498.135828048584	508.655299704387	549.223913655494	638.050890337805	573.26837410903	364.872911910635	658.466152640032	533.380694161876	592.977616255396	597.672967886275	559.528010562889	629.799990104507	549.910432194235	559.723435463577	670.840604900617	750.040472640432
SEMA3F	0	0	0.740425956107074	0	0	1.63157493270901	0	0	0	0	1.90067623363502	1.25617882072445	2.51750389483638	0	4.89859926627904	0.840518068042282	4.17294108678892	1.10057105678973	4.13491135885022	7.26509377448784	0	0	1.03606259362757	0	1.0642815088592	0	0	0	0	0.766066811673422	0	0	0	0.977953243470097	3.62379206827874	0	0.844888975026015	0	1.44660569273386	0	3.03209873617999	2.23081042791989	0	5.14883562259153	7.18730939470765	3.06881025462677	1.0875721062485	0.907611508304132	5.54418156778559	10.9736214108462	0.972623563722352	0	0	0.810953823454918	3.64118011212292	0	1.61264056361946	0	0.868964514119971	2.97045731738785
ANKIB1	1338.33367733622	1176.51493796271	1223.92410544499	1132.02663230099	1230.47781369849	1271.81266004667	1200.51365120386	1270.93221681376	1087.01827051065	1089.13504896409	944.636088116606	935.853221439717	1038.47035662001	1041.74143163121	1014.01004811976	995.173392562062	860.669099150214	1103.8727699601	1002.02685262804	860.913612276809	990.775067043078	1134.98875767804	1192.50804526533	1223.83356128049	1052.57441226175	1059.79231075105	1177.29283313917	1101.43207739627	1120.09917636447	1476.21074609469	1472.12896086092	1537.56501282102	1435.69702540536	1144.20529486001	1232.08930321477	1443.56843182745	1545.30193532258	1380.19526852266	1209.36235912551	1254.32575876958	1126.93003028023	1017.24955513147	1178.2441780834	1351.56935093028	1257.77914407384	1140.8302121575	1099.53539941724	1163.5579536459	1288.46779635337	950.132720489098	1434.61975649047	1566.8800347428	1485.35650437255	1446.74162104357	1324.1758341087	1338.61125169485	1647.31233573728	1471.38665095221	1604.10849306547	1448.09794222658
CYP51A1	1717.15814206237	1879.12183178764	1700.01799522184	1683.55535571535	1583.48374385789	1806.96923797522	1938.54100075911	1648.20728614986	1787.87303373489	1335.19889335968	691.846149043148	423.33226258414	2319.87983909172	1475.89867607094	762.956835722961	600.970418650232	388.083521071369	2097.68843424122	1285.95743260242	796.738617268833	2219.24892126377	1887.65650956702	1401.7926891781	1007.73517734542	958.917639482142	2401.19272030208	1788.44283505045	1441.91626729677	1022.5653342429	939.197911111616	1792.23791315938	2943.8250535403	3271.50633657942	2246.35860025081	872.125957765749	1849.65722290792	2894.58962843913	3993.05899539334	2552.53574482889	800.873461084892	890.42632885819	343.544805899663	846.863002997447	903.620651764814	539.048204603074	889.954973841763	309.958050280823	835.910199148106	952.490393345564	445.346135590174	2772.94978017243	2859.34817560721	1976.98038268253	1326.72045517225	1021.9578848025	2824.93922834149	2590.70706545466	1991.34287963329	1186.13656177376	1179.27155500298
KRIT1	882.129437399593	964.937927289585	893.694129021238	608.352894917659	588.084604529292	863.918926869418	965.612875849819	943.187673340232	493.905259319363	488.093855276498	612.017747230477	766.269080641916	579.025895812368	572.19093356867	685.803897279066	632.069587167796	735.480866546547	602.012368063981	555.456425872213	640.539101117345	663.666644321592	624.37211236245	606.096617272126	666.755817769494	615.154712120619	665.326004416736	643.128781081057	644.406319140554	601.629805086689	859.52696269758	1009.64596873205	951.55578547806	1023.25634987907	612.198730412281	744.085304686567	981.154126100469	1010.48721413111	648.025173581897	721.856240674195	563.995395130205	577.109459452925	843.246341753719	666.444363228425	966.69388814156	1217.41963747279	702.75754830953	833.080233386353	756.947997925646	895.939741354151	919.955261609271	736.276037737821	767.402958638245	766.560454805601	716.883179934148	837.471425788272	744.309079214417	814.383484627827	795.344135649843	766.426701453814	874.799679970722
RAD52	247.61528067357	234.813792192142	184.366063070661	124.790337419007	154.391604619168	243.104664973642	233.275164451934	198.122103450239	100.274501892052	147.907228871666	175.812551611239	195.963896033015	143.497722005674	145.112339853498	187.371421935173	194.159673717767	179.436466731924	147.476521609823	151.613416491175	163.464609925976	119.21284739183	94.0834689861226	108.786572330894	115.107681895059	122.392373518808	109.633687319074	116.071124394003	116.541568355207	127.307330769197	157.043696393052	291.261924620397	254.504699012019	215.186439405018	107.574856781711	204.140286513036	261.641100293458	268.674694058273	152.990766107024	114.281849725975	215.446240939738	215.279010268779	266.581846136427	201.283380422582	324.376644223267	362.129819502578	181.827007586636	241.441007587167	264.114948916502	292.732786779079	368.530785714251	149.784028813242	150.867145119284	121.158491337055	124.886888812057	162.63937834149	144.281452278487	153.200853543849	118.307440177914	160.758435112195	141.096722575923
BAD	427.270932684013	407.255170833247	389.464052912321	538.158330119468	546.189395235648	456.025193692167	389.333811053925	438.397845932443	610.181011513338	646.757973520649	544.543740936434	454.736733102252	560.144616601095	552.134756515748	415.156287817149	466.487527763467	452.764107916598	535.978104656597	555.456425872213	521.87590280071	561.17267186886	553.381858491103	504.562483096625	464.774413689485	623.668964191493	581.488478819797	525.873257458544	582.707841776033	573.909660483718	467.300755120788	505.288259005993	477.398941777323	489.773302187464	732.486979359103	712.679106761485	553.261909995542	422.444487513008	724.520556635409	698.710549590454	743.345930781611	554.874068720938	554.356391338093	670.126376284936	442.799863542872	478.785379678217	508.655299704387	467.656005686856	550.920185540608	502.302850041374	545.023196738693	560.231172704075	472.796250058857	459.00428448846	586.319614357906	578.947637827545	600.02762693593	536.20298740347	606.449903433005	543.102821324982	542.108460423283
LAP3	590.777762041833	639.622986023388	676.008897925758	714.201841835567	712.218557991939	590.63012564066	666.50046986267	646.004518164874	782.994514774109	761.0499231033	727.958997482213	754.963471255396	1306.58452142008	1757.86492993262	863.378120681682	690.905851930756	562.303811444807	1046.64307500703	971.704169329801	833.064086141272	798.144551440426	783.458705375348	828.850074902053	591.827232384975	641.761749842099	830.851375467103	737.880719361876	808.93559211261	666.310142493619	607.490981657024	476.441231327935	700.293184542627	766.601690380378	748.134231254624	612.420859539107	532.366961013773	740.122742122789	1044.70837427368	798.52634238909	580.915256984112	762.067482359904	649.165834524688	721.674559076085	734.996285124942	565.033092414709	749.556904692589	634.054537942877	665.279235586929	779.511928430653	625.496420418232	821.866911345388	997.861432285025	827.139700474128	803.655239043824	639.633973029593	865.688713670922	966.778017889866	942.482800745064	709.075043521896	703.998384220921
CD99	2049.55474166221	2254.57930159487	2484.12908273923	3666.83036112457	3775.22385968276	2353.54684043274	2414.8449950756	2440.69569995081	4166.7255786208	3994.83979070654	2512.6939808655	2333.98024890603	2640.86158568336	2938.81982581352	2636.6710550747	2285.36862700697	2278.42583338675	2806.4561948138	3127.37129107705	2941.15212970516	4194.98379450154	5313.15008492539	5493.20387141336	5339.47614979251	5886.54102550025	4690.60207314158	5210.17220621652	5356.34188675695	5518.36212003575	3712.35976936941	2090.94423201928	2329.44746802721	2452.22879905302	3869.76098441117	4146.8260568003	2204.871355598	2291.33890027055	3525.34436758044	3787.93700642361	3914.12804220363	2586.38022196153	2263.15717912473	2388.3991359899	1491.8751216459	1692.88779743037	2514.12280110298	1994.60724285975	2070.26185044173	1896.11009618267	2130.71149060597	4147.26687571211	5323.11556913	5391.55286449897	6408.15711294076	5554.0133976915	4313.55738677032	5033.05119905633	5868.64554092628	5434.5040713063	5752.29059512157
HS3ST1	588.086291599728	577.86206672285	492.383260811204	538.158330119468	533.775999889383	624.077411761195	580.343092051154	480.551484964408	483.237759118081	547.256746825164	765.972522154914	407.001937914723	424.19940627993	395.224665454648	353.923796988661	663.168755685361	413.121167592103	489.754120271429	449.32703432839	433.483928544441	205.714852511512	194.154067816817	164.733952386783	147.685327714416	179.863574997205	246.13837643204	235.695446473537	254.791860227559	223.814500868427	163.938297698112	753.744916749271	858.345465776206	632.110165752242	773.561015584847	921.651116032225	817.628438417058	833.060529375651	891.717608166657	752.234960221606	937.360346706401	793.39916930043	497.470725426136	385.384033248113	305.068510638548	423.498384334312	749.556904692589	505.721029405553	429.300243427854	373.677837668748	377.675470223289	249.964255876645	289.854987473269	258.626779584868	226.256116743922	171.135465269777	246.194541586307	267.69833356083	288.312249173068	207.682518874673	197.535411606292
WNT16	444.765490557689	466.570113131783	433.889610278745	315.318441871241	591.963790574999	433.183144634241	444.604581725464	401.513411779473	305.090505756669	605.07502720227	106.437869083561	271.334625276482	167.414009006619	163.98874178566	177.574223402615	100.021650097032	233.684700860179	178.292511199936	146.100201346041	171.940552662879	376.538139932733	437.915782917225	520.103422001038	475.633628962603	595.997644961153	450.35799006561	425.199323035174	407.895489243223	493.829242741804	725.465270654731	440.149809410377	442.546387454021	430.372878810037	527.116798230382	444.518493708858	391.553174397502	463.844047289282	545.302802052894	562.006311627104	448.940334523644	117.241151132293	211.92699065239	219.693445705135	63.0732363767463	101.175201479346	143.466879403802	219.689565462197	195.136474285388	126.407339745511	48.4668278979039	489.229652552343	564.266881351651	512.593617195235	660.116412292304	757.365463321568	459.18144733074	512.819699230988	628.321867163376	725.585369290176	796.082561059944
MAD1L1	1641.79696968345	1512.22528148742	1465.3029671359	1930.90763167089	2051.31358097025	1725.39049133977	1584.15782410042	1456.40822855441	2257.2430425913	2050.53203662991	1150.85945946601	1138.09801157635	1358.19335126423	1248.20207776423	1292.0055564811	1241.44518649845	1227.88791478764	1299.77441806867	1491.32469675865	1363.41593167888	2281.76297538388	2790.00250757029	2434.74709502478	2310.84101011968	2954.44546859315	2423.76436180895	2971.65766433218	2294.26930644367	2713.49415502409	1549.75316001533	1807.12670163838	1391.67059937464	1285.51482290394	1953.95058045325	2901.44951600184	2031.35243144505	1404.20547649324	1729.88844819586	1874.80097778308	2642.88242158014	1412.95801105987	1106.48197224827	1253.11177689912	768.463716671786	888.462015176553	1258.97940696063	940.749871904954	1150.85139252964	914.789958684622	829.42288496979	2201.04712470368	2339.03471448716	2295.0214224423	2863.47795061932	2499.06328362037	2297.0523275448	2106.10857608701	2568.96155814899	2382.70069771696	2455.08297282106
LASP1	5578.07249126058	4994.07354383653	5903.4161480417	6660.6842597395	7465.88146356909	5341.77632968928	5059.71393279893	5971.06296887794	7453.38239063583	7068.62092889407	6305.49340508418	5430.46104199181	7480.76282350631	6979.54961441701	5486.43117823253	6196.2991976077	5540.62252798399	6986.42506850119	6257.49918972666	5562.64013333286	8392.87521942728	7764.45210414564	7694.83688287193	6896.68761995775	6926.34405965569	9192.03229365416	8246.97182811676	7665.46453034393	7391.01188876975	4817.02811180248	5696.82269177659	5531.01931865612	6742.50843469058	7224.14060951361	6294.52682260017	5906.9112295419	5516.28011794485	9063.61010065472	8138.60362732069	6049.41460816658	7221.44849000201	6240.69217210589	5850.7187467954	4385.52074154234	3885.57003276964	7117.33818304314	6277.46619726635	5534.6149776386	4905.49185117669	3427.42775398762	9661.06985845412	10694.9362795977	8849.22980957955	8767.22178537112	7018.98152946895	9580.9754858262	9590.37343184492	9521.26348389818	7846.74956250334	6900.37234829198
SNX11	588.086291599728	746.634479860952	889.251573284595	949.297923937446	877.471883539088	614.28796216494	805.490201992568	859.934236252099	947.274017873854	951.984709464905	541.692726585981	502.471528289781	821.965021664078	684.269570040884	516.802222592439	509.353949233623	538.309400195771	819.925437308347	605.075362178415	515.821657988637	940.618442225784	686.809323598695	778.083007814302	754.715461481757	843.975236525348	1016.79870788083	758.01550624655	847.782781564346	771.030688771507	851.866294580846	596.482088439855	1240.10251429423	1172.31778967526	1544.18817143928	1412.07097593928	588.692475660282	1111.87389113424	1388.93759801449	1408.99394472278	1552.11532739833	564.981064508205	614.58827289193	702.037156108028	517.457980070449	511.95757688456	638.312532962368	644.930259005362	636.235667321197	569.941865168358	639.21344718179	1171.03877072171	866.001171590218	822.479758499626	1000.71701814337	909.081301326689	1088.98143743525	914.367199572233	906.692314640821	870.702443148211	910.445167779376
TMEM176A	7.40154371578606	26.2942527715159	31.0978901564971	26.7407865897872	27.1543023199541	13.052599461672	17.8817199231448	20.0229785401837	40.5365007648721	22.8583899165302	28.5101435045253	25.1235764144891	44.0563181596367	29.4943780190036	24.4929963313952	30.2586504495222	43.8158814112836	28.6148474765329	34.4575946570852	13.319338586561	21.8072281814324	17.9613895337143	4.14425037451026	7.60145069118316	11.7070965974512	49.4426433007591	13.0283915136126	11.4256439563928	5.13336011166117	3.83033405836711	0	1.62104903829312	0	0	0	0.90847604268562	0	0	1.44660569273386	0	1.01069957872666	0	0	0	0	0.767202563656693	0	0	1.10883631355712	8.23021605813463	0	1.18793027652979	4.65994197450213	4.05476911727459	2.42745340808195	3.43527267329731	4.83792169085838	5.96508101737382	6.0827515988398	1.48522865869393
M6PR	2621.49221060932	2680.17929994312	2463.39715596823	2551.5167204422	2976.88737147611	2638.25666619046	2651.37138133174	2531.32602386954	2722.3460513672	2976.96913383517	3128.51308056325	3006.03591799361	2931.63328553697	3080.39284030474	2672.18589975522	2835.90796157466	3059.80905188797	3072.79439055692	2919.24741934825	3028.33325499902	3361.94767797083	3671.82120324931	3489.45881533764	3401.10622354081	3547.25026902772	3718.94664827449	3658.60921686811	3578.51168714223	3783.28640229428	3340.8173657078	2920.06364044347	3054.05638814423	2986.83260944987	3055.12593260058	3855.71476064858	2898.94705220981	3221.5616617742	3703.46933097647	3092.84297106499	3738.161478923	3596.06910110947	3299.36862289352	3567.87065175881	3242.47923332702	2927.99927341321	3603.55044149549	3255.10331400177	3324.58095491804	3126.91840423107	2951.90415951762	4174.50033549634	4398.90581398982	3838.62720149613	4187.7655443212	3870.57445918667	3976.90066478719	4321.87671050015	4017.48206520127	3813.88525247255	4014.57306444968
ICA1	5.38294088420804	5.50344825450334	2.96170382442829	10.0277949711702	3.87918604570773	6.52629973083602	6.50244360841629	2.10768195159828	2.13350004025643	5.3784446862424	12.3543955186276	13.817967027969	13.8462714216001	14.1573014491217	15.9204476154069	10.0862168165074	10.4323527169723	11.0057105678973	19.2962530079677	13.319338586561	2.90763042419099	5.13182558106123	4.14425037451026	4.34368610924752	5.32140754429601	4.29936028702253	1.18439922851023	4.57025758255712	5.13336011166117	5.36246768171396	2.79164783981212	5.67367163402591	5.60381352617236	12.7133921651113	2.41586137885249	0.90847604268562	4.22444487513008	3.27837355943624	6.50972561730236	2.25598158052082	10.1069957872666	11.1540521395995	9.81870148402837	3.86162671694365	4.4229596275124	6.90482307291023	14.1384373812305	6.35328055812892	5.54418156778559	0	4.86311781861176	7.12758165917875	2.32997098725107	3.24381529381967	7.28236022424584	2.29018178219821	7.25688253628756	1.98836033912461	5.21378708471982	5.9409146347757
DBNDD1	267.80130898935	245.820688701149	257.668232725262	385.513006669432	378.608558061074	307.551874815648	273.915437004536	279.267858586772	421.366257950644	334.808181718589	26.6094672708903	40.1977222631825	26.433790895782	28.3146028982435	36.7394944970928	19.3319155649725	34.4267639660086	25.3131343061637	34.4575946570852	27.8495261355367	1762.02403705974	2331.55942232882	2325.96052269389	2213.10807266161	2659.63949063915	1983.07993238914	2483.68518218596	2148.02106380185	2676.53396222013	1208.85342882066	309.872910219145	180.746967769683	217.427964815487	366.732466301286	378.082305790415	324.325947238766	217.136466581686	314.723861705879	352.248486180694	325.989338385259	23.2460903107132	34.5775616327583	33.1381175085957	9.01046233953518	14.3746187894153	16.8784564004472	25.0141584437155	19.9674531826909	13.3060357626854	9.14468450903848	1838.25853543525	2120.45554360568	2458.11939154987	2895.10514973406	2467.5063893153	1971.84651447266	2024.67022762423	2587.85098137068	2478.28679427016	2251.60664657999
