,V1,V2,V3
704,FOXF2,ZGPAT,0.774834909332716
705,JDP2,MAFB,1
706,JDP2,MAX,-0.733783602470259
707,JDP2,NFE2,0.707271490544326
708,JDP2,RUNX1,1
709,MAFB,MAX,-0.733783602470259
710,MAFB,NFE2,0.707271490544326
711,MAFB,RUNX1,1
712,MAX,NFE2,-0.540815339934578
713,MAX,RUNX1,-0.733783602470259
714,MAX,TP53,0.513275869635652
715,MAX,FHL2,0.710644459871626
716,MAX,FOXH1,0.710644459871626
717,MAX,FOXO4,0.515941072307058
718,MAX,HEY2,0.710644459871626
719,MAX,KLF3,0.710644459871626
720,MAX,MEIS2,-0.710644459871626
721,MAX,MXI1,0.710644459871626
722,MAX,NUPR1,-0.710644459871626
723,MAX,RELB,-0.710644459871626
724,MAX,SALL3,-0.710644459871626
725,MAX,SMAD2,0.710644459871626
726,MAX,TBX1,0.710644459871626
727,NFE2,RUNX1,0.707271490544326
728,NFE2,CEBPZ,0.675522595827456
729,NFE2,ELF1,0.675522595827456
730,NFE2,KLF9,-0.675522595827456
731,NFE2,NEUROD1,-0.675522595827456
732,NFE2,NFE2L3,0.675522595827456
733,NFE2,OTX2,0.675522595827456
734,NFE2,SOX5,0.675522595827456
735,NFE2,ZNF91,-0.675522595827456
736,ARID3A,ARNT,-0.730241359571098
737,ARID3A,E2F3,0.999108675310386
738,ARID3A,FOXO1,-0.730241359571098
739,ARID3A,GTF3A,0.730241359571098
740,ARID3A,HCFC1,0.5377728368656
741,ARID3A,HIF1A,0.730241359571098
742,ARID3A,LHX8,-0.730241359571098
743,ARID3A,MECP2,0.730241359571098
744,ARID3A,MITF,-0.519766684859939
745,ARID3A,NEUROG2,-0.730241359571098
746,ARID3A,PARK7,0.730241359571098
747,ARID3A,SOX6,-0.730241359571098
748,ARID3A,TBPL2,0.730241359571098
749,ARID3A,TFDP1,0.999958888765859
750,ARID3A,TP53,-0.528754131873441
751,ARID3A,ZHX2,-0.525093963436297
752,ARID3A,FOXO4,0.515559562065849
753,ARID3A,E2F1,0.714292836330115
754,ARID3A,E2F2,0.714292836330115
755,ARID3A,PLAGL1,-0.714292836330115
756,ARID3A,TFDP2,0.714292836330115
757,ARNT,E2F3,-0.700751676641713
758,ARNT,FOXO1,1
759,ARNT,GTF3A,-1
760,ARNT,HCFC1,-0.763876167913234
761,ARNT,HIF1A,-1
762,ARNT,LHX8,1
763,ARNT,MECP2,-1
764,ARNT,MITF,0.680617820591749
765,ARNT,NEUROG2,1
766,ARNT,PARK7,-1
767,ARNT,SOX6,1
768,ARNT,STOX1,-0.615882756309932
769,ARNT,TBPL2,-1
770,ARNT,TFDP1,-0.736406203039878
771,ARNT,TP53,0.693440955206611
772,ARNT,ZHX2,0.688216393731447
773,ARNT,ZNF804A,-0.706306279659634
774,E2F3,FOXO1,-0.700751676641714
775,E2F3,GTF3A,0.700751676641714
776,E2F3,HCFC1,0.51435999370264
777,E2F3,HIF1A,0.700751676641713
778,E2F3,LHX8,-0.700751676641714
779,E2F3,MECP2,0.700751676641714
780,E2F3,MITF,-0.500701727739592
781,E2F3,NEUROG2,-0.700751676641713
782,E2F3,PARK7,0.700751676641714
783,E2F3,SOX6,-0.700751676641714
784,E2F3,TBPL2,0.700751676641714
785,E2F3,TFDP1,0.998684840353374
786,E2F3,TP53,-0.509294371174159
787,E2F3,ZHX2,-0.505795129714302
788,E2F3,FOXO4,0.534477193399471
789,E2F3,E2F1,0.743198125034133
790,E2F3,E2F2,0.743198125034133
791,E2F3,PLAGL1,-0.743198125034133
792,E2F3,TFDP2,0.743198125034133
793,FOXO1,GTF3A,-1
794,FOXO1,HCFC1,-0.763876167913234
795,FOXO1,HIF1A,-1
796,FOXO1,LHX8,1
797,FOXO1,MECP2,-1
798,FOXO1,MITF,0.680617820591749
799,FOXO1,NEUROG2,1
800,FOXO1,PARK7,-1
801,FOXO1,SOX6,1
802,FOXO1,STOX1,-0.615882756309932
803,FOXO1,TBPL2,-1
804,FOXO1,TFDP1,-0.736406203039878
805,FOXO1,TP53,0.693440955206611
806,FOXO1,ZHX2,0.688216393731447
807,FOXO1,ZNF804A,-0.706306279659634
808,GTF3A,HCFC1,0.763876167913234
809,GTF3A,HIF1A,1
810,GTF3A,LHX8,-1
811,GTF3A,MECP2,1
812,GTF3A,MITF,-0.680617820591749
813,GTF3A,NEUROG2,-1
814,GTF3A,PARK7,1
815,GTF3A,SOX6,-1
816,GTF3A,STOX1,0.615882756309932
817,GTF3A,TBPL2,1
818,GTF3A,TFDP1,0.736406203039878
819,GTF3A,TP53,-0.693440955206611
820,GTF3A,ZHX2,-0.688216393731447
821,GTF3A,ZNF804A,0.706306279659634
822,HCFC1,HIF1A,0.763876167913235
823,HCFC1,LHX8,-0.763876167913234
824,HCFC1,MECP2,0.763876167913234
825,HCFC1,MITF,-0.541399448905364
826,HCFC1,NEUROG2,-0.763876167913234
827,HCFC1,PARK7,0.763876167913234
828,HCFC1,SOX6,-0.763876167913234
829,HCFC1,STOX1,0.81971361327113
830,HCFC1,TBPL2,0.763876167913234
831,HCFC1,TFDP1,0.542677077708149
832,HCFC1,TP53,-0.550839047425331
833,HCFC1,ZHX2,-0.546994568675542
834,HCFC1,ZNF804A,0.518764330965977
835,HCFC1,FOXM1,0.677964578722267
836,HCFC1,NFIL3,-0.677964578722267
837,HCFC1,NKX2-1,0.677964578722267
838,HCFC1,PLAG1,-0.677964578722267
839,HIF1A,LHX8,-1
840,HIF1A,MECP2,1
841,HIF1A,MITF,-0.680617820591749
842,HIF1A,NEUROG2,-1
843,HIF1A,PARK7,1
844,HIF1A,SOX6,-1
845,HIF1A,STOX1,0.615882756309932
846,HIF1A,TBPL2,1
847,HIF1A,TFDP1,0.736406203039878
848,HIF1A,TP53,-0.693440955206611
849,HIF1A,ZHX2,-0.688216393731447
850,HIF1A,ZNF804A,0.706306279659634
851,LHX8,MECP2,-1
852,LHX8,MITF,0.680617820591749
853,LHX8,NEUROG2,1
854,LHX8,PARK7,-1
855,LHX8,SOX6,1
856,LHX8,STOX1,-0.615882756309932
857,LHX8,TBPL2,-1
858,LHX8,TFDP1,-0.736406203039878
859,LHX8,TP53,0.693440955206611
860,LHX8,ZHX2,0.688216393731447
861,LHX8,ZNF804A,-0.706306279659634
862,MECP2,MITF,-0.680617820591749
863,MECP2,NEUROG2,-1
864,MECP2,PARK7,1
865,MECP2,SOX6,-1
866,MECP2,STOX1,0.615882756309932
867,MECP2,TBPL2,1
868,MECP2,TFDP1,0.736406203039878
869,MECP2,TP53,-0.693440955206611
870,MECP2,ZHX2,-0.688216393731447
871,MECP2,ZNF804A,0.706306279659634
872,MITF,NEUROG2,0.680617820591749
873,MITF,PARK7,-0.680617820591749
874,MITF,SOX6,0.680617820591749
875,MITF,TBPL2,-0.680617820591749
876,MITF,TFDP1,-0.523741143842913
877,MITF,ZNF804A,-0.504299166564331
878,MITF,CEBPZ,0.702353761923271
879,MITF,ELF1,0.702353761923271
880,MITF,KLF9,-0.702353761923271
881,MITF,NEUROD1,-0.702353761923271
882,MITF,NFE2L3,0.702353761923271
883,MITF,OTX2,0.702353761923271
884,MITF,SOX5,0.702353761923271
885,MITF,ZNF91,-0.702353761923271
886,NEUROG2,PARK7,-1
887,NEUROG2,SOX6,1
888,NEUROG2,STOX1,-0.615882756309932
889,NEUROG2,TBPL2,-1
890,NEUROG2,TFDP1,-0.736406203039878
891,NEUROG2,TP53,0.693440955206611
892,NEUROG2,ZHX2,0.688216393731447
893,NEUROG2,ZNF804A,-0.706306279659634
894,PARK7,SOX6,-1
895,PARK7,STOX1,0.615882756309932
896,PARK7,TBPL2,1
897,PARK7,TFDP1,0.736406203039878
898,PARK7,TP53,-0.693440955206611
899,PARK7,ZHX2,-0.688216393731447
900,PARK7,ZNF804A,0.706306279659634
901,SOX6,STOX1,-0.615882756309932
902,SOX6,TBPL2,-1
903,SOX6,TFDP1,-0.736406203039878
904,SOX6,TP53,0.693440955206611
905,SOX6,ZHX2,0.688216393731447
906,SOX6,ZNF804A,-0.706306279659634
907,STOX1,TBPL2,0.615882756309932
908,STOX1,FOXM1,0.567442644871136
909,STOX1,NFIL3,-0.567442644871136
910,STOX1,NKX2-1,0.567442644871136
911,STOX1,PLAG1,-0.567442644871136
912,STOX1,FOXC1,-0.573621366256494
913,STOX1,MYOD1,0.573621366256494
914,STOX1,RUNX3,0.573621366256494
915,STOX1,ZGPAT,0.573621366256494
916,TBPL2,TFDP1,0.736406203039878
917,TBPL2,TP53,-0.693440955206611
918,TBPL2,ZHX2,-0.688216393731447
919,TBPL2,ZNF804A,0.706306279659634
920,TFDP1,TP53,-0.532811308366631
921,TFDP1,ZHX2,-0.529117422465531
922,TFDP1,FOXO4,0.511375957334462
923,TFDP1,E2F1,0.707917561558148
924,TFDP1,E2F2,0.707917561558148
925,TFDP1,PLAGL1,-0.707917561558148
926,TFDP1,TFDP2,0.707917561558148
927,TP53,ZNF804A,-0.512966068110683
928,TP53,FHL2,0.689682513444482
929,TP53,FOXH1,0.689682513444482
930,TP53,HEY2,0.689682513444482
931,TP53,KLF3,0.689682513444482
932,TP53,MEIS2,-0.689682513444482
933,TP53,MXI1,0.689682513444482
934,TP53,NUPR1,-0.689682513444482
935,TP53,RELB,-0.689682513444482
936,TP53,SALL3,-0.689682513444482
937,TP53,SMAD2,0.689682513444482
938,TP53,TBX1,0.689682513444482
939,ZHX2,ZNF804A,-0.509436558531144
940,ZHX2,NFKB2,0.506894665561308
941,ZHX2,CREB5,0.69489696654631
942,ZHX2,HOPX,0.69489696654631
943,ZHX2,HOXB7,0.69489696654631
944,ZHX2,NR4A1,-0.69489696654631
945,ZHX2,SMARCA1,0.69489696654631
946,ZNF804A,ERF,-0.737945931022731
947,CREB1,DBP,1
948,CREB1,KMT2B,-0.766746171322403
949,CREB1,NCOA2,1
950,CREB1,RB1,1
951,CREB1,RBPJ,1
952,DBP,KMT2B,-0.766746171322403
953,DBP,NCOA2,1
954,DBP,RB1,1
955,DBP,RBPJ,1
956,KMT2B,NCOA2,-0.766746171322403
957,KMT2B,RB1,-0.766746171322403
958,KMT2B,RBPJ,-0.766746171322403
959,KMT2B,CREB5,0.608006558832575
960,KMT2B,HOPX,0.608006558832575
961,KMT2B,HOXB7,0.608006558832575
962,KMT2B,NR4A1,-0.608006558832575
963,KMT2B,SMARCA1,0.608006558832575
964,NCOA2,RB1,1
965,NCOA2,RBPJ,1
966,RB1,RBPJ,1
967,FOXM1,NFIL3,-1
968,FOXM1,NKX2-1,1
969,FOXM1,PLAG1,-1
970,NFIL3,NKX2-1,-1
971,NFIL3,PLAG1,1
972,NKX2-1,PLAG1,-1
973,NKRF,TFAM,1
974,AHRR,EBF1,1
975,AHRR,HOXA10,1
976,AHRR,NFKB2,0.747936019917389
977,AHRR,NR3C1,-0.715865888695388
978,AHRR,PAX5,1
979,AHRR,PITX3,1
980,AHRR,TBX21,1
981,AHRR,TEAD4,-1
982,AHRR,TGFB1I1,1
983,AHRR,ZBTB32,-1
984,EBF1,HOXA10,1
985,EBF1,NFKB2,0.747936019917389
986,EBF1,NR3C1,-0.715865888695388
987,EBF1,PAX5,1
988,EBF1,PITX3,1
989,EBF1,TBX21,1
990,EBF1,TEAD4,-1
991,EBF1,TGFB1I1,1
992,EBF1,ZBTB32,-1
993,HOXA10,NFKB2,0.747936019917389
994,HOXA10,NR3C1,-0.715865888695388
995,HOXA10,PAX5,1
996,HOXA10,PITX3,1
997,HOXA10,TBX21,1
998,HOXA10,TEAD4,-1
999,HOXA10,TGFB1I1,1
1000,HOXA10,ZBTB32,-1
1001,NFKB2,NR3C1,-0.556488696472954
1002,NFKB2,PAX5,0.747936019917389
1003,NFKB2,PITX3,0.747936019917389
1004,NFKB2,TBX21,0.747936019917389
1005,NFKB2,TEAD4,-0.747936019917389
1006,NFKB2,TGFB1I1,0.747936019917389
1007,NFKB2,ZBTB32,-0.747936019917389
1008,NFKB2,CREB5,0.695662104476995
1009,NFKB2,HOPX,0.695662104476995
1010,NFKB2,HOXB7,0.695662104476994
1011,NFKB2,NR4A1,-0.695662104476995
1012,NFKB2,SMARCA1,0.695662104476995
1013,NR3C1,PAX5,-0.715865888695388
1014,NR3C1,PITX3,-0.715865888695388
1015,NR3C1,TBX21,-0.715865888695388
1016,NR3C1,TEAD4,0.715865888695388
1017,NR3C1,TGFB1I1,-0.715865888695388
1018,NR3C1,ZBTB32,0.715865888695388
1019,NR3C1,FHL2,0.666452926744639
1020,NR3C1,FOXH1,0.666452926744639
1021,NR3C1,HEY2,0.666452926744639
1022,NR3C1,KLF3,0.666452926744639
1023,NR3C1,MEIS2,-0.666452926744639
1024,NR3C1,MXI1,0.666452926744639
1025,NR3C1,NUPR1,-0.666452926744638
1026,NR3C1,RELB,-0.666452926744639
1027,NR3C1,SALL3,-0.666452926744638
1028,NR3C1,SMAD2,0.666452926744639
1029,NR3C1,TBX1,0.666452926744639
1030,PAX5,PITX3,1
1031,PAX5,TBX21,1
1032,PAX5,TEAD4,-1
1033,PAX5,TGFB1I1,1
1034,PAX5,ZBTB32,-1
1035,PITX3,TBX21,1
1036,PITX3,TEAD4,-1
1037,PITX3,TGFB1I1,1
1038,PITX3,ZBTB32,-1
1039,TBX21,TEAD4,-1
1040,TBX21,TGFB1I1,1
1041,TBX21,ZBTB32,-1
1042,TEAD4,TGFB1I1,-1
1043,TEAD4,ZBTB32,1
1044,TGFB1I1,ZBTB32,-1
1045,DOT1L,HDAC1,-1
1046,DOT1L,NEUROG1,1
1047,DOT1L,SP1,1
1048,DOT1L,STAT1,1
1049,HDAC1,NEUROG1,-1
1050,HDAC1,SP1,-1
1051,HDAC1,STAT1,-1
1052,NEUROG1,SP1,1
1053,NEUROG1,STAT1,1
1054,SP1,STAT1,1
1055,ARID4A,ELF2,1
1056,ARID4A,ETS1,1
1057,ARID4A,ETV3,-1
1058,ARID4A,EWSR1,-0.76088829784413
1059,ARID4A,HDAC3,-1
1060,ARID4A,HHEX,1
1061,ARID4A,HOXB9,-1
1062,ARID4A,ING4,1
1063,ARID4A,NANOG,0.655261927492969
1064,ARID4A,NR2E1,-1
1065,ARID4A,SIN3A,1
1066,ARID4A,SIX1,1
1067,ELF2,ETS1,1
1068,ELF2,ETV3,-1
1069,ELF2,EWSR1,-0.76088829784413
1070,ELF2,HDAC3,-1
1071,ELF2,HHEX,1
1072,ELF2,HOXB9,-1
1073,ELF2,ING4,1
1074,ELF2,NANOG,0.655261927492969
1075,ELF2,NR2E1,-1
1076,ELF2,SIN3A,1
1077,ELF2,SIX1,1
1078,ETS1,ETV3,-1
1079,ETS1,EWSR1,-0.76088829784413
1080,ETS1,HDAC3,-1
1081,ETS1,HHEX,1
1082,ETS1,HOXB9,-1
1083,ETS1,ING4,1
1084,ETS1,NANOG,0.655261927492969
1085,ETS1,NR2E1,-1
1086,ETS1,SIN3A,1
1087,ETS1,SIX1,1
1088,ETV3,EWSR1,0.76088829784413
1089,ETV3,HDAC3,1
1090,ETV3,HHEX,-1
1091,ETV3,HOXB9,1
1092,ETV3,ING4,-1
1093,ETV3,NANOG,-0.655261927492969
1094,ETV3,NR2E1,1
1095,ETV3,SIN3A,-1
1096,ETV3,SIX1,-1
1097,EWSR1,HDAC3,0.76088829784413
1098,EWSR1,HHEX,-0.76088829784413
1099,EWSR1,HOXB9,0.76088829784413
1100,EWSR1,ING4,-0.76088829784413
1101,EWSR1,NR2E1,0.76088829784413
1102,EWSR1,SIN3A,-0.76088829784413
1103,EWSR1,SIX1,-0.76088829784413
1104,EWSR1,FHL2,-0.681351383745806
1105,EWSR1,FOXH1,-0.681351383745806
1106,EWSR1,HEY2,-0.681351383745806
1107,EWSR1,KLF3,-0.681351383745806
1108,EWSR1,MEIS2,0.681351383745806
1109,EWSR1,MXI1,-0.681351383745806
1110,EWSR1,NUPR1,0.681351383745806
1111,EWSR1,RELB,0.681351383745806
1112,EWSR1,SALL3,0.681351383745806
1113,EWSR1,SMAD2,-0.681351383745806
1114,EWSR1,TBX1,-0.681351383745806
1115,HDAC3,HHEX,-1
1116,HDAC3,HOXB9,1
1117,HDAC3,ING4,-1
1118,HDAC3,NANOG,-0.655261927492969
1119,HDAC3,NR2E1,1
1120,HDAC3,SIN3A,-1
1121,HDAC3,SIX1,-1
1122,HHEX,HOXB9,-1
1123,HHEX,ING4,1
1124,HHEX,NANOG,0.655261927492969
1125,HHEX,NR2E1,-1
1126,HHEX,SIN3A,1
1127,HHEX,SIX1,1
1128,HOXB9,ING4,-1
1129,HOXB9,NANOG,-0.655261927492969
1130,HOXB9,NR2E1,1
1131,HOXB9,SIN3A,-1
1132,HOXB9,SIX1,-1
1133,ING4,NANOG,0.655261927492969
1134,ING4,NR2E1,-1
1135,ING4,SIN3A,1
1136,ING4,SIX1,1
1137,NANOG,NR2E1,-0.655261927492969
1138,NANOG,SIN3A,0.655261927492969
1139,NANOG,SIX1,0.655261927492969
1140,NANOG,ERF,-0.566868886786617
1141,NANOG,FOXJ1,-0.532338799413809
1142,NANOG,HIC1,-0.532338799413809
1143,NANOG,KCNIP3,-0.532338799413809
1144,NANOG,SOX17,0.532338799413809
1145,NR2E1,SIN3A,-1
1146,NR2E1,SIX1,-1
1147,SIN3A,SIX1,1
1148,FOXC1,MYOD1,-1
1149,FOXC1,RUNX3,-1
1150,FOXC1,ZGPAT,-1
1151,MYOD1,RUNX3,1
1152,MYOD1,ZGPAT,1
1153,RUNX3,ZGPAT,1
1154,FHL2,FOXH1,1
1155,FHL2,FOXO4,0.693601816888694
1156,FHL2,HEY2,1
1157,FHL2,KLF3,1
1158,FHL2,MEIS2,-1
1159,FHL2,MXI1,1
1160,FHL2,NUPR1,-1
1161,FHL2,RELB,-1
1162,FHL2,SALL3,-1
1163,FHL2,SMAD2,1
1164,FHL2,TBX1,1
1165,FOXH1,FOXO4,0.693601816888694
1166,FOXH1,HEY2,1
1167,FOXH1,KLF3,1
1168,FOXH1,MEIS2,-1
1169,FOXH1,MXI1,1
1170,FOXH1,NUPR1,-1
1171,FOXH1,RELB,-1
1172,FOXH1,SALL3,-1
1173,FOXH1,SMAD2,1
1174,FOXH1,TBX1,1
1175,FOXO4,HEY2,0.693601816888694
1176,FOXO4,KLF3,0.693601816888693
1177,FOXO4,MEIS2,-0.693601816888694
1178,FOXO4,MXI1,0.693601816888694
1179,FOXO4,NUPR1,-0.693601816888693
1180,FOXO4,RELB,-0.693601816888694
1181,FOXO4,SALL3,-0.693601816888694
1182,FOXO4,SMAD2,0.693601816888694
1183,FOXO4,TBX1,0.693601816888693
1184,FOXO4,E2F1,0.689520813812191
1185,FOXO4,E2F2,0.689520813812191
1186,FOXO4,PLAGL1,-0.689520813812191
1187,FOXO4,TFDP2,0.689520813812191
1188,HEY2,KLF3,1
1189,HEY2,MEIS2,-1
1190,HEY2,MXI1,1
1191,HEY2,NUPR1,-1
1192,HEY2,RELB,-1
1193,HEY2,SALL3,-1
1194,HEY2,SMAD2,1
1195,HEY2,TBX1,1
1196,KLF3,MEIS2,-1
1197,KLF3,MXI1,1
1198,KLF3,NUPR1,-1
1199,KLF3,RELB,-1
1200,KLF3,SALL3,-1
1201,KLF3,SMAD2,1
1202,KLF3,TBX1,1
1203,MEIS2,MXI1,-1
1204,MEIS2,NUPR1,1
1205,MEIS2,RELB,1
1206,MEIS2,SALL3,1
1207,MEIS2,SMAD2,-1
1208,MEIS2,TBX1,-1
1209,MXI1,NUPR1,-1
1210,MXI1,RELB,-1
1211,MXI1,SALL3,-1
1212,MXI1,SMAD2,1
1213,MXI1,TBX1,1
1214,NUPR1,RELB,1
1215,NUPR1,SALL3,1
1216,NUPR1,SMAD2,-1
1217,NUPR1,TBX1,-1
1218,RELB,SALL3,1
1219,RELB,SMAD2,-1
1220,RELB,TBX1,-1
1221,SALL3,SMAD2,-1
1222,SALL3,TBX1,-1
1223,SMAD2,TBX1,1
1224,CREB5,HOPX,1
1225,CREB5,HOXB7,1
1226,CREB5,NR4A1,-1
1227,CREB5,SMARCA1,1
1228,HOPX,HOXB7,1
1229,HOPX,NR4A1,-1
1230,HOPX,SMARCA1,1
1231,HOXB7,NR4A1,-1
1232,HOXB7,SMARCA1,1
1233,NR4A1,SMARCA1,-1
1234,FOXJ1,HIC1,1
1235,FOXJ1,KCNIP3,1
1236,FOXJ1,SOX17,-1
1237,HIC1,KCNIP3,1
1238,HIC1,SOX17,-1
1239,KCNIP3,SOX17,-1
1240,FGF2,HTATIP2,-0.662166034027362
1241,FGF2,KLF15,0.662166034027362
1242,FGF2,KLF6,0.662166034027362
1243,FGF2,MLXIP,0.662166034027362
1244,FGF2,TBXT,0.662166034027362
1245,FGF2,ZNF202,-0.662166034027362
1246,FGF2,ZNF354C,-0.662166034027362
1247,FGF2,CEBPZ,-0.719858713728863
1248,FGF2,ELF1,-0.719858713728863
1249,FGF2,KLF9,0.719858713728863
1250,FGF2,NEUROD1,0.719858713728863
1251,FGF2,NFE2L3,-0.719858713728863
1252,FGF2,OTX2,-0.719858713728863
1253,FGF2,SOX5,-0.719858713728863
1254,FGF2,ZNF91,0.719858713728863
1255,HTATIP2,KLF15,-1
1256,HTATIP2,KLF6,-1
1257,HTATIP2,MLXIP,-1
1258,HTATIP2,TBXT,-1
1259,HTATIP2,ZNF202,1
1260,HTATIP2,ZNF354C,1
1261,KLF15,KLF6,1
1262,KLF15,MLXIP,1
1263,KLF15,TBXT,1
1264,KLF15,ZNF202,-1
1265,KLF15,ZNF354C,-1
1266,KLF6,MLXIP,1
1267,KLF6,TBXT,1
1268,KLF6,ZNF202,-1
1269,KLF6,ZNF354C,-1
1270,MLXIP,TBXT,1
1271,MLXIP,ZNF202,-1
1272,MLXIP,ZNF354C,-1
1273,TBXT,ZNF202,-1
1274,TBXT,ZNF354C,-1
1275,ZNF202,ZNF354C,1
1276,CEBPZ,ELF1,1
1277,CEBPZ,KLF9,-1
1278,CEBPZ,NEUROD1,-1
1279,CEBPZ,NFE2L3,1
1280,CEBPZ,OTX2,1
1281,CEBPZ,SOX5,1
1282,CEBPZ,ZNF91,-1
1283,ELF1,KLF9,-1
1284,ELF1,NEUROD1,-1
1285,ELF1,NFE2L3,1
1286,ELF1,OTX2,1
1287,ELF1,SOX5,1
1288,ELF1,ZNF91,-1
1289,KLF9,NEUROD1,1
1290,KLF9,NFE2L3,-1
1291,KLF9,OTX2,-1
1292,KLF9,SOX5,-1
1293,KLF9,ZNF91,1
1294,NEUROD1,NFE2L3,-1
1295,NEUROD1,OTX2,-1
1296,NEUROD1,SOX5,-1
1297,NEUROD1,ZNF91,1
1298,NFE2L3,OTX2,1
1299,NFE2L3,SOX5,1
1300,NFE2L3,ZNF91,-1
1301,OTX2,SOX5,1
1302,OTX2,ZNF91,-1
1303,SOX5,ZNF91,-1
1304,E2F1,E2F2,1
1305,E2F1,PLAGL1,-1
1306,E2F1,TFDP2,1
1307,E2F2,PLAGL1,-1
1308,E2F2,TFDP2,1
1309,PLAGL1,TFDP2,-1
1310,FEV,BTG2,1
1311,MYBL2,BTG2,-0.550957734530441
1312,NFE2L2,BTG2,-1
1313,NR5A1,BTG2,-1
1314,PLAGL2,BTG2,-1
1315,SFPQ,BTG2,-1
1316,SOX11,BTG2,1
1317,SRF,BTG2,-1
1318,TCF12,BTG2,-1
1319,MYBL2,FEV,-0.550957734530441
1320,NFE2L2,FEV,-1
1321,NR5A1,FEV,-1
1322,PLAGL2,FEV,-1
1323,SFPQ,FEV,-1
1324,SOX11,FEV,1
1325,SRF,FEV,-1
1326,TCF12,FEV,-1
1327,NFE2L2,MYBL2,0.550957734530441
1328,NR5A1,MYBL2,0.550957734530441
1329,PLAGL2,MYBL2,0.550957734530441
1330,SFPQ,MYBL2,0.550957734530441
1331,SOX11,MYBL2,-0.550957734530441
1332,SRF,MYBL2,0.550957734530441
1333,TCF12,MYBL2,0.550957734530441
1334,AHR,MYBL2,0.663987148221429
1335,ATF2,MYBL2,0.663987148221429
1336,ATF3,MYBL2,0.502514846002041
1337,CEBPA,MYBL2,0.663987148221429
1338,CEBPD,MYBL2,0.663987148221429
1339,CREB3,MYBL2,0.663987148221429
1340,ELF4,MYBL2,-0.663987148221429
1341,GFI1B,MYBL2,0.663987148221429
1342,HLX,MYBL2,-0.663987148221429
1343,HOXA1,MYBL2,0.663987148221429
1344,MEF2A,MYBL2,-0.663987148221429
1345,MNT,MYBL2,0.508622644344304
1346,MYBL1,MYBL2,0.521456728375502
1347,POU2AF1,MYBL2,0.512739948175553
1348,POU2F2,MYBL2,0.663987148221429
1349,POU4F1,MYBL2,0.663987148221429
1350,TOX3,MYBL2,0.540028361036425
1351,VDR,MYBL2,-0.663987148221429
1352,CREB5,MYBL2,0.538895733055197
1353,HOPX,MYBL2,0.538895733055197
1354,HOXB7,MYBL2,0.538895733055197
1355,NR4A1,MYBL2,-0.538895733055197
1356,SMARCA1,MYBL2,0.538895733055197
1357,NR5A1,NFE2L2,1
1358,PLAGL2,NFE2L2,1
1359,SFPQ,NFE2L2,1
1360,SOX11,NFE2L2,-1
1361,SRF,NFE2L2,1
1362,TCF12,NFE2L2,1
1363,PLAGL2,NR5A1,1
1364,SFPQ,NR5A1,1
1365,SOX11,NR5A1,-1
1366,SRF,NR5A1,1
1367,TCF12,NR5A1,1
1368,SFPQ,PLAGL2,1
1369,SOX11,PLAGL2,-1
1370,SRF,PLAGL2,1
1371,TCF12,PLAGL2,1
1372,SOX11,SFPQ,-1
1373,SRF,SFPQ,1
1374,TCF12,SFPQ,1
1375,SRF,SOX11,-1
1376,TCF12,SOX11,-1
1377,TCF12,SRF,1
1378,ARNT,SRSF2,-0.540827214127196
1379,FOXO1,SRSF2,-0.540827214127196
1380,GTF3A,SRSF2,0.540827214127196
1381,HIF1A,SRSF2,0.540827214127196
1382,LHX8,SRSF2,-0.540827214127196
1383,MECP2,SRSF2,0.540827214127196
1384,NEUROG2,SRSF2,-0.540827214127196
1385,PARK7,SRSF2,0.540827214127196
1386,SOX6,SRSF2,-0.540827214127196
1387,TBPL2,SRSF2,0.540827214127196
1388,DOT1L,SRSF2,-0.524886901383006
1389,HDAC1,SRSF2,0.524886901383006
1390,NEUROG1,SRSF2,-0.524886901383006
1391,SP1,SRSF2,-0.524886901383006
1392,STAT1,SRSF2,-0.524886901383006
1393,ATF2,AHR,1
1394,ATF3,AHR,0.704210814863265
1395,CEBPA,AHR,1
1396,CEBPD,AHR,1
1397,CREB3,AHR,1
1398,ELF4,AHR,-1
1399,GFI1B,AHR,1
1400,HLX,AHR,-1
1401,HOXA1,AHR,1
1402,HOXB13,AHR,-0.644650751961341
1403,IRF4,AHR,0.678518043315209
1404,MAFA,AHR,0.710120786203973
1405,MEF2A,AHR,-1
1406,MNT,AHR,0.714150275618142
1407,MYBL1,AHR,0.735112581056322
1408,POU2AF1,AHR,0.720863514889739
1409,POU2F2,AHR,1
1410,POU4F1,AHR,1
1411,SPDEF,AHR,0.646342732491934
1412,TOX3,AHR,0.765652698619441
1413,VDR,AHR,-1
1414,ATF3,ATF2,0.704210814863265
1415,CEBPA,ATF2,1
1416,CEBPD,ATF2,1
1417,CREB3,ATF2,1
1418,ELF4,ATF2,-1
1419,GFI1B,ATF2,1
1420,HLX,ATF2,-1
1421,HOXA1,ATF2,1
1422,HOXB13,ATF2,-0.644650751961341
1423,IRF4,ATF2,0.678518043315209
1424,MAFA,ATF2,0.710120786203973
1425,MEF2A,ATF2,-1
1426,MNT,ATF2,0.714150275618142
1427,MYBL1,ATF2,0.735112581056322
1428,POU2AF1,ATF2,0.720863514889739
1429,POU2F2,ATF2,1
1430,POU4F1,ATF2,1
1431,SPDEF,ATF2,0.646342732491934
1432,TOX3,ATF2,0.765652698619441
1433,VDR,ATF2,-1
