regulatory.gene,target.gene,weight.x,weight.y,weight.x.x,weight.y.y,weight.x.x.x,weight.y.y.y,weight.x.x.x.x,weight.y.y.y.y,weight.x.x.x.x.x,weight.y.y.y.y.y
POU2AF1,PTF1A,0.0641341030251956,0.0683545080209803,0.0559027168874557,0.0604002686285877,0.0618425530228449,0.0690253067074142,0.0637832823707075,0.0632696160890014,0.0541982881227057,0.0775166205328501
HOXD1,E2F5,0.0630433169941401,0.0544092958449133,0.0511110156000303,0.0610556537459338,0.0477905370872146,0.0565847499820383,0.0671734782694048,0.0635743197903153,0.0504463352774461,0.0538183760503152
ATF2,ATF5,0.062278232753564,0.0716443684946427,0.0651213619979885,0.0601314837302329,0.0638340710130294,0.060291815249945,0.0724228548989612,0.0660599446086238,0.0726453966546202,0.0661611418790191
ATF2,GTF3A,0.0621025885263709,0.0716877377743808,0.0701146363706452,0.0666534771632114,0.0548021808682617,0.068500095215296,0.06045126770217,0.0582011286513344,0.0528896952769067,0.0673682770863148
ETV2,ATF3,0.0619162984411065,0.0571526457515998,0.0593884310419594,0.0536460934186086,0.0558728943694383,0.0579358991916109,0.0509348729332042,0.0530599486607913,0.0565888830301478,0.0468603469432647
FOXF2,RBPJ,0.0617767051928116,0.0576818751870213,0.055438080672744,0.0600548007827156,0.0464067572818483,0.0478603905706437,0.0632961131646442,0.0529261166635894,0.0604906624125853,0.0571688734384552
E2F3,HCFC1,0.061509512506163,0.0585470451065454,0.0635952332046097,0.0572063284944872,0.060696794483027,0.0572852790673977,0.0658624860148513,0.0666657756909343,0.0488544380185401,0.0548623236826484
ATF2,NAB2,0.0613480968975193,0.055949455558329,0.0520197604531681,0.0429933671698984,0.049245900934756,0.0544475842931655,0.0531314467826329,0.0461088398194077,0.0498810834141896,0.0490401682703837
CREBZF,PARK7,0.061144030202173,0.0539373400061451,0.0674872152852887,0.0584751160790426,0.0581271730027274,0.060263098288407,0.0626593180101383,0.0595852968080142,0.0569216368747206,0.0531829595428656
BHLHE41,SRSF2,0.0608027339852708,0.0467425336702207,0.0586285962297482,0.0523035126572287,0.0481011076524214,0.0599482596079583,0.0361775735791319,0.0525502714936438,0.0534685157205097,0.0536366799371904
ATF5,NFIA,0.0605888953706463,0.0612057048340027,0.0640146530555816,0.0540970516223331,0.0588914518931349,0.0518175184903996,0.0575078274912674,0.0416285331804235,0.0590900494359131,0.051930591406618
NFKB,MAFA,0.0603408172216165,0.0503588553694824,0.0622464350631666,0.0558309452828101,0.0513923281602289,0.058331679865666,0.0578812838756175,0.0586537690298505,0.0592611685679798,0.0568128233105044
CREB1,SOX11,0.0599989088767237,0.0483018390621878,0.0595286924847419,0.0516629577177941,0.057986544275618,0.0529025017217252,0.0465196666342447,0.054419193979213,0.0482421011698071,0.0571243135716755
PTF1A,ETV2,0.0598958784674106,0.0607796695827827,0.0632993926555839,0.0648498816093879,0.0549756415410531,0.0521063481257673,0.0515272245248463,0.0551606104279619,0.0527520991850836,0.0491882077264814
MAX,POU2F2,0.0598085645975992,0.0552560325300154,0.0562070268495878,0.0606520784265006,0.0538057502384903,0.0484063504639323,0.0635477314539471,0.0541477040470752,0.058679491158464,0.0631852998453551
ZBTB4,FOXI1,0.0593222031101982,0.0610758571443543,0.0564654513655399,0.0555924594318115,0.0503195079065148,0.0649990003459825,0.0718470180282086,0.0565087188664459,0.067181883952221,0.0550695870958102
HDGF,TFDP3,0.0590528002206609,0.0616595722848352,0.051639203341858,0.0627061440307955,0.0508729495314648,0.0599262366941298,0.0439235152760271,0.0512725204967495,0.0520029635543101,0.0512828203157084
HDGF,SRSF2,0.0590438206891055,0.0508875591792293,0.0472836569262822,0.0568515609392388,0.0470556939284418,0.0611486908827889,0.0568529531520757,0.0561386711717682,0.0649596291001936,0.0461115946435056
NFIL3,NCOA2,0.0588591286895984,0.0598926353904672,0.0633754379514351,0.0505948816466072,0.0488862487759468,0.0685328953682406,0.0545164891481065,0.0638816989510704,0.0567706361352691,0.0634327764112856
CREBZF,BTG2,0.058820058106535,0.0592948643127373,0.0651779311769942,0.0499968733232791,0.0612180217611072,0.0476682771816138,0.0518865855148174,0.0684445296733368,0.0623083177704377,0.054116004677045
POU4F1,MYBL1,0.0580603971610992,0.0640736706113134,0.0600184661989709,0.0553836059932927,0.0563221627969875,0.0655464902666579,0.0504018695315305,0.0661327810851548,0.0496972452774475,0.0591947639856773
SPDEF,STOX1,0.0574338265896292,0.0776119772097638,0.0521598342286347,0.057465511469363,0.0568856334916344,0.0563878053990562,0.0585849716717291,0.0598704497694531,0.0475243544127101,0.0615855973236211
NFE2L2,MNT,0.0569802298763997,0.0562852504106434,0.0602632559193435,0.0579206471673045,0.0592359929344071,0.055040656291287,0.0671000854340337,0.0668422477487501,0.068965277858802,0.0555507510836731
TFDP3,MAFA,0.0567330216184528,0.0592769158768079,0.0589221238578456,0.0549031783746315,0.0610131420693379,0.0518612276444722,0.0599131014204454,0.0559544359182749,0.0509647376478886,0.0525259799909625
ATF2,HSF4,0.0567146411680915,0.0546508711438921,0.0661463509077962,0.06228352355131,0.0680664909869093,0.0658865266794022,0.0683145758820506,0.0592940545389556,0.0569745240114477,0.0595741571021874
ATF3,ATF5,0.0566787833341031,0.0418232618187181,0.0467718816485309,0.0402458490265534,0.0520372535377519,0.0419967030132885,0.0502403524893667,0.0428670846671589,0.046860952807808,0.0433496825476868
NFE2L2,POU4F1,0.0565983069552664,0.0468398761393623,0.0541071038666141,0.0598053811407983,0.0576209664115738,0.0507084293287561,0.0496343939314456,0.0577069834292468,0.0466879622788843,0.064598628624908
ZFPM2,HLX,0.0564085249443841,0.0541897080628069,0.0594579750514255,0.0648647994185158,0.0593564190682566,0.0523472755332243,0.0597884852069589,0.0468408133954252,0.0594702122732351,0.0605647649915502
HIF1A,BHLHE40,0.0563138125058912,0.0494382376931514,0.0424882863688463,0.0415624258757791,0.0415788054412424,0.0634743351564202,0.0475099370603054,0.0532001137009827,0.0529502009155177,0.0519782913959801
SPDEF,PTF1A,0.0561927894984754,0.0634015339947207,0.0504730838491219,0.0778979137013042,0.0632806874619625,0.0567304367742938,0.0602368202100988,0.0579436368769035,0.0576295552830747,0.069349364903267
DBP,CREB3,0.0560024703690944,0.0492780855558121,0.0398070834299956,0.0436327201175818,0.0349170048566968,0.0445909314932748,0.0438527155637219,0.0454591231752992,0.0441530479024318,0.0445851968183986
E2F3,SRSF2,0.0556961121924311,0.0606420241993501,0.0482203410890285,0.0538326070023821,0.0530829800717151,0.0518169010884548,0.0479558264430001,0.0423159843401695,0.0552368654922085,0.0591502247090184
ZFPM2,E2F5,0.0554418971506059,0.0499730725163215,0.0600865393855843,0.0498090269160424,0.0550679331887698,0.0509373587007595,0.0463301408151019,0.0526507986729292,0.056337842324391,0.0470872190683507
HIF1A,MLXIPL,0.0552757114142343,0.0496596527461054,0.0471749733490338,0.0569913469366969,0.0594362878133896,0.0579537648861766,0.0555201658700681,0.0472929308437972,0.0519727818727839,0.0619524887597753
BHLHE41,NFE2,0.0552194486955483,0.0667730574875048,0.0643373814606535,0.0676351876314558,0.0624755675898883,0.0598774506325424,0.061107793863937,0.0658442827845554,0.0617756837799996,0.0627030889011105
ATF2,TFDP3,0.0551910427915315,0.0598009034528303,0.0369225191627382,0.0535799413284371,0.0513135097518034,0.0462289023709887,0.0489157843806702,0.0409556713265659,0.0421539743884894,0.055341204727355
E2F3,TFDP1,0.0551214118432222,0.0507314377611436,0.0531381774836974,0.0459302233774431,0.0524452264047851,0.0537888771562853,0.0557747124736416,0.0534902361319288,0.0555179941431625,0.0509076456084391
E2F3,STOX1,0.0550374237762411,0.0590082789394705,0.059536996038892,0.0589624334452221,0.0632759407271877,0.0572042553300261,0.0647623653407942,0.0588660171363167,0.0631676494171407,0.0518620263729375
CREB1,MLXIPL,0.0549217582725635,0.0585721364991257,0.0599643959152085,0.0667622684458163,0.0539642653221024,0.06506023208407,0.0633318979944304,0.0661936999078138,0.0564572882199347,0.0620422683249011
NFE2L2,HDGF,0.0545605086619631,0.0437084606906313,0.0431204261243688,0.0503427382876957,0.0390229273587469,0.0510414945573656,0.0428443724249547,0.053043080436489,0.0325092683203644,0.0458069958538636
MAX,SOX11,0.0542782073530595,0.0682299040165256,0.0516528001711426,0.0627291315265499,0.0493902986143617,0.0598337103047096,0.0605953769543948,0.0484079040763221,0.0620463059426646,0.0557299754623171
NFKB,HSF4,0.0541422421267438,0.0746188328610309,0.063675353304859,0.0763372133835922,0.0658233192306797,0.0561623275262141,0.0602942349643625,0.0662119676602201,0.073557482268446,0.07816736181776
ZNF804A,SOX11,0.0538326239601777,0.0539130707598651,0.0543612528041031,0.0492346444964321,0.0506658243808366,0.0459965685095215,0.0551598342706859,0.0497301178732087,0.0507202690917991,0.0589081929820688
ZFPM2,KLF1,0.0536366339501603,0.0558031955851485,0.0530905151121999,0.0563975016802262,0.0583441001315191,0.0448174825523067,0.0521065789258618,0.0498763657913692,0.0523168237578688,0.059584670589202
SIRT1,HCFC1,0.053513929876954,0.0549744939295149,0.0633544341120281,0.0540018233408245,0.0745014556820246,0.0573656111011332,0.0706225684738341,0.0613554822557162,0.060685621284462,0.0676856522899651
CREB1,E2F5,0.0532924582322937,0.051826295995685,0.0477238008886097,0.0352995535617886,0.0548807912961532,0.0470950675433891,0.0606636672772735,0.0477275228040483,0.0565110994837966,0.0485575135152349
HOXD1,MLXIPL,0.0530607587745246,0.0528647931499625,0.0510939790706258,0.0555592261211084,0.044085898496311,0.0394174526502337,0.0462806167847102,0.0549318825226303,0.0555583886610906,0.0557398436164822
CREBZF,HSF4,0.0527160147092796,0.0330475721913012,0.0405109314976872,0.0435931682671762,0.041667860392957,0.0386314855889639,0.0398334543771466,0.0349129826747292,0.0385724101065203,0.0345338233906235
CEBPD,JDP2,0.0525667839037057,0.0457943017931854,0.0405724486834699,0.0445650330246718,0.0387467560607173,0.039200769598104,0.0355640984078334,0.0459164279060605,0.047141580636992,0.0452479434075823
PTF1A,HOXD13,0.0524889978710761,0.035084489095786,0.0468605867365216,0.0478297163713207,0.0473420526479151,0.0471043085269102,0.0411505229249663,0.0531135033589587,0.0488123114072717,0.0509124309583352
ENO1,NFIL3,0.0521295849258503,0.0508873804624742,0.0533683107896776,0.0436496547521254,0.057104103244684,0.0542517971359754,0.043453617772325,0.0567229456943414,0.0575674751697587,0.0440983381941087
HDGF,ARID3A,0.0520118497051827,0.0546424159309907,0.048275337136644,0.0541299828318799,0.0425067415308983,0.0561693562673542,0.0525137654531892,0.0480272307897142,0.057039345937593,0.0559928198020931
HOXD1,HDGF,0.0520014575024798,0.0498359776559543,0.0549142744385271,0.0389206199068853,0.0540444228136124,0.0526257165994071,0.0558829537567967,0.0519642106225714,0.0474453133496415,0.0453580101585979
HIF1A,CEBPA,0.0518436992319882,0.0474727480171633,0.0541244206668304,0.0401554972507744,0.0581110178236726,0.0475600459505635,0.0522176922033687,0.0526918514834731,0.054904066892962,0.056524306159411
MAX,ARID3A,0.051815584915973,0.0481400882656669,0.0400566796867135,0.0367839421616391,0.0532849234891658,0.0385670403795199,0.0405576276542179,0.041639576460379,0.037614301031827,0.0397250594311847
SPDEF,FOXM1,0.0514854760363184,0.0597952730269388,0.053570325490747,0.0537797281430564,0.0475171732487761,0.0477222169352267,0.0538128744598958,0.0531696191249548,0.0505740895898564,0.0471822105151872
ZBTB4,HOXD13,0.0514814103384622,0.0588606330254904,0.0540503924535669,0.048901915763977,0.0453391975601808,0.04486182055134,0.0475700134920152,0.0476644785535244,0.0537173145466903,0.0404637312586843
RBPJ,FEV,0.0514093832995083,0.0588719875454741,0.0416820525791147,0.0492421561022077,0.0431202231528914,0.0408690521995835,0.0434319569795202,0.0456763973049039,0.0465045683201247,0.0422318796304104
FOXF2,ATF5,0.0513981648528674,0.0641971519724836,0.0351961910286207,0.0593511676098506,0.0484617911035777,0.0470591361829266,0.0553018640195336,0.0609218552366397,0.0680821507734965,0.0474591636217866
TFDP3,BTG2,0.0513894245328032,0.052989715029006,0.0549090489117984,0.0602073713343679,0.0479998169153806,0.0497088853620216,0.0501559806702548,0.0440028769280209,0.047482847756356,0.049854693908174
BTG2,ENO1,0.05138010424878,0.0456669364230437,0.0398932858655426,0.0405446403881876,0.0431680239020447,0.0408470938048058,0.0410732771572777,0.0404444791362184,0.046094189708563,0.0468702757338325
ATF3,RBPJ,0.0512086538467947,0.0434784327026886,0.0452711152240126,0.0389327673510386,0.0466799596898589,0.0390673951997499,0.0516743851651499,0.050591492684307,0.045025344120626,0.0512985847160432
NAB2,SIRT1,0.0511516896911624,0.0464490183693631,0.0565156383195817,0.0549304243654438,0.0491572474823547,0.054581572988323,0.045716405732415,0.0600265289480051,0.0630359091021062,0.0499589208019148
MYBL2,CEBPA,0.0509607367902966,0.0530785614569844,0.0489709674704031,0.0632687822750472,0.0434525628130595,0.0568509404729548,0.0452683818417286,0.0596426015590899,0.0466091559996193,0.0562491279799239
NFE2L2,ATF2,0.0509064360780404,0.0463468299788285,0.0477983652194591,0.0482444001327153,0.050512222706367,0.0563611447421495,0.0476865704567641,0.0379761769908908,0.0546878005977736,0.0541817851921517
POU2AF1,HDAC7,0.0504704239568303,0.0534583019811086,0.0406903587133023,0.0441628767418219,0.0481761530669911,0.0491159241365218,0.0468744866774037,0.0409433810992786,0.0483729683201451,0.0558614470240727
NFE2L2,GATA1,0.0504602474762022,0.0496415896636273,0.0467525441973272,0.0505614657576848,0.0524549376286696,0.0497114040987916,0.0391247128283652,0.0486820271225827,0.0439567003696795,0.0449921358955194
ATF5,MBD1,0.05037614521519,0.0514204713205468,0.0431211331730952,0.0478729131553607,0.0528971996263699,0.0456284609176222,0.0520703481451745,0.0415998025105782,0.0549964234408011,0.0451693557556551
CTCFL,TCF12,0.050246352578141,0.0460688228099188,0.0430372760989925,0.0548945996734586,0.0467598035134673,0.0444405653473062,0.0445506927573202,0.0598291779163781,0.0490408648538611,0.059568920918684
SPDEF,POU2AF1,0.0501604608535822,0.0399168877663229,0.0642246197829876,0.0531092281619466,0.0579110392768013,0.0564995738145327,0.0622646265013276,0.0501445758985971,0.0597606613089472,0.0630199251622113
ETV6,CTCFL,0.0499808379957197,0.04706908655324,0.0521976562330701,0.0554514506752905,0.0488411660865511,0.059707997941703,0.04497213656415,0.0414018978802924,0.0399819863875655,0.0325376688183827
E2F3,FOXM1,0.0499649520358895,0.0560997234828032,0.0605478001472003,0.0544451474463369,0.0675896376694437,0.0595618706763323,0.0625987015614345,0.0601430581849551,0.0529534331677714,0.0547763561777717
NFE2L2,CREB1,0.0498776083767466,0.0471917015899645,0.0433130329510291,0.0479866833726453,0.0447994722561471,0.0324859432390575,0.0426653927468915,0.0419495530890357,0.0510521831750624,0.0446293843594247
TFDP3,HIF1A,0.0498361550552633,0.0693133856048377,0.0682393835403086,0.0655239184582245,0.0637180351459496,0.0611246718568393,0.0726864467099024,0.0569808482319106,0.0683361724140018,0.0624163751833699
VDR,FOXM1,0.0495260259329336,0.0585254469399784,0.0443683879583184,0.0570010070683885,0.0543124904856004,0.0522065601769289,0.0506438242787775,0.0515860874384807,0.0493697488835046,0.0534305523979574
TOX3,FOXO1,0.0494716013588185,0.0507587151864121,0.0440127247170372,0.0382367636610435,0.0476218582377416,0.0424642290417918,0.0587901082042387,0.0435433923824801,0.0405150300094169,0.0439231556378465
MAFA,ATF5,0.0493784224814783,0.0531802487463434,0.0565236108880549,0.0510320904209226,0.041896994430303,0.0573526891404814,0.0484453367846577,0.0462007144371299,0.0562984522598908,0.0414909173574117
FOXF2,POU2F2,0.0493308423548622,0.0570996773425908,0.0471405259408312,0.0603288261989437,0.0519159648370636,0.0440309820715856,0.0508127662420752,0.0569536989542669,0.0485418440671778,0.0474364215864601
ATF2,MYBL2,0.0492897454247602,0.0646922146487765,0.0515918701050395,0.0582968606335313,0.0616841352826109,0.0553145228275071,0.0491579579906646,0.057107355912976,0.051850437202571,0.0566344882444003
FOXF2,ZNF804A,0.049259638617917,0.0374389287662897,0.0455906502948088,0.0416569384926683,0.049447277606455,0.0453190825562347,0.0467419655619395,0.0433622062990758,0.0471910024055665,0.0398038542613549
E2F7,MNT,0.0491166353690658,0.0538287724548369,0.0471803342083815,0.0407294728927669,0.0382520474406652,0.0504687594345365,0.0490858961722801,0.047233694852031,0.051451764926876,0.0538598647336713
HDGF,TFDP1,0.0489545351651442,0.0581570679276166,0.0609984399627411,0.0597121859027298,0.0560808366295024,0.068548672908136,0.051537071013258,0.0543650941421182,0.0600144356025718,0.0604418979819567
ATF2,KLF1,0.0489248616614312,0.0336983713464334,0.0419640811800112,0.0396504008594386,0.0362302559589411,0.0449415072518979,0.051910937072821,0.0493674947148903,0.0437932378414278,0.0405708988813362
MEF2A,IKZF1,0.0487792103449594,0.0514709862762559,0.0429483476713454,0.0345147825653777,0.0394168687657926,0.0418591939031137,0.0295967713929241,0.0368314231401288,0.0343379996930159,0.0489806107445717
CREB1,ATF2,0.0484645661925212,0.0440857908398512,0.0451586144739203,0.047618896464592,0.0414655705387789,0.0494178021140473,0.0548054071444866,0.0480150568555645,0.049632177077466,0.043640477675234
HOXA1,CREB3,0.0483017070141434,0.0479314251404919,0.048604981936296,0.0431857208454306,0.044732322449909,0.0537478438739224,0.0433674223665923,0.0463779824021898,0.0462840479797047,0.0504492393891113
MYBL2,POU2AF1,0.0481752853337367,0.0510538669336186,0.044035789030122,0.0411965452307508,0.0401399775626212,0.0397431719729306,0.0398599122058046,0.038164770501072,0.0423604439171645,0.0495300974817325
FOXF2,SOX11,0.0481737205382662,0.0394704056655084,0.04014489695412,0.0439799083783301,0.0415229963361123,0.0444060762674135,0.0328093746071786,0.0458485998293474,0.0550210419019808,0.0443065802499672
BTG2,MAFB,0.0481234985504078,0.0397939386307923,0.0340050849736852,0.0417668233386218,0.0451752368987779,0.0461949931298101,0.0531743334699063,0.0383947789609694,0.0421649528972984,0.0446101386931852
SPDEF,MYBL2,0.0474236664704786,0.0604083773199469,0.0667414882499503,0.0640591469217305,0.0547203635267026,0.0605701047780974,0.0588892506272762,0.0531376216626947,0.0572508240076516,0.0754339057858171
HOXA1,KMT2B,0.0473962114855747,0.0380844837679931,0.0444055022868048,0.0458769255463262,0.0509193495602141,0.0416064554505647,0.0415569662947139,0.0460804873105614,0.0455045865354864,0.0471621271266019
RBPJ,POU2F2,0.0473710790410752,0.0513999094059917,0.0411864789692102,0.0366156070211394,0.0562495898891015,0.0523378986997304,0.0486039264444208,0.0328317508592281,0.0463784071285506,0.0497143940795566
SIRT1,ARID3A,0.0473008087646272,0.0441692857553146,0.0424148568966216,0.0456136176886586,0.0579506258415822,0.0436270193128153,0.0437098314361027,0.0370065855376879,0.0452398804115698,0.0520261238130284
RBPJ,SOX11,0.0472228398751988,0.0521088174151704,0.0522755573358446,0.0515593757789059,0.0629534735649689,0.0612803274141062,0.0483623691885354,0.059096630851267,0.0487623392989552,0.0475092827218921
ATF5,RBPJ,0.0471520244966261,0.0418602712761717,0.0441417996225347,0.0449867225181308,0.0520520470107402,0.0504918595862014,0.0427478924468575,0.0473140387241144,0.041039407972248,0.0502525482852131
ATF5,HOXD13,0.0469505831274694,0.0505729122380398,0.0509999080959451,0.0498109609236473,0.0595687725094275,0.0571414103032871,0.0441416655664689,0.0572591057900122,0.059835354439237,0.0553910284091402
ASCL2,NCOA2,0.0468877739083576,0.0566585221853586,0.053914046862204,0.0522867034440218,0.0474589781351436,0.0579450196676043,0.0479526390211765,0.0550310197593608,0.050730500980028,0.0525251476933586
ZFPM2,MLXIPL,0.0468621192025763,0.0529135202167496,0.0433213058781835,0.0417412294732328,0.0422373135021639,0.0416709539756551,0.0394807311244521,0.037978236480271,0.0407677491181096,0.0404938841381626
SPDEF,HDGF,0.0467924492449578,0.037201974841391,0.0357906733345208,0.0337863694995143,0.0361561110253597,0.0400616208872449,0.0360280031403069,0.0414602604006878,0.0416019863788405,0.0455428083210032
ATF2,KMT2B,0.0467252555891054,0.0405980728751266,0.0487457730350196,0.0486330385221171,0.0373260239053156,0.048641465823082,0.0333287723238705,0.0360826568594138,0.0460327190936768,0.0456384540090707
VDR,HCFC1,0.0466758650123057,0.0615571025516581,0.0481154435847188,0.0384727832907372,0.0420042366333326,0.0489183036017036,0.0580483812696847,0.0581701381839839,0.0477075888425005,0.05396467914054
NFE2L2,MYBL2,0.0466326462480722,0.0636206083636284,0.0597477941799607,0.0539746465460806,0.0518625207061276,0.0558851359560794,0.0559803132564453,0.0519694644907487,0.0522031942755603,0.0487803411586531
