,V1,V2,V3
716,NFIA,SALL3,0.692088549056188
717,NFIA,SMAD2,-0.692088549056188
718,NFIA,TBX1,-0.692088549056188
719,NFKB,NFKB,1
720,NFKB,ZBTB33,-1
721,NFKB,ZNF384,1
722,ZBTB33,ZBTB33,1
723,ZBTB33,ZNF384,-1
724,ZNF384,ZNF384,1
725,NAB2,NAB2,1
726,NAB2,RARA,-0.61162573798958
727,NAB2,TFDP3,0.61162573798958
728,NAB2,ZHX2,-0.509669424469177
729,NAB2,NFKB2,-0.552427178063819
730,NAB2,CREB5,-0.76380668746534
731,NAB2,HOPX,-0.76380668746534
732,NAB2,HOXB7,-0.76380668746534
733,NAB2,NR4A1,0.76380668746534
734,NAB2,SMARCA1,-0.76380668746534
735,RARA,RARA,1
736,RARA,TFDP3,-1
737,TFDP3,TFDP3,1
738,E2F5,E2F5,1
739,E2F5,ARNT,-0.595282362921941
740,E2F5,FOXO1,-0.595282362921941
741,E2F5,GTF3A,0.595282362921941
742,E2F5,HCFC1,0.71948519906052
743,E2F5,HIF1A,0.595282362921941
744,E2F5,LHX8,-0.595282362921941
745,E2F5,MECP2,0.595282362921941
746,E2F5,NEUROG2,-0.595282362921941
747,E2F5,PARK7,0.595282362921941
748,E2F5,SOX6,-0.595282362921941
749,E2F5,STOX1,0.561353290187278
750,E2F5,TBPL2,0.595282362921941
751,EGR4,EGR4,1
752,EGR4,ETV2,0.75950025363052
753,EGR4,FOXF2,0.597877371348168
754,EGR4,JDP2,1
755,EGR4,MAFB,1
756,EGR4,MAX,-0.733783602470259
757,EGR4,NFE2,0.707271490544326
758,EGR4,RUNX1,1
759,ETV2,ETV2,1
760,ETV2,JDP2,0.75950025363052
761,ETV2,MAFB,0.75950025363052
762,ETV2,MAX,-0.577397176526361
763,ETV2,NFE2,0.516269660748045
764,ETV2,RUNX1,0.75950025363052
765,ETV2,HTATIP2,0.616870118963793
766,ETV2,KLF15,-0.616870118963793
767,ETV2,KLF6,-0.616870118963793
768,ETV2,MLXIP,-0.616870118963793
769,ETV2,TBXT,-0.616870118963793
770,ETV2,ZNF202,0.616870118963793
771,ETV2,ZNF354C,0.616870118963793
772,FOXF2,FOXF2,1
773,FOXF2,JDP2,0.597877371348168
774,FOXF2,MAFB,0.597877371348168
775,FOXF2,RUNX1,0.597877371348168
776,FOXF2,FOXC1,-0.774834909332715
777,FOXF2,MYOD1,0.774834909332715
778,FOXF2,RUNX3,0.774834909332715
779,FOXF2,ZGPAT,0.774834909332716
780,JDP2,JDP2,1
781,JDP2,MAFB,1
782,JDP2,MAX,-0.733783602470259
783,JDP2,NFE2,0.707271490544326
784,JDP2,RUNX1,1
785,MAFB,MAFB,1
786,MAFB,MAX,-0.733783602470259
787,MAFB,NFE2,0.707271490544326
788,MAFB,RUNX1,1
789,MAX,MAX,1
790,MAX,NFE2,-0.540815339934578
791,MAX,RUNX1,-0.733783602470259
792,MAX,TP53,0.513275869635652
793,MAX,FHL2,0.710644459871626
794,MAX,FOXH1,0.710644459871626
795,MAX,FOXO4,0.515941072307058
796,MAX,HEY2,0.710644459871626
797,MAX,KLF3,0.710644459871626
798,MAX,MEIS2,-0.710644459871626
799,MAX,MXI1,0.710644459871626
800,MAX,NUPR1,-0.710644459871626
801,MAX,RELB,-0.710644459871626
802,MAX,SALL3,-0.710644459871626
803,MAX,SMAD2,0.710644459871626
804,MAX,TBX1,0.710644459871626
805,NFE2,NFE2,1
806,NFE2,RUNX1,0.707271490544326
807,NFE2,CEBPZ,0.675522595827456
808,NFE2,ELF1,0.675522595827456
809,NFE2,KLF9,-0.675522595827456
810,NFE2,NEUROD1,-0.675522595827456
811,NFE2,NFE2L3,0.675522595827456
812,NFE2,OTX2,0.675522595827456
813,NFE2,SOX5,0.675522595827456
814,NFE2,ZNF91,-0.675522595827456
815,RUNX1,RUNX1,1
816,ARID3A,ARID3A,1
817,ARID3A,ARNT,-0.730241359571098
818,ARID3A,E2F3,0.999108675310386
819,ARID3A,FOXO1,-0.730241359571098
820,ARID3A,GTF3A,0.730241359571098
821,ARID3A,HCFC1,0.5377728368656
822,ARID3A,HIF1A,0.730241359571098
823,ARID3A,LHX8,-0.730241359571098
824,ARID3A,MECP2,0.730241359571098
825,ARID3A,MITF,-0.519766684859939
826,ARID3A,NEUROG2,-0.730241359571098
827,ARID3A,PARK7,0.730241359571098
828,ARID3A,SOX6,-0.730241359571098
829,ARID3A,TBPL2,0.730241359571098
830,ARID3A,TFDP1,0.999958888765859
831,ARID3A,TP53,-0.528754131873441
832,ARID3A,ZHX2,-0.525093963436297
833,ARID3A,FOXO4,0.515559562065849
834,ARID3A,E2F1,0.714292836330115
835,ARID3A,E2F2,0.714292836330115
836,ARID3A,PLAGL1,-0.714292836330115
837,ARID3A,TFDP2,0.714292836330115
838,ARNT,ARNT,1
839,ARNT,E2F3,-0.700751676641713
840,ARNT,FOXO1,1
841,ARNT,GTF3A,-1
842,ARNT,HCFC1,-0.763876167913234
843,ARNT,HIF1A,-1
844,ARNT,LHX8,1
845,ARNT,MECP2,-1
846,ARNT,MITF,0.680617820591749
847,ARNT,NEUROG2,1
848,ARNT,PARK7,-1
849,ARNT,SOX6,1
850,ARNT,STOX1,-0.615882756309932
851,ARNT,TBPL2,-1
852,ARNT,TFDP1,-0.736406203039878
853,ARNT,TP53,0.693440955206611
854,ARNT,ZHX2,0.688216393731447
855,ARNT,ZNF804A,-0.706306279659634
856,E2F3,E2F3,1
857,E2F3,FOXO1,-0.700751676641714
858,E2F3,GTF3A,0.700751676641714
859,E2F3,HCFC1,0.51435999370264
860,E2F3,HIF1A,0.700751676641713
861,E2F3,LHX8,-0.700751676641714
862,E2F3,MECP2,0.700751676641714
863,E2F3,MITF,-0.500701727739592
864,E2F3,NEUROG2,-0.700751676641713
865,E2F3,PARK7,0.700751676641714
866,E2F3,SOX6,-0.700751676641714
867,E2F3,TBPL2,0.700751676641714
868,E2F3,TFDP1,0.998684840353374
869,E2F3,TP53,-0.509294371174159
870,E2F3,ZHX2,-0.505795129714302
871,E2F3,FOXO4,0.534477193399471
872,E2F3,E2F1,0.743198125034133
873,E2F3,E2F2,0.743198125034133
874,E2F3,PLAGL1,-0.743198125034133
875,E2F3,TFDP2,0.743198125034133
876,FOXO1,FOXO1,1
877,FOXO1,GTF3A,-1
878,FOXO1,HCFC1,-0.763876167913234
879,FOXO1,HIF1A,-1
880,FOXO1,LHX8,1
881,FOXO1,MECP2,-1
882,FOXO1,MITF,0.680617820591749
883,FOXO1,NEUROG2,1
884,FOXO1,PARK7,-1
885,FOXO1,SOX6,1
886,FOXO1,STOX1,-0.615882756309932
887,FOXO1,TBPL2,-1
888,FOXO1,TFDP1,-0.736406203039878
889,FOXO1,TP53,0.693440955206611
890,FOXO1,ZHX2,0.688216393731447
891,FOXO1,ZNF804A,-0.706306279659634
892,GTF3A,GTF3A,1
893,GTF3A,HCFC1,0.763876167913234
894,GTF3A,HIF1A,1
895,GTF3A,LHX8,-1
896,GTF3A,MECP2,1
897,GTF3A,MITF,-0.680617820591749
898,GTF3A,NEUROG2,-1
899,GTF3A,PARK7,1
900,GTF3A,SOX6,-1
901,GTF3A,STOX1,0.615882756309932
902,GTF3A,TBPL2,1
903,GTF3A,TFDP1,0.736406203039878
904,GTF3A,TP53,-0.693440955206611
905,GTF3A,ZHX2,-0.688216393731447
906,GTF3A,ZNF804A,0.706306279659634
907,HCFC1,HCFC1,1
908,HCFC1,HIF1A,0.763876167913235
909,HCFC1,LHX8,-0.763876167913234
910,HCFC1,MECP2,0.763876167913234
911,HCFC1,MITF,-0.541399448905364
912,HCFC1,NEUROG2,-0.763876167913234
913,HCFC1,PARK7,0.763876167913234
914,HCFC1,SOX6,-0.763876167913234
915,HCFC1,STOX1,0.81971361327113
916,HCFC1,TBPL2,0.763876167913234
917,HCFC1,TFDP1,0.542677077708149
918,HCFC1,TP53,-0.550839047425331
919,HCFC1,ZHX2,-0.546994568675542
920,HCFC1,ZNF804A,0.518764330965977
921,HCFC1,FOXM1,0.677964578722267
922,HCFC1,NFIL3,-0.677964578722267
923,HCFC1,NKX2-1,0.677964578722267
924,HCFC1,PLAG1,-0.677964578722267
925,HIF1A,HIF1A,1
926,HIF1A,LHX8,-1
927,HIF1A,MECP2,1
928,HIF1A,MITF,-0.680617820591749
929,HIF1A,NEUROG2,-1
930,HIF1A,PARK7,1
931,HIF1A,SOX6,-1
932,HIF1A,STOX1,0.615882756309932
933,HIF1A,TBPL2,1
934,HIF1A,TFDP1,0.736406203039878
935,HIF1A,TP53,-0.693440955206611
936,HIF1A,ZHX2,-0.688216393731447
937,HIF1A,ZNF804A,0.706306279659634
938,LHX8,LHX8,1
939,LHX8,MECP2,-1
940,LHX8,MITF,0.680617820591749
941,LHX8,NEUROG2,1
942,LHX8,PARK7,-1
943,LHX8,SOX6,1
944,LHX8,STOX1,-0.615882756309932
945,LHX8,TBPL2,-1
946,LHX8,TFDP1,-0.736406203039878
947,LHX8,TP53,0.693440955206611
948,LHX8,ZHX2,0.688216393731447
949,LHX8,ZNF804A,-0.706306279659634
950,MECP2,MECP2,1
951,MECP2,MITF,-0.680617820591749
952,MECP2,NEUROG2,-1
953,MECP2,PARK7,1
954,MECP2,SOX6,-1
955,MECP2,STOX1,0.615882756309932
956,MECP2,TBPL2,1
957,MECP2,TFDP1,0.736406203039878
958,MECP2,TP53,-0.693440955206611
959,MECP2,ZHX2,-0.688216393731447
960,MECP2,ZNF804A,0.706306279659634
961,MITF,MITF,1
962,MITF,NEUROG2,0.680617820591749
963,MITF,PARK7,-0.680617820591749
964,MITF,SOX6,0.680617820591749
965,MITF,TBPL2,-0.680617820591749
966,MITF,TFDP1,-0.523741143842913
967,MITF,ZNF804A,-0.504299166564331
968,MITF,CEBPZ,0.702353761923271
969,MITF,ELF1,0.702353761923271
970,MITF,KLF9,-0.702353761923271
971,MITF,NEUROD1,-0.702353761923271
972,MITF,NFE2L3,0.702353761923271
973,MITF,OTX2,0.702353761923271
974,MITF,SOX5,0.702353761923271
975,MITF,ZNF91,-0.702353761923271
976,NEUROG2,NEUROG2,1
977,NEUROG2,PARK7,-1
978,NEUROG2,SOX6,1
979,NEUROG2,STOX1,-0.615882756309932
980,NEUROG2,TBPL2,-1
981,NEUROG2,TFDP1,-0.736406203039878
982,NEUROG2,TP53,0.693440955206611
983,NEUROG2,ZHX2,0.688216393731447
984,NEUROG2,ZNF804A,-0.706306279659634
985,PARK7,PARK7,1
986,PARK7,SOX6,-1
987,PARK7,STOX1,0.615882756309932
988,PARK7,TBPL2,1
989,PARK7,TFDP1,0.736406203039878
990,PARK7,TP53,-0.693440955206611
991,PARK7,ZHX2,-0.688216393731447
992,PARK7,ZNF804A,0.706306279659634
993,SOX6,SOX6,1
994,SOX6,STOX1,-0.615882756309932
995,SOX6,TBPL2,-1
996,SOX6,TFDP1,-0.736406203039878
997,SOX6,TP53,0.693440955206611
998,SOX6,ZHX2,0.688216393731447
999,SOX6,ZNF804A,-0.706306279659634
1000,STOX1,STOX1,1
1001,STOX1,TBPL2,0.615882756309932
1002,STOX1,FOXM1,0.567442644871136
1003,STOX1,NFIL3,-0.567442644871136
1004,STOX1,NKX2-1,0.567442644871136
1005,STOX1,PLAG1,-0.567442644871136
1006,STOX1,FOXC1,-0.573621366256494
1007,STOX1,MYOD1,0.573621366256494
1008,STOX1,RUNX3,0.573621366256494
1009,STOX1,ZGPAT,0.573621366256494
1010,TBPL2,TBPL2,1
1011,TBPL2,TFDP1,0.736406203039878
1012,TBPL2,TP53,-0.693440955206611
1013,TBPL2,ZHX2,-0.688216393731447
1014,TBPL2,ZNF804A,0.706306279659634
1015,TFDP1,TFDP1,1
1016,TFDP1,TP53,-0.532811308366631
1017,TFDP1,ZHX2,-0.529117422465531
1018,TFDP1,FOXO4,0.511375957334462
1019,TFDP1,E2F1,0.707917561558148
1020,TFDP1,E2F2,0.707917561558148
1021,TFDP1,PLAGL1,-0.707917561558148
1022,TFDP1,TFDP2,0.707917561558148
1023,TP53,TP53,1
1024,TP53,ZNF804A,-0.512966068110683
1025,TP53,FHL2,0.689682513444482
1026,TP53,FOXH1,0.689682513444482
1027,TP53,HEY2,0.689682513444482
1028,TP53,KLF3,0.689682513444482
1029,TP53,MEIS2,-0.689682513444482
1030,TP53,MXI1,0.689682513444482
1031,TP53,NUPR1,-0.689682513444482
1032,TP53,RELB,-0.689682513444482
1033,TP53,SALL3,-0.689682513444482
1034,TP53,SMAD2,0.689682513444482
1035,TP53,TBX1,0.689682513444482
1036,ZHX2,ZHX2,1
1037,ZHX2,ZNF804A,-0.509436558531144
1038,ZHX2,NFKB2,0.506894665561308
1039,ZHX2,CREB5,0.69489696654631
1040,ZHX2,HOPX,0.69489696654631
1041,ZHX2,HOXB7,0.69489696654631
1042,ZHX2,NR4A1,-0.69489696654631
1043,ZHX2,SMARCA1,0.69489696654631
1044,ZNF804A,ZNF804A,1
1045,ZNF804A,ERF,-0.737945931022731
1046,CREB1,CREB1,1
1047,CREB1,DBP,1
1048,CREB1,KMT2B,-0.766746171322403
1049,CREB1,NCOA2,1
1050,CREB1,RB1,1
1051,CREB1,RBPJ,1
1052,DBP,DBP,1
1053,DBP,KMT2B,-0.766746171322403
1054,DBP,NCOA2,1
1055,DBP,RB1,1
1056,DBP,RBPJ,1
1057,KMT2B,KMT2B,1
1058,KMT2B,NCOA2,-0.766746171322403
1059,KMT2B,RB1,-0.766746171322403
1060,KMT2B,RBPJ,-0.766746171322403
1061,KMT2B,CREB5,0.608006558832575
1062,KMT2B,HOPX,0.608006558832575
1063,KMT2B,HOXB7,0.608006558832575
1064,KMT2B,NR4A1,-0.608006558832575
1065,KMT2B,SMARCA1,0.608006558832575
1066,NCOA2,NCOA2,1
1067,NCOA2,RB1,1
1068,NCOA2,RBPJ,1
1069,RB1,RB1,1
1070,RB1,RBPJ,1
1071,RBPJ,RBPJ,1
1072,FOXM1,FOXM1,1
1073,FOXM1,NFIL3,-1
1074,FOXM1,NKX2-1,1
1075,FOXM1,PLAG1,-1
1076,NFIL3,NFIL3,1
1077,NFIL3,NKX2-1,-1
1078,NFIL3,PLAG1,1
1079,NKX2-1,NKX2-1,1
1080,NKX2-1,PLAG1,-1
1081,PLAG1,PLAG1,1
1082,NKRF,NKRF,1
1083,NKRF,TFAM,1
1084,TFAM,TFAM,1
1085,AHRR,AHRR,1
1086,AHRR,EBF1,1
1087,AHRR,HOXA10,1
1088,AHRR,NFKB2,0.747936019917389
1089,AHRR,NR3C1,-0.715865888695388
1090,AHRR,PAX5,1
1091,AHRR,PITX3,1
1092,AHRR,TBX21,1
1093,AHRR,TEAD4,-1
1094,AHRR,TGFB1I1,1
1095,AHRR,ZBTB32,-1
1096,EBF1,EBF1,1
1097,EBF1,HOXA10,1
1098,EBF1,NFKB2,0.747936019917389
1099,EBF1,NR3C1,-0.715865888695388
1100,EBF1,PAX5,1
1101,EBF1,PITX3,1
1102,EBF1,TBX21,1
1103,EBF1,TEAD4,-1
1104,EBF1,TGFB1I1,1
1105,EBF1,ZBTB32,-1
1106,HOXA10,HOXA10,1
1107,HOXA10,NFKB2,0.747936019917389
1108,HOXA10,NR3C1,-0.715865888695388
1109,HOXA10,PAX5,1
1110,HOXA10,PITX3,1
1111,HOXA10,TBX21,1
1112,HOXA10,TEAD4,-1
1113,HOXA10,TGFB1I1,1
1114,HOXA10,ZBTB32,-1
1115,NFKB2,NFKB2,1
1116,NFKB2,NR3C1,-0.556488696472954
1117,NFKB2,PAX5,0.747936019917389
1118,NFKB2,PITX3,0.747936019917389
1119,NFKB2,TBX21,0.747936019917389
1120,NFKB2,TEAD4,-0.747936019917389
1121,NFKB2,TGFB1I1,0.747936019917389
1122,NFKB2,ZBTB32,-0.747936019917389
1123,NFKB2,CREB5,0.695662104476995
1124,NFKB2,HOPX,0.695662104476995
1125,NFKB2,HOXB7,0.695662104476994
1126,NFKB2,NR4A1,-0.695662104476995
1127,NFKB2,SMARCA1,0.695662104476995
1128,NR3C1,NR3C1,1
1129,NR3C1,PAX5,-0.715865888695388
1130,NR3C1,PITX3,-0.715865888695388
1131,NR3C1,TBX21,-0.715865888695388
1132,NR3C1,TEAD4,0.715865888695388
1133,NR3C1,TGFB1I1,-0.715865888695388
1134,NR3C1,ZBTB32,0.715865888695388
1135,NR3C1,FHL2,0.666452926744639
1136,NR3C1,FOXH1,0.666452926744639
1137,NR3C1,HEY2,0.666452926744639
1138,NR3C1,KLF3,0.666452926744639
1139,NR3C1,MEIS2,-0.666452926744639
1140,NR3C1,MXI1,0.666452926744639
1141,NR3C1,NUPR1,-0.666452926744638
1142,NR3C1,RELB,-0.666452926744639
1143,NR3C1,SALL3,-0.666452926744638
1144,NR3C1,SMAD2,0.666452926744639
1145,NR3C1,TBX1,0.666452926744639
1146,PAX5,PAX5,1
1147,PAX5,PITX3,1
1148,PAX5,TBX21,1
1149,PAX5,TEAD4,-1
1150,PAX5,TGFB1I1,1
1151,PAX5,ZBTB32,-1
1152,PITX3,PITX3,1
1153,PITX3,TBX21,1
1154,PITX3,TEAD4,-1
1155,PITX3,TGFB1I1,1
1156,PITX3,ZBTB32,-1
1157,TBX21,TBX21,1
1158,TBX21,TEAD4,-1
1159,TBX21,TGFB1I1,1
1160,TBX21,ZBTB32,-1
1161,TEAD4,TEAD4,1
1162,TEAD4,TGFB1I1,-1
1163,TEAD4,ZBTB32,1
1164,TGFB1I1,TGFB1I1,1
1165,TGFB1I1,ZBTB32,-1
1166,ZBTB32,ZBTB32,1
1167,DOT1L,DOT1L,1
1168,DOT1L,HDAC1,-1
1169,DOT1L,NEUROG1,1
1170,DOT1L,SP1,1
1171,DOT1L,STAT1,1
1172,HDAC1,HDAC1,1
1173,HDAC1,NEUROG1,-1
1174,HDAC1,SP1,-1
1175,HDAC1,STAT1,-1
1176,NEUROG1,NEUROG1,1
1177,NEUROG1,SP1,1
1178,NEUROG1,STAT1,1
1179,SP1,SP1,1
1180,SP1,STAT1,1
1181,STAT1,STAT1,1
1182,ARID4A,ARID4A,1
1183,ARID4A,ELF2,1
1184,ARID4A,ETS1,1
1185,ARID4A,ETV3,-1
1186,ARID4A,EWSR1,-0.76088829784413
1187,ARID4A,HDAC3,-1
1188,ARID4A,HHEX,1
1189,ARID4A,HOXB9,-1
1190,ARID4A,ING4,1
1191,ARID4A,NANOG,0.655261927492969
1192,ARID4A,NR2E1,-1
1193,ARID4A,SIN3A,1
1194,ARID4A,SIX1,1
1195,ELF2,ELF2,1
1196,ELF2,ETS1,1
1197,ELF2,ETV3,-1
1198,ELF2,EWSR1,-0.76088829784413
1199,ELF2,HDAC3,-1
1200,ELF2,HHEX,1
1201,ELF2,HOXB9,-1
1202,ELF2,ING4,1
1203,ELF2,NANOG,0.655261927492969
1204,ELF2,NR2E1,-1
1205,ELF2,SIN3A,1
1206,ELF2,SIX1,1
1207,ETS1,ETS1,1
1208,ETS1,ETV3,-1
1209,ETS1,EWSR1,-0.76088829784413
1210,ETS1,HDAC3,-1
1211,ETS1,HHEX,1
1212,ETS1,HOXB9,-1
1213,ETS1,ING4,1
1214,ETS1,NANOG,0.655261927492969
1215,ETS1,NR2E1,-1
1216,ETS1,SIN3A,1
1217,ETS1,SIX1,1
1218,ETV3,ETV3,1
1219,ETV3,EWSR1,0.76088829784413
1220,ETV3,HDAC3,1
1221,ETV3,HHEX,-1
1222,ETV3,HOXB9,1
1223,ETV3,ING4,-1
1224,ETV3,NANOG,-0.655261927492969
1225,ETV3,NR2E1,1
1226,ETV3,SIN3A,-1
1227,ETV3,SIX1,-1
1228,EWSR1,EWSR1,1
1229,EWSR1,HDAC3,0.76088829784413
1230,EWSR1,HHEX,-0.76088829784413
1231,EWSR1,HOXB9,0.76088829784413
1232,EWSR1,ING4,-0.76088829784413
1233,EWSR1,NR2E1,0.76088829784413
1234,EWSR1,SIN3A,-0.76088829784413
1235,EWSR1,SIX1,-0.76088829784413
1236,EWSR1,FHL2,-0.681351383745806
1237,EWSR1,FOXH1,-0.681351383745806
1238,EWSR1,HEY2,-0.681351383745806
1239,EWSR1,KLF3,-0.681351383745806
1240,EWSR1,MEIS2,0.681351383745806
1241,EWSR1,MXI1,-0.681351383745806
1242,EWSR1,NUPR1,0.681351383745806
1243,EWSR1,RELB,0.681351383745806
1244,EWSR1,SALL3,0.681351383745806
1245,EWSR1,SMAD2,-0.681351383745806
1246,EWSR1,TBX1,-0.681351383745806
1247,HDAC3,HDAC3,1
1248,HDAC3,HHEX,-1
1249,HDAC3,HOXB9,1
1250,HDAC3,ING4,-1
1251,HDAC3,NANOG,-0.655261927492969
1252,HDAC3,NR2E1,1
1253,HDAC3,SIN3A,-1
1254,HDAC3,SIX1,-1
1255,HHEX,HHEX,1
1256,HHEX,HOXB9,-1
1257,HHEX,ING4,1
1258,HHEX,NANOG,0.655261927492969
1259,HHEX,NR2E1,-1
1260,HHEX,SIN3A,1
1261,HHEX,SIX1,1
1262,HOXB9,HOXB9,1
1263,HOXB9,ING4,-1
1264,HOXB9,NANOG,-0.655261927492969
1265,HOXB9,NR2E1,1
1266,HOXB9,SIN3A,-1
1267,HOXB9,SIX1,-1
1268,ING4,ING4,1
1269,ING4,NANOG,0.655261927492969
1270,ING4,NR2E1,-1
1271,ING4,SIN3A,1
1272,ING4,SIX1,1
1273,NANOG,NANOG,1
1274,NANOG,NR2E1,-0.655261927492969
1275,NANOG,SIN3A,0.655261927492969
1276,NANOG,SIX1,0.655261927492969
1277,NANOG,ERF,-0.566868886786617
1278,NANOG,FOXJ1,-0.532338799413809
1279,NANOG,HIC1,-0.532338799413809
1280,NANOG,KCNIP3,-0.532338799413809
1281,NANOG,SOX17,0.532338799413809
1282,NR2E1,NR2E1,1
1283,NR2E1,SIN3A,-1
1284,NR2E1,SIX1,-1
1285,SIN3A,SIN3A,1
1286,SIN3A,SIX1,1
1287,SIX1,SIX1,1
1288,ERF,ERF,1
1289,FOXC1,FOXC1,1
1290,FOXC1,MYOD1,-1
1291,FOXC1,RUNX3,-1
1292,FOXC1,ZGPAT,-1
1293,MYOD1,MYOD1,1
1294,MYOD1,RUNX3,1
1295,MYOD1,ZGPAT,1
1296,RUNX3,RUNX3,1
1297,RUNX3,ZGPAT,1
1298,ZGPAT,ZGPAT,1
1299,FHL2,FHL2,1
1300,FHL2,FOXH1,1
1301,FHL2,FOXO4,0.693601816888694
1302,FHL2,HEY2,1
1303,FHL2,KLF3,1
1304,FHL2,MEIS2,-1
1305,FHL2,MXI1,1
1306,FHL2,NUPR1,-1
1307,FHL2,RELB,-1
1308,FHL2,SALL3,-1
1309,FHL2,SMAD2,1
1310,FHL2,TBX1,1
1311,FOXH1,FOXH1,1
1312,FOXH1,FOXO4,0.693601816888694
1313,FOXH1,HEY2,1
1314,FOXH1,KLF3,1
1315,FOXH1,MEIS2,-1
1316,FOXH1,MXI1,1
1317,FOXH1,NUPR1,-1
1318,FOXH1,RELB,-1
1319,FOXH1,SALL3,-1
1320,FOXH1,SMAD2,1
1321,FOXH1,TBX1,1
1322,FOXO4,FOXO4,1
1323,FOXO4,HEY2,0.693601816888694
1324,FOXO4,KLF3,0.693601816888693
1325,FOXO4,MEIS2,-0.693601816888694
1326,FOXO4,MXI1,0.693601816888694
1327,FOXO4,NUPR1,-0.693601816888693
1328,FOXO4,RELB,-0.693601816888694
1329,FOXO4,SALL3,-0.693601816888694
1330,FOXO4,SMAD2,0.693601816888694
1331,FOXO4,TBX1,0.693601816888693
1332,FOXO4,E2F1,0.689520813812191
1333,FOXO4,E2F2,0.689520813812191
1334,FOXO4,PLAGL1,-0.689520813812191
1335,FOXO4,TFDP2,0.689520813812191
1336,HEY2,HEY2,1
1337,HEY2,KLF3,1
1338,HEY2,MEIS2,-1
1339,HEY2,MXI1,1
1340,HEY2,NUPR1,-1
1341,HEY2,RELB,-1
1342,HEY2,SALL3,-1
1343,HEY2,SMAD2,1
1344,HEY2,TBX1,1
1345,KLF3,KLF3,1
1346,KLF3,MEIS2,-1
1347,KLF3,MXI1,1
1348,KLF3,NUPR1,-1
1349,KLF3,RELB,-1
1350,KLF3,SALL3,-1
1351,KLF3,SMAD2,1
1352,KLF3,TBX1,1
1353,MEIS2,MEIS2,1
1354,MEIS2,MXI1,-1
1355,MEIS2,NUPR1,1
1356,MEIS2,RELB,1
1357,MEIS2,SALL3,1
1358,MEIS2,SMAD2,-1
1359,MEIS2,TBX1,-1
1360,MXI1,MXI1,1
1361,MXI1,NUPR1,-1
1362,MXI1,RELB,-1
1363,MXI1,SALL3,-1
1364,MXI1,SMAD2,1
1365,MXI1,TBX1,1
1366,NUPR1,NUPR1,1
1367,NUPR1,RELB,1
1368,NUPR1,SALL3,1
1369,NUPR1,SMAD2,-1
1370,NUPR1,TBX1,-1
1371,RELB,RELB,1
1372,RELB,SALL3,1
1373,RELB,SMAD2,-1
1374,RELB,TBX1,-1
1375,SALL3,SALL3,1
1376,SALL3,SMAD2,-1
1377,SALL3,TBX1,-1
1378,SMAD2,SMAD2,1
1379,SMAD2,TBX1,1
1380,TBX1,TBX1,1
1381,CREB5,CREB5,1
1382,CREB5,HOPX,1
1383,CREB5,HOXB7,1
1384,CREB5,NR4A1,-1
1385,CREB5,SMARCA1,1
1386,HOPX,HOPX,1
1387,HOPX,HOXB7,1
1388,HOPX,NR4A1,-1
1389,HOPX,SMARCA1,1
1390,HOXB7,HOXB7,1
1391,HOXB7,NR4A1,-1
1392,HOXB7,SMARCA1,1
1393,NR4A1,NR4A1,1
1394,NR4A1,SMARCA1,-1
1395,SMARCA1,SMARCA1,1
1396,FOXJ1,FOXJ1,1
1397,FOXJ1,HIC1,1
1398,FOXJ1,KCNIP3,1
1399,FOXJ1,SOX17,-1
1400,HIC1,HIC1,1
1401,HIC1,KCNIP3,1
1402,HIC1,SOX17,-1
1403,KCNIP3,KCNIP3,1
1404,KCNIP3,SOX17,-1
1405,SOX17,SOX17,1
1406,FGF2,FGF2,1
1407,FGF2,HTATIP2,-0.662166034027362
1408,FGF2,KLF15,0.662166034027362
1409,FGF2,KLF6,0.662166034027362
1410,FGF2,MLXIP,0.662166034027362
1411,FGF2,TBXT,0.662166034027362
1412,FGF2,ZNF202,-0.662166034027362
1413,FGF2,ZNF354C,-0.662166034027362
1414,FGF2,CEBPZ,-0.719858713728863
1415,FGF2,ELF1,-0.719858713728863
1416,FGF2,KLF9,0.719858713728863
1417,FGF2,NEUROD1,0.719858713728863
1418,FGF2,NFE2L3,-0.719858713728863
1419,FGF2,OTX2,-0.719858713728863
1420,FGF2,SOX5,-0.719858713728863
1421,FGF2,ZNF91,0.719858713728863
1422,HTATIP2,HTATIP2,1
1423,HTATIP2,KLF15,-1
1424,HTATIP2,KLF6,-1
1425,HTATIP2,MLXIP,-1
1426,HTATIP2,TBXT,-1
1427,HTATIP2,ZNF202,1
1428,HTATIP2,ZNF354C,1
1429,KLF15,KLF15,1
1430,KLF15,KLF6,1
1431,KLF15,MLXIP,1
1432,KLF15,TBXT,1
1433,KLF15,ZNF202,-1
1434,KLF15,ZNF354C,-1
1435,KLF6,KLF6,1
1436,KLF6,MLXIP,1
1437,KLF6,TBXT,1
1438,KLF6,ZNF202,-1
1439,KLF6,ZNF354C,-1
1440,MLXIP,MLXIP,1
1441,MLXIP,TBXT,1
1442,MLXIP,ZNF202,-1
1443,MLXIP,ZNF354C,-1
1444,TBXT,TBXT,1
1445,TBXT,ZNF202,-1
1446,TBXT,ZNF354C,-1
1447,ZNF202,ZNF202,1
1448,ZNF202,ZNF354C,1
1449,ZNF354C,ZNF354C,1
1450,CEBPZ,CEBPZ,1
1451,CEBPZ,ELF1,1
1452,CEBPZ,KLF9,-1
1453,CEBPZ,NEUROD1,-1
1454,CEBPZ,NFE2L3,1
