,V1,V2,V3
1455,CEBPZ,OTX2,1
1456,CEBPZ,SOX5,1
1457,CEBPZ,ZNF91,-1
1458,ELF1,ELF1,1
1459,ELF1,KLF9,-1
1460,ELF1,NEUROD1,-1
1461,ELF1,NFE2L3,1
1462,ELF1,OTX2,1
1463,ELF1,SOX5,1
1464,ELF1,ZNF91,-1
1465,KLF9,KLF9,1
1466,KLF9,NEUROD1,1
1467,KLF9,NFE2L3,-1
1468,KLF9,OTX2,-1
1469,KLF9,SOX5,-1
1470,KLF9,ZNF91,1
1471,NEUROD1,NEUROD1,1
1472,NEUROD1,NFE2L3,-1
1473,NEUROD1,OTX2,-1
1474,NEUROD1,SOX5,-1
1475,NEUROD1,ZNF91,1
1476,NFE2L3,NFE2L3,1
1477,NFE2L3,OTX2,1
1478,NFE2L3,SOX5,1
1479,NFE2L3,ZNF91,-1
1480,OTX2,OTX2,1
1481,OTX2,SOX5,1
1482,OTX2,ZNF91,-1
1483,SOX5,SOX5,1
1484,SOX5,ZNF91,-1
1485,ZNF91,ZNF91,1
1486,E2F1,E2F1,1
1487,E2F1,E2F2,1
1488,E2F1,PLAGL1,-1
1489,E2F1,TFDP2,1
1490,E2F2,E2F2,1
1491,E2F2,PLAGL1,-1
1492,E2F2,TFDP2,1
1493,PLAGL1,PLAGL1,1
1494,PLAGL1,TFDP2,-1
1495,TFDP2,TFDP2,1
