"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","54/536","198/5665",0.272727272727273,2.88246268656716,8.71589726186894,1.71210931002525e-13,5.54723416448181e-11,3.82070709184582e-11,"595/1958/3725/1869/7124/7042/7048/8850/4791/890/1387/1385/958/5566/2353/5925/3112/1026/3383/2033/468/7132/7157/3559/894/1871/3122/7043/207/8061/5728/896/4609/4772/1111/23373/6929/920/1029/4790/3119/1386/1870/472/5970/5971/6688/7538/7040/598/6776/6513/3133/5530",54
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","79/536","386/5665",0.204663212435233,2.1630916015776,7.65172597824985,7.0149599920444e-12,1.13642351871119e-09,7.82721851743902e-10,"595/2956/3725/1869/7042/7048/596/183/4791/890/4851/1387/7186/5566/2353/2950/2099/5925/1026/3162/2033/4313/6667/2335/7157/3559/6775/894/1871/5915/7043/54205/207/5728/7422/896/4609/7480/1021/4853/8202/5881/2247/2064/330/4193/332/8323/4616/10912/405/7852/2253/1029/4790/10018/841/2932/1870/2260/3479/836/1027/1050/54567/5970/6502/6688/6932/1906/6774/7040/5467/1499/598/2100/6776/6513/5727",79
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","35/536","112/5665",0.3125,3.30282182835821,7.95670359123197,6.22819710186184e-11,6.72645287001078e-09,4.63290451085863e-09,"595/3725/1869/4791/4851/672/2353/8600/2099/5925/1026/6667/7157/1871/207/5728/4609/7480/1021/4853/8202/2247/2064/8323/4616/10912/2253/2932/1870/2260/3479/54567/6932/1499/2100",35
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","38/536","130/5665",0.292307692307692,3.08940872560276,7.79047494617934,8.59745839705021e-11,6.96394130161067e-09,4.79647678993327e-09,"7048/890/5327/8013/958/942/1026/1051/6667/7157/894/929/8864/4609/84444/330/1649/5328/4193/4616/10912/6929/2321/4790/3248/4066/3479/472/1027/1050/171558/5966/5970/6688/2120/598/4297/64332",38
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","45/536","176/5665",0.255681818181818,2.70230876865672,7.41610247794403,2.16388079346902e-10,1.40219475416793e-08,9.6577416466407e-09,"595/5710/3725/1869/7124/596/4791/890/1380/958/7186/5925/3112/1026/3383/3516/7157/894/1871/3122/54205/207/7097/896/4609/1021/4193/4616/10912/4790/10018/841/3119/1870/836/1027/2208/5970/5971/6502/3665/6774/9612/3133/953",45
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","26/536","70/5665",0.371428571428571,3.92563965884861,7.96154724707334,2.74421046941099e-10,1.48187365348194e-08,1.0206537184476e-08,"595/596/6241/1026/7157/894/54205/5728/896/64326/1021/4193/4616/10912/1111/1029/841/8493/50484/983/3479/472/836/7057/598/891",26
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","27/536","77/5665",0.350649350649351,3.70602345415778,7.72816503730464,5.63803745245096e-10,2.60960590656302e-08,1.79738938333775e-08,"595/1869/596/5327/1387/1385/2950/5925/1026/2033/468/7157/1871/207/5728/2064/5328/4193/4790/2932/1870/2260/3479/1027/5970/6932/1499",27
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","24/536","63/5665",0.380952380952381,4.02629708599858,7.80796665242747,7.38176795419888e-10,2.67692057878315e-08,1.84375296524375e-08,"3725/7124/7042/2353/8600/942/3112/3383/3122/7043/7422/7097/10673/6347/8741/2321/6352/3119/1435/533/528/7040/6348/4050",24
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","38/536","139/5665",0.273381294964029,2.88937506711049,7.29034041013938,7.43589049661985e-10,2.67692057878315e-08,1.84375296524375e-08,"595/1869/7042/596/4851/672/1387/1026/3162/2033/7157/894/1871/1545/5581/5728/7422/10253/4609/1021/4853/6624/2064/5243/5328/4193/4363/1788/1029/4790/10018/3925/1870/472/836/1027/7057/6774",38
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","27/536","81/5665",0.333333333333333,3.52300995024876,7.39292730155241,2.0594379568645e-09,6.67257898024097e-08,4.59579838795025e-08,"595/1958/3725/7124/7042/7048/596/183/3383/4313/2335/4846/7043/207/5581/7422/6347/4772/4790/836/1027/5970/1906/6774/7040/177/6776",27
