"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","42/715","122/5665",0.344262295081967,2.72761664564943,7.3310621220943,2.72921913473866e-10,3.15376433347579e-09,1.75563803989037e-09,"7124/3725/5604/5599/7099/5594/2335/6347/3586/3654/7186/207/4792/7409/5970/4790/920/998/6885/51135/2353/5747/3606/5295/6714/29110/4772/4615/6093/10454/148022/5605/5606/5290/4773/834/3688/3661/60/5881/3932/5601",42
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","64/715","234/5665",0.273504273504274,2.16699539776463,6.92865942667069,4.6888806425816e-10,5.22475271601949e-09,2.90851618806753e-09,"468/1435/7157/5604/7422/896/2688/7099/3667/5594/2335/1441/2261/3845/596/3679/2260/627/1385/7423/5106/4170/3320/1278/207/4846/4804/5970/4790/7097/3560/3559/5728/5747/5295/3479/5578/2064/3643/2253/2252/6696/10488/3326/4193/6446/1019/5605/5159/80310/898/572/5290/1017/5518/3454/3716/2247/5562/3688/7184/7057/3915/3673",64
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","45/715","143/5665",0.314685314685315,2.49327595481442,6.87340498217105,1.74249730578135e-09,1.87468675656476e-08,1.04360092723747e-08,"7124/5599/7099/5594/1387/581/596/3123/1051/1385/3586/3654/3656/4843/7040/207/5970/8717/4790/7097/3592/64127/2033/972/51135/3606/54106/6714/841/10892/3460/8915/2213/4615/929/5289/51561/3329/7132/572/3716/718/817/4800/5601",45
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","23/715","48/5665",0.479166666666667,3.79647435897436,7.39420168292014,2.1092054182511e-09,2.19357363498114e-08,1.2211189263559e-08,"7124/1435/6351/6347/6352/8764/3586/6348/7852/4049/3627/8743/3560/4055/3559/3606/1236/6367/7132/58985/7133/1230/57007",23
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","36/715","102/5665",0.352941176470588,2.79638009049774,6.95754193721205,2.45471584834415e-09,2.47055272478508e-08,1.37530769092287e-08,"7124/3725/5604/5599/5594/3845/3586/207/4792/7409/959/5970/4790/920/9020/5788/998/6885/2353/5295/4794/10892/4772/4793/8915/5781/1019/1326/5605/5058/7006/5290/5518/4773/3932/5601",36
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","44/715","140/5665",0.314285714285714,2.49010989010989,6.78466201409601,2.77874448172477e-09,2.70927586968165e-08,1.50820012988351e-08,"7124/3725/5599/7099/5594/596/81631/6347/6352/3320/7186/330/4792/331/7158/5970/4790/7128/64127/837/5580/6885/2633/51135/1508/3606/841/10010/29110/9641/4793/4615/3326/22900/10454/148022/57506/3454/10135/3716/834/329/3661/5601",44
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","50/715","171/5665",0.292397660818713,2.31668915879442,6.64429690807697,3.6176056277037e-09,3.42028168437441e-08,1.90400296194932e-08,"468/7124/7157/5604/7422/6351/5594/581/6667/355/3845/6347/5566/6352/1385/1869/1870/6348/7852/7186/207/4792/5970/8717/4790/1499/5747/5295/5578/6714/841/29110/4772/5579/10488/3554/4193/578/6093/6892/1019/5605/3135/7132/5290/3716/4773/1230/3661/5881",50
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","24/715","53/5665",0.452830188679245,3.5878084179971,7.19321876678027,3.94274473722501e-09,3.55173640856871e-08,1.97718119910202e-08,"7124/5599/3667/8660/79602/51094/5106/7186/207/4792/5970/8717/4790/4794/4793/5443/5781/6513/5465/7132/7133/9021/5562/5601",24
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","29/715","73/5665",0.397260273972603,3.14752370916754,7.01823424988176,3.98431968909952e-09,3.55173640856871e-08,1.97718119910202e-08,"7157/5604/5594/581/3845/4616/10912/1647/1869/1870/7040/207/4792/6777/5970/4790/613/6776/5295/4193/5781/578/7048/1019/5605/572/25/5290/4088",29
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","25/715","57/5665",0.43859649122807,3.47503373819163,7.13717905775631,4.22114810299381e-09,3.65832835592797e-08,2.03651882161982e-08,"7124/3725/5599/7099/5594/3586/3654/4843/3659/5970/4790/3592/51135/2353/23643/4615/929/51561/148022/834/840/718/3688/3661/5601",25
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","26/715","61/5665",0.426229508196721,3.37704918032787,7.0935897055923,4.34537330561126e-09,3.66420667932625e-08,2.03979116764113e-08,"7124/3725/5599/5594/1051/6347/4318/3320/7186/4792/3627/5970/8717/4790/7128/6885/2353/841/29110/9641/3326/727897/1994/27189/7184/5601",26
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","47/715","157/5665",0.299363057324841,2.3718765311122,6.62490920820005,4.68810174622929e-09,3.84600936825527e-08,2.14099711795587e-08,"7124/4313/7157/5604/7422/7099/5594/2335/355/3845/7477/2260/6385/5566/4318/857/1278/7040/207/5328/7409/7097/5336/998/1499/5747/5295/3479/5578/6714/2064/6382/5579/4193/5781/6093/5605/5058/5290/2247/7430/3688/817/7057/60/27250/3673",47
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","31/715","82/5665",0.378048780487805,2.9953095684803,6.91664428917807,4.80751171031909e-09,3.84600936825527e-08,2.14099711795587e-08,"7157/2335/581/596/4616/10912/1647/1869/1870/7186/4843/330/207/7185/4792/331/5970/4790/5728/5747/5295/6502/578/1019/898/5290/1017/329/3688/3915/3673",31
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","32/715","87/5665",0.367816091954023,2.91423519009726,6.83797818400677,5.99018683435239e-09,4.67234573079486e-08,2.60100217807406e-08,"3725/5599/5594/3123/3320/7040/4792/6777/5970/4790/920/3560/6776/3559/2353/4794/4772/3662/4793/3460/3554/3326/7048/51561/50943/3716/4773/196/4088/6778/3932/5601",32
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","49/715","169/5665",0.289940828402367,2.2972234865726,6.50649105621204,7.1105167612762e-09,5.41092982809311e-08,3.01215729296681e-08,"468/3725/7157/896/5610/890/5594/1387/581/5366/3845/2934/4791/5566/1385/8900/7186/7185/4792/6777/5970/8717/4790/4055/6776/998/2033/5295/5966/6714/841/6502/10488/4193/578/8850/1019/3135/898/572/5290/1017/3716/2959/5315/27044/718/3661/6722",49
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","38/715","115/5665",0.330434782608696,2.6180602006689,6.66206933231142,7.34636018553531e-09,5.45729613782623e-08,3.03796849777776e-08,"5604/5599/3667/5594/8660/1387/3845/4616/10912/1647/5106/3586/7040/207/6648/8743/2033/51701/5728/5295/3479/891/3643/6502/664/23411/9133/5347/4193/7048/6446/5605/5290/1017/5562/10733/4088/5601",38
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","30/715","79/5665",0.379746835443038,3.00876338851022,6.83288180090081,7.55818404791637e-09,5.48407772779049e-08,3.05287727761616e-08,"3725/5604/7099/5594/3845/207/4792/1457/5970/4790/7097/920/5728/2353/5295/54106/4794/4772/4793/3460/4615/5781/148022/5605/5606/5290/3716/4773/29126/3932",30
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","50/715","175/5665",0.285714285714286,2.26373626373626,6.45358959789039,8.54562300019728e-09,6.05962358195807e-08,3.37327223691998e-08,"7124/3725/5604/5599/7099/5594/581/355/3845/596/7852/3654/7186/207/4792/5970/8717/4790/7097/920/5336/6885/51135/2353/5747/5295/5578/891/841/29110/4772/8945/5579/9133/4615/578/10454/6892/5605/5058/3135/7132/5606/572/5290/7133/4773/3661/5881/5601",50
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","42/715","135/5665",0.311111111111111,2.46495726495727,6.54698458262146,9.03611983841347e-09,6.26504308796667e-08,3.48762520079116e-08,"468/3725/1543/5604/7422/896/5594/993/3845/596/8600/5566/1385/1869/3320/182/207/6777/331/5970/4790/6776/2353/409/5295/5578/6714/9641/2253/2252/5579/10488/3326/5605/5465/572/1139/9314/5290/2247/7184/196",42
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","31/715","84/5665",0.369047619047619,2.92399267399267,6.75148161839817,9.46827759646984e-09,6.4219621958665e-08,3.57497895518884e-08,"3725/4313/7157/5604/5599/5594/581/6667/3845/596/5566/1869/1870/4318/182/207/5469/2353/5747/5295/3479/6714/2064/4193/1019/5605/10498/572/5290/4851/5601",31
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","44/715","147/5665",0.299319727891156,2.37153322867609,6.40303973585835,1.48630390594322e-08,9.86652805647417e-08,5.49250043629635e-08,"3725/5604/5599/7422/896/5594/2335/596/3679/7423/857/330/1278/207/7409/331/998/1499/5728/3611/5747/5295/3479/5578/4638/6714/2064/6696/5579/6093/5058/7408/5159/80310/572/5290/329/3688/7057/60/5881/3915/3673/5601",44
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","34/715","100/5665",0.34,2.69384615384615,6.49461515733478,2.04633394729172e-08,1.33011706573962e-07,7.40449783559505e-08,"7124/5599/7099/355/79602/51094/3654/207/4792/5970/8717/4790/9020/3592/6885/1499/51135/23643/841/29110/9641/23411/51176/4615/929/10454/148022/5465/7132/5606/718/5562/3661/5601",34
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","16/715","28/5665",0.571428571428571,4.52747252747253,7.11100005696631,2.46927313966081e-08,1.55193060251945e-07,8.63928979135321e-08,"7124/7099/6347/3586/958/3383/7040/959/7097/3592/3606/54106/6403/6382/4615/7057",16
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","31/715","87/5665",0.35632183908046,2.82316534040672,6.51266097710021,2.48706827326835e-08,1.55193060251945e-07,8.63928979135321e-08,"7124/10062/5599/3667/8660/1385/5106/207/4846/4792/7376/5970/4790/5580/5728/5295/3643/5579/10488/5781/6513/5581/5770/5465/7132/183/5290/10724/9021/5562/5601",31
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","56/715","213/5665",0.262910798122066,2.08306247742867,6.12318571818942,2.84637332700118e-08,1.74131074122425e-07,9.69353145418359e-08,"7124/3725/7157/5599/7099/5594/8936/581/596/81631/8678/6352/7186/207/4792/5970/8717/4790/7307/837/5336/998/5580/6885/5333/3611/5747/3606/5295/6714/29110/10892/8945/4793/664/8915/4615/3554/4193/929/6093/5581/10454/5289/7132/826/7316/5290/10318/834/718/3688/3661/60/5601/8878",56
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","31/715","88/5665",0.352272727272727,2.79108391608392,6.43530287392754,3.3879871572044e-08,2.03279229432264e-07,1.13161514360066e-07,"5604/7422/7099/5594/1387/596/226/2034/4843/207/4846/3162/5970/4790/4055/5336/2033/5295/3479/5578/2064/5163/3643/3460/5579/2597/4878/6513/5605/5290/817",31
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","34/715","102/5665",0.333333333333333,2.64102564102564,6.3558401575875,3.6019892378199e-08,2.12041630603737e-07,1.18039369263214e-07,"468/3725/7157/5604/5599/3667/5594/581/3845/596/6272/627/3654/3656/207/4792/4804/5970/4790/5336/998/5580/51135/5295/396/4794/4793/5781/5605/572/25/5290/817/5601",34
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","36/715","112/5665",0.321428571428571,2.5467032967033,6.28295905609244,4.15926161256412e-08,2.40312893170371e-07,1.3377742028715e-07,"3725/7157/5604/5594/581/6667/3845/7477/8600/4616/10912/2260/1647/4791/1869/1870/182/207/675/1499/5728/2353/5295/3479/2064/2253/2252/51176/578/1019/1452/5605/1855/5290/2247/4851",36
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","25/715","64/5665",0.390625,3.09495192307692,6.40535648773684,7.11496866106115e-08,4.03612767682015e-07,2.24683220875615e-07,"7124/3725/7099/5594/3123/3586/3654/4843/7040/4792/5970/4790/7097/3592/6885/51135/2353/4793/3460/5579/4615/10454/3716/718/3688",25
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","24/715","61/5665",0.39344262295082,3.11727616645649,6.31837512768672,1.108627565889e-07,6.17663929566729e-07,3.43841256337754e-07,"7157/5604/5594/581/3845/4616/10912/1647/1869/1870/207/5336/5728/5295/3479/5578/5579/4193/578/1019/5605/5159/5290/817",24
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","37/715","121/5665",0.305785123966942,2.4227590591227,6.01207621784627,1.16452113049392e-07,6.37422092480881e-07,3.54840233668507e-07,"7124/5599/5610/7099/581/2495/355/596/292/3320/7186/330/6777/331/8717/8743/7128/6776/142/841/8837/3460/6775/3326/1540/148022/7132/3146/8605/3454/3716/834/329/817/6778/5601/8878",37
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","24/715","62/5665",0.387096774193548,3.06699751861042,6.21924309358722,1.59681689642119e-07,8.58977364971401e-07,4.78175658637926e-07,"5604/7422/5594/581/2261/3845/596/2621/207/5336/5728/5295/3479/5578/6714/2064/5579/5605/5159/80310/572/5290/3716/2247",24
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","61/715","252/5665",0.242063492063492,1.91788766788767,5.66477722907801,1.78796878312083e-07,9.45502136158812e-07,5.26342282274642e-07,"7124/7157/5604/7422/896/5610/890/5594/2335/1387/581/355/3845/7477/3679/5566/1385/1869/8900/1278/182/207/3659/5970/8717/4790/998/2033/1499/5728/5747/5295/841/29110/9641/6696/10488/4193/578/1019/1452/148022/5605/3135/5159/7132/898/572/1855/5290/1017/5518/3454/3716/5315/3688/3661/7057/4851/3915/3673",61
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","17/715","35/5665",0.485714285714286,3.84835164835165,6.42370329993906,2.16274147332297e-07,1.12462556612795e-06,6.26056742277703e-07,"4313/7157/5604/7422/5594/2261/3845/1869/1870/4318/6714/2064/4193/1019/5605/1612/7057",17
