"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","75/715","167/5665",0.449101796407186,3.55826807922616,12.7530470974501,8.15348372026245e-26,1.88137271184235e-23,1.04732286590414e-23,"468/1649/7124/3725/1543/7157/5599/3309/7099/5594/581/355/3845/596/3949/6347/3308/6352/6348/4318/3320/3654/7186/958/3383/207/4846/4792/6648/7409/177/959/5970/4790/7097/8743/3592/998/6885/51135/2353/5747/3606/5295/23643/5578/6714/841/10010/29110/6403/9641/4772/4615/3326/929/10454/148022/3329/7132/5606/572/5290/4773/834/840/19/9619/4780/27035/817/3661/7184/5451/5601",75
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","51/715","84/5665",0.607142857142857,4.81043956043956,13.3712113346762,1.20600814861689e-25,1.88137271184235e-23,1.04732286590414e-23,"7124/7099/6351/596/8600/4616/10912/1647/4791/597/3654/7186/958/3383/330/7185/4792/5328/4049/331/1457/959/5970/8717/4790/9020/4055/5971/7128/5336/6885/695/142/51135/23643/4050/10892/8837/10673/8915/5579/4615/3554/1540/929/10454/148022/115650/7132/329/3932",51
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","54/715","97/5665",0.556701030927835,4.41078509119746,12.8766429518051,1.63950214443207e-24,1.70508223020935e-22,9.49185452039619e-23,"468/7124/3725/1435/5604/5599/5594/355/1051/6347/6352/1385/4318/7186/3383/330/182/207/7185/4792/3659/4049/3600/3627/331/3726/5970/8717/4790/9020/7128/64127/602/6885/2353/5295/841/8837/6868/10488/1540/10454/1326/7132/4323/5606/5290/7133/840/329/9021/8986/83737/5601",54
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","61/715","137/5665",0.445255474452555,3.5277933745087,11.3822961571054,6.84421560588837e-21,5.33848817259293e-19,2.97183046045153e-19,"468/7124/3725/7157/5604/5599/7099/890/5594/1387/581/355/3845/596/1385/1869/8900/1870/4318/3654/7040/207/4792/6777/5970/4790/7097/6776/6885/2033/51135/2353/5295/5578/6714/841/29110/9641/4772/6775/5579/10488/4615/7048/10454/148022/5605/57506/5606/898/572/5290/1017/3454/3716/4773/5111/3661/4088/6778/5601",61
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","115/715","386/5665",0.297927461139896,2.36050219210841,10.5227465703425,1.00851587978701e-20,6.29313908987097e-19,3.50326568768121e-19,"3725/4313/7157/5604/5599/7422/896/890/5594/2335/1387/581/5366/6667/1441/355/2261/3845/596/7477/5888/4616/10912/2260/1647/4791/5566/1869/7423/8900/1870/7852/2034/4318/3320/7186/4843/330/1728/7040/182/207/7185/4792/6777/3162/3600/331/5970/675/4790/3592/3560/613/6776/5336/5371/998/3559/2033/1499/5728/2353/5747/5295/3479/5578/841/2064/2253/3460/6502/6775/2252/5579/51176/3326/4193/578/7048/5338/6093/6513/1019/51561/5605/5337/5159/898/9817/572/1855/4437/183/25/5290/1017/3454/1612/3716/2247/840/4780/329/3688/817/7184/2113/4851/5881/4088/3915/6778/3673/5601",115
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","40/715","83/5665",0.481927710843373,3.81835032437442,9.82994639089186,1.56678973653688e-15,8.14730662999175e-14,4.53544397418569e-14,"7124/3725/5604/5599/7099/6351/5594/6352/6348/3654/958/207/4792/3627/5970/4790/7097/3592/6885/51135/2353/5295/23643/54106/841/29110/9641/6696/4615/929/10454/1326/148022/5605/5606/5290/3454/3716/3661/5601",40
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","38/715","77/5665",0.493506493506494,3.91008991008991,9.77092353902746,3.01977022351077e-15,1.34595472819337e-13,7.49266296059062e-14,"468/7157/5604/5594/1387/3845/596/2260/1385/1869/1870/2119/4318/3320/207/4792/5328/5970/4790/2033/1499/5728/5295/3479/2064/10488/51176/3326/4193/5605/5159/80310/898/572/5290/1017/6935/7184",38
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","39/715","81/5665",0.481481481481481,3.81481481481481,9.69687230421989,3.72195858008332e-15,1.45156384623249e-13,8.08056796991773e-14,"7124/3725/4313/5599/7422/1958/5594/2335/581/3845/596/6347/7423/3383/1278/7040/207/4846/6777/177/5970/4790/6776/5336/998/5580/5333/5295/5578/4772/5579/7048/5581/1019/183/5290/27035/4088/5601",39
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","47/715","112/5665",0.419642857142857,3.32486263736264,9.44396820820289,4.19743305231675e-15,1.45511012480314e-13,8.10030939920776e-14,"3725/7157/5599/896/5610/7099/581/355/596/3654/207/4792/6777/1457/5970/8717/4790/7097/3592/3560/7128/6776/3559/6885/51135/2353/5295/54106/841/29110/9641/4793/2213/4615/578/1019/57506/898/572/27102/5290/1017/3454/3716/4179/3661/5601",47
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","66/715","198/5665",0.333333333333333,2.64102564102564,8.93275595075892,9.69528957497779e-15,3.02493034739307e-13,1.68391871565404e-13,"468/7124/3725/7157/5604/5599/1958/896/890/5594/1387/581/3845/3123/4791/5566/1385/1869/8900/292/1870/958/3383/7040/207/4792/6777/4049/3600/331/5970/4790/920/9020/4487/3560/4055/5971/6776/3559/2033/5728/2353/5295/4772/10488/9133/3554/7048/6513/8850/1019/5605/3135/115650/7132/898/5290/1017/3716/4773/2113/4088/6722/3932/5601",66
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","61/715","176/5665",0.346590909090909,2.74606643356643,8.94298548403098,1.40339069750855e-14,3.98052634202425e-13,2.21588004869771e-13,"7124/3725/7157/5599/896/5610/890/581/7431/355/596/3123/4616/10912/1647/4791/1869/8900/1870/3654/7186/958/3383/207/4792/3627/5970/8717/4790/7097/9020/5971/7128/1380/5336/6885/695/51135/5295/841/29110/4794/9641/4793/6502/4615/4193/578/10454/6892/1019/57506/3135/5606/898/5290/1017/3454/3716/3661/5601",61
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","51/715","139/5665",0.366906474820144,2.90702822357499,8.65109585684211,1.76671628124914e-13,4.59346233124777e-12,2.55708935443955e-12,"7157/5604/7422/3667/5594/8660/1387/993/7431/2261/3845/596/1869/1870/4363/4318/4170/900/5328/3162/4790/8651/5336/5243/2033/5728/3925/5295/5578/599/2064/5579/23411/994/4193/578/6093/5581/5605/5159/8626/898/25/5290/6624/7430/6935/7057/1786/4851/27250",51
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","68/715","220/5665",0.309090909090909,2.44895104895105,8.33063594223597,2.46110745918873e-13,5.90665790205296e-12,3.28811927745863e-12,"468/1649/7124/3725/1435/7157/5604/5599/3315/7422/5594/355/2261/3845/4616/10912/2260/627/1647/4791/5566/7423/3654/7186/7040/207/4804/4296/5970/8717/4790/9020/5971/998/6885/51701/3925/51135/2353/409/3479/5578/2064/4772/3643/2253/2252/5579/994/4615/3554/7048/929/10454/1843/1326/5605/5058/5159/80310/7132/5606/8605/2247/8986/5881/6722/5601",68
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","52/715","146/5665",0.356164383561644,2.82191780821918,8.47592403041136,4.00686998900074e-13,8.92959597548735e-12,4.97092893372272e-12,"7124/1435/9518/2688/6351/1441/355/8600/6347/6352/8764/3586/6348/7852/958/7040/4804/4049/3600/3627/959/920/8743/3592/3560/4055/3604/268/3559/3606/1236/4050/10673/3460/7293/3554/7048/6367/51561/8784/115650/7132/58985/27189/7133/3454/8741/1230/57007/1270/2660/8742",52
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","48/715","130/5665",0.369230769230769,2.92544378698225,8.44025856473489,7.14272357079828e-13,1.48568650272604e-11,8.27052202934537e-12,"7124/5604/896/5610/7099/5594/1387/581/355/3123/6347/6352/292/3383/207/4792/3627/5970/8717/4790/8743/3592/5371/2033/51135/3606/5295/5578/841/29110/9641/4793/3460/5579/4615/578/1019/148022/5605/57506/7132/5290/3454/3716/834/9021/3661/60",48
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","52/715","152/5665",0.342105263157895,2.71052631578947,8.12399414123185,2.46679328842335e-12,4.81024691242554e-11,2.6777690301964e-11,"7124/7157/5610/581/355/596/3123/6347/6352/8764/3654/7186/330/207/4792/4049/5970/8717/4790/7097/3592/5371/8893/6885/972/51135/5295/54106/6714/841/29110/9641/3460/4615/5781/578/10454/6892/148022/57506/3135/7132/572/27102/5290/3454/3716/718/329/9021/3661/5451",52
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","45/715","121/5665",0.371900826446281,2.94659885568976,8.22563779224543,2.86489949504026e-12,5.25793319089742e-11,2.92698710019593e-11,"468/1649/7124/3725/7157/5604/5599/5594/581/5366/355/3845/596/4616/10912/1647/4170/597/7186/330/207/7185/4792/331/5970/8717/4790/9020/8743/142/1508/2353/5295/841/8837/6709/578/5605/7132/572/5290/840/329/60/5601",45
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","34/715","76/5665",0.447368421052632,3.54453441295547,8.48711552731989,3.23535570194356e-12,5.60794988336883e-11,3.12183444924379e-11,"7124/3725/5599/7099/5594/355/6347/6352/3586/6348/3654/4843/7040/207/4792/5970/4790/7097/3592/51135/2353/5295/54106/841/8837/3460/4615/7048/148022/7132/5290/5518/718/5601",34
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","52/715","154/5665",0.337662337662338,2.67532467532468,8.01043653242683,4.39683128230551e-12,7.22005978989115e-11,4.01926405307706e-11,"3725/7157/5604/5599/7422/5610/5594/1387/581/355/3845/81631/8678/1385/1869/1870/7186/3383/207/4792/5970/8717/4790/5336/2033/1499/2353/5295/100507436/6714/841/29110/9641/4772/51176/578/5289/1019/148022/5605/3135/7132/7316/5290/3454/3716/2247/4773/718/1230/3661/5601",52
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","43/715","115/5665",0.373913043478261,2.96254180602007,8.08040984745833,7.19855419365606e-12,1.12297445421034e-10,6.25137601028026e-11,"7124/3725/1435/5604/5599/5594/8600/4791/1385/7186/7040/207/4792/3726/5970/4790/54/9020/5971/8651/5336/6885/695/2353/5295/4772/3460/2213/3554/1540/7048/10454/7006/7132/5290/3454/3716/4773/27035/9021/3932/5601/8878",43
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","39/715","99/5665",0.393939393939394,3.12121212121212,8.09174410712247,1.06451221810842e-11,1.58156100976108e-10,8.80423639037039e-11,"7124/5599/7099/5594/596/3949/3123/3586/3654/958/4843/330/7040/207/4792/331/959/5970/4790/7097/3592/8651/6885/51135/23643/841/4793/3460/4615/10454/7132/5606/240/572/3716/329/3688/3915/5601",39
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","41/715","108/5665",0.37962962962963,3.00783475783476,8.00629690107022,1.27372561180123e-11,1.80637450400902e-10,1.00557285142203e-10,"7124/3725/4313/7157/5599/7422/596/6347/6385/4318/3320/857/3383/1728/207/4846/3162/5970/4790/6885/1499/2353/5747/5295/6714/6382/3554/3326/1843/387082/7132/9817/5290/4780/27035/5562/7184/60/5881/5601/8878",41
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","26/715","50/5665",0.52,4.12,8.42125386458724,1.71539688893262e-11,2.32697317107381e-10,1.29537980171113e-10,"7157/5604/5594/581/3845/4616/10912/2260/1647/1869/1870/207/5728/5295/3479/2253/2252/4193/578/1019/5605/5159/80310/572/5290/2247",26
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","32/715","73/5665",0.438356164383562,3.47312961011591,8.082333554697,2.78312982968414e-11,3.61806877858938e-10,2.01410711358721e-10,"7157/5604/5599/7422/5594/581/3845/5888/4616/10912/1647/1869/1870/7040/207/5970/675/4790/998/5295/2064/578/7048/5338/1019/5337/572/5290/3716/5881/4088/5601",32
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","35/715","86/5665",0.406976744186047,3.22450805008945,7.89981771807011,4.22374533069712e-11,5.27123417271e-10,2.93439149290537e-10,"7124/3725/5599/5594/3845/4791/3586/207/4792/3659/5970/4790/9020/3592/5971/5336/5580/602/5295/6714/841/9641/10892/4772/8915/4193/5781/1540/6367/51561/5058/5290/4773/834/5601",35
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","42/715","117/5665",0.358974358974359,2.84418145956607,7.66020513661939,5.91744224183864e-11,7.10093069020637e-10,3.95294724657237e-10,"7124/10062/7157/5604/5610/5594/581/355/3845/3949/1869/1870/7186/207/4792/3627/5970/8717/4790/1499/5295/841/29110/8554/9641/8837/578/1019/148022/5605/57506/5465/7132/572/27102/5290/1017/5518/3454/3716/9021/3661",42
