"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","36/706","70/5665",0.514285714285714,4.1266693646297,9.93111135848545,2.06076964715913e-15,6.73871674621035e-13,5.01092408940799e-13,"900/1647/4194/8795/64065/3732/50484/9133/8493/1111/317/6477/2810/841/11200/64326/10572/84883/8797/894/51246/901/1021/842/9134/83667/9538/27244/575/9540/55367/143686/25898/64393/55240/10912",36
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","32/706","84/5665",0.380952380952381,3.05679212194793,7.16540843563758,1.5618281452311e-09,2.55358901745284e-07,1.8988542186757e-07,"1647/353376/4790/5970/958/8740/1147/3932/4791/51588/1459/8600/84433/142/60401/4049/4067/9020/5971/597/5579/959/8837/4055/8717/7185/7186/7189/55367/7132/4792/10912",32
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","38/706","115/5665",0.330434782608696,2.65143490577657,6.75042019366075,5.13112319876294e-09,5.5929242866516e-07,4.15891038215522e-07,"1647/3845/5604/9133/3265/1147/23411/8743/3643/5564/847/2309/894/673/5595/10018/1030/80854/604/6300/7048/901/6502/7874/10365/6794/208/114907/8660/5603/5106/51701/5896/4088/1032/8698/1901/10912",38
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","39/706","121/5665",0.322314049586777,2.58627349987123,6.65466292197659,7.15056225553831e-09,5.84558464390257e-07,4.34678916060355e-07,"2353/1647/4790/5970/3845/5604/8795/8772/3265/1513/317/1147/839/8743/841/843/8797/1616/578/5595/10018/835/9131/572/840/142/3708/842/208/9020/597/8837/8717/7185/7186/55367/7132/4792/10912",39
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","52/706","198/5665",0.262626262626263,2.10733396285804,5.98416551640439,6.19688808269449e-08,4.0527648060822e-06,3.01364452021564e-06,"2353/4790/5970/3845/2113/5604/958/9133/3265/1111/9519/3123/1147/8295/3932/292/1958/4791/3133/8850/11200/5566/8900/894/701/1385/5595/1030/991/7048/4214/208/4049/7514/8061/9134/706/4087/3559/9020/3106/64784/5971/4088/4055/4487/7132/4792/3600/3105/567/1959",52
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","31/706","97/5665",0.319587628865979,2.56439648374755,5.86340649400246,3.18603357653768e-07,1.73638829921304e-05,1.29118202838632e-05,"2353/4790/5970/5604/8772/1147/841/843/3659/1385/5595/10059/840/6300/5606/9021/208/4049/602/1435/5603/9020/7133/8837/8717/7185/7186/7132/4792/3600/1051",31
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","38/706","142/5665",0.267605633802817,2.147288832143,5.22391781044373,2.37367933879237e-06,0.000110884734826444,8.2454124400156e-05,"1647/4790/5970/3845/2113/5604/9133/3265/1111/23411/292/204851/3133/11200/805/8900/2309/894/8878/5595/1030/147746/6300/7248/7048/5606/3708/1021/208/9134/4087/5603/3106/4088/3364/3105/1875/10912",38
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","33/706","117/5665",0.282051282051282,2.26320185951914,5.2091202101872,3.18103498499331e-06,0.000123096420192488,9.15347595830186e-05,"5610/4790/5970/3845/5604/8772/3265/317/1147/2932/10971/841/578/673/5595/100506658/572/1499/5515/1021/9021/842/208/7532/10197/49861/8837/949/8717/7186/7189/7132/4792",33
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","26/706","82/5665",0.317073170731707,2.54422027223105,5.31433931832761,3.38797486768316e-06,0.000123096420192488,9.15347595830186e-05,"1647/4790/5970/317/1147/9618/2272/51426/578/1030/1164/1163/5747/79444/6502/1021/842/208/9134/1284/7185/7186/7189/4792/1285/10912",26
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","42/706","167/5665",0.251497005988024,2.01803192481892,5.03830186118436,4.05887746555057e-06,0.000132725293123504,9.86948099518086e-05,"2353/353376/4790/5970/3845/8795/4846/958/3265/834/317/1147/839/2932/8743/1543/841/3309/805/8797/5578/5595/29108/572/5747/840/5908/6300/5606/3708/842/208/4067/3312/4688/5603/959/3606/7186/7189/7132/4792",42
