"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","19/706","53/5665",0.358490566037736,2.87655673739911,5.17854461400722,9.81554138213251e-06,0.000291789275632485,0.000216975125289245,"4790/5970/1147/5564/5443/51094/79602/9021/6794/208/8660/1374/7133/5106/51703/8717/7186/7132/4792",19
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","42/706","175/5665",0.24,1.9257790368272,4.69361121922799,1.43000229070886e-05,0.000389675624218165,0.000289763622064691,"2353/4790/5970/3845/5604/8772/9133/3265/1111/995/1147/841/3133/805/578/5578/5595/1642/572/5747/6300/5606/3708/3985/842/208/2776/9730/7465/5603/54331/7133/25939/3106/5579/8717/7186/7189/7132/4792/3105/567",42
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","22/706","71/5665",0.309859154929577,2.48633443721821,4.75500964551834,2.87411466255874e-05,0.000722950380505159,0.000537587438907747,"4790/5970/3845/3265/23411/3643/5564/847/5566/2309/1385/51094/7248/79602/79813/9821/6794/208/8660/83667/27244/143686",22
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","75/706","386/5665",0.194300518134715,1.55908276945207,4.29299959850782,3.43254867804681e-05,0.000801745298372363,0.00059617950723971,"2353/1647/4790/5970/3845/2113/5604/8772/3815/3265/317/1147/8031/2932/675/841/9618/4791/3566/5566/51426/805/8900/578/5578/894/673/5595/10018/54361/2260/572/1030/1164/6093/1163/5747/840/1499/8453/79444/2950/5159/9817/7048/10683/6502/1021/1612/842/208/11186/2776/9134/861/3728/4087/3559/54331/3714/112398/5579/4088/6934/2735/1284/7185/7186/7189/51384/1488/4792/3600/1285/10912",75
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","30/706","115/5665",0.260869565217391,2.09323808350782,4.46872983583926,4.66380348730651e-05,0.00101670916023282,0.00075602709162653,"2353/4790/5970/5604/2274/1513/1147/3932/54/126014/4791/8878/1385/5595/8600/6300/7048/3708/9021/208/8061/4688/1435/5603/9020/5971/7186/7189/7132/4792",30
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","27/706","100/5665",0.27,2.1665014164306,4.44037455030728,5.82313190602195e-05,0.00119010258329324,0.00088496280940202,"4790/5970/8772/1147/23411/2932/6720/841/5564/2309/1499/717/51094/6300/79602/5606/208/1374/5603/9020/6934/9663/6319/8717/7189/7132/4792",27
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","34/706","139/5665",0.244604316546763,1.96272443801333,4.33581631022092,6.22860359921049e-05,0.00119809022173049,0.000890902434314318,"1545/900/4790/3845/4194/5604/8626/4363/3265/1786/995/23411/2146/578/5578/894/5595/10018/6093/27250/5159/6464/27165/23405/3190/1021/994/11186/8660/9134/6659/9493/5579/599",34
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","33/706","137/5665",0.240875912408759,1.93280742747255,4.1699916045773,0.000109861085338013,0.00199060097655731,0.00148021511535406,"2353/353376/4790/5970/3845/5604/8772/3265/317/1147/10971/841/843/8900/5578/1385/673/5595/1642/572/6300/7048/5606/4214/842/208/9134/5603/5579/4088/7189/4792/1959",33
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","18/706","57/5665",0.315789473684211,2.53391978529894,4.39139995728686,0.000115661830442168,0.00199060097655731,0.00148021511535406,"2353/4790/5970/3845/5604/3265/2932/3659/2309/894/5595/8600/6464/6300/9021/208/3972/5603",18
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","17/706","53/5665",0.320754716981132,2.5737612913571,4.34295052031621,0.000143813197791566,0.00225288888541401,0.00167525296163089,"1647/3845/5604/3265/2932/51426/578/2309/673/5595/572/1499/3611/842/208/6934/10912",17
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","21/706","73/5665",0.287671232876712,2.30829679071753,4.24473950744368,0.000144680937595395,0.00225288888541401,0.00167525296163089,"1647/4790/5970/3845/5604/3265/1147/51426/578/673/5595/572/6464/7048/1021/208/861/4088/1488/4792/10912",21
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","38/706","169/5665",0.224852071005917,1.80423085304323,4.00467834258135,0.000163122982960764,0.00242460070128045,0.00180293823272424,"5610/4790/5970/3845/3265/1111/9519/10971/841/4791/3133/8850/5566/8900/578/894/1385/5595/1642/572/1030/991/6502/3190/1021/7874/8970/4067/7532/9134/3106/4055/8717/7185/7186/4792/3105/1959",38
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","39/706","176/5665",0.221590909090909,1.77806303116147,3.95632005929676,0.000186108949628433,0.00264598376210858,0.00196755914710151,"5610/1647/4790/5970/8772/958/3123/317/1147/965/841/4791/3133/51426/8900/578/894/10018/6300/5606/6502/1021/7874/842/208/4067/25942/9134/5603/9020/3106/5971/8717/7186/7189/4792/3105/567/10912",39
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","31/706","130/5665",0.238461538461538,1.91343429941164,3.97518273559428,0.000214464195777277,0.0029220746674654,0.00217286093090136,"5610/4790/5970/64499/5604/8795/8772/834/3123/317/1147/292/8743/841/8797/578/5578/5595/29108/1021/9021/842/208/7514/11100/5579/3606/8717/7177/7132/4792",31
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","12/706","32/5665",0.375,3.00902974504249,4.29990043060967,0.000267718721851374,0.00350176088181597,0.00260391683148073,"1647/3845/5604/3265/8031/51426/578/673/5595/1499/6934/10912",12
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","18/706","61/5665",0.295081967213115,2.36776111085311,4.05222008039913,0.000301408542747728,0.00379079205686566,0.00281884102731681,"2353/4790/5970/8772/1147/2932/841/9618/1994/5595/6300/8061/5603/8717/7186/7189/4792/1051",18
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","15/706","47/5665",0.319148936170213,2.56087637875957,4.05409096045434,0.00037369242467011,0.00452583047656022,0.00336541715784778,"4790/5970/834/317/841/4791/58484/29108/840/842/3312/1915/23786/3606/4792",15
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","45/706","220/5665",0.204545454545455,1.64128895184136,3.66043816679694,0.000423247568938309,0.00494292696581525,0.00367557099341163,"2353/1647/4790/5970/3845/5604/3815/3265/1147/3643/5494/4791/1843/1847/5566/1616/5578/9448/673/5595/2260/1846/4763/5908/5159/6300/7048/5606/4214/994/208/3312/1435/5603/9020/5971/51701/5579/6197/8717/7186/7189/4804/7132/10912",45
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","37/706","171/5665",0.216374269005848,1.73620429733446,3.68823847949698,0.000444492491428394,0.00501203602403741,0.00372696063593318,"4790/5970/3845/5604/8772/3265/1147/2932/841/3133/5566/805/578/5578/1385/5595/6093/5747/1499/6300/7248/3708/1021/842/208/2776/5603/54331/3106/5579/8717/7186/3587/7132/4792/3105/567",37
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","18/706","63/5665",0.285714285714286,2.29259409146095,3.89249270754394,0.000466941621569922,0.00508966367511215,0.00378468472219832,"1647/3845/5604/3265/2272/51426/578/5578/2309/673/5595/572/1021/842/208/11186/5579/10912",18
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","23/706","90/5665",0.255555555555556,2.0505980484734,3.79055085246202,0.000485456972209491,0.00512078806169366,0.0038078288821865,"2353/3845/5604/3265/2932/5566/5578/1385/5595/5747/6464/6300/5606/3708/4214/9021/208/8660/2776/2688/5603/5579/6752",23
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","22/706","86/5665",0.255813953488372,2.05267145398248,3.71134057509085,0.000630343558187473,0.00644132323522824,0.00478978164280613,"4790/5970/3845/3265/834/1147/841/4791/4046/805/3659/5595/29108/6300/3708/208/602/5603/9020/5971/4792/1959",22
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","20/706","77/5665",0.25974025974026,2.08417644678268,3.61396590320279,0.000892945372797532,0.00884827687590282,0.00657959748377129,"4790/5970/3845/5604/3265/1147/2932/1385/673/5595/2260/572/1499/2950/5159/842/208/9134/6934/4792",20
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","26/706","112/5665",0.232142857142857,1.86273269931202,3.47927176185982,0.00104512990109652,0.00994964842295867,0.00739857970611123,"2353/1647/3845/5604/3815/3265/2932/675/4791/51426/578/673/1452/5595/54361/2260/8600/1499/6464/10683/1021/208/3714/6934/51384/10912",26
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","33/706","154/5665",0.214285714285714,1.71944556859571,3.41515182473432,0.00106494707890995,0.00994964842295867,0.00739857970611123,"5610/2353/4790/5970/3845/5604/8772/7316/3265/1147/2932/841/3133/805/578/1385/5595/1499/6300/3708/1021/842/208/4067/5603/54331/3106/6934/8717/7186/7132/4792/3105",33
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","19/706","73/5665",0.26027397260274,2.08845900112538,3.53148074434675,0.00115998944926895,0.0102517986462418,0.00762325925408614,"3845/5604/4157/3815/3265/1638/2932/5566/805/5578/1385/5595/54361/5443/1499/2776/5579/6934/51384",19
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","19/706","73/5665",0.26027397260274,2.08845900112538,3.53148074434675,0.00115998944926895,0.0102517986462418,0.00762325925408614,"1647/4790/5970/3845/5604/1147/675/51426/578/673/5595/572/7048/1021/842/208/4087/4088/10912",19
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","17/706","63/5665",0.26984126984127,2.16522775304645,3.50894419317261,0.0013517489884598,0.0116321557691146,0.00864969574333002,"4790/5970/3845/5604/3815/3265/1147/8900/673/5595/572/208/861/3728/8864/597/6934",17
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","20/706","80/5665",0.25,2.00601983002833,3.41906112323341,0.00149128551089047,0.0125038554374662,0.00929789346870979,"2353/1647/3845/5604/3265/2932/51426/578/673/5595/10018/572/1499/7048/842/208/4087/4088/6934/10912",20
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","14/706","48/5665",0.291666666666667,2.34035646836638,3.51848448241654,0.00157247636883165,0.0125969050363767,0.00936708534815072,"8795/8740/8743/8797/8793/1235/4049/1435/3559/7133/3606/4055/3587/7132",14
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","9/706","24/5665",0.375,3.00902974504249,3.72118152874756,0.00157942846021849,0.0125969050363767,0.00936708534815072,"4790/5970/4363/6573/1147/1244/8836/10257/239",9
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","22/706","94/5665",0.234042553191489,1.87797601109035,3.23852248087631,0.00221956474510732,0.0172808969440498,0.0128501116822002,"2353/4790/5970/3845/5604/4846/3265/5566/1278/5578/1385/5595/6464/6300/7048/208/4087/5603/54331/1284/4792/1285",22
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","14/706","50/5665",0.28,2.24674220963173,3.34082482201657,0.00241120626865985,0.0183363825546923,0.013634973024735,"1647/3845/5604/3265/51426/578/673/5595/2260/572/5159/1021/208/10912",14
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","16/706","61/5665",0.262295081967213,2.10467654298054,3.27278823348004,0.00255144146214301,0.0189618490481992,0.0141000712381587,"1647/3845/5604/3265/51426/805/578/5578/673/5595/5159/6464/1021/208/5579/10912",16
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","16/706","62/5665",0.258064516129032,2.07073014712602,3.19839783600951,0.00305177190288376,0.0221762091609553,0.0164902762471614,"3845/5604/3265/2932/5578/2309/673/5595/10018/572/4763/5159/6464/208/558/5579",16
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","10/706","31/5665",0.32258064516129,2.58841268390752,3.34582090755854,0.00322227594365069,0.0229061789907343,0.0170330833634625,"8772/317/841/578/10018/840/79444/842/4804/7132",10
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","14/706","52/5665",0.269230769230769,2.16032904772282,3.1714088512597,0.00358808353386337,0.0249639003313473,0.0185632093241308,"4790/5970/8772/1147/841/843/6300/4214/55593/5603/8717/7186/7189/4792",14
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","19/706","81/5665",0.234567901234568,1.88219144545868,3.01716850397771,0.00420894894222583,0.0286734646689135,0.0213216492468019,"4790/5970/3845/4846/3265/1958/1278/5578/5595/1729/6300/7048/208/4087/5603/5579/4088/1284/1285",19
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","28/706","136/5665",0.205882352941176,1.65201633061156,2.90383243098549,0.00453207740832026,0.0302446798473617,0.0224900081916644,"1647/3845/5604/3265/6597/2932/51426/578/5578/673/1452/5595/54361/572/86/1499/2950/9817/6464/7048/1021/208/4087/5579/4088/6934/51384/10912",28
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","13/706","48/5665",0.270833333333333,2.17318814919736,3.0796615641635,0.00467186686244933,0.0303188737951685,0.0225451789688844,"3845/5604/3265/5566/805/5578/673/5595/5908/3708/2776/5579/6197",13
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","18/706","76/5665",0.236842105263158,1.90043983897421,2.98168226183271,0.00472863169282445,0.0303188737951685,0.0225451789688844,"2353/4790/5970/8772/1147/841/5595/5515/6300/7048/208/2776/4087/5603/8837/7189/7132/4792",18
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","24/706","112/5665",0.214285714285714,1.71944556859571,2.90141622429097,0.00490702870954661,0.0305877353263761,0.0227451049747075,"5610/2353/4790/5970/8772/317/1147/2932/841/578/894/1459/572/1021/842/208/3312/9134/3559/10399/8717/7189/25898/4792",24
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","23/706","106/5665",0.216981132075472,1.74107381474157,2.90591550639735,0.00495764517522304,0.0305877353263761,0.0227451049747075,"4790/5970/3845/5604/4846/4363/3265/5578/5595/6093/5515/6300/208/2776/5603/5579/8717/7186/8698/1901/7132/427/6609",23
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","22/706","102/5665",0.215686274509804,1.7306837749264,2.80958346574161,0.00637969216636961,0.038292924733187,0.0284747001878841,"4790/5970/3845/5604/5663/3265/2932/805/2309/673/5595/572/5908/6464/6300/4214/208/5603/6197/7189/4804/4792",22
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","11/706","39/5665",0.282051282051282,2.26320185951914,2.98656598615329,0.00646692571413248,0.038292924733187,0.0284747001878841,"3845/5604/3265/5578/673/5595/5515/3708/4067/2776/5579",11
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","15/706","61/5665",0.245901639344262,1.97313425904426,2.88307231002049,0.00660911409587847,0.038292924733187,0.0284747001878841,"246/3845/5604/3265/7166/1843/5566/5578/673/5595/3708/2776/54331/5579/239",15
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","25/706","121/5665",0.206611570247934,1.65786762812259,2.75985655234828,0.00677231205793958,0.038292924733187,0.0284747001878841,"5610/353376/246/8795/8772/5478/834/292/8743/841/3146/8797/8878/29108/9131/10059/2495/142/2752/8837/8717/7186/7132/92421/6609",25
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","13/706","50/5665",0.26,2.08626062322946,2.91079136105943,0.00679201723096283,0.038292924733187,0.0284747001878841,"3845/5604/4846/3265/5578/5595/572/5747/6300/842/208/5603/5579",13
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","23/706","109/5665",0.211009174311927,1.69315435195052,2.75695072132354,0.00707459132147816,0.0388353741662315,0.0288780667387719,"1647/3845/5604/3265/2932/51426/578/673/1452/5595/54361/1030/1499/6464/7048/208/9134/3728/4087/4088/6934/51384/10912",23
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","17/706","73/5665",0.232876712328767,1.86862121153324,2.81822198124982,0.0071257567277489,0.0388353741662315,0.0288780667387719,"3845/5604/3265/1958/5566/805/5578/5595/6300/5606/3708/4214/2776/3972/5603/2796/5579",17
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","18/706","79/5665",0.227848101265823,1.82827123749417,2.79706512953169,0.00725496998904613,0.0388913964986571,0.0289197250641873,"2353/353376/4790/5970/3845/5604/3265/1147/3932/5595/1459/6300/5606/208/5777/5603/7189/4792",18
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","25/706","122/5665",0.204918032786885,1.64427854920355,2.71423887741461,0.00754513171324886,0.039794485003748,0.0295912635952544,"2353/4790/5970/5604/834/1147/3932/2932/58484/5595/29108/6093/5747/6300/5606/4210/208/2776/5603/3606/6197/7186/7189/3676/4792",25
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","15/706","62/5665",0.241935483870968,1.94130951293064,2.81180306471579,0.00774443607236615,0.0401973110422814,0.029890805893343,"4790/5970/8772/834/1147/841/3428/29108/1687/840/4210/55703/25939/3606/4792",15
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","14/706","57/5665",0.245614035087719,1.97082649967695,2.77934184699461,0.00864551114739204,0.0441731585187062,0.0328472545238086,"2353/353376/4790/5970/834/805/3659/5595/29108/840/717/6300/5603/7189",14
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","26/706","130/5665",0.2,1.60481586402266,2.63210346099885,0.00900265368539839,0.0452902731557735,0.0336779433413284,"1647/4790/5970/1025/958/51426/8900/578/894/5747/604/7048/5079/25942/861/3728/8864/8350/597/7185/51384/4804/8013/1051/10912/1655",26
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","19/706","87/5665",0.218390804597701,1.75238513887532,2.66825602553553,0.00945381008389171,0.0468393317792817,0.0348298266248642,"4790/5970/4846/2932/3643/6720/5564/1385/9021/208/8660/1374/5106/5579/5524/6197/133522/7132/4792",19
