"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","3/17","16/5665",0.1875,62.4816176470588,13.5100895810354,1.22743264225396e-05,0.00160793676135269,0.00145999882710208,"7166/2643/5860",3
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","3/17","61/5665",0.0491803278688525,16.3886210221794,6.62909583525744,0.000725597633679314,0.0475266450059951,0.0431539645293487,"3265/6532/7166",3
