"","Epidish_CBSX.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","CBSX_CBSX.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","DWLS_CBSX.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","Epidish_DWLS.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","CBSX_DWLS.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","DWLS_DWLS.Cadot_CLL.scRNAseq_Monocytes.Macrophages.cells","Epidish_CBSX.Cadot_CLL.scRNAseq_NKcells","CBSX_CBSX.Cadot_CLL.scRNAseq_NKcells","DWLS_CBSX.Cadot_CLL.scRNAseq_NKcells","Epidish_DWLS.Cadot_CLL.scRNAseq_NKcells","CBSX_DWLS.Cadot_CLL.scRNAseq_NKcells","DWLS_DWLS.Cadot_CLL.scRNAseq_NKcells","Epidish_CBSX.Cadot_CLL.scRNAseq_Bcells","Epidish_CBSX.Cadot_CLL.scRNAseq_Tcells","CBSX_CBSX.Cadot_CLL.scRNAseq_Bcells","CBSX_CBSX.Cadot_CLL.scRNAseq_Tcells","DWLS_CBSX.Cadot_CLL.scRNAseq_Bcells","DWLS_CBSX.Cadot_CLL.scRNAseq_Tcells","Epidish_DWLS.Cadot_CLL.scRNAseq_Bcells","Epidish_DWLS.Cadot_CLL.scRNAseq_Tcells","CBSX_DWLS.Cadot_CLL.scRNAseq_Bcells","CBSX_DWLS.Cadot_CLL.scRNAseq_Tcells","DWLS_DWLS.Cadot_CLL.scRNAseq_Bcells","DWLS_DWLS.Cadot_CLL.scRNAseq_Tcells"
"CLL",0.00586695640516457,0.00620962367321358,0.00622127576807684,0.0109505644491773,0.00806955292725616,0.0101595132221345,0.0263516072114703,0.0256778775110496,0.0475319218004504,0.0181413791253512,0.0191052343836233,0.0604440781010686,0.852941864139445,0.11483957224392,0.861173894905183,0.106938603910554,0.909089230923594,0.0371575715078791,0.857564206555358,0.113343849870113,0.862762912264157,0.110062300424964,0.872810959388667,0.0565854492881303
