"","D1_p1_rep1_auto","D4_p1_rep1_auto","D8_p1_rep1_auto","D11_p1_rep1_auto","D14_p1_rep1_auto","D1_p1_rep2_auto","D4_p1_rep2_auto","D8_p1_rep2_auto","D11_p1_rep2_auto","D14_p1_rep2_auto","D1_p2_rep1_auto","D4_p2_rep1_auto","D8_p2_rep1_auto","D11_p2_rep1_auto","D14_p2_rep1_auto","D1_p2_rep2_auto","D4_p2_rep2_auto","D8_p2_rep2_auto","D11_p2_rep2_auto","D14_p2_rep2_auto","D1_p3_rep1_auto","D4_p3_rep1_auto","D8_p3_rep1_auto","D11_p3_rep1_auto","D14_p3_rep1_auto","D1_p3_rep2_auto","D4_p3_rep2_auto","D8_p3_rep2_auto","D11_p3_rep2_auto","D14_p3_rep2_auto"
"ABL1",0.223004174398374,0.571661373547957,0.734905547386791,0.71162949619783,0.781730969576498,0.228710176442486,0.585390823366684,0.699355600774477,0.745010749788003,0.732330869169362,0.276020849148581,0.467128901573757,1.04739640610185,0.685681174562124,0.801666162188579,0.201299734655981,0.410530428703295,1.07647599630353,0.740660543655578,0.817162868736961,-0.038617337200269,0.264717387669862,0.419538481255632,0.393231458831803,0.385439506081228,-0.0407093936370459,0.311000486256006,0.372138464167957,0.413806363756321,0.0920652777173453
"AEBP1",-1.91426176161831,-1.39818165548333,-1.49822660549749,-1.25179083088453,-1.31972536977026,-2.218288180994,-1.43410715121934,-1.41905147143719,-1.1434581206888,-1.47499915064606,-2.16185298236767,-1.78573477494114,-1.56997707163269,-1.71740474172643,-2.09894529179012,-2.1286200103326,-1.67364133132822,-1.58399202211969,-1.57780054214334,-1.57250013974918,-1.60832675983541,-1.35104138592189,-1.88776423145939,-1.80081418077142,-1.63833555652634,-1.58224191633694,-1.25649048520429,-1.44550544720402,-1.56372519987594,-1.45022772675993
"AHR",-0.629087678482341,-0.913539570895181,-1.5626639934308,-1.2176912097128,-1.40769930875386,-0.831134675232486,-0.946442690910161,-1.10240607601543,-1.64046604627167,-1.47767862524848,-1.34618173425602,-1.54742972904551,-1.96141733014602,-1.81208065660545,-1.96596383271941,-1.22839884908473,-1.67626307640941,-1.65687430448379,-2.07421557825125,-1.9514051149022,-1.25783687428641,-1.8290619099586,-2.37023759701833,-2.38368463488814,-2.15052119627629,-1.29934729277222,-1.74835864208342,-1.98801206586117,-2.40685837830385,-1.97748293927994
"AHRR",-1.12647994690299,-1.2868515190848,-1.10971561240314,-1.19577681162009,-1.18003804244844,-1.20637085239122,-0.912944395816034,-1.07499802198494,-1.72089296325079,-0.969761505228049,-1.53875504211963,-1.43248581056064,-1.47710210600191,-0.931440268699554,-1.35305531230284,-1.584602405495,-1.42426680736959,-0.934332519220451,-1.26241917985245,-1.13309813496095,-0.727475253991546,-0.734784341564658,-0.340586715195529,-0.780967128327342,-0.627951050612834,-0.59708547502462,-0.906608694904417,-0.328081524990819,-0.716784652535617,-0.876110829007444
"AIP",-0.254639275955246,-0.330088408812546,-0.488915290885802,-0.392918264178478,-0.390489223480139,-0.368818248964881,-0.34539212479134,-0.504867599475287,-0.174357576288317,-0.232236004051812,0.0302750421393229,0.221231152679403,0.0686759604969963,0.150476860791197,-0.0486812363686377,0.369627522061362,0.283829752240841,-0.224124607847182,-0.1242076244722,0.236931664280608,-0.0129572561172778,-0.187726994259475,-0.160106412495437,-0.27432324879971,-0.233106148415216,-0.168267714801978,0.032464965911706,-0.0906972754465422,-0.241293832017713,-0.0913937578894518
"AIRE",-0.0119742435577955,-0.119821993330045,-0.381866586345602,-0.343672382032165,-0.502537084010283,-0.0354594980296925,-0.116645859280377,-0.298825798618019,-0.233403331787682,-0.376961497586099,-0.0782427442946028,-0.337823228009936,-0.508838212595352,-0.585930273909003,-0.45003662903168,-0.121214403222436,-0.186948532485341,-0.396804529178755,-0.577193426934296,-0.567247363127992,-0.436540315600111,-0.411533476256301,-0.713952956221422,-0.789931279840521,-0.645595071555739,-0.132317095044872,-0.367839359062482,-0.756965001254818,-0.600220584241931,-0.304515888306875
"AP1",0.108854171726818,-0.0254331634000497,-0.309587162736489,-0.0912198725043653,-0.0690338201065201,0.145852432912862,-0.183789526679891,-0.384658233902329,0.329970026407322,-0.0667199465845911,-0.0981434899004532,-0.692023625366709,-0.382222325985828,-0.44736451533645,-0.601389759314156,-0.0144751743296502,-0.472532876164262,-0.195492238130577,-0.657724671529577,-0.630171411185589,-0.0389486922186885,-0.691116534880345,-0.793276278443495,-0.80345947043779,-0.863064746266536,0.133527347959226,-0.447921052250443,-0.870090903611397,-0.835387485438893,-0.915787272781982
"APEX1",0.786581409463488,0.854953186642117,0.766568739529215,0.874893874719073,0.866510111115685,0.919108952742675,0.863171227130951,0.77843605999927,0.90177633498916,0.809252468802172,0.898701377834085,0.600932129315932,1.03492218457148,0.953326719611016,0.761037768286777,0.818456129736905,0.649636057267225,0.970005895305083,0.816437150733705,0.838776862007897,0.418482590074246,0.29266556868053,0.339994993107778,0.353387688055938,0.264826344755208,0.555620450520456,0.606715452479506,0.503945551212623,0.450643784723467,0.0632478182420558
"AR",1.43563868868817,1.39404806469286,1.39306305182223,1.70965294289094,1.65644691738223,1.23074204552165,1.33423754783681,1.35280642601806,1.5323401786247,1.43887101004281,1.7517078622615,1.33320557571948,1.67136556723405,1.33271887043552,1.61497772353657,1.66792230252156,1.52272427141073,1.84395761526974,1.54006526586571,1.82249973355325,1.51550415183314,1.48457785123217,1.51924435576777,1.36706574855582,1.3291455373909,1.52427891667836,1.64114236187743,1.63574333504562,1.57841902731169,1.5632735871361
"ARHGAP35",1.88240295048169,1.73623080125627,1.7694820576881,1.79731840381488,1.89084930755436,1.84028369253663,1.77689553809932,1.75669606156343,1.8619038674768,1.85356991653388,2.24320253581919,1.94125866567676,1.82897643463206,1.95604512769497,1.91961245155652,2.23999508462903,1.95835987686897,1.87679111308303,1.92971032512387,1.97609488904875,1.62420087051731,1.58251952684717,1.61333172308758,1.58569512357461,1.63300907294284,1.85433297683176,1.63420145971558,1.50623414376785,1.65572041349992,1.75123105312788
