"","D1_p1_rep1_auto","D4_p1_rep1_auto","D8_p1_rep1_auto","D11_p1_rep1_auto","D14_p1_rep1_auto","D1_p1_rep2_auto","D4_p1_rep2_auto","D8_p1_rep2_auto","D11_p1_rep2_auto","D14_p1_rep2_auto","D1_p2_rep1_auto","D4_p2_rep1_auto","D8_p2_rep1_auto","D11_p2_rep1_auto","D14_p2_rep1_auto","D1_p2_rep2_auto","D4_p2_rep2_auto","D8_p2_rep2_auto","D11_p2_rep2_auto","D14_p2_rep2_auto","D1_p3_rep1_auto","D4_p3_rep1_auto","D8_p3_rep1_auto","D11_p3_rep1_auto","D14_p3_rep1_auto","D1_p3_rep2_auto","D4_p3_rep2_auto","D8_p3_rep2_auto","D11_p3_rep2_auto","D14_p3_rep2_auto"
"CREB3",4.60249438483538,3.85929502714526,4.43653583094906,4.72887855772714,4.40491723464131,4.2612529590504,3.8199991547899,4.17016990763016,4.71859679968424,4.34402775796513,4.14995836236627,4.21629785087299,3.60887361024147,4.08686651380809,4.31010808585578,4.28079651832113,4.10970985492011,3.71242961238162,3.82883852905446,4.1808398554329,3.28359079084949,4.01471561412113,4.3707224365549,4.23906708473693,3.53394820901466,3.26639118824051,4.00267420960487,3.99456083952086,4.10761547674863,4.18307039182527
"CREB3L1",4.51045948464671,4.55098220236678,4.51057408660358,4.47066890296709,4.19129887581686,4.4427960133824,4.45087608414476,4.26308897905191,4.41269116589677,3.92675189654123,3.33422782430247,3.40070429880318,3.68215467618985,3.92970314465425,3.58658127186444,3.70047683801588,3.28929745575631,3.83656600839768,3.56777561381494,3.35196712614397,3.88234521892978,4.33862052855483,4.57175485580517,4.59799331597992,3.98134991963017,3.53875714011359,4.42938226461587,4.16460099825358,4.37205091431873,3.25423418447931
"CREB5",-0.163199545065937,-0.583121219279217,-0.910574176669044,-0.607688326551094,-0.616010513180949,-0.17755485188221,-0.603842927305109,-0.795773523199931,-0.570781419667999,-0.429096157113753,-0.376574412039414,-0.829743370731625,-0.776493131905297,-0.754878461680533,-1.06827677605126,-0.695043332693139,-0.176126077940363,-0.547554786033675,-0.769009169757831,-0.766345181102216,-0.443694094631905,-0.666414392706662,-0.996750436042752,-0.78727607110984,-0.720171450361648,-0.377024511607016,-0.316806230552049,-1.07537241155201,-0.89703557972214,-0.259373605354777
"CREM",9.65510669536053,9.19012083427944,9.82587634966015,9.99606188823647,9.54938840921139,9.37804109511104,8.93027747804393,9.48310742183385,9.64044101285463,8.90050115053987,8.78949359133184,8.62916495082722,8.69714554461476,8.67315070453993,9.49040342263103,9.41379755091082,8.52430965193306,8.45194256652883,8.66072183487951,8.55078687872279,8.11000180955982,8.44496195277875,9.36432393876422,9.31848224308219,8.17919938611927,8.14542042601203,8.80753836566746,8.89462222106575,9.36085944959093,7.80388999394692
"CTCF",1.82540418215335,1.59902067721444,1.54107540426518,1.14603194145999,1.15086976983349,1.56613171599132,1.308704021901,1.28337687380144,0.923518532241782,0.783263973131669,1.27734570120938,1.25339284337884,0.767373361867921,0.912900410404824,1.3800638789088,1.60281315333124,1.19094899567837,0.768555545248881,0.936107751259859,0.907428054691875,-0.747937492695785,-0.700833687899722,0.794940910709335,0.866291917418125,0.466652815257992,0.518343807202573,0.530154733039445,0.542675459433426,0.835019861055962,-0.967492415824318
"CTCFL",5.08935020377208,5.04266637955683,5.04422857281202,4.53228844393275,4.13793033786567,5.20505340256783,5.07044289646627,4.8348576708722,4.26937257658798,4.28252296066108,4.36433617466635,3.90895036271311,3.9034830323023,3.38411434950101,4.22760074286142,4.86535454876895,4.15629172235838,3.54829100651077,3.69358866984011,3.43102095135423,4.66428274171874,4.53042780548421,4.51296634916986,4.81774106839655,4.47937566548142,4.06233334687016,4.9338301252267,4.53015292643735,5.14702540454084,2.35534825645083
"CUX1",4.55265816201904,4.87895998727388,5.23288510443984,5.12088940437081,5.01655064451786,4.93683649748038,4.97248174193957,4.86603382952062,5.11173696660582,4.88753274779325,4.54467645396098,4.72804884307956,4.71437274474388,4.61037152372021,4.81515376805422,5.14086596668307,4.65544775457277,4.37308665562083,4.66517121944205,4.54287014169472,4.53949526646283,4.91944926594936,5.40437579073468,5.27937073530927,5.38966594225635,4.51905738291213,5.19107430145112,5.0961227267091,5.50705911713889,3.89564509728086
"CXXC4",6.97961492220855,6.6757674863425,6.59293665703562,6.56582789211802,6.53587914639343,7.02803292662693,6.62844598446043,6.49899702948733,6.53919577402455,6.46126972155278,7.21572422543786,7.35159571541532,6.82540150266153,6.87835821282277,7.31801822957859,7.62332052003101,7.17514300826211,6.71174992696398,6.76335083371673,7.06493698759477,6.35444590572882,6.86689048989182,6.80952802007452,6.9088837261513,6.40132569503165,6.24370754245814,6.68082620635506,6.61774961376613,6.91200805277841,6.12466801601495
"DDIT3",0.625787539021795,0.515614163630341,0.933275520967728,0.77677548879293,0.822472538999709,0.542964918063073,0.657513560471707,0.862583376737509,0.905590162329133,0.816642354396758,0.448655275642892,0.515072707315147,0.755596461285106,0.848235298954847,0.645614207133383,0.295517941971513,0.54220193402025,0.754392367553259,0.820847665977599,0.744025147875127,0.684493869963821,1.00678735074631,0.898640429209218,1.31944473159435,1.24674846290575,0.838622337805433,1.17096557700316,1.04067303500428,1.44689543854469,1.56634026376335
"DEAF1",2.72709281614628,2.29397649401289,2.53289086542052,2.39797622575258,2.65170033767165,2.74400731065676,2.27255201625583,2.4213472179068,2.29234537821314,2.65304112134764,2.74795388666181,2.89309768161222,2.71393527628026,2.59902221788624,2.6002200405969,2.77519891671375,2.6360596111527,2.84337077451803,2.63575455111977,2.65550234504953,2.54458094961101,2.44385317998263,2.56560504916083,2.48164621801014,2.50559775694217,2.77043255544476,2.75139597594911,2.71547644404231,2.75593115383454,1.99689532762807
"DNMT1",3.00535854664517,3.22805059046784,3.19074992678595,3.04567815339483,2.78013682682788,2.96793427452009,3.50525099247187,3.26220778545646,3.22064004016155,3.02712720343417,3.29468451089541,3.10265847255272,3.42665527280206,3.06602315773168,3.01955579710617,3.46387457155136,3.15562956929297,3.39446207012001,3.23745640766289,3.30186833571302,2.67691943851879,2.61193992386995,2.78549862728271,2.88014982595586,2.64661400646467,2.7382014366942,2.67847224502241,2.49691076833513,2.91983140192541,2.81248158619453
"DR1",-0.134778727833304,-0.223638980237784,-0.794299130944843,-0.435561886584528,-0.731657203131142,-0.153151024501012,-0.21271915582014,-0.558404646543572,-0.898494890408802,-0.503950968013958,-0.465152369638253,-0.235137797691523,-0.186600749173417,-0.701256808330219,-0.732924240729777,-0.390166616185698,-0.717650580627075,-0.353714515281026,-0.57020048678717,-0.442589184277103,-0.131494917516288,-0.403191008070782,-0.540272434740239,-0.530042946768728,-0.416284474111872,-0.0988922195697132,-0.363895822855363,-0.449601012350894,-0.437861868805731,-0.577552213810115
"DUX4",1.79706747262184,1.10670824537094,1.06332761226656,0.701996371151443,1.0051079195548,1.34374927367952,1.16820063233899,1.19365612784654,0.507053712900117,0.716156379901474,0.452744427586189,1.10789909059456,0.612788620218236,0.872745389707906,0.97632869045223,0.631360597144593,0.966506664933084,0.631403576259487,0.644642958170216,0.8723252685599,-0.403388902299346,-0.302808506103729,-0.559002075169211,-0.887790164124557,-0.292895271346317,-0.318740716742472,-0.305274379394381,-0.439650978592536,-0.518827526052029,1.26931572267061
"E2F1",3.63193787667235,3.46153634909087,3.6577111223228,3.1486061873964,2.91977759530104,3.29018315437032,3.25940436799145,3.11925826449986,2.82315323129225,2.37601348194454,2.48884885062419,2.93126110408236,2.84963701760951,2.87226737493819,3.18500860817682,3.12205730345927,2.73501576161261,2.77917296099353,2.73300581967717,2.53701929131957,1.95119862241729,2.72615321730438,2.85414574580727,2.74418086046714,1.89815471402942,2.06074670638556,2.53888175503052,2.579577397654,2.66193209877022,2.68779170634395
"E2F2",0.125001446630166,0.132755526671833,0.134328441811718,0.123628139332395,0.0213118244143381,0.0767307036942161,0.0981273973343042,0.111898348738443,0.117956156555685,0.025500785931542,0.0628272499029226,-0.039780645281751,0.332493452827138,0.207756159576266,0.20181052749567,0.015387294945426,-0.0636172001761428,0.296697011890722,0.257106686504169,0.220973772826323,0.0496154953204065,0.384943598928859,0.374018501240715,0.220756866818736,-0.0363717799176527,0.0512113088331183,0.38893996166298,0.312281633026612,0.213901302793364,0.0802960120690512
"E2F3",-0.143438237618117,0.218743716996811,0.498942070136092,0.596497222300973,0.375466832468216,-0.113652146823895,0.396016907794845,0.342744011614581,0.324165549733016,0.389471135088028,-1.08454697947696,-0.621295991012754,0.47193346110918,0.285965944490338,0.384613495162157,-0.927455649508482,-1.02487285603333,0.548767964279799,0.342603068594469,0.243888553806822,-0.419217318727717,0.322247714118539,0.293116130148804,0.255290170927247,-0.573547577991523,-0.425950522422229,0.386327523035401,0.316119263615614,0.171001163256246,-0.773841817618685
