	J1_p1_rep1_auto	J1_p1_rep2_auto	J4_p1_rep1_auto	J4_p1_rep2_auto	J8_p1_rep1_auto	J8_p1_rep2_auto	J11_p1_rep1_auto	J11_p1_rep2_auto	J14_p1_rep1_auto	J14_p1_rep2_auto	J1_p2_rep1_auto	J1_p2_rep2_auto	J4_p2_rep1_auto	J4_p2_rep2_auto	J8_p2_rep1_auto	J8_p2_rep2_auto	J11_p2_rep1_auto	J11_p2_rep2_auto	J14_p2_rep1_auto	J14_p2_rep2_auto	J1_p3_rep1_auto	J1_p3_rep2_auto	J4_p3_rep1_auto	J4_p3_rep2_auto	J8_p3_rep1_auto	J8_p3_rep2_auto	J11_p3_rep1_auto	J11_p3_rep2_auto	J14_p3_rep1_auto	J14_p3_rep2_auto
MTHFD1L	9.32921304066249	10.5607529002373	38.6439909050235	35.0273103063751	32.6296771745275	35.3052297146272	22.1923369931459	20.7152745139211	16.2548357261816	15.3730695108444	5.93431212209538	6.93907828451831	7.46021173338478	4.91909424333721	53.0365667012457	56.3504235260412	21.362566082734	21.1743269976145	11.0807882404975	12.5509001429808	17.5191992004078	19.2070486715823	24.7551645034558	28.8780830282677	24.2980627353738	28.4469359132946	26.0356987003751	19.883669940539	16.6214313846179	13.3104479880545
LRP11	0.14111414683355	0.197603420933328	0.242780705425841	0.555849004861872	0.58406343391159	0.344184421550761	0.198055181403362	0.301481227300816	0.36453355225593	0.327642253667417	0.047474496976763	0	0.177624088890114	0.5253401619098	0.147196518814472	0	0.24749314364143	0.171297926272836	0	0.247372513191531	0.097024136471926	0.142274434604313	0.925080885779365	0.65978045583037	0.650840966126085	0.681165052057619	0.803279270247509	0.24564706708398	0	0.270950595176682
CCDC170	0.156793496481722	0.14081003866983	0.10046098155552	0.0441150003858629	0.0389375622607727	0.110848444943884	0.101566759694032	0.18495780816001	0.102878707127732	0	0.379795975814104	0.349136014315387	0.177624088890114	0.143274589611764	0.0572749100445418	0.0489152981996885	0.0521038197139853	0	0.227298220317897	0.052078423829796	0.171420735816124	0.379398492278169	0.111009706293524	0.152257028268547	0	0	0	0	0	0
PCMT1	55.4649154129269	60.6891266666968	49.9291078330937	53.6438404692093	46.7250747129272	47.2214375460948	49.9708457694636	50.0773265593227	52.0566258066323	53.7760655475869	62.6663360093272	56.5163923173032	56.6620843559463	54.3965858559329	51.2610444898649	53.9046586160568	49.550732548	48.3559771041027	44.948223067864	54.2136392068177	53.3118488388145	52.7363904266655	54.6167754964137	52.6809317809172	51.4164363239607	53.6246699291779	53.8669628283623	56.6018941287913	54.3588648854087	61.7428668758864
PLEKHG1	321.583461284013	284.764834869953	171.486895515273	164.548951439269	175.452655547042	164.66536496414	172.257224441078	157.260376388048	161.896792116674	143.402841460232	278.390450271738	286.116963731459	126.645975378651	107.026118439987	111.456974946678	91.9607606154145	143.337608033173	124.369431887674	170.75778801382	126.186020939596	131.582556812457	132.552348239685	105.052185389105	115.766093826852	104.308112171141	92.9038867562828	101.402194938303	94.5655317690428	81.2838876640628	101.606473191256
MYCT1	0	0.0938733591132201	0.0334869938518402	0	0	0	0	0.0462394520400025	0	0	0	0	0.0592080296300379	0	0	0	0	0	0	0	0.0342841471632247	0.0948496230695423	0	0	0.043389397741739	0	0	0	0	0
TASL	49.15476114702	43.6041753080907	27.9616398662865	28.8070952519685	28.3465453258425	28.4880503505783	20.5672688380414	17.4322734190809	28.2916444601263	25.7009231590565	47.3320734858327	44.4711998234224	42.8074054225174	36.964844119835	27.2628571812019	26.854498711629	24.3845876261451	19.6278873854291	36.8223116914992	36.8194456476658	40.5581460940949	39.3151687623253	25.2732097994922	25.5284284063597	22.6492656211878	26.348791411971	21.6412885749035	17.1781165792993	23.151279428575	34.8510203046007
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSTM1	10.8971480054797	10.3260695024542	8.77359238918212	9.35238008180293	9.61757787841085	8.97872404045464	11.1723435663435	13.1320043793607	13.2027674147256	14.9575811456864	16.8534464267509	17.0203806978751	7.04575552597451	6.49511472906661	9.90855943770572	8.85366897414363	10.0560372047992	10.2897712656947	11.023963685418	13.3841549242576	4.42265498405599	4.6002067188728	6.47556620045555	4.77072021908114	6.29146267255216	6.73358002750369	5.33944456105697	7.94487891792594	6.86906092935742	7.14632194778498
WDR55	51.0641139504262	55.698818896238	59.5733620624237	59.38320201941	50.3166754558609	48.7699903219608	32.6262902165138	25.715608857527	27.9164801081338	29.9727371076876	33.9437905934158	34.1284818193469	28.2191390019724	31.293558281036	27.0629677451464	26.0508203622081	22.3384706259769	22.3234505863614	31.1313325002899	25.6751837323277	42.4530309078063	37.9066518597426	34.1636071441862	34.5537175186916	30.1148453966314	34.8531078104754	39.189633009287	41.9807402023207	30.7225110307112	32.9587690855355
ARAP3	0.391983741204306	0.4693667955661	0.0669739877036803	0.220575001929314	0.116812686782318	0.0554242224719422	0	0	0.0685858047518213	0.118710961473702	0.427270472790867	0.52370402147308	0.118416059260076	0.191032786149018	0.0572749100445418	0.0489152981996885	0.0521038197139853	0.118956893245025	0.113649110158948	0.052078423829796	0.239989030142573	0.331973680743398	0.148012941724698	0	0.130168193225217	0	0	0	0	0
PCDHB8	0	0	0	0.0441150003858629	0	0	0	0	0	0	0	0	0	0	0	0.0489152981996885	0	0	0	0.052078423829796	0	0	0	0	0	0	0.0472517217792652	0.0429452914482483	0	0.0338688243970852
PCDHB10	0	0	0.0334869938518402	0	0.0389375622607727	0	0	0	0	0	0	0.0436420017894233	0	0	0.114549820089084	0.0489152981996885	0.0578352398825237	0	0.113649110158948	0	0	0	0	0.0669930924381606	0	0	0	0.0429452914482483	0	0
PCDHB14	0.156793496481722	0	0.10046098155552	0	0	0.110848444943884	0.0507833798470159	0.0462394520400025	0.0342929023759106	0	0.047474496976763	0.0872840035788467	0.236832118520152	0.095516393074509	0	0.244576490998443	0.137554084044921	0.416349126357588	0.340947330476845	0.156235271489388	0.303414702394539	0.142274434604313	0.0740064708623492	0	0.216946988708695	0.14638217451095	0	0.214726457241242	0	0.101606473191256
PCDHB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0979400961761664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A2	0	0	0.0334869938518402	0.132345001157589	0.0389375622607727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101504685512365	0.043389397741739	0.0487940581703166	0.0472517217792652	0	0	0
TNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572749100445418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS14	24.8141387531974	26.7543767140633	26.8910606728432	23.7801909579994	21.065221183078	19.5098805523484	17.4186992875264	15.2590191732008	18.7582175996231	16.322757202634	24.2594679551259	23.915816980604	22.3806352001543	22.4463523725096	23.368163298173	22.6966983646555	20.1120744095983	21.4122407841045	20.2875026544739	23.8014020429317	21.8732858901374	19.3493231061866	18.5756241864496	17.2563040605295	15.2296786073504	17.3218906504624	16.0655854049502	15.9756484187484	16.1550136671924	21.9469982093112
CENPL	5.68611614990967	5.52022288265291	5.76746495110243	5.2046877455241	6.36356580027808	7.41576096674587	5.86446470473339	6.40647608014234	5.73960307065616	6.2709065398483	8.29616834668934	7.89440170368878	6.92497114552924	7.40825144685892	8.11241825870889	7.06874974283699	7.88747622830309	8.56370674470935	7.25820042030123	8.75490383002701	6.83008779785763	6.73384898982216	8.75755572949609	8.79690356992908	9.67062896867879	7.04098259397668	8.14950445526987	8.54095956322763	6.79570614288959	8.88955033950296
TNFSF18	0	0	0.0334869938518402	0	0	0.0554242224719422	0	0.0462394520400025	0	0	0.0949489939535261	0.13092600536827	0	0.0477581965372545	0	0	0.0521038197139853	0	0	0.052078423829796	0.102852441489674	0	0	0	0	0	0	0.0858905828964967	0	0
SEC16B	0	0.04693667955661	0	0.0441150003858629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GORAB	16.8553008717852	20.4174556071254	21.364702077474	21.4398901875294	18.845780134214	21.3383256516978	13.3560288997652	9.4790876682005	9.12191203199223	8.42847826463283	11.2039812865161	14.8382806084039	11.9008139556376	11.7007581516274	7.9612124961913	7.53295592275204	9.06606463023344	8.0890687406617	13.183296778438	8.38462623659716	12.9384942979294	12.8046991143882	9.99087356641714	11.8760482049467	12.6263147428461	11.0274571464915	14.8842923604685	11.2516663594411	8.20852781058211	18.1885747659667
GPR31	0	0	0	0	0	0	0	0	0	0	0	0	0.118416059260076	0	0.0572749100445418	0.146745894599066	0	0	0	0.052078423829796	0	0	0	0	0	0	0	0	0	0
ACAT2	44.1169861050623	45.7834453399041	48.4389366066868	49.1891077302448	39.7840648643219	43.6820466990365	38.0966758936344	39.4209824421837	33.9424289136288	40.5944003855471	35.0803300510395	35.0768225182311	27.7484351664136	24.7349251505749	75.3800818587219	71.8282021823866	44.4919726919692	42.8102067410196	31.1586082867281	31.5397350398011	42.0752196060676	40.7085097252169	34.0714690879626	33.2057352950874	28.184017197124	29.3823180084195	21.84966866795	20.2989509088435	20.3939026863768	25.7210013118784
TCP1	135.607559237112	137.363478289988	133.428927002657	135.167478882276	136.642029739239	134.229707435898	148.125470171574	133.607047091506	138.792634998952	138.663899878202	124.245506037887	131.067841874086	126.192441871685	118.396389871577	156.29692927145	160.665721007751	121.14607017879	121.23134904387	113.232586170216	126.57035970746	119.094556208252	122.385417142861	123.007265317373	114.077563383354	125.761565990566	127.002638427445	122.883772693593	115.107553027483	114.955430717223	130.412924405709
TTLL2	0.117595122361292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX19	74.5553075770591	67.401071843292	58.5352652530166	56.7760054966055	57.4718418969005	51.7107995663221	40.5251371179187	37.407716700362	49.3817794213113	43.9824112260065	96.3257543658522	95.1395639009428	90.469869274698	87.063192287415	78.0084274806659	78.1666465231023	81.5945816721009	64.296200798936	79.8384998866612	72.0244601566079	75.6993969364002	61.7945294298068	52.9516299020108	48.8237537314474	51.4164363239607	52.2096422422387	58.261372953834	48.3993434621759	52.5355956263817	63.4701769201377
KCNJ5	0	0	0.0334869938518402	0.0882300007717258	0.389375622607727	0.443393779775538	0.253916899235079	0.36991561632002	0.617272242766391	0.237421922947404	0.047474496976763	0.0872840035788467	0.769704385190493	1.14619671689411	0.744573830579043	0.68481417479564	0.573142016853838	0.654262912847638	0.170473665238422	0.364548966808572	0	0	0.222019412587048	0.355266399293276	0.130168193225217	0.0487940581703166	0.0472517217792652	0	0	0
MSANTD2	15.5954651275545	18.0903350347086	13.7132588522671	15.2430560833272	10.6576001663961	10.6541982857815	4.72285432577248	3.42171945096018	3.37510745183712	3.85395136424373	7.16864904349122	9.92811898707591	7.28258764449467	9.1533359483302	5.99038284155862	5.16985786672508	5.97943435037695	5.2341033027811	7.04624482985479	5.78070504510736	7.77735878397753	6.63947361486796	6.38786853248367	5.3959890818373	4.46910796739912	6.47789916269123	6.5656267412289	5.11048968234155	4.74898039560513	7.41727254296166
TP53AIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0342841471632247	0	0.0370032354311746	0	0.043389397741739	0	0	0	0	0
PDZD11	16.0713333893766	14.5503706625491	16.1072440427351	15.131445132351	14.1343351006605	14.1564549037835	15.0826638145637	13.7331172558807	16.2891286285575	17.3911558558973	16.1413289720994	14.9692066137722	13.2033906074985	13.9931515854156	16.0369748124717	16.2887943004963	17.1942605056151	15.9402236948334	15.1153316511401	13.1237628051086	12.9251234805357	12.8046991143882	12.507093575737	11.7745435194343	11.1510752196269	12.637661066112	10.2536236261006	8.9755659126839	10.8124107221367	9.92356554834597
SLC10A7	9.99558540070981	9.10571583398235	8.23780048755268	8.16127507138463	7.94326270119763	7.4822700337122	6.55105600026505	6.84343890192036	6.78999467043031	6.58845836179045	9.73227188023642	9.47031438830486	8.46674823709543	8.59647537670581	8.01848740623585	9.3917372543402	7.81557295709779	7.55376272105909	7.72813949080848	7.18682248851185	7.61108067023589	8.53646607625881	6.14253708157498	7.56209907067116	5.94434749061824	7.27031466737717	6.61524104909713	6.05528609420301	5.04579167033045	7.51887901615292
NUDCD1	18.8936163260476	19.1032285795403	17.6811327537716	18.2194951593614	13.9785848516174	13.9669040629294	12.797411721448	13.4094410916007	16.1519570190539	15.6104914337918	17.423140390472	14.8819226101934	16.2822081482604	15.1393483023097	18.8434454046542	18.7345592104807	15.6832497339096	13.5016073833103	16.3086473078091	16.8213308970241	21.4618761241787	22.5742102905511	22.9420059673282	21.2652316148404	24.9922930992417	24.201852852477	24.1928815509838	25.423612537363	21.5824198335983	35.5283967925424
ENY2	29.3203838420821	31.4945119824853	35.2283175321359	35.7772653129348	31.5783629934866	32.9219881483337	33.8725143579596	36.4829276595619	31.3094198692064	35.5539329613737	33.2796223807109	34.5208234154339	33.3341206817114	31.8547170903488	36.1404682381059	39.2789844543499	36.1600508815058	37.828292051918	33.1287156113334	33.1218775557503	41.8609436862974	45.2906950157065	47.9931963542334	45.5756037950517	43.1724507530303	44.7929454003506	44.2276115853922	42.9023461568001	45.5393298649992	54.427200806116
MASTL	14.3066225864748	12.625028067137	14.3712782814557	13.1639161151415	14.9185376045924	15.3613775003235	13.461658329847	9.05784626011608	7.19122162822846	6.40148859746937	8.76331739694069	9.5881477931363	6.50222581397077	5.83509645292176	6.9497375848047	6.96015778083368	7.26952492649523	6.86619187810285	9.33797913620998	6.37596142948193	5.48854911936065	5.057381902068	6.35308549117836	5.48074549424013	7.57275158786571	6.34273962155945	5.70895302537082	5.58074062369987	4.50941129529112	5.42273747421732
KIAA1217	0.0391983741204306	0	0	0	0	0.0554242224719422	0	0.0462394520400025	0	0	0.0949489939535261	0	0	0	0.0572749100445418	0	0.156311459141956	0.0594784466225125	0.227298220317897	0.104156847659592	0.0342841471632247	0	0.0370032354311746	0.0507523427561823	0	0	0	0	0	0
SEPTIN7P9	0.487235790316953	0.32855675689627	0.303057294359154	0.315863402762778	0.238297881035929	0.174032058561899	0.152350139541048	0.138718356120007	0.0703004498706168	0.118710961473702	0	0.0872840035788467	0.236832118520152	0.095516393074509	0.114549820089084	0.098319749381374	0.104207639427971	0	0	0.0624941085957552	0.447750961951715	0.318220485398315	0.0773367620511549	0.101504685512365	0.130168193225217	0	0.0945034435585304	0.0884673003833916	0.0424016106750458	0.307528925525534
LYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC2	2.19510895074411	0.891796911575591	0.937635827851525	0.970530008488983	0.623000996172363	0.443393779775538	0.101566759694032	0.55487342448003	0.342929023759106	0.65291028810536	3.0858423034896	3.1858661306279	0.532872266670341	1.28947130650587	0.458199280356334	0.440237683797197	0.364726737997897	0.23791378649005	0.568245550794741	0.312470542978776	2.57131103724186	2.65578944594719	0.259022648018222	0.507523427561823	0	0.14638217451095	0	0.0429452914482483	0	0.0338688243970852
EPC1	123.860982464443	119.180208629758	109.295185403574	105.590576873574	83.71108635319	84.3528953911725	79.6654114674092	66.9279076717404	69.4222086407697	61.2649465521554	106.807648553352	116.542474418512	116.261479061839	117.835231062264	89.6054512664847	87.8724199918845	80.2268564046088	74.4670151713857	88.7713199451545	78.1895039695792	94.9509740929658	92.0937672712568	79.2453889346949	79.8161793589376	60.2214468076918	62.417359211469	60.1419914806488	58.5172541273832	56.521347029836	73.1488708680928
IQSEC3	0.0391983741204306	0	0	0.0882300007717258	0.0389375622607727	0.166272667415827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC77	17.0904911165078	18.7277351430874	15.303556190291	13.3227301165306	13.5113341044881	13.8006313955136	10.8676432872614	10.8200317773606	10.9051429555396	12.4052954740018	10.5868128258182	11.5214884724078	10.5390292741468	8.59647537670581	7.56028812587951	6.55464995875826	6.40876982482019	6.30471534198633	8.86463059239797	9.58242998468247	10.9366429450687	10.2437592915106	9.39882179951834	7.66360375618353	8.24398557093041	8.44137206346477	8.41080647670921	8.20255066661543	8.64992857770934	9.07684493841884
TAF12	18.6192277072045	18.4461150657477	17.0113928767348	19.3223701690079	18.1838415757808	16.9598120764143	17.7233995666085	16.6462027344009	20.6786201326741	19.5873086431608	27.9624787193134	26.7961890987059	24.3345001779456	25.3596023612821	26.2891837104447	25.6316162566368	24.5930029050011	23.1965941827799	23.9799622435381	26.039211914898	28.5586945869662	28.1229132401193	33.0068860046077	26.3912182332148	27.2051523840704	30.984226938151	25.7994400914788	27.4849865268789	29.3419145871317	29.9400407670233
ENOX1	0.0391983741204306	0.04693667955661	0	0	0.0389375622607727	0	0	0	0	0	0.0949489939535261	0	0	0	0	0	0	0	0.0568245550794741	0.052078423829796	0.0342841471632247	0	0	0.0507523427561823	0.086778795483478	0	0	0	0	0
TNFSF11	0	0	0	0	0	0	0	0.0462394520400025	0	0	0.0949489939535261	0.0872840035788467	0	0.0477581965372545	0.114549820089084	0.195661192798754	0.0521038197139853	0	0.0568245550794741	0.052078423829796	0	0.0474248115347712	0	0.0507523427561823	0.043389397741739	0.0487940581703166	0	0	0	0
MTRF1	13.4842406974281	13.6116370714169	11.7204478481441	13.6756501196175	10.3573915613655	11.7499351640517	4.36737066684337	4.30026903972023	4.66383472312385	4.68908297821122	5.74441413418833	7.63735031314908	8.76278838524561	7.06821308751367	4.75381753369697	5.67417459116387	6.40876982482019	5.7099308757612	6.13705194858321	6.30148928340532	7.50822822874622	5.21672926882483	6.91960502562965	7.00382330035316	6.33485207029389	6.19684538763021	8.26905131137141	6.65652017447849	5.38500455573081	9.99130319714014
SPART-AS1	0	0.04693667955661	0.133947975407361	0	0	0.0554242224719422	0	0.0462394520400025	0.0342929023759106	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0370032354311746	0.0507523427561823	0.043389397741739	0	0	0.0429452914482483	0	0
SOHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205704882979348	0.189699246139085	0.388904004381645	0.558275770318005	0.390504579675651	0.231283835727301	0.141755165337796	0	0.212008053375229	0.406425892765023
DNAJC15	50.2523156223921	48.4386533024216	52.7085283227964	51.3939754495303	44.8560717244101	46.7780437663192	43.8768401878217	39.5347314942021	41.048604143965	41.6081919965325	44.483603667227	43.6420017894233	42.8074054225174	42.6958277043055	51.490144130043	50.0892653564811	45.955568987735	44.5493565202619	41.3114515427777	41.2461116731985	62.5342844257219	61.8419542413416	59.353189631604	52.9346934946981	53.368959222339	58.4552816880393	51.8351387918539	49.9453739543128	53.6380375039329	61.4041786319155
PROSER1	55.4265010062889	50.316120484686	58.0999343329427	55.0555204815569	56.7320282139458	55.5350709168861	50.4786795679338	43.2801271094423	47.187033669253	42.4391687268484	39.2139345028063	49.0972520131012	52.3991062225836	46.7075162134349	45.4762785753662	46.2738720969054	42.516716886612	38.8394256445007	43.9253810764335	37.288151462134	46.0436096402108	44.769022088824	36.2261674871199	35.5773922720838	36.9677668759616	36.7419258022484	36.4783292135927	30.3623210539116	28.3666775416056	39.1184921786334
UFM1	87.6024864030444	90.6774406022105	88.0319489174715	91.4062807995079	82.0324880441281	85.3920995625214	59.2286559155746	57.336920529603	62.6188397384128	55.5525750860409	62.8562339972342	67.6437935135525	77.4441027560896	72.972136399098	70.8404724885915	65.5919908149084	64.9734631833396	58.2823350609338	64.0304769091022	62.4420301719254	68.0838593270331	66.1889124666187	70.4841328816557	61.0022858992209	60.5056473629002	57.186636175611	69.9797999550918	60.4669703591336	56.9826765539805	85.5455379739139
WBP4	16.3065236340991	14.6911807012189	17.7146197476234	18.0871501582038	17.5608405796085	17.8465996359654	17.6218328069145	14.0105539681207	14.7116551192657	16.0853352796866	10.9191343046555	10.3431544240933	12.7297263704582	11.6052417585528	15.4069508019817	18.1475756320845	15.8916650127655	15.8212668015883	15.1153316511401	17.0817230161731	14.0565003369221	14.0377442142923	15.3563427039375	13.5001231731445	15.0127316186417	15.3701283236497	16.6798577880806	15.0308520068869	12.7628848131888	18.0520834036464
ELF1	373.011728130018	331.983134503903	279.716859644421	272.674817385018	256.832160672057	244.864214881041	254.577083173091	234.896416363212	250.955459586914	247.987198518563	377.94447043201	359.959230759164	364.662254491404	338.51009705606	317.703926017073	331.939213583086	348.991384444273	303.280599328191	317.535613784101	286.06678209707	236.800604456393	250.118456034383	221.760389939029	213.210591918722	223.715734756406	205.520573013373	236.447615783443	215.928925401793	195.556228433311	274.947116455538
SMAD9	0.274388618843014	0.844860232018981	0.535791901629443	0.485265004244492	0.311500498086181	0.443393779775538	0.253916899235079	0.0924789040800049	0.0342929023759106	0.0593554807368509	0.522219466744393	0.39277801610481	0.473664237040303	0.334307375760782	0	0.293491789198131	0.104207639427971	0.0594784466225125	0.170473665238422	0.364548966808572	0.548546354611596	0.237124057673856	0.185016177155873	0.203009371024729	0.173557590966956	0.439146523532849	0.236258608896326	0.128835874344745	0.0848032213500916	0.541901190353364
HSPH1	91.6849970676872	88.8041977211062	97.011821188781	93.9649508218879	77.0963732763299	76.3191543438644	57.2328690875869	48.7826219022026	74.7585271794852	72.1169090952739	77.6208025570076	78.2937512102254	95.7985919414014	94.3224381610777	128.696722870085	139.017277483515	84.5644993957981	75.0023211909883	85.3504817293701	83.1171644323545	66.5798137909824	61.4625557490634	65.4217202423167	62.4761339328604	55.0611457342668	63.5298637377522	50.2285802513589	46.8103676785907	60.1254839372149	72.5808906829536
KBTBD7	18.9857325052306	16.3865335668037	12.9541087016459	11.6498893018987	15.5481579863491	13.9968331430643	13.1280115242521	13.3044775354699	12.1393445120486	12.7786414478366	22.4051141032135	21.4744834005036	21.3326530757027	19.2417773848598	10.0162362685895	12.2205089492282	11.2012791621126	9.88472304419536	16.9200795204642	12.9076373462149	11.7148930856739	12.6837658449745	9.86247233947096	9.8561049632506	11.1901256775945	11.2748430214151	12.2613492845015	10.6306774450994	11.4590352849311	16.2201186920081
ALG5	17.3256813612303	20.9337590822481	21.163780114363	21.9251551917739	17.9112786399554	22.6130827685524	19.4500344814071	19.328090952721	16.9749866760758	15.907268837476	17.6605128753558	14.6200705994568	16.6966643556707	16.4288196088156	18.4425210343424	17.1692696680907	20.1120744095983	17.4866633070187	16.5927700832064	19.1648599693649	22.3189798032593	23.5227065212465	23.1270221444841	18.2708433922256	21.5645306776443	24.7385874923505	22.1138057926961	22.9757309248129	24.6353358022016	32.581809069996
EXOSC8	48.9383861218752	55.471645367184	59.3228793484119	66.9864223359135	53.1996125656485	58.1017666595617	28.7505026665896	26.8628096626394	25.5509557022435	27.2020232668914	24.5903651990539	24.1100238885669	24.6672493044664	27.0325719859822	35.0218892449359	30.5192328527497	25.248468957003	26.4262738343823	26.4989947702112	25.9006833075108	28.428414827746	22.891956527834	29.2458771553831	25.5543121011653	24.8391285252133	24.7605448185271	28.4266358224059	24.5509642151346	19.6993643035195	30.036905604799
ETF1	72.2818018780741	71.4376262851605	85.8606522361182	86.2002696039722	83.8715091097043	88.6233317326356	99.3830743606101	86.7452120270446	82.508723116441	79.0615003414854	71.2117454651445	71.6165249364437	71.1088435856756	65.9540694179485	108.478679624362	104.776568743733	84.877122314082	78.8089417748291	69.4396063071174	69.5767742366075	86.9445972059379	91.9092847543865	86.4025547317927	87.8523053109516	87.6899728360545	92.0743877673874	83.021275166169	72.8781595876774	73.0155735824288	83.1818327192413
TGFBI	96.310405213898	104.95041548858	92.0222591048568	86.4654007562912	76.7069976537222	75.0443972270098	74.6515683751133	73.0583342232039	78.2221103194521	85.4718922610653	161.745611199832	165.01040876581	167.203475675227	160.754089544399	98.3410205464782	87.313807286444	106.864934233384	107.47755304688	121.661372425154	108.948062651933	279.587220116098	247.747215457645	178.577614190849	185.44906043109	175.727060854043	168.04673633857	178.706011769181	151.682769395213	150.610521117763	131.986808675441
FAM53C	64.1285400610245	60.0789498324609	53.6126771567961	51.8792404537747	60.7036595645446	53.5397989078962	60.2153769860021	58.9090618989631	61.8259878354818	53.586128009229	60.292611160489	65.1138666698196	51.2285634767977	51.0683171392516	51.721534766623	48.5039205418292	47.6426906700739	43.793980248156	55.5613452200574	46.4867634631908	78.9296492821193	76.2116721363773	72.5833264276662	80.0019329334253	75.6433404470381	67.2167427731013	74.1379514716671	78.1174851443637	62.6373553536046	54.054643737748
SIL1	12.6610748408991	12.9545235576244	11.0841949649591	10.8964050953081	12.8883331083158	12.5812985011309	14.0162128377764	14.7041457487208	12.4826164648315	12.0491625895807	11.7736752502372	10.823216443777	7.69704385190493	7.83234423210974	10.8249579984184	10.1254667273355	9.69131046680126	10.5276850521847	7.95543771112638	10.0511357991506	15.1535930461453	17.0729321525176	12.2110676922876	15.4794645406356	14.1015542660652	14.4430412184137	13.4667407070906	12.2394080627508	13.2717041412893	10.8380238070673
PAIP2	111.715366243227	117.200888852855	87.2671059778955	89.3328757813723	86.7918262792623	85.1870299393752	96.4884217093302	93.0800169565249	100.238153644787	99.8359185993832	157.900176944714	152.356846766984	137.717876919468	139.692724871469	111.802915403347	113.483491823277	127.550150659836	120.146462177475	122.627389861505	131.966725984703	99.458310920515	113.392724379638	107.494398927562	96.1193544225061	108.77722013854	102.613904332176	117.515032065033	108.694532655517	107.954500778667	146.516534341791
MYOT	0.0815326181704957	0.246886934467769	0.133947975407361	0.176460001543452	0.112529554933633	0.237215672179913	0.101566759694032	0.0462394520400025	0.0685858047518213	0.0593554807368509	0.047474496976763	0	0.118416059260076	0.191032786149018	0.0572749100445418	0.025435955063838	0	0.118956893245025	0.0568245550794741	0	0.0685682943264495	0	0.113969965128018	0	0.086778795483478	0.0975881163406332	0	0.13313040348957	0.127204832025137	0.0782369843572669
KDM3B	215.434264165887	190.891475756733	180.52838385527	176.107081540365	176.153531667736	173.533240559651	151.79152236273	128.499437219167	151.883264622908	141.681532518863	154.956758132155	162.959234681707	157.019694578861	151.297966630022	123.771080606255	114.65745898007	119.995096801308	108.607643532708	152.744404053626	127.279667840021	123.080088315977	108.270844733883	92.5820950487988	91.4049693038843	102.138642284054	106.907781451164	109.198729031882	105.817198128484	93.3683467064508	104.620798562596
EGR1	26.576497653652	22.0133027120501	79.832993342787	88.141770770954	176.153531667736	147.871825555142	42.4041221722583	44.0661977941223	53.0168270731578	46.1192085325332	19.1796967786123	21.4718648803963	30.8473834372498	24.022372858239	71.1927131853654	71.5141659679446	32.6169911409548	32.5347103025143	35.3448732594329	25.778819795749	53.7575427519364	70.0938714483918	48.6962578274258	64.3539706148392	65.8217163742181	61.0901608292364	63.1283002970983	77.301524606847	39.2214898744174	35.359052670557
SERP1	151.031335486019	153.905372266124	145.668423255505	152.726131335857	177.672096595906	187.832689957412	234.517648133519	246.040124304853	232.505878108674	231.427019392982	227.034913167125	212.222326301608	204.5767681383	203.306642659092	204.611752388623	205.994060390456	234.757406988741	235.832040858262	228.718834194883	243.362474556637	197.990949867623	209.427967737549	220.83530905325	213.058334890453	228.662126098965	214.937826240245	236.967384723015	257.939297855213	252.035173852472	292.558905142022
