,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CD2,86.5322271810647,6.11949083231192,0.508246564720829,12.0403978247708,2.17902279280713e-33,3.76818411560137e-29
CTSW,87.4154117856804,5.16158149123642,0.446208467322369,11.5676457737575,6.0109426780925e-31,5.19736158661268e-27
CD8A,114.036099540036,7.83765420850966,0.709902440863727,11.0404666294339,2.43763932535666e-28,1.40513656177976e-24
NKG7,109.598649508545,9.00104089222124,0.833683232384002,10.7967157579526,3.56736283493873e-27,1.54226013761488e-23
RNASE1,128.217139293928,8.44824051810527,0.844979541584058,9.99815983978452,1.55255133644298e-23,5.36965405222169e-20
TRBC1,138.056681320927,3.41039008654688,0.342449054983921,9.9588246394986,2.30774791585145e-23,6.65131411813652e-20
CD4,95.3613325900559,7.61779469959785,0.787420555668715,9.6743660611304,3.87485607864573e-22,9.57255516686008e-19
IL32,347.378433455423,5.75524003628903,0.59649089142623,9.64849609442997,4.98818719437104e-22,1.07825901440323e-18
ITK,43.3383190285281,6.61363824687367,0.701308438124872,9.4304273089269,4.08421682339079e-21,7.84759572521078e-18
CD247,61.8946199084988,6.0669775320188,0.660098427248468,9.19101952311595,3.89135450663752e-20,6.72931934832827e-17
GZMM,28.349913096166,8.00603816220137,0.905580768263927,8.84077759021938,9.50547105069874e-19,1.49434646254303e-15
PRKCH,64.1858585296036,4.08095657209618,0.465504441030755,8.76674036247605,1.83913236312928e-18,2.65034299629955e-15
CD14,112.300953402545,5.6155796594256,0.660085252133489,8.50735513522724,1.77945852213254e-17,2.36709047871061e-14
CST3,117.493200233197,7.29549339503707,0.87041230004122,8.38165245906058,5.21897440220439e-17,6.44655173838003e-14
ID2,31.4810930651425,5.23996279364589,0.652395813552183,8.0318767913534,9.59927473387987e-16,1.10666838648656e-12
APOE,128.644233829106,4.80781645843271,0.60840479688032,7.9023316106077,2.73733998462947e-15,2.95855127213734e-12
ANXA1,47.7501452433664,5.38248998493862,0.697572775150042,7.71602645154965,1.20012415373416e-14,1.22080864650146e-11
SAMD3,11.9321218029508,6.74728972760765,0.90742269578486,7.43566340025439,1.04044466126532e-13,9.99578307070062e-11
F13A1,99.4672980111887,5.27832991382346,0.72045411470732,7.32639290424172,2.36429967304297e-13,2.15188601294379e-10
STAB1,20.5744576733671,6.14699533928296,0.844329974654863,7.28032347992344,3.33020673933935e-13,2.87946325716977e-10
AOAH,11.5330342314365,6.70207150523095,0.938806212145702,7.13892965185321,9.40604541180744e-13,7.74565444316124e-10
CX3CR1,26.1557001797839,4.52767190416437,0.646207310593826,7.00653154171795,2.44298506663422e-12,1.92029730715025e-09
SELENOP,41.6764597130629,5.87021533240137,0.841029149514368,6.9798000887258,2.95600383305301e-12,2.22252931673851e-09
ENSG00000289316,41.9310715272592,4.39567353568006,0.637330496363746,6.89700800567261,5.31091903605612e-12,3.8267384537716e-09
CCL5,335.684593449443,3.86811944202381,0.568377773200409,6.80554311658475,1.00668722559142e-11,6.69563161236628e-09
RFLNB,17.3149451577467,4.6681843458578,0.707805953722108,6.59528832910973,4.24430189348029e-11,2.71839676459091e-08
TMEM176B,25.1803245694169,5.90134845712826,0.923925991128091,6.38725234899264,1.68892809766514e-10,1.04309405689012e-07
INPP4B,21.5857598498299,5.78060348678195,0.909060477030181,6.35887670055426,2.03234455001642e-10,1.21190807942876e-07
SLC40A1,38.0405565787616,5.8941504835531,0.95871461497123,6.14797186932419,7.84799476476025e-10,4.377915273129e-07
LPAR6,15.2403044241269,3.05258647755552,0.498289344098772,6.12613236407165,9.00409093681483e-10,4.71841650213148e-07
S100A9,19.9561403583207,5.00075405664603,0.815835295935692,6.12961229007701,8.80934819355235e-10,4.71841650213148e-07
LGALS3BP,39.4398081268307,3.36291525790075,0.557127695249785,6.03616601108477,1.57818895764027e-09,8.02694754249212e-07
DHRS3,13.0799141675165,3.41566658930441,0.582367070606538,5.8651437584666,4.48743732463351e-09,2.15559037930242e-06
ITGA6,16.0586661095431,5.37856914080552,0.918121271444304,5.85823388270315,4.6781550759331e-09,2.18646853319219e-06
GIMAP1,59.5326090023462,2.64176985326294,0.454535918547058,5.81201560859582,6.17250836862709e-09,2.80897861101759e-06
FCN1,33.1123542877578,6.90992451309915,1.19324812727954,5.79085301298811,7.00298436344997e-09,3.10519509223437e-06
SH2D2A,26.7910495573176,2.52705354608585,0.444924106344252,5.6797406794825,1.34899106633232e-08,5.83202562752122e-06
ETS2,8.81767210342894,5.30386690111714,0.939289940152205,5.64667699971074,1.63578743856704e-08,6.89943223783897e-06
CCR1,12.1804314788377,6.29012274532752,1.11885878455537,5.62190942427753,1.88858283179526e-08,7.7760149786275e-06
GBP1,90.7976430293346,2.8454197719358,0.508307403358841,5.59783263657695,2.17048130032166e-08,8.72886816894475e-06
CD7,42.3349513972197,3.36207341870468,0.607153017047385,5.53744002632913,3.06924743155829e-08,1.20628399622585e-05
CD226,18.5981386121939,2.92834264097099,0.540983398308792,5.41299908671042,6.19778065839089e-08,2.38173824279008e-05
OSBPL5,6.65949472132433,4.1784620952982,0.78536869979055,5.32038276597037,1.03549158300157e-07,3.8927730314883e-05
ICOS,24.1514985516634,2.19028794152958,0.412169284760042,5.31404940279508,1.07215530766701e-07,3.94484717776288e-05
TRERF1,12.943456765295,2.94296384586266,0.561530499062138,5.24096883566959,1.59735693835584e-07,5.75481115312241e-05
FSCN1,13.1338180614127,2.12927747737194,0.407013608183412,5.23146507772887,1.6817180895174e-07,5.93509202490295e-05
PAM,7.8659877014985,3.07899348413752,0.590653901968769,5.2128555722304,1.8595567281308e-07,6.30535578422862e-05
CYP1B1,27.3103600622441,4.55217299570034,0.87476627417636,5.2038734574975,1.95176934960198e-07,6.49075910820519e-05
TRDC,24.7994596994987,2.65507387743845,0.51085926150935,5.19727071129913,2.02235749803239e-07,6.5986090968819e-05
TBXAS1,14.0141347991531,2.84175320772817,0.54716241671058,5.19361915391075,2.06244836186183e-07,6.60479991142161e-05
PDZD4,6.46017641535899,3.63149638726605,0.700088430511771,5.1871966868691,2.13483226982357e-07,6.7123008076471e-05
CSF1R,21.0278654624155,6.06465636063384,1.17629329849622,5.15573485659309,2.52638169657498e-07,7.75534918907313e-05
FOLR2,51.7203085780967,2.64445250732823,0.518040017588503,5.10472630982884,3.31273611788948e-07,9.87709408390736e-05
