,x
1,TMEM176A
2,CYB561
3,STAB1
4,CD4
5,PRKCH
6,SH2D2A
7,PDZD4
8,ACTN1
9,FCN1
10,BIRC5
11,CST3
12,IL4I1
13,NKG7
14,TMEM176B
15,LGALS3BP
16,CCL2
17,INPP4B
18,RASGRF2
19,CD2
20,GBP1
21,IFIT3
22,F13A1
23,TRERF1
24,RNASE1
25,APOC1
26,GIMAP6
27,MICAL2
28,TBC1D4
29,AOAH
30,SLC40A1
31,HAPLN3
32,PAM
33,PDE3B
34,CD8A
35,NBL1
36,CBR3
37,DHRS3
38,SAMD3
39,MELK
40,FOLR2
41,CX3CR1
42,NSG1
43,CD14
44,RRM2
45,CXCR6
46,CTSW
47,UBE2C
48,CSF1R
49,GZMM
50,TRBC1
51,GIMAP1
52,CEBPD
53,C12orf75
54,IGKV2-30
55,SELENOP
56,CCL5
