,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CTSW,106.778624561624,4.83113531060972,0.243119388816768,19.8714521870192,7.18927310857503e-88,1.35244605718513e-83
SPP1,142.13060189732,5.27651595415087,0.276964551251425,19.0512321172861,6.41738253152768e-81,6.03619000915493e-77
CD14,197.282840457153,7.19206215099259,0.412014878161532,17.4558311658176,3.1082038461651e-68,1.94905102513526e-64
STAB1,134.291664125413,6.72306385931678,0.43524732425852,15.4465369104108,7.96071974742116e-54,3.74392649721217e-50
IL32,354.205206453619,7.67308080593743,0.517894298049293,14.8159206132196,1.15594623463163e-49,4.34913211317806e-46
F13A1,254.826904032409,6.92736568622251,0.486412849152897,14.24174073174,5.04544211869341e-46,1.58191428561434e-42
CD2,100.289757045581,5.90544610879373,0.42164952291699,14.0055799611478,1.44098558893802e-44,3.87254584272887e-41
CST3,268.850053484358,7.55668798469538,0.609224144432404,12.4037893996071,2.49251403089505e-35,5.86114674364971e-32
FCN1,90.461786654356,7.56325840261472,0.62955856070826,12.0135899575505,3.01468016145162e-33,6.30135146635866e-30
CYP1B1,94.9844191727484,6.16742208628384,0.521137606811769,11.834536609275,2.58768678570164e-32,4.86795638126192e-29
ID2,52.300455860714,4.82838357059386,0.40926379676454,11.7977295054313,4.00985013462193e-32,6.75874144003679e-29
APOE,88.2073364627564,5.04304626413894,0.4276802958549,11.7916263924628,4.31133836277065e-32,6.75874144003679e-29
RNASE1,389.496041423536,7.41423195846936,0.629379052367671,11.7802331211654,4.93563786588235e-32,7.14224765638299e-29
GPNMB,277.408233662992,5.95458621071081,0.507822649127471,11.7257200342321,9.40974965237874e-32,1.26440150328963e-28
NKG7,164.942298323789,9.90698557133484,0.86699222424102,11.4268447793838,3.07064627469157e-30,3.85099984796652e-27
PRKCH,71.8735143256574,5.56567997143099,0.502359424916719,11.0790794307356,1.5849373172643e-28,1.8634900507735e-25
CD247,81.3541688764047,6.48633754206892,0.586919007012467,11.0515036394641,2.15573555469548e-28,2.38551160323126e-25
ANXA1,68.993141868581,6.9410537078184,0.628648856810485,11.0412253718786,2.41714063391713e-28,2.52618053362495e-25
CD8A,130.203235857268,8.68738569608555,0.788618161423252,11.0159594605418,3.20107746487039e-28,3.1694036457443e-25
CX3CR1,47.0419228745043,6.22395659563918,0.565741712723898,11.0014101058104,3.76202503112634e-28,3.53856074427744e-25
CCL5,381.362836319569,5.1367552902591,0.471795603321854,10.8876709619417,1.31972142650387e-27,1.18221902263766e-24
CD4,129.752790357396,9.09167454338698,0.899213925927899,10.1106914397542,4.95334422823158e-24,4.23555961915875e-21
LPAR6,41.2801930438314,5.06829179091571,0.503233021673397,10.0714610779359,7.38724083568086e-24,6.04212063481862e-21
CSF1R,61.574715223731,7.27837961757352,0.725451878741831,10.0328909895397,1.09269495425868e-23,8.56490728313098e-21
