,x
1,TMEM176A
2,GAS7
3,CYB561
4,MMP25
5,IL32
6,STAB1
7,CD4
8,IGF1
9,OSBPL5
10,PRKCH
11,SH2D2A
12,FNIP2
13,TBXAS1
14,GNA15
15,PDZD4
16,FSCN1
17,LAMP3
18,FCN1
19,PILRA
20,SMOX
21,LYZ
22,ITGA6
23,NRP1
24,TSPAN15
25,MLC1
26,LGMN
27,MMP9
28,CST3
29,ATP8B4
30,DMXL2
31,NKG7
32,LILRB5
33,SCN1B
34,CDK6
35,AHR
36,TMEM176B
37,LGALS3BP
38,CCL2
39,INPP4B
40,KLRB1
41,SPARC
42,ITK
43,PDE4D
44,SLC12A7
45,ID2
46,EPAS1
47,CD2
48,GBP1
49,SPP1
50,GPR68
51,SOCS2
52,TMIGD3
53,PLAU
54,LRP1
55,F13A1
56,TRERF1
57,C3
58,DOCK4
59,RNASE1
60,LDLR
61,APOE
62,CHI3L1
63,GIMAP6
64,MICAL2
65,CAMK1
66,EMP1
67,ANXA1
68,HAVCR2
69,CYP27A1
70,GPNMB
71,AOAH
72,ARRB1
73,SORL1
74,THBS1
75,CYP1B1
76,MYOF
77,SLC40A1
78,LPAR6
79,FBLN5
80,HAPLN3
81,TRPM2
82,LMTK3
83,ADAMTSL4
84,PAM
85,NACC2
86,CD226
87,PDE3B
88,CD8A
89,TNIK
90,VSIG4
91,GNAQ
92,ETS2
93,TSPAN18
94,FCER1G
95,RGL4
96,JAML
97,HK3
98,DHRS3
99,S100A9
100,IGFBP7
101,ICOS
102,CCR1
103,SAMD3
104,FOLR2
105,IFI27
106,C15orf48
107,MS4A7
108,SEMA6B
109,RAB3IL1
110,CX3CR1
111,GFRA2
112,SEMA4C
113,NSG1
114,PXDC1
115,CXCL10
116,FOS
117,CD14
118,OSCAR
119,TMEM37
120,SPSB1
121,CXCR6
122,CTSW
123,CD7
124,CTBP2
125,A2M
126,KCTD12
127,CUEDC1
128,CSF1R
129,GAS6
130,RFLNB
131,SOCS3
132,GAS2L1
133,ZNRF1
134,FPR3
135,RAB42
136,IER5L
137,SULT1A1
138,DAPK1
139,SVIL
140,C5AR1
141,GZMM
142,CD247
143,TRBC1
144,TRDC
145,GIMAP1
146,LAT
147,TNFRSF25
148,CEBPD
149,C12orf75
150,ARPIN
151,CEBPA
152,LINC02481
153,SELENOP
154,ARAP1-AS1
155,ENSG00000258875
156,ENSG00000262160
157,CCL5
158,ENSG00000273221
159,PIK3R6
160,ADORA3
161,ENSG00000289629
