,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LAT,56.0602631826228,2.62866693271789,0.475188425089762,5.53184125270168,3.16886635767902e-08,1.44235005470916e-05
GAS7,8.24843724291259,5.07632148363982,0.942163731670668,5.3879398166159,7.12699076734108e-08,3.17021507496363e-05
PDE3B,14.0767470224031,3.53710443454165,0.65788416191397,5.3764851615385,7.59539555580708e-08,3.26071074363312e-05
S100A9,30.544008793059,4.05218248041705,0.753912124723036,5.37487373864122,7.66363653214405e-08,3.26071074363312e-05
ITGA6,12.007629557933,4.62104790030704,0.875604600126908,5.27755096265743,1.30921800711766e-07,5.45191805006528e-05
TNFRSF25,8.19634218353977,5.08978530459893,0.968833150755301,5.25352100166158,1.49218651628021e-07,6.08439052013255e-05
LYZ,360.982535336138,5.2373280293785,1.01105998790981,5.18003688406835,2.21842031451759e-07,8.86100457055881e-05
TRDC,20.0945491544009,2.94002158179237,0.569411227230096,5.16326591608339,2.42678007355251e-07,9.49938791991394e-05
CD160,13.7498330387033,2.12215284307015,0.417749413119396,5.07996606679523,3.7750229220728e-07,0.000144872056138841
NRP1,9.63888323333581,4.8924233430812,0.977649088189266,5.00427341689911,5.60731228525407e-07,0.000209861595958427
GNAQ,7.99179994588088,3.96346846881168,0.792425613686395,5.0016915157165,5.68294736654231e-07,0.000209861595958427
PDE4D,8.17044264802673,5.05591154508792,1.02383596573644,4.93820466782609,7.88450703150995e-07,0.000280573766583114
IFI27,10.8280834099242,6.45485497328684,1.30670003794958,4.93981387144943,7.81971776480355e-07,0.000280573766583114
HAPLN3,16.6782424229553,5.70881395846503,1.15728968987285,4.93291697698635,8.10105949256672e-07,0.000283132029265207
A2M,7.83507310962453,5.48410564321778,1.12222306044742,4.88682316065693,1.02476060320859e-06,0.000351870430280676
CXCR6,5.43563351117561,4.94654194072633,1.01954479941699,4.85171612228804,1.22397733152768e-06,0.00041302904021827
SLC40A1,28.3021252070419,3.95784534382899,0.832610100010374,4.75353991475683,1.99885620105366e-06,0.000652026892783703
TBXAS1,11.7668296732866,2.57985382298349,0.544547501269129,4.73761024882284,2.16253213402843e-06,0.00069385375290499
FSCN1,16.8669410617921,2.51620717933369,0.535889199245424,4.69538699954527,2.66102441577279e-06,0.000826691585166746
ETS2,7.81487887518298,4.53248572584179,0.97508468057327,4.64829959504344,3.34682569265837e-06,0.00101364974175606
FPR3,10.2923439158527,5.88856139042576,1.26714860005155,4.64709615761419,3.36640267801676e-06,0.00101364974175606
CCL2,45.3135974117007,7.08005202253945,1.54098414049775,4.59450025245072,4.337876028803e-06,0.00126467391228925
GIMAP1,48.0666192623803,2.2221490367874,0.483584930938919,4.59515773676595,4.32422030920065e-06,0.00126467391228925
MICAL2,7.56103987924186,4.94985229211582,1.0801919132723,4.58238228901466,4.59708489945822e-06,0.00130397312539415
CHI3L1,13.7608188429468,5.01000260970183,1.10992044750237,4.51383936657419,6.36644445152526e-06,0.00175498663105989
MMP25,6.75661435577714,3.47367696190175,0.780941646806913,4.44806212615859,8.66484710282312e-06,0.00235539427078408
DAPK1,7.27155030655109,5.37652734120217,1.21098175187524,4.4398087195587,9.00388687863775e-06,0.00241402841080408
FCER1G,68.9984103908486,2.8870683269477,0.660781232670703,4.36917422015594,1.24717241731815e-05,0.00321116939991071
DHRS3,11.60503375468,2.36111752147638,0.540751776069847,4.3663611031236,1.26333560082324e-05,0.00321116939991071
MS4A7,14.9504533106115,2.06945221941312,0.47774249903009,4.33173147378454,1.47941304121202e-05,0.00371218872341047
GNA15,9.34554905336491,4.78283745483928,1.10723530435941,4.3196215258024,1.5629702060092e-05,0.00387220922430532
KCTD12,17.6274864346245,3.81805129863873,0.896679451562022,4.25798906397114,2.06274037211294e-05,0.00504649432037431
TMEM176A,12.2661910354553,3.86504153218425,0.908984600343839,4.25204291769325,2.11829251524549e-05,0.00511842235905984
AHR,12.7249363116469,3.30523098375372,0.783455180298036,4.21878757952225,2.45619542948264e-05,0.00579188637901618
EPAS1,5.06137245864029,4.84247365782675,1.14899305115152,4.21453693995246,2.50291185828246e-05,0.00583178462979812
SPARC,5.86969280903481,4.09729784228061,0.982597676806657,4.16986314846216,3.04782601427405e-05,0.00698735631815845
CTBP2,8.65638549026105,2.17595006286909,0.522037040134359,4.16819094351821,3.07026692909067e-05,0.00698735631815845
VSIG4,7.71724477056698,4.9671171730889,1.19558965992296,4.15453339853153,3.25952006823255e-05,0.00733279618108591
SLC12A7,7.25692928778335,3.36940738850295,0.815076700662864,4.13385315242451,3.56731455487381e-05,0.00781236209578451
SOS1-IT1,3.12066321814158,4.63294006373003,1.12116900597339,4.13224058018599,3.59244118445026e-05,0.00781236209578451
SPP1,27.1126715564327,3.0122347912464,0.734488290039095,4.10113385345608,4.11130643663823e-05,0.00884247138218498
CDK6,9.69925385270659,2.45944793646613,0.604906214392138,4.0658334762482,4.78611026113134e-05,0.0100724462398777
LILRB5,16.4872440278707,3.98776463581715,0.982138010885292,4.06028948235352,4.90119110156093e-05,0.0102049055574203
SCN1B,5.94171636129689,2.57036859862246,0.640058970743403,4.01583090951304,5.9236717374133e-05,0.0119523817777993
ADAMTSL4,9.31250486002836,3.75888156543977,0.935884680128043,4.0163939481577,5.90954389091062e-05,0.0119523817777993
MS4A6A,19.0938658915729,3.86426077065634,0.975890371783537,3.95972834898864,7.50350672695918e-05,0.0145404587782223
TBC1D4,11.5489505439882,2.51254475882414,0.634438565676509,3.9602648621226,7.48666796490296e-05,0.0145404587782223
FNIP2,4.65336401081209,3.78110973441929,0.965113122388354,3.91778916554592,8.93648139450071e-05,0.0168177705628046
PDZD4,7.08511456828907,2.83603695346389,0.723626375283407,3.91920064045919,8.88431339101358e-05,0.0168177705628046
OSBPL5,5.75046667718963,3.45361261469495,0.889040926937121,3.88464975014498,0.000102477513872746,0.0189216028445037
PAM,6.91902291982814,2.89519712426294,0.752045601947172,3.84976272285456,0.000118232304771784,0.0214263210091977
BEX3,3.35099572579731,4.21337197008279,1.09530329198509,3.84676281073404,0.000119688735794982,0.0214912654768751
RAB3IL1,7.52280097870481,4.18611218965758,1.09420118095757,3.82572443030466,0.00013038808295544,0.0229905906270619
CRIM1,4.52294826751995,3.10763081095401,0.813568252487337,3.81975427562837,0.000133584686645162,0.0232526921058878
MLC1,2.64437110224541,3.84994099235967,1.01926343965427,3.77717952256342,0.000158614404716697,0.0264861847535964
NSG1,6.63135845992461,3.42725215702803,0.919750510597844,3.72628459298196,0.000194322990180355,0.0309210533643082
CXCL10,6.12299136461626,4.20756786348279,1.14363693732854,3.67911154855786,0.000234047887389557,0.0366462820159073
CEBPD,17.7985500904817,3.01473227954359,0.824342115711508,3.65713727599797,0.000255047804422895,0.0393054773871252
