,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SAMD3,15.9531729073897,5.74926688604594,0.346605475635124,16.587351586154,8.60312557359957e-62,9.52163574513387e-59
F13A1,127.768457927779,5.44753689730321,0.336389903003332,16.1941153663261,5.54899859459489e-59,5.80024491985016e-56
CSF1R,59.4342747878974,6.26446482458813,0.390079358326877,16.0594624936259,4.90785762864706e-58,4.86007059384181e-55
IL32,319.838378334652,6.00481702513119,0.374794385860168,16.021630130211,9.02528295418739e-58,8.08622375157313e-55
CD247,78.538485789235,6.0548265289852,0.377879013888768,16.0231881275299,8.80192537435672e-58,8.08622375157313e-55
FCN1,139.85612409073,7.30774111954277,0.461865395782866,15.8222312956702,2.18606009374157e-56,1.86957821198853e-53
TMEM176B,28.776305916895,5.32163092746444,0.345725096186622,15.3926659827779,1.83320799993363e-53,1.49964384864136e-50
LPAR6,29.6610832817878,3.74280520165161,0.251567343187475,14.8779454210095,4.58360421104037e-50,3.59335471794686e-47
ID2,42.3023017455976,4.63137772801879,0.322069659672341,14.3800497467863,6.90449080892824e-47,4.9964613296148e-44
RFLNB,23.1419540670105,4.60425942726439,0.327831028956642,14.0446114631612,8.31230114205654e-45,5.79244244399236e-42
TRERF1,17.2784831284116,3.44258198510495,0.250037305642379,13.7682734032847,3.95553978982056e-43,2.65798146948121e-40
GAS7,19.7875791808739,4.73492938683013,0.355127499120713,13.3330406644197,1.48710640655392e-40,9.64824380665932e-38
INPP4B,21.7375358439626,5.55389164828248,0.41737065501214,13.3068570623897,2.11179996450758e-40,1.32445054440701e-37
ETS2,13.4355003406046,4.09594906819398,0.312253350748853,13.1173902805878,2.61795878502271e-39,1.58893208194201e-36
SELENOP,38.2689903017661,5.45424870312651,0.42057030101301,12.968696767197,1.84134426121039e-38,1.08265288358354e-35
GIMAP1,59.1057479979013,3.04568959927697,0.235145850019432,12.9523425526127,2.27892138534046e-38,1.29933048076305e-35
ANXA1,61.1711784986731,5.7982396301778,0.448396253996997,12.9310617082377,3.00638359174928e-38,1.66367962584596e-35
MICAL2,8.8490922992372,4.88239146978009,0.380595550550777,12.8282936117213,1.13843949654232e-37,6.11992546498394e-35
LGALS3BP,31.1525414762514,2.97469609550025,0.234384746149131,12.6915089158898,6.59037232856962e-37,3.44438487116771e-34
CCR1,24.8757842301141,5.64465699002213,0.447457096479138,12.6149680817171,1.74628382643003e-36,8.88008924169758e-34
PDZD4,8.21159027399844,3.76980527264991,0.306878790474614,12.2843460990562,1.09930280639574e-34,5.44299534271996e-32
PAM,8.94015081651782,3.22889999947162,0.263507852848775,12.2535247605113,1.60849828911954e-34,7.75997315635492e-32
GBP1,86.3334596000371,2.98518065845595,0.244054713439161,12.2316042021459,2.10735212270592e-34,9.91245754717797e-32
NRP1,19.554170279008,5.54820315759601,0.456460288876477,12.1548430231516,5.40655391330216e-34,2.48108077753122e-31
CYP1B1,67.459017472135,5.00387796902627,0.41605426283655,12.0269840162462,2.56355236899398e-33,1.14841042434814e-30
GPNMB,136.969668599429,4.79027857404717,0.398477237011231,12.0214610249171,2.74081903868054e-33,1.19926767936685e-30
OSBPL5,8.10881227333203,4.28311496508736,0.356718429210014,12.0069909888668,3.26510313079873e-33,1.39620262286314e-30
CD226,22.6086994684699,2.46473626109204,0.206034030968039,11.9627628965546,5.5678013203579e-33,2.32795959650075e-30
CXCR6,8.48942655332471,4.56539506861424,0.382516349154701,11.9351632386512,7.7606496771969e-33,3.17427442774912e-30
C12orf75,11.2985855664519,3.01550454959717,0.25391699299184,11.8759462061449,1.57837945786299e-32,6.31855521270046e-30
ITGA6,15.4890412877571,3.85561976422507,0.32700630978588,11.7906586168006,4.36117055746665e-32,1.70948800080698e-29
APOE,84.7385821103998,3.86863753325817,0.329149025462217,11.753452794902,6.77911104789186e-32,2.60304029318542e-29
KCTD12,40.3968285083265,4.3730004720269,0.372910954616174,11.7266613326709,9.30572086616123e-32,3.50174276193647e-29
MMP9,359.643481266233,5.95187066480311,0.507669070831661,11.7239182112331,9.61211147237851e-32,3.5461152422118e-29
GNA15,14.2941531208777,4.30190446066811,0.368522178985183,11.6733936408236,1.74327635272537e-31,6.30764318779381e-29
CYB561,13.8174558332343,2.2592967204778,0.193638775622416,11.6675842078412,1.8664830920048e-31,6.62601497661704e-29
DHRS3,12.8314880828655,3.54922798805242,0.30773666648506,11.5333282464887,8.96110795696602e-31,3.12228233722807e-28
FPR3,30.5307609020911,5.55330315332017,0.483262608123117,11.4912742264251,1.45943174315654e-30,4.99258331772549e-28
TBXAS1,22.6850929953416,2.886075230069,0.25371471826743,11.3752771213963,5.55262100800874e-30,1.86558150474436e-27
TMEM176A,12.7863453784342,3.93185933469178,0.347196333425898,11.3245992430129,9.91311992097619e-30,3.27219914584503e-27
CCL2,71.7029247898232,6.41296464932526,0.567505623142873,11.3002662666318,1.30820741037244e-29,4.24377972864784e-27
VSIG4,18.4604874045998,5.27135849843517,0.475367202324522,11.0890243850617,1.41826073038055e-28,4.52280943086611e-26
SEMA6B,25.3054684922961,4.59403289685355,0.417154898582265,11.0127746610833,3.31630290364382e-28,1.03993731886764e-25
GNAQ,12.6904516968021,4.37217345614632,0.402103767801166,10.8732466747446,1.54599503261768e-27,4.76850762929534e-25
HAPLN3,11.5734182944197,4.7337335396635,0.439680647094581,10.7662995197631,4.96559982711289e-27,1.50689936688918e-24
MS4A7,24.5486659471637,2.24347470854815,0.210113708035828,10.6774314228255,1.29813811956546e-26,3.87689979676573e-24
LYZ,508.965011127358,4.86253045262927,0.457473880628197,10.6290886945329,2.18234473052845e-26,6.4157525163895e-24
TRDC,28.1314095271723,2.60022441692656,0.245135394499356,10.6072989673199,2.7560118077846e-26,7.97759417899495e-24
GIMAP6,73.1426840397775,2.90130676488349,0.275281810271643,10.5394060073222,5.68568688838603e-26,1.6208514970452e-23
ATP8B4,4.59695497816048,3.52849142484256,0.335221935151241,10.5258369302433,6.56751774500352e-26,1.84429621451106e-23
FOLR2,47.6874142452484,2.4242626675533,0.233306930606302,10.3908729211485,2.72844422309689e-25,7.54936442023058e-23
CD7,47.3321324588997,4.49216785584442,0.433611989028694,10.3598792688067,3.77438144427396e-25,1.02920270831905e-22
TNIK,17.7997839113705,2.83078333267895,0.273588632810184,10.3468601878754,4.32435461692702e-25,1.16232474453545e-22
PDE4D,14.9506803380802,4.25655767889429,0.413301259983452,10.2989225802619,7.1254873175623e-25,1.88825413915401e-22
PDE3B,23.3859353099307,3.4672693781417,0.337534658049185,10.2723358785765,9.39029971974676e-25,2.45386790593105e-22
GPR68,23.2101216028934,2.03738059266405,0.199233401911974,10.2260995049626,1.51498862106112e-24,3.90472752126919e-22
SLC40A1,28.4653629422859,4.35023430959211,0.426266560276902,10.2054318001539,1.87485334731315e-24,4.76694131482391e-22
CDK6,13.1465261854106,2.74127948902508,0.272730468296742,10.051240355157,9.07182948483436e-24,2.24587462838366e-21
NSG1,8.38818511546636,3.63339166836431,0.362298350042719,10.0287281681959,1.13975198854438e-23,2.78499138499513e-21
A2M,12.0539083008656,4.77145165832417,0.479271179431545,9.95564069590728,2.38283034720146e-23,5.74781448494813e-21
S100A9,62.5819653794685,4.09249340294013,0.41398509026932,9.88560578420286,4.80665712314847e-23,1.14477536420302e-20
LAT,63.0139246003377,2.42560591125555,0.245636846044101,9.87476410937169,5.3558826378243e-23,1.2596366478833e-20
MLC1,4.23965576145139,3.55589827772012,0.360520995363466,9.86322107020472,6.0090125875274e-23,1.39579718313985e-20
FCER1G,112.476058331328,3.1527719538451,0.319964453675829,9.85350690561183,6.61931755628518e-23,1.51881048562812e-20
TRPM2,8.89529513823762,2.75453896969865,0.27978236593045,9.84529157346318,7.18306438202805e-23,1.62136407805785e-20
RAB3IL1,8.4256657815773,4.34330640217142,0.441190407117754,9.84451686188225,7.23861719675045e-23,1.62136407805785e-20
LILRB5,16.1407667339451,3.76986220264106,0.386853699956601,9.74492993879592,1.93912581186263e-22,4.29231201767005e-20
HK3,9.17844116541175,4.17989761833846,0.43438668361007,9.62252706183454,6.42333499229086e-22,1.40529125441805e-19
FSCN1,15.5737302889528,2.34516871060586,0.246806214652141,9.50206506716714,2.05768544545351e-21,4.39947177911451e-19
SEMA4C,12.6982584744743,2.18456398051063,0.23220174222558,9.40804302143596,5.05459900851017e-21,1.06856494769796e-18
SH2D2A,29.1721312241871,2.33601082083662,0.25244705454084,9.2534683166949,2.17323825636997e-20,4.49334920808802e-18
DAPK1,10.5244025451862,3.98035381480215,0.440649857958143,9.0329175033576,1.67154682045649e-19,3.38173692762247e-17
KLRB1,43.2627804130008,4.08569840446467,0.454440678989652,8.99060888111581,2.45864520604951e-19,4.88705261061189e-17
TBC1D4,13.092346192624,2.8333776064495,0.31516251022616,8.99021144493447,2.46755247413303e-19,4.88705261061189e-17
CXCL10,6.41091291752342,4.73217890210932,0.530327400633265,8.92312729166663,4.53303263959967e-19,8.8842717827154e-17
CEBPD,32.6645633710065,3.61457311160877,0.406392491416779,8.89429108054511,5.87934047404223e-19,1.1404102166918e-16
ADAMTSL4,9.99188927319261,3.1905037931982,0.35914863191138,8.88351927228128,6.47777510996162e-19,1.24366672136661e-16
TNFRSF25,9.96536539053397,3.38665543295412,0.385079485395249,8.79469190491419,1.43441019009681e-18,2.72610381077489e-16
CHI3L1,13.7079622714153,4.51892196901159,0.514853867663079,8.77709628466611,1.6774938118143e-18,3.15620460692861e-16
DMXL2,8.16056637491931,3.00754298999931,0.346669026563583,8.67554572097805,4.1157199974052e-18,7.59188938737047e-16
PLAU,11.1002919604639,2.85498518545426,0.32905289527451,8.6763715695998,4.08595689548842e-18,7.59188938737047e-16
CFP,23.6879785733036,2.21818640125532,0.255787906022103,8.67197529293524,4.24687824276125e-18,7.75776836286921e-16
AHR,16.4529779249959,2.82468254807228,0.326917438752285,8.64035445417956,5.60388884837076e-18,1.01004317752192e-15
LDLR,15.4332874664939,2.7990146528513,0.323971748973842,8.63968744718322,5.63670122985923e-18,1.01004317752192e-15
ADORA3,9.80241509847917,2.30262065738752,0.266867405027051,8.62833232538875,6.22529776763513e-18,1.10499035375524e-15
CAMK1,21.3058285159398,2.73132822153686,0.320117826704701,8.532259042407,1.4351725173278e-17,2.47731843243326e-15
CCR2,15.9315086449692,2.02777650934731,0.242834318031939,8.35045279341697,6.80017678920713e-17,1.15266059719759e-14
IFI27,11.2299318561398,4.08419996656371,0.491355122392572,8.31211435565458,9.40117627039982e-17,1.57931367435333e-14
IL12RB2,8.82570516822112,2.6075131952862,0.315343754008535,8.26879607457084,1.35318496970966e-16,2.23334870220064e-14
FBLN5,3.09668973994108,3.50836959658407,0.42549785770324,8.24532846186725,1.64707152171e-16,2.69475223312815e-14
CYP27A1,16.1310866718294,2.95721431018721,0.360216529181777,8.20954639950713,2.22025655484037e-16,3.60121785166566e-14
SLC12A7,8.01539441996084,2.75447810072148,0.336611305515973,8.18296371982902,2.76946562268036e-16,4.45363211031889e-14
ACTN1,18.1503446816454,3.1762183189796,0.388421959986636,8.17723673267311,2.90427071120869e-16,4.63083503655859e-14
TMIGD3,5.14874579945581,3.2397291804129,0.398333416961557,8.13320962405112,4.1807076528558e-16,6.61008525113293e-14
IGF1,5.98604100019952,4.02499574285016,0.495241059186397,8.12734660866486,4.38789351912198e-16,6.87985138019001e-14
GAS6,14.3894613424978,2.03258883442744,0.250136891861058,8.12590585620801,4.4403358610185e-16,6.90453877893083e-14
GFRA2,6.42122649887476,2.74979087596929,0.353430717686847,7.78028263634319,7.23626976266903e-15,1.09798722245659e-12
BEX3,4.68481733554261,3.32214178847967,0.427170225839561,7.77709116301428,7.42111298597651e-15,1.11702592664918e-12
MYOF,4.29625822810772,3.96039330883526,0.517837103870928,7.64795198959401,2.0420542226933e-14,3.02529529133656e-12
FNIP2,6.2007589148651,3.0717213554633,0.402926172964657,7.62353394137228,2.4682336136311e-14,3.62811058128666e-12
ARRB1,25.848725223077,2.22960984286298,0.293657192472424,7.59255996453196,3.13646254407102e-14,4.57461571834854e-12
NBL1,10.5661795755297,2.26865316808088,0.300602146604699,7.54702916697476,4.4529888967359e-14,6.39564779328901e-12
TIAM1,13.3705139194787,2.62618875413291,0.349095938433429,7.5228281541113,5.36038600982689e-14,7.58313253946564e-12
SULT1A1,9.32889081592488,2.11099596503108,0.285410451041199,7.39635131555275,1.39977374359287e-13,1.93652521953675e-11
JAML,33.5173249676724,2.29093198536987,0.309781095169948,7.39532534776872,1.41062457000464e-13,1.93729206457206e-11
FOS,94.5107923209931,2.35909486723222,0.319095457273427,7.39306942000981,1.43477519050301e-13,1.95618081226914e-11
SMOX,3.84622773093527,3.16903282896369,0.428868237631025,7.38929244671683,1.47612186153669e-13,1.99807430394336e-11
OSCAR,9.94193686300335,2.02631092139496,0.277363996479923,7.30560183409254,2.76028434178408e-13,3.6833155950828e-11
CTBP2,14.554524825764,2.06753741438683,0.283139178576508,7.30219471844711,2.83111140964694e-13,3.7512226177822e-11
SORL1,112.04755448159,2.89531871145209,0.400029884098936,7.23775604408599,4.56169010649842e-13,5.96029162178943e-11
THBS1,69.4523110299761,2.78968461056386,0.386433556236934,7.21905374297624,5.23505647637395e-13,6.7929370760673e-11
NFAM1,12.9753017708269,2.62061810228447,0.363542414943711,7.20856217751163,5.65457510415485e-13,7.28704319073106e-11
MMP25,8.32658714841969,2.2932485521566,0.318408453004749,7.202222587107,5.92388819016026e-13,7.58217389781396e-11
SPARC,4.87801314782412,3.03422141926198,0.423059827297771,7.17208589301092,7.38635724634131e-13,9.39015618850755e-11
TPRG1,2.70529447621721,2.30351201465646,0.322689043121381,7.13848847291038,9.43627819896685e-13,1.19156761284269e-10
SPSB1,2.76618098958651,2.73241792035227,0.384569373524569,7.10513657213451,1.20203613801036e-12,1.50775399577766e-10
TMEM37,3.78111855379357,2.89504688883805,0.409412998916144,7.07121390015029,1.53584182948013e-12,1.89190518746519e-10
ARPIN,4.40847568778391,2.36169630327268,0.333998561954325,7.07097746006356,1.53846130046332e-12,1.89190518746519e-10
IFIT3,99.1410953500427,2.09352928478509,0.296340583484628,7.06460539480476,1.61073052565654e-12,1.95125023248321e-10
MT1E,3.27548776680179,2.50403829245071,0.354479083838407,7.0639944826539,1.61783171016413e-12,1.95125023248321e-10
PIK3R6,2.78151126422163,3.19476456837714,0.455095289933483,7.01999040430432,2.21883483642107e-12,2.64223907894066e-10
PXDC1,3.87285435018905,2.67648968685375,0.381601301503926,7.01383794108002,2.31867954991275e-12,2.72662223322552e-10
CEBPA,19.9596800429479,2.60668099978702,0.372645141666715,6.99507576599072,2.65115618212354e-12,3.09823003519592e-10
SVIL,4.51217364474447,2.29375381051242,0.328283428590426,6.9871142151807,2.80597808239521e-12,3.25891837162135e-10
CRIM1,5.94063716972898,2.36415791851626,0.340807148120432,6.93693759521977,4.00690717051354e-12,4.59694868373246e-10
TSPAN15,3.78180793826752,2.92955192186475,0.427081683793391,6.8594651398864,6.91188423547421e-12,7.88164253881498e-10
SPP1,58.436209202141,3.48377759922385,0.510804273663586,6.82018099464503,9.09258805765247e-12,1.02441343895049e-09
EMP1,12.1212254268461,2.51908494830888,0.391636945196952,6.43219435551988,1.25774769467857e-10,1.32946757726839e-08
PRR5L,19.3107017509023,2.13950999967709,0.339773126480811,6.29687821940774,3.03699686177263e-10,3.13962065682704e-08
ZNRF1,5.49307245925955,2.09484258793088,0.334006512112307,6.27186151156989,3.56756836110305e-10,3.66796714284993e-08
ENSG00000215861,3.38491828320806,3.13095610998742,0.499478546561644,6.26844962919946,3.64660542271512e-10,3.72885222980354e-08
EPHA1,2.71004856335174,2.77942842294144,0.449320534323884,6.18584776483405,6.17695974114646e-10,6.11681565945635e-08
GAS2L1,6.01372748977129,2.765926004314,0.449583542897203,6.15219584438043,7.64174294045833e-10,7.41130893941873e-08
MS4A6A,31.0089463138542,3.04902395619492,0.497739181286905,6.1257463161965,9.02595183382646e-10,8.53383335444446e-08
RETREG1,4.93478804975032,2.86840830157038,0.476215956346096,6.02333513471298,1.70859141707692e-09,1.5530022952803e-07
C15orf48,5.77855455908107,2.39459144573549,0.400561267587655,5.97809034347405,2.25768524209069e-09,2.02277846809221e-07
RAB7B,2.97713683999339,2.66999333366798,0.448239913410502,5.95661665502503,2.5751331831146e-09,2.29626212513276e-07
EPAS1,6.20350305748101,3.06799594489677,0.51681591979939,5.936341794749,2.91451882618794e-09,2.5866354582418e-07
ENSG00000279117,5.33138962850959,2.36266236648347,0.407465358150034,5.79843738670296,6.69356853065999e-09,5.59731075130523e-07
CD96,77.3525975096232,2.25412165012568,0.392613395976413,5.74132638678764,9.39378350990245e-09,7.8205325990626e-07
PCSK1N,2.98505396804039,2.27892917955136,0.397136474665258,5.73840310556275,9.5573417114094e-09,7.92164688546995e-07
SMIM3,4.26349992444153,2.03009101483494,0.356048608847381,5.70172432749241,1.18601522673566e-08,9.70212021349196e-07
CDC42EP1,2.33264494993817,2.44692087753111,0.440021766921167,5.56090871288531,2.68373556935792e-08,2.12161700577602e-06
MMP19,5.06127066377182,2.90266828178248,0.524503668535229,5.53412388875889,3.12787838406994e-08,2.44195152681642e-06
NPTXR,4.48187498099818,2.0706974762959,0.379639883725482,5.45437285454766,4.91459847256212e-08,3.74365061786463e-06
RGS18,2.50198378751201,3.17308846985318,0.591018339575409,5.36884942036274,7.92405437400891e-08,5.75641247285628e-06
B3GALT2,2.86824547708226,3.31030965686471,0.620946813054821,5.33106795504635,9.76368717546332e-08,7.01159443535658e-06
ARHGAP22,3.92459930266038,2.29505552663562,0.4345575044958,5.28136208186874,1.28226990484142e-07,8.96873912995962e-06
MMP2,1.66767000179638,2.55020370599656,0.489213820548441,5.2128611230517,1.85950106577273e-07,1.27223682009142e-05
RTKN2,8.36958845969145,2.24560402510434,0.435335008946167,5.15833548636569,2.49154890370079e-07,1.66827375883026e-05
HCK,42.448244413023,2.05635676645816,0.405123957735989,5.07587055070747,3.8572584303728e-07,2.51994157525917e-05
ENSG00000289316,48.527460562771,2.47667951296121,0.490316081085946,5.05118964786123,4.3906686772383e-07,2.82912435487119e-05
NREP,2.86824370720908,2.37671641095176,0.471037772603605,5.04570238139236,4.51858312430769e-07,2.90160892436345e-05
SARDH,1.80720182805231,2.54982864329917,0.512378546011307,4.97645473868632,6.4759410038438e-07,4.0739595955195e-05
CD109,2.74914168549937,2.19477990372079,0.441755374558774,4.96831511311648,6.75371506261637e-07,4.19376729053224e-05
IDO1,4.49987196858016,2.49411079263737,0.513020208340942,4.86162289922865,1.16427260048795e-06,6.8886128862204e-05
LGMN,143.096326201294,2.00888322719227,0.419785165365541,4.7855031405004,1.70559519202494e-06,9.63686893031511e-05
DST,1.44393748045089,2.1010084849809,0.462904963009953,4.53874694131488,5.65894986237639e-06,0.000290910223116425
LAMP3,7.40355582831185,2.54237551055323,0.560433660291319,4.53644327721442,5.72108674847562e-06,0.000292506106447198
FCER1A,4.6877673028618,2.60613283939871,0.587630796619227,4.43498341882757,9.20793757220378e-06,0.000440832940002581
ENSG00000255126,1.31802550065346,2.28051407943164,0.56275327839469,4.05242255706983,5.06900056364969e-05,0.00188857912089245
ST6GALNAC2,1.54126163797499,2.16790186158739,0.54390798058895,3.98578792545012,6.72565644489597e-05,0.00241494706127324
IGKV2-28,27.7046135973883,2.20790549348256,0.646008756052757,3.41776403616153,0.000631378197812572,0.0155286023422791
APOC2,1.69976095956227,2.02332678221348,0.593907789589905,3.40680290388277,0.000657285725095335,0.0159984876037112
