	J1_p1_rep1	J2_p1_rep1	J3_p1_rep1	J4_p1_rep1	J5_p1_rep1	J6_p1_rep1	J7_p1_rep1	J8_p1_rep1	J9_p1_rep1	J11_p1_rep1	J13_p1_rep1	J1_p1_rep2	J2_p1_rep2	J3_p1_rep2	J4_p1_rep2	J5_p1_rep2	J6_p1_rep2	J7_p1_rep2	J8_p1_rep2	J9_p1_rep2	J11_p1_rep2	J13_p1_rep2	J1_p2_rep1	J2_p2_rep1	J3_p2_rep1	J4_p2_rep1	J5_p2_rep1	J6_p2_rep1	J7_p2_rep1	J8_p2_rep1	J9_p2_rep1	J10_p2_rep1	J11_p2_rep1	J12_p2_rep1	J13_p2_rep1	J1_p2_rep2	J2_p2_rep2	J3_p2_rep2	J4_p2_rep2	J5_p2_rep2	J6_p2_rep2	J7_p2_rep2	J8_p2_rep2	J9_p2_rep2	J10_p2_rep2	J11_p2_rep2	J12_p2_rep2	J13_p2_rep2
AACSP1	0	0	0.0495647586810124	0	0.120756629507155	0.0411379463081044	0.0470733549469284	0	0	0.127748680203668	0.0392367312610157	0	0.0627280134823473	0.0532353666090532	0.0572039168876603	0.0951708123560953	0.047597285908385	0.0565169461395091	0.0971052375100227	0.104671999407729	0.0833056461764432	0.0742502370634793	0.0475907988703431	0	0	0	0.113844430753107	0	0.0444238862159899	0	0.0344090930849181	0.115436362812768	0	0	0.0790700515889331	0.122277935384455	0.0476708266829507	0	0.0447420922773595	0.0962854285031107	0	0	0	0	0.0513085482098893	0.0395395757242657	0.058202270104392	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0.0295770045977345	0	0	0	0	0	0	0	0	0.0445369071814439	0	0	0	0	0	0.0334251666499174	0	0	0	0	0	0.0287163451764684	0	0	0	0	0	0	0	0	0	0	0.0323996661915117	0	0	0.0380776164389249	0	0	0.0372070621155568	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	0	0	0	0	0.0588684592127192	0	0	0	0.0729834442869096	0	0	0	0	0	0.176080643860061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0615366350264168	0	0	0	0	0	0	0	0	0.063669933863547
AAGAB	44.6433064648286	38.8140895242421	45.1234634519595	30.1390966954571	32.2185640194549	38.8123241920539	41.927487706975	34.3109048121954	26.5203935102363	29.956331756754	26.8807848990768	40.4883358697295	33.8209145053053	37.5469284779103	31.9197752459736	35.1959966831712	37.2026337176638	38.2930570226278	36.3283138136916	23.7858681426276	25.5189351589223	26.4625130578571	36.3458289607509	27.2318696523187	31.8767069997513	32.8037522632289	31.0321141566095	28.0619711025198	26.9981181051208	26.0759458836336	19.7330884569895	23.9027664305485	17.2467385793936	19.6230895659367	20.519426596651	35.0089187987494	27.8264793078277	28.9816205894713	33.5982551212503	30.4255402582533	30.5937425113253	23.4389269068356	31.6687216295295	20.2937814581239	21.4811362532946	19.5288572506882	19.8021643807025	18.0258763971585
AAK1	1.20971106058014	0.354804168519544	0.442899726583989	0.616253965095596	1.11726740026223	0.633358064736204	0.574642842440927	0.555502161898243	0.147037133344229	1.56302220138392	0.630500214216845	1.76474410962535	2.42510745724888	0.675542822073115	0.432775550504601	0.642617029852587	0.485618509217085	0.765352899381469	0.0905376619526881	0.132868632361772	0.882528708572485	1.28131607516281	0.857684026163253	0.657662245715263	0.0822806870903295	0.677691323985719	0.446128176265041	1.23509663376133	0.523991274658582	0.805632222305578	0.296796990725226	1.02369223244201	0.00937799561544524	0.880287642736791	0.437292513981196	1.66579164559948	0.0249869755116773	0.713061790549676	1.12688080412046	0.306737559820752	0.415246688458663	0.600583118638952	1.05580888846679	0	0.536298567732212	0.353906350100212	0.723352820162113	0.621606663928634
AAMDC	4.81624865252103	4.8777845555331	7.61440949364223	5.69503904296834	2.61517220410884	5.37934619517936	6.32725636290138	4.14204751676003	5.79443665730153	7.68100993394094	5.92651204415254	7.29363595201931	12.2727082463922	6.69776803325208	5.17800390905909	7.60829111628437	3.88030290673965	6.73768608000167	5.9667637073623	4.1041515710099	7.46019362936386	5.37682027223646	10.3265689602383	4.60697524237037	7.0332622904944	4.83475979463117	6.01862752952816	4.019688075362	2.82832034741155	2.66236615026893	4.49046131262333	5.85444343512239	9.58309276300569	5.67986209704198	4.49646616055746	8.31988927984275	6.23624585595447	4.74355712999405	7.44029782597918	5.15354246141459	2.86425787688545	4.51977669716148	7.64356015827599	4.71447667075599	6.69693339461513	7.04608298634934	8.82488508660324	4.56007898313594
AAMP	29.9912458328256	43.6099607558795	34.5208588455241	22.3985805548358	19.0447317979694	37.5619540229759	33.2901070806429	23.5200082396798	23.086350389384	34.302283011964	22.1760864203544	45.232546509963	22.5310430912311	30.5489536805683	28.9258628305585	21.8663470946477	21.9817665066228	38.7036416886401	22.1814123921694	20.3738556732649	26.1473102982619	24.301127102666	27.8212174752489	15.5027714698123	12.8426668607319	16.0135708562434	15.6487099811407	24.1138353536764	13.3281738836381	8.90102145657845	18.702733157162	23.5640556355655	16.3782828899954	14.7266205657386	11.6963168545493	37.0329478690397	18.3134309677593	17.7957893711173	19.1409906880798	19.9359254821947	23.9510101131079	14.0654461517348	12.2040444074212	14.1286714206041	21.9330877664752	11.4187136615952	14.9716535666802	10.4675113518507
AANAT	0	0	0.205640487514798	0	0	0	0.17075024242729	0	0.316878247489517	0	0	0	0	0.497644914093386	0	0.0931310790586665	0	0	0	0.178927157054757	0.0633752419120815	0	0.411121585590854	0	0	0	0	0	0.364496224837576	0.15437018715985	0.0565267590059767	0.0659946118609181	0	0	0.327194401175566	0.466310510527545	0.478428440375109	0	0.0680849179905231	0.101019371465555	0	0.0796175036657837	0	0.338932985560644	0.0778700352147489	0.163961027508171	0	0
AAR2	40.2243647722109	40.0752231921781	29.2830079055404	25.9758225027729	24.869558804686	29.2437306585615	28.0989513041512	26.2374492096931	30.7228955632935	30.9910436512427	26.1661479756968	40.7227943817374	39.2835090265326	28.2753629380518	24.5724811867379	26.8598749400844	28.60636643454	25.8112249646381	26.6212210353164	29.0332002827206	29.6217336825299	25.8737333362316	24.2730914078022	24.3186281849308	23.5243901032117	25.295668739153	23.7633038401588	22.953912921771	19.8706485298571	18.7699880073808	21.9000058985062	18.4351936246553	17.6186645848768	18.9304263369579	23.5734930743282	23.585882093488	20.843843900223	24.255609184538	26.045513708196	22.822076726022	21.6615101651376	20.6205372742783	21.761904822671	21.2847278722952	19.5884818009322	18.132119864764	17.1177637652144	24.8582110601838
AARD	0.458145910820581	0	0.765183536891536	0.0682906693317949	0.165309505491728	0.320838368541911	0.639708014628494	0.580769430075522	0.0981451269504569	0.109864680795676	0.317503224201746	0	0.983280707209931	0.827880928046654	0	0.112031250451998	0	0.383606829895553	0.339800502884709	0.157777118047863	0.669604414622068	0.178737124892953	0.0652589423840398	0	0	0.301497057433599	0	0	0.202338769579745	0.286177558869339	0.265061195625043	0.673980908251367	0	0.0488792725159477	0.613233330567143	0.0679731915814311	0	0	0.360048673307188	0.264019909571528	0	0	0.387784190705951	0	0.0788025241363788	0	0.0953876577780653	0.384592902703191
AARS1	1.91988572676764	0.945649075169366	0.551534938569718	2.82096910806434	0.665155746607127	0.264826272617327	2.21253639083119	0.439455189252367	2.35546430847726	1.73460169375925	0.531028282006816	0	0.760366813882158	1.18911071238663	4.11353832624596	1.12286529234637	2.25323336151904	2.71523998934721	3.46496603966323	1.65516214388643	1.1370326094473	1.16512507967825	1.275152532884	1.51379140939506	0.415310069613383	0	0.702007504367019	0	1.41162248928682	2.48894330983327	0	0.880337310828166	0	0.662794375949148	0	0.562203097562308	2.01573521011976	0.462471711648614	0	0	2.8157150510628	0	2.6347393117721	0.472580524964254	1.11003404107895	0	0.520321163188021	0.569209746111949
AARS2	8.10839709530409	5.80389463699951	7.64071453663019	9.84905444038043	9.80478968401325	9.34964366090587	8.56000137701161	9.16945809280329	7.21306599842536	8.77374614048011	8.06442068582752	7.95444839828504	7.54164189372271	7.50134625452349	9.53709357162611	10.7764076625962	8.05851108142747	9.21219407668602	7.61285471147833	6.83482796352769	8.02779817137934	7.33374226170324	7.55807457502766	7.33795322929496	6.31451566480316	6.70905560404879	6.28858289856353	7.01608443609389	6.02134125203093	5.65862723660104	3.44219593293827	6.36028872908022	5.47551255375085	6.08642566537118	5.09811867560871	7.39956177386049	7.76267806892183	6.57452005946394	7.82707511727624	5.96703231837544	6.47408445650779	5.55329060069873	6.19415601550206	3.99113005085262	5.89225522520664	5.16175977194587	5.96908133802899	4.83378853037272
AARSD1	40.8775690984751	38.6505516591717	33.8520884055438	36.0710179623815	40.099268916752	47.639327490702	37.8894428089278	37.1121984723588	36.2962734228175	44.8491981624415	44.0175677144573	39.4644182173483	26.055450696564	36.9175869378573	44.8335643527711	34.8116367975802	35.2706385573308	36.4244619661764	39.6526516053186	34.8523379724135	40.1044686009886	47.2961200328639	37.9250509900333	33.621809361884	40.4875696008383	37.8326634748213	34.0867534901753	30.363877069189	30.0503919953263	25.3765520361123	24.4908731503369	24.8020064801138	27.9880398799723	33.5251702521854	25.943969674492	29.5826791765918	29.0140102386192	37.7534632301486	29.6145973044823	27.3491718142761	30.7187901153964	24.7292752342723	28.2690024930515	25.5335089808202	29.743310307919	26.3659235149854	29.7121941336605	29.6217934613067
AASDH	8.49351016539714	7.25108445312039	7.63346123804988	7.138928858592	7.78324594847895	7.21056628171416	8.39644680946448	6.90293873853419	3.67276310389749	5.1837189985136	5.16787038135613	8.88888726198758	6.34838240554918	7.36671788433088	9.30111774826053	8.57636612572071	7.09501144731215	7.62127124351889	8.7250164753986	5.15040180425219	5.7107134792972	5.85427409815471	8.68716811753975	7.7228191385049	4.75794345156459	6.15802144932019	6.65938477737276	6.71355678774155	5.37417560594067	7.50516628403084	4.06628924934942	7.92124138550429	5.06399363547688	6.17963526922948	5.61131997797397	9.98742844125116	8.14664375712806	6.12962314927824	6.22733076647825	5.44840485781948	6.02031788251194	5.83782172340895	9.03506124812787	3.36296388606679	7.04509492037042	4.93602907876609	5.78440271686492	4.91002536484309
AASDHPPT	37.2249067441938	33.0401882126604	30.6570020517128	26.1728474464548	38.0215503201474	34.7401338216484	34.1969341680903	38.2671507921869	34.4334730484256	27.8742973785562	24.2948251907274	37.0636850068185	32.2088037803101	33.1591295770486	29.3852600971986	32.3536490218787	36.5395417993047	36.8977278987043	37.4721163724396	31.1909567198878	25.7611528603932	28.0166771667134	16.6190144032578	10.5573855027567	10.8446945418525	16.1106337734832	17.4873012852994	14.3632333396396	13.8858884112805	16.0696892189733	10.1574514017503	16.6517890615377	6.42649491753636	10.4198320798532	11.6973089175368	19.363582981932	9.067433519022	11.3020018149393	17.0180260142671	18.2285472692881	19.5304507284979	13.8896204564921	13.5061604289556	11.6541108553795	17.0161933874573	6.67221337859392	10.1325732097879	12.2104347246703
AASS	0.145129716615607	0.17386610595217	0.0233134124505867	0.0942121572985921	0.025562892594505	0.0585436385123623	0.0575746839364107	0.0540691610498246	0	0.0599428930177924	0.0632310060169363	0.0812297858733658	0.100419566428185	0	0.0806520855608842	0.0783515917894091	0.0447644340219606	0.0786513661095655	0.0550907308940714	0.0392899963269211	0.0984240628170445	0.113555128684328	0.0670023225578879	0.0760769997359865	0.0322747972014346	0.0176549324659922	0.0671032331569449	0.0486767745926143	0.0712935960916186	0.0353312837238737	0.0161991022954569	0.0632716997984777	0	0.0595577025616529	0.151040001161885	0	0	0.0186205687132204	0	0.0312172408513382	0	0.025327246914378	0.0207182489924953	0.0386889908614043	0	0	0.0207589057623448	0.0218249133196923
AATF	77.1078125093155	69.5127894390054	69.5401243003963	68.0502515274706	73.7737994290153	74.2406855004251	68.7890534177137	66.5769727973841	61.2499882131718	61.1977874594757	62.096982445365	83.297369572828	61.8710903183933	72.9052201315956	67.0664205880555	72.9592332020668	71.0818110841696	71.4120044408401	71.1960808150391	61.5536176758342	60.5369492630695	61.5058853886832	73.6568493571466	63.8882702239139	63.5081756423666	55.0616136176912	58.7063703694721	69.3143267245828	63.8206109342407	54.9084178656844	53.6194887449034	54.1489510972586	48.5609711748323	53.3621201907088	54.0530692280412	71.806349829557	60.2985007333836	64.1719114455336	56.9157322177683	59.6627231366069	68.279786619059	59.0742313763215	58.1768097698573	53.4167345654811	53.9061131101005	51.6500956088893	51.5559507423938	56.624744919702
AATK	2.94607872157594	2.25134714411775	1.06846022597118	0.86557565483183	0.892601236067168	2.8192637667906	1.92302245750229	2.02206752830102	1.88743822914921	1.98836781402012	2.24937260652934	4.08870937469036	2.66983943418523	2.40349817585256	1.81708722034579	1.02722365170943	1.60687444487334	1.81622969468858	1.49274618748394	2.46376141528616	3.13202807891032	1.36452174081775	0.88766522385699	0.731062605920122	0.37214587456456	0.154443970023865	0.077834092639058	0.018713130345835	0	0.0260267676255078	0.00819613387550202	0.319291146431247	0.0981282651009898	0.0548068164572158	0.00923382052022418	1.47141064511848	1.21682388905765	0.108244264925668	0.0612318470647617	0.222451622521961	0.0630734584514221	0	0.0124225169352374	0.0229066642040798	0.0117192230165957	0.107948464711034	0.0244443126178172	0.0238925973077447
ABAT	14.0878178717056	12.4739425453908	12.4141499321657	10.721883872009	13.6977912960818	15.3785318454759	18.9416308558751	19.94372046916	14.8366415505363	14.1735299971309	18.070424732932	12.516850233916	12.6361037303112	12.4977296481732	11.2322364665991	11.5510088961553	16.2300540536774	19.7065474689758	21.3699498803192	15.1248945282232	14.2401330078667	18.6418952619923	5.50711290975367	5.46463066981826	3.81466568554301	5.65457501334375	8.05720536726461	11.7919206491022	11.7612688433502	11.4363795720866	8.02992060348793	11.5305504537594	6.49305748772835	9.37697763119755	7.51045533534155	6.39110486725151	5.25569709305283	4.4403541845805	6.68682862390632	8.09428147475559	12.7903230983998	10.9920215973916	11.0881851000777	7.37475641544095	10.6362492782854	7.0436713706809	8.76680560217158	7.65328719926419
ABCA1	3.26765260055675	0.850299243726639	0.680766547370794	1.18955273393371	1.55001698830865	1.36239223482484	0.978076174368925	3.55882704186201	2.36903566934361	1.70984313541236	1.22947221395106	3.72007696717182	1.32893767275631	1.30079925536051	0.697593771834311	1.65663666503888	2.54910845346187	2.68547365606863	3.39721021073416	2.39092824245603	1.74152760543541	0.998056445730649	2.71412197214546	0.889715770199874	0.431072353354489	2.31402123797359	3.1829898732649	2.7521898443006	4.75224127967243	5.74656490970104	3.60827835843925	4.43492736857537	2.311921613912	2.19606301809208	2.70497746519436	2.32242176175204	0.74166190064865	0.233892395209356	1.80765743510311	2.99567571713149	3.31633114597825	4.41183412782898	5.70441951348159	2.93079150592453	4.72185463995059	1.42192375916724	3.3281997966458	4.78924089393603
ABCA10	0.72642325239867	2.41293731140689	0.832830608356268	1.18091718622338	0.59848352543398	0.726074593713293	1.58036188265416	0.586509369715871	1.34908271256271	0.901333851897888	1.25000762519566	1.26658024213443	0.680413939219799	0.535796390029671	0.529548015227916	1.10408400915761	1.79224880386418	0.9626596680271	0.806642088466241	0.525025109946716	1.33380089867778	0.692672294668483	0.381378799379502	0.696969518766799	0.238415953027869	0.14489443142836	0.262297284145181	0.49748770360284	0.262261029986714	0.44494562855603	0.39809363109924	0.572051741954911	0.893138223584311	1.08096152756414	1.59727052238339	1.21848755935626	0.598244711334394	0.822171032324935	0.642070398457919	0.547785522660173	0.355146188408347	0.667422494167838	0.650675380970231	0.884062091557448	1.47599970861572	0.323433903500376	1.8314057185453	0.936186125260453
ABCA11P	4.21163967410358	5.49984127084155	4.79330163598829	11.6491154587866	8.19651594534515	5.26766734222033	8.54741916617578	5.26929383865861	7.44894096382201	7.73924486276676	8.34997816189803	6.48172061571307	7.16701162399296	13.5586538546737	5.9206239475722	7.88124815244118	7.62815923245559	7.88346978705307	5.66366626377761	6.11094877659359	6.22077595320314	10.6356288781459	3.85576774473502	6.8125254980659	5.47220116287629	5.35437072190255	7.88382530438273	2.69216537869892	9.35286119697171	5.37294950235144	4.70581927395025	3.85412239637582	2.47966674895345	5.43863795079218	5.13550790405059	8.85612397550548	3.31969761804663	3.12020703635791	4.6815338381091	5.79193732677293	5.15574879794388	10.6585089647175	7.33564548928337	5.83573813638504	4.28693609421071	5.99559698096598	5.96861163723433	3.46399679712432
ABCA12	0.0226434209308883	0.0210149249363105	0	0.0382984395064033	0.021088073429813	0	0.031733438671797	0	0.0140006222365177	0.0165267350382424	0	0.0256742418429343	0	0.0414308247274602	0.0222395961069894	0	0.0185095074189621	0	0	0	0.0161614584753603	0.0179019225884375	0	0	0	0.014602038607774	0.0110570255770134	0	0	0	0	0.0169317679966281	0	0	0	0.0209123326152998	0	0	0.0173573193522905	0	0	0	0.0171383172822942	0	0	0.0154043143051909	0	0
ABCA13	0.172690629881298	0.0666316568112804	0.131054577721867	0.101412714365924	0.142892324323365	0.0617273066032276	0.0569696744659649	0.109491304114228	0.0457086895710058	0.0274663864596511	0.110269885385174	0.0814106675056816	0.0836863405759938	0.0730173500899863	0.173798435882339	0.152949427867722	0	0.0368739444883726	0.118179140261828	0.0569287069790715	0.0619887774342329	0.109570424209061	0.0292929348498141	0.0995732526310175	0.0472124808957004	0	0.0534900893871332	0	0.0548052774540342	0.0692610038013515	0.0213423124477707	0.0595320948697739	0.075247455981132	0.0915607973367198	0.0536592515749912	0.13272645732858	0	0.0244618595778518	0	0.0465545373539669	0.056828038275696	0.0971233501241593	0.0542994260660748	0.0253533081478911	0.0357281298755655	0.0488096170327929	0.118335158430973	0.0569224555354558
ABCA17P	0.0467275207528244	0	0.0326297793902186	0	0	0	0	0.673664273714763	0.0238325985581229	0.0281101839589146	0.735967417449748	0.0529949160831579	0.596408069386282	0	0	0	0	0.764064615002798	0	0	0.395105633613302	0.442387976073393	0.0825235602179354	0.378097626892895	0.117664599861083	0.0652013775596827	0	0	0	0	0.0593771591297515	0	0.328732737368154	0	0	0.578710229152207	0	0.0684660836300859	0.399766201498971	0.0266438406212222	0.391963325943541	0	0.730166584834586	0.703937827259719	0	0	0.899393480713521	0.0796385580387394
ABCA2	5.89615850823677	5.52914023067585	5.20876617267503	7.53460922199257	4.39465936507507	6.07153855310775	2.50746446699364	4.37663094349548	2.23798867742496	4.83711168933833	4.56454146962562	6.63248091748263	8.08503049082545	2.88899749044287	6.72732294525793	3.7734918813583	2.4770835663858	4.56753893165092	5.62046378332839	3.7961209743066	3.77609511541393	2.82969624372712	0.340479053916568	1.95837063791819	0.654144125741027	1.25159401022402	0.772690596994607	0.996665004373091	2.30293695200653	1.3939212076892	1.44110705586559	1.8765575183985	1.09997511481295	1.05704559965807	1.36862296381869	1.54372347191419	0.711082194891377	0.735677026166191	1.30396245193469	2.48211427471306	1.70204542349138	0.434852736043074	1.24006542096169	1.48561485219194	1.9474037219493	1.12645058713133	1.59810011969263	0.823205605944987
ABCA3	0.289619705131364	0.183073997214021	0.436201269063047	0.125358001360574	0.0229608830972343	0.252403997811303	0.103925073273096	0.095237207167627	0.110128067067919	0.858102065034086	0.294098194758753	0.164395926209326	0.159274230340613	0.267409613331137	0.430143613071719	0.24568043294207	0.177007217698002	0.500218208104376	0.221489215518826	0.104952709758258	0.0952544377456176	0.118493093727854	0.475756793542809	0.86246465697605	0.566653827119864	0.216112826723658	0.466288882758143	0.27200935619863	0.226126808191434	0.339891073492273	0.67266546307488	0.682343699467633	0.728897081739488	0.605642014809883	0.327029991542092	0.673950613477529	0.356391970411912	0.221621470294801	0.477797845268184	0.228022269318767	0.353265378716522	0.260650774769231	0.254933799181555	0.513324442440294	1.43648885746186	0.615543945852241	0.487350226771045	0.970766330955452
ABCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
