	D1_p1_rep1_auto	D4_p1_rep1_auto	D8_p1_rep1_auto	D11_p1_rep1_auto	D14_p1_rep1_auto	D1_p1_rep2_auto	D4_p1_rep2_auto	D8_p1_rep2_auto	D11_p1_rep2_auto	D14_p1_rep2_auto	D1_p2_rep1_auto	D4_p2_rep1_auto	D8_p2_rep1_auto	D11_p2_rep1_auto	D14_p2_rep1_auto	D1_p2_rep2_auto	D4_p2_rep2_auto	D8_p2_rep2_auto	D11_p2_rep2_auto	D14_p2_rep2_auto	D1_p3_rep1_auto	D4_p3_rep1_auto	D8_p3_rep1_auto	D11_p3_rep1_auto	D14_p3_rep1_auto	D1_p3_rep2_auto	D4_p3_rep2_auto	D8_p3_rep2_auto	D11_p3_rep2_auto	D14_p3_rep2_auto
NFYA	1068.5137655153	1067.05746712315	924.051593221628	895.816350757872	949.624743989252	1041.7605945347	1045.26781005292	879.957214792283	962.208518155649	896.85565143092	1070.08071953652	1472.24157788906	1222.24814094306	978.03357511016	941.755708942146	1106.12177754364	1450.09702765915	1114.87848052799	919.328625451032	974.733414743785	1135.42968064658	1174.33275379951	1117.91153852414	1193.42775851576	1124.94555486418	1209.19508072509	1125.17926708472	1021.45256970152	1232.00642679868	1208.85342882066
MEOX1	1.34573522105201	1.83448275150111	2.96170382442829	0	2.32751162742464	1.63157493270901	0.812805451052036	3.16152292739742	0	4.0338335146818	2.85101435045253	5.02471528289781	7.55251168450914	3.53932536228043	6.12324908284881	0.840518068042282	3.12970581509169	6.60342634073836	5.51321514513362	4.84339584965856	1.45381521209549	0	0	1.08592152731188	4.25712603543681	0	1.18439922851023	1.14256439563928	2.05334404466447	0.766066811673422
SOX8	0	0	0	2.22839888248227	1.55167441828309	0	0	1.05384097579914	1.06675002012821	0	109.288883434014	25.1235764144891	35.2450545277093	71.9662823663688	96.7473355090111	108.426830777454	31.2970581509169	37.4194159308507	81.319923390721	112.608953504562	0.726907606047746	0	1.03606259362757	2.17184305462376	0	0	0	0	3.0800160669967	0
ZNF195	456.877107547158	528.33103243232	487.200279118454	472.420563086241	373.177697597083	442.15680676414	555.958928519593	549.051148391353	412.832257789619	341.531237576392	452.360943605135	507.496243572679	475.808236124076	512.022402409903	483.736677545056	531.207419002722	478.844989709028	499.659259782536	523.755438787694	487.9721318531	384.534123599258	399.427091059266	461.047854164267	437.626375506688	375.691372627299	395.541146406072	409.802133064541	426.176519573452	418.882185111551	468.066821932461
ZFX	1147.23927594684	1067.66896137365	918.868611528878	872.418162491808	1045.05272071366	983.83968442353	942.04151776931	845.180462590911	846.999515981802	892.821817916238	1445.46427567943	1798.84807127742	1458.89350705768	1533.70765698819	1571.225714659	1575.97137757928	1753.67849172304	1573.81661120931	1465.13692481926	1340.40980139301	822.859410046049	811.683746071185	792.587884125088	836.159576030148	743.932774692583	854.497857045727	814.866669215041	756.377629913203	626.269933622662	916.215906761413
ZNF263	1064.47655985214	1035.87126034763	1040.29846833044	996.094300469574	896.091976558485	1098.04992971316	1082.65686080131	1094.94077385531	1043.28151968539	915.680207832769	996.904684541569	1002.43069893811	869.79759566597	855.336962551105	906.240864261623	939.699200071271	976.468214308607	899.166553397207	778.741639250124	829.431539254029	1035.11643101199	1223.9404010831	1037.09865622119	1107.63995785812	1018.51740397826	1140.40531613273	1033.98052648943	942.615626402406	1197.09957803938	937.665777488269
GTF2IRD1	7.40154371578606	18.3448275150111	17.7702229465698	11.1419944124113	28.7059767382372	3.26314986541801	13.8176926678846	20.0229785401837	18.1347503421796	16.1353340587272	48.4672439576931	57.7842257533248	42.7975662122185	74.3258326078891	75.9282886273252	38.663831129945	38.5997050527975	42.9222712147994	48.2406325199192	60.542448120732	1.45381521209549	9.40834689861225	15.5409389044135	9.77329374580692	14.8999411240288	2.14968014351126	10.6595930565921	11.4256439563928	10.2667202233223	6.12853449338738
TEAD3	0.672867610526005	0.611494250500371	1.48085191221415	2.22839888248227	0	0	0.812805451052036	4.21536390319657	1.06675002012821	1.3446111715606	1.90067623363502	0	2.51750389483638	5.89887560380072	9.79719853255809	2.52155420412685	1.04323527169723	3.30171317036918	4.13491135885022	8.47594273690248	2.90763042419099	1.71060852702041	1.03606259362757	0	0	1.07484007175563	3.5531976855307	3.42769318691784	3.0800160669967	2.29820043502027
E2F2	56.5208792841844	25.6827585210156	35.5404458931395	28.9691854722695	36.4643488296526	54.6577602457517	29.2609962378733	26.3460243949785	39.4697507447439	28.2368346027726	11.4040574018101	48.9909740082537	62.9375973709095	51.9101053134464	42.8627435799416	10.0862168165074	52.1617635848615	66.0342634073836	66.1585817416035	36.3254688724392	21.0803205753846	100.070598830694	105.678384550012	58.6397624748415	28.7356007391985	38.6942425832027	126.730717450595	97.1179736293388	64.6803374069307	21.4498707268558
NFIX	57.1937468947104	130.248275356579	139.20007974813	69.0803653569503	86.1179302147116	97.8944959625403	147.117786640419	158.076146369871	58.6712511070517	82.0212814651966	33.2618340886129	42.7100799046314	115.805179162474	88.4831340570108	66.1310900947671	48.7500479464524	39.6429403244947	110.057105678973	96.4812650398384	61.7532970831466	63.9678693322017	42.7652131755103	45.5867541196129	64.0693701114009	48.9569494075233	31.1703620809133	40.269573769348	49.1302690124891	57.4936332506051	29.1105388435901
