	D1_p1_rep1_auto	D4_p1_rep1_auto	D8_p1_rep1_auto	D11_p1_rep1_auto	D14_p1_rep1_auto	D1_p1_rep2_auto	D4_p1_rep2_auto	D8_p1_rep2_auto	D11_p1_rep2_auto	D14_p1_rep2_auto	D1_p2_rep1_auto	D4_p2_rep1_auto	D8_p2_rep1_auto	D11_p2_rep1_auto	D14_p2_rep1_auto	D1_p2_rep2_auto	D4_p2_rep2_auto	D8_p2_rep2_auto	D11_p2_rep2_auto	D14_p2_rep2_auto	D1_p3_rep1_auto	D4_p3_rep1_auto	D8_p3_rep1_auto	D11_p3_rep1_auto	D14_p3_rep1_auto	D1_p3_rep2_auto	D4_p3_rep2_auto	D8_p3_rep2_auto	D11_p3_rep2_auto	D14_p3_rep2_auto
NDUFAF7	7.88160831539345	8.18715294768567	8.06368275133783	7.26346004562119	7.23588576827951	8.1829134839807	8.20174542966507	8.13066249384451	7.26252009932229	7.42429748022285	7.11685364359965	7.233478560539	7.30691833142537	7.44647909211515	7.3015435358291	7.44415950694429	7.17957541570815	7.35653574670691	7.39038186714293	7.45419440875885	7.49040383138846	7.55041072868467	7.46020668130133	7.84630176042613	7.21854027621093	7.31289647978901	7.34054709320997	7.54872942268794	7.52158175307173	7.54216647306961
RBM5	12.0942825475451	12.1951649915488	11.8631573775558	11.3107607506134	11.1288258860999	12.1154508522422	12.1231072909734	11.9749948088742	11.0981008866472	11.2230206771541	10.8807471097022	11.0644253035857	10.5581586327697	10.5500872300656	10.9602051420241	11.2093917570967	11.1649808174958	10.5862742262875	10.6461887636931	10.7485329555767	11.2649441362674	10.8427297863422	10.9436275665774	11.2975354573343	10.9353224957704	10.9049656042733	11.0634119396138	11.0854823622298	11.1601394625594	11.2662821724942
MTMR7	5.19621293049718	5.56905242745202	5.30385926216403	5.15137919180412	4.73349686217193	5.20533966688756	5.66052743426676	5.68886200352002	4.84476227356276	5.11333708329192	4.51461317827727	4.8397547574002	4.777882087422	5.13805584324072	4.92560051507244	5.04175492306814	4.8137358995833	4.59167894979399	4.61065071764946	5.3127801227509	4.83907723008372	4.99054438187049	5.21964059284241	4.63751018380159	5.67302580009076	4.74395445896537	4.55480894359849	5.47305456888862	5.08123329272556	5.50563294482414
ARF5	10.4812928227351	10.6472123473196	10.6374542991651	11.0084570326678	11.0246874857784	10.6004962729702	10.700439677264	10.7347155610789	11.2378405063122	11.1776814153388	11.0673759591025	10.7168395551546	10.990914558389	11.0336161379909	10.9342553470388	10.8819723953968	10.773555921043	10.9789583319219	11.2349820556313	11.0629630626754	11.2044581582347	11.2744397986682	11.2359649380795	11.2397544367775	11.4567153945656	11.354379193709	11.2932173246858	11.3039818686477	11.2308685848824	11.1553336105482
SARM1	9.32394892620551	9.36406419008764	9.61675298909327	9.27727551750582	9.32258135331663	9.3808562045286	9.41733899888978	9.40421747321972	9.35516994937902	9.0951652647693	9.10903690866129	8.49794490692697	9.03172065863814	8.8854219860099	8.88414053327153	8.98102732131822	8.24573441635689	8.93561753163266	8.849728680684	8.54198957616476	8.74288765261216	8.4927656756313	8.87117902587306	8.82254965754982	8.5531573071135	8.52168077486785	9.05743742001299	8.86779231389665	8.81924990543421	8.3647591573347
POLDIP2	10.0834656589714	10.3934594934157	10.4019650994517	10.8753086121683	10.7837564496103	10.1556469023595	10.4610617692557	10.5278458100198	10.8989155765597	10.9046879932282	10.4462004085181	10.2712573250476	10.8385936097692	10.6306657336357	10.2650857063041	10.376145523369	10.2753333443229	10.8626882283449	10.548665796079	10.40120746491	10.8887798704911	10.8922625751432	10.9451446239656	10.7939249542867	10.9313966635136	10.9943333635416	10.9980777577259	11.0043526620947	10.8525370312158	10.5829884251023
PLXND1	12.1282893229868	11.2560635939448	11.2795348513263	11.503572123517	11.5238198791713	12.0677226896026	11.3194731624366	11.2573988902324	11.5572253341549	11.5124913342868	11.5963068289274	10.8738093383187	9.94816501636728	10.305741354435	11.0645325277268	11.6525508852801	10.9306264394775	9.81228318860915	10.2273102742017	11.0012367810645	10.1053037008744	10.3624457325223	10.8258695629399	10.9469935461884	11.3348022922393	10.034756423711	10.4954535944249	10.5408655792736	11.3988082092666	10.9455096095079
AK2	11.3511596542631	11.5620592514961	11.4202634476432	11.5732785490239	11.417760847172	11.4419168027512	11.5748990872777	11.3890781602044	11.6644710898109	11.4741382030724	11.2171377842947	11.1135098974989	11.8000042109495	11.4750329820876	11.2420621844386	11.0406306667406	11.1271258558432	11.8198898161176	11.4662189234061	11.3106981333943	11.5812894065858	11.8210092826403	11.8487585860042	11.679692534996	11.5255186059156	11.6843477740851	11.7424284214519	11.8588879466783	11.7401368129245	11.6223258978
CD38	5.81186001413946	4.86437117040382	4.28618985607909	3.95276153374202	3.56824142974199	6.01416383695529	4.83972711229355	4.53173455734281	3.40609445819799	3.85260932716486	2.26344084812263	2.59089306380615	3.89202874463445	3.53828686037743	3.97230645615361	3.67437623793857	2.63602743487563	2.10491133194796	4.1325476788297	3.24426948040208	3.0477261398641	3.2559603033534	1.61923700621281	1.66532138708296	1.64550016410891	2.89705459265238	3.54344553132613	2.74691938312887	2.02857483350334	0.820539922288001
FKBP4	10.3513403015124	10.5351524481893	10.4622681304989	10.7408737265849	11.0686046858697	10.4016900114118	10.5505671603423	10.4722072821716	10.8630082770712	11.1265391387341	10.7531028018818	10.497458328458	11.2266560068774	10.7211662132294	10.6497195527271	10.5226463588897	10.5962996390279	11.303730039745	10.5513184789632	10.9447495822272	9.91420494940217	10.449733825969	10.4042195991979	10.2442311254313	10.6250964604006	9.97283712736568	10.5339948880511	10.4833025049786	10.5157073590252	10.3343364349202
