"","D1_p1_rep1_B","D4_p1_rep1_B","D8_p1_rep1_B","D11_p1_rep1_B","D14_p1_rep1_B","D1_p1_rep2_B","D4_p1_rep2_B","D8_p1_rep2_B","D11_p1_rep2_B","D14_p1_rep2_B","D1_p2_rep1_B","D4_p2_rep1_B","D8_p2_rep1_B","D11_p2_rep1_B","D14_p2_rep1_B","D1_p2_rep2_B","D4_p2_rep2_B","D8_p2_rep2_B","D11_p2_rep2_B","D14_p2_rep2_B","D1_p3_rep1_B","D4_p3_rep1_B","D8_p3_rep1_B","D11_p3_rep1_B","D14_p3_rep1_B","D1_p3_rep2_B","D4_p3_rep2_B","D8_p3_rep2_B","D11_p3_rep2_B","D14_p3_rep2_B"
"ABL1",-0.095112711696979,0.546713118411385,0.734757767223124,0.812212660530313,0.63756929245381,-0.0225965968249973,0.605919862928547,0.85517235374536,0.761710207425667,0.588368189756356,-0.0463496112504075,0.179171336534581,0.449680323505077,-0.00502712503245375,0.0662284032490986,-0.0457013668087348,-0.273365904936705,0.353447926911384,0.126671211394143,0.284715709252503,-0.371073735839178,0.111193526085343,0.262081284876994,0.274249250832934,0.073630218561316,-0.297631176485007,0.0526195508987768,0.309481105672398,0.129047205418345,-0.0716689787528566
"AHR",-0.475784225875095,-0.15688276985734,-0.3284869430916,-0.400192020155066,-0.329918475746509,-0.373459715389378,-0.356914419551938,-0.151549438869263,-0.628324480833121,-0.192136162093993,-0.632608172445746,-0.539150077732176,-0.635672913518432,-0.88904644920409,-0.622240161289259,-0.731366382454629,-0.834438609681594,-0.723494025139852,-0.713490322481706,-0.474008533342594,-0.653501221921024,-0.648153160454743,-0.625504906196556,-0.43159256209178,-0.776727506503278,-0.544228577160771,-0.364865235039824,-0.61619347494202,-0.978104126288071,-0.774655778623055
"AHRR",-1.2884122910829,-0.668910572695911,-0.766614676034654,-0.53871744794728,-1.00017076228551,-1.38934017396808,-0.124707922247701,-0.368065568832857,-1.22628058551014,-0.619167256087297,-1.74788586167335,-1.46824247007774,-0.794186866451199,-0.890676522520432,-0.998701922755819,-1.25546308290099,-1.27963665196118,-0.884722186278189,-0.977495458553114,-0.938669290704445,-1.16250605868856,-0.992089782562701,-0.613591454237023,-0.0715648015880212,-0.763956877923072,-0.533381014721721,-0.626819506611169,-0.188437060307571,-1.37344350449636,-0.628640029672829
"AIP",-0.51714154372488,-0.325685032983566,-0.387026186888669,-0.836853346200007,-0.492169422711065,-0.564399503771343,-0.932430858229097,-0.757015097982778,-0.629101998792686,-0.687092925936574,0.283888667041441,0.227273382006568,-0.0393209712115472,-0.181816341026935,-0.109122978213243,-0.072714016509353,0.31855540476093,0.0620424041096682,-0.306177612381317,-0.0828755235753775,-0.645631235083886,-0.371455789815063,-0.411887684826705,-0.589616188665966,-0.11112330428173,-0.350006239096676,-0.266664054152118,-0.600670827336358,-0.173488268479704,-0.00840698244590101
"AIRE",-0.36903888998292,-0.382444030196987,-0.411645616690026,-0.305151340481887,0.0823476624832202,-0.0821363475336922,-0.440270647325146,-0.353857608787191,-0.444007802267535,-0.117629230523073,-0.203433375660941,-0.296355975293902,-0.24328686999686,-0.18364439108703,-0.305317052191768,-0.16126314545831,-0.523343397280341,-0.101889957629448,-0.188210805272469,0.0904912550348619,-0.309152454245587,-0.486320885588947,-0.255133008718933,0.0401211884798218,-0.0903467577560528,-0.196130543334594,-0.120637932705527,-0.0479575799439557,-0.109848042559787,-0.296545009953391
"AP1",-0.25889090557534,-0.196991812249607,0.0110765592770205,0.2424803505396,0.350896730647399,-0.131991976856759,-0.194807798140235,0.342394180672563,-0.0988568436844873,0.187351616827986,-0.0927773274294155,-0.542248318529037,-0.132379151441564,-0.608250599828848,-0.91142257803111,-0.139006398968132,-0.602149756885256,-0.360324842444364,-0.289210667322954,-0.727257073041925,-0.334841522939394,-0.0138408826732548,0.0894359366388671,0.146047044582168,0.0503413936043222,-0.114468934149722,-0.057176256441025,0.34286563606527,0.116776050135035,0.149246868746577
"APEX1",0.523367010535538,0.588778715357719,0.628190201341022,0.629748767749331,0.529469866199333,0.615322787484451,0.596179046828665,0.69942496395163,0.600329459854514,0.48281655632988,0.852256801334076,0.688018984214014,0.554387322244992,0.291611288133519,0.317389651966404,0.787647657154131,0.526002266155612,0.354608415667332,0.272049729256894,0.453094258911373,0.232030773033606,0.579773608661261,0.566563201545288,0.36492430669657,0.316227316781881,0.166288230327496,0.459046423883144,0.553273417987574,0.211401062199322,0.318489170267904
"AR",0.989855802762462,1.01070840479283,0.855715463705902,1.29645791913975,0.995117192664636,0.938345308964844,1.03895136518458,1.42947586981146,1.26358413451915,1.13991350028796,1.60274546065319,1.25638314852063,1.52103190797815,1.62580114450206,1.23059132062643,1.58268749143574,1.14673837466674,1.23325465143632,1.3995450848879,1.60799237521956,1.28027852558121,1.69630819343439,1.35841364421274,1.35318948348524,1.18374103527241,1.32188460335357,1.40190108885215,1.4428963540473,1.13605805270949,1.22161910617949
"ARHGAP35",1.56920840085911,1.56658464587881,1.60680080318166,1.72073457574547,1.82431976488722,1.61947051194659,1.58576727662023,1.77733233586445,1.68409199675457,1.84840361568568,1.82297663719932,1.42522551153254,1.65712624319926,1.65696364516152,1.66211411680729,1.86129780698778,1.46944988752042,1.67681730956064,1.73567648071418,1.59544000197757,1.25616627727627,1.43413357907241,1.46564705412068,1.46802657018771,1.49464555684358,1.21994302005824,1.3936930634505,1.53811407236567,1.43991934829228,1.60893466810346
"ARID1A",-0.868838476847051,-0.61701560799792,-0.335374228042108,-0.517443686416861,-0.0673353666642605,-0.805364127977708,-0.605708650114132,-0.504586131813489,-0.583763575400813,-0.0897134748801631,-0.437082507410003,-0.715334907267134,-0.814981394073366,-0.642184345732,-0.732829792486395,-0.514709081768542,-0.987543398979594,-0.520354122302819,-0.501749712356611,-0.831432684894236,-0.813595200591227,-0.636631736135589,-0.578503611779438,-0.397162122612681,-0.61797757318755,-0.572542748880701,-0.357576782527396,-0.600105077993687,-0.659096100761445,-0.599321786933741
"ARID1B",0.515929608309853,0.324622094670936,0.457769000906707,0.201546931820628,0.461690128743466,0.429245510753121,0.376964869579515,0.254728585155721,-4.21706954346802e-05,0.475063876462728,-0.100278822812226,-0.177272790858437,-0.363309859881574,-0.232790611246176,-0.142431747361376,0.0545781298577149,-0.14528221506568,-0.245819861097367,-0.136700056455257,-0.264096581985391,0.258402189141157,0.275323787384652,-0.230642322371747,-0.154510159626261,0.0795277258375765,0.144648157219968,0.0254201240077348,0.157204632710372,0.0638764288995116,-0.100390634012583
"ARID3A",-1.04259634647813,-0.91901326066037,-0.713097132378774,-0.523809360128715,-0.729770604619607,-1.07047115266526,-0.958066158688787,-0.587006567062812,-0.587904067463564,-0.918641564823551,-1.23703933970981,-1.23381954184625,-1.1578690111579,-1.19475209117123,-1.25660677443985,-1.21766003328677,-1.28108417872028,-1.21419821941112,-1.08414231742134,-1.29501248402767,-0.877036083754463,-0.11816332816036,-0.226238912012022,-0.520348271204846,-0.936161986022352,-0.930942153820217,-0.269357829812096,-0.242733433115156,-0.656099409310536,-0.862719198962216
"ARID3B",0.421429554147828,0.400575785175191,0.416190672060269,0.291127218451916,0.306374899110634,0.389227106740462,0.368838002383143,0.250075166868672,0.286241042895597,0.334671843892507,0.350430326842994,0.42599250605832,0.353551979860525,0.601775018371406,0.632522023441454,0.396209738970128,0.402346215213184,0.395647009027749,0.498492738825173,0.774169280010132,0.132084138090317,0.143822435571124,0.139244181023723,0.0988864000855766,0.158002918127066,0.173073330767589,0.196271780915782,0.127131065267807,0.120940878810699,0.150412692489709
"ARID4A",0.772241902775817,0.686466025444976,0.659662551486802,0.698985316453898,0.693542691698816,0.739682985026868,0.726231958711865,0.603029021640262,0.739149749621677,0.656939741890289,0.860002015094424,0.833502018899157,0.783979742859431,1.02848020494286,0.982017328584438,0.859016566805159,0.69943419244056,0.773857243415999,0.889267250112777,1.22392887286274,0.588087450349325,0.598087917074186,0.733269967152241,0.717576948642864,0.690415009384142,0.618079271137636,0.589325039559244,0.645571831698777,0.686779081523581,0.688616679149614
"ARID4B",0.553939682598801,0.853139684635171,0.793220352858154,0.285097229736186,0.348521499324512,0.579846772273843,0.643183140373066,0.227757184492486,0.43818424311481,0.589656310969831,0.17307145631144,0.323661581176088,0.224023625335004,0.15724070721363,0.494155055322416,0.71424199726352,0.440204256366054,0.162947992321678,0.18969808811566,0.829312183369999,0.715612840075058,0.688041973078219,0.462061171186607,0.261675878497938,0.672086540494182,0.78570165888354,0.650120800945936,0.526281517788632,0.679478514553769,0.755173881097339
