"","D1_p1_rep1_B","D4_p1_rep1_B","D8_p1_rep1_B","D11_p1_rep1_B","D14_p1_rep1_B","D1_p1_rep2_B","D4_p1_rep2_B","D8_p1_rep2_B","D11_p1_rep2_B","D14_p1_rep2_B","D1_p2_rep1_B","D4_p2_rep1_B","D8_p2_rep1_B","D11_p2_rep1_B","D14_p2_rep1_B","D1_p2_rep2_B","D4_p2_rep2_B","D8_p2_rep2_B","D11_p2_rep2_B","D14_p2_rep2_B","D1_p3_rep1_B","D4_p3_rep1_B","D8_p3_rep1_B","D11_p3_rep1_B","D14_p3_rep1_B","D1_p3_rep2_B","D4_p3_rep2_B","D8_p3_rep2_B","D11_p3_rep2_B","D14_p3_rep2_B"
"BACH1",4.30019101349521,4.48132585747783,4.34174778733078,4.30381724885205,3.94647101569845,4.35591038999093,4.69406561938237,4.47619182526203,4.40880933546647,3.89025888524553,3.79312737060078,4.26330565674694,3.93233869856903,4.04874683768766,3.70465402977698,3.71637033807877,4.32229395872917,4.2989473277988,3.93307613091292,2.94728209928591,3.97258138174211,4.37503677448601,4.50833123887307,4.28771508765215,3.92393820930084,3.99053339585333,4.50420075791098,4.43161248085147,4.16337669399283,3.87363771308265
"BACH2",9.49232746371154,8.97074269278993,8.96182528668973,9.0409286778838,9.15605157253372,9.31162336953625,9.13089355127283,8.97821985560732,9.21902769655693,9.08683249183366,8.19890027255239,8.13492747057958,8.0306048750401,8.62318950816607,8.39127117438134,8.15522431193062,8.59699401462867,8.55682362775876,8.47964527434993,7.26175262271682,8.26808152846543,8.29657980806829,8.49173992963049,8.42060743650092,8.28183923557997,8.1822478328466,8.02696760029556,8.34686066449474,8.81577067855598,8.18038371779394
"BATF",9.97927354465915,9.63775303894294,9.03404476111379,8.81357964332359,8.72445934655806,9.98257436644544,9.59888031505681,8.83587584003753,9.10958568768539,8.79253681738317,9.20892355945849,8.80288889262552,8.60715166991486,8.54887958848317,8.78580326928362,9.10185926734282,9.0707250364504,9.19646846613837,9.10894280571622,6.13934915921254,7.74426743152898,7.47683763722339,7.947204767218,7.71184898014619,7.71192658651188,7.91675628736695,7.71254780853444,7.96193170013619,8.42890989704942,8.03851921684273
"BCL11A",12.7851295485868,12.1462935289286,11.9922595812777,11.9523643802302,11.6910975373807,12.6127188219158,12.1895977123635,11.947630123061,12.2454933275858,11.520844380563,11.7711169008119,11.5953697927788,11.0248129630735,10.866204389744,10.9932579334206,11.6431432591804,11.5141245069513,11.834453192015,11.3651253410443,8.77862106861466,10.8270483666475,11.1161896493662,11.8459528535464,11.4354714285382,11.2423977207675,11.026097989017,11.0231358348402,11.7094991353151,11.9853078816509,11.3301731719978
"BCL6",13.9556926730798,12.5686175052999,11.8405170616359,12.4898015004214,12.3022595594852,14.1004213884731,12.7291075989891,12.0438104458121,12.4739043261761,11.9808210475687,13.3850097664102,13.1308346081869,12.3193828276061,11.6985961830194,12.4175624058581,13.3193745639505,13.2823616859359,12.9889049281014,12.5599456252748,10.2460857638043,12.4764282661723,12.7775585655318,13.1189586776688,12.9707324197925,12.6901887156712,12.5956849973425,12.6350222693546,13.0599510589922,13.4268575818159,12.6710229405428
"BHLHE22",9.44471214120455,8.1584144460248,8.05841461806011,8.23797642709346,7.98347909671239,9.42053222608451,8.34495045606559,7.6808649149827,8.13040457243281,7.4198464954575,7.97859824548476,7.97040785908535,6.48333901923682,5.80087487828043,6.92255644743456,7.69003558222982,7.49366074770919,7.15260756468747,6.96265254911783,5.88056335288975,7.51910967680553,7.35531370608222,8.01264613167864,7.71659529474293,7.74400564359588,7.57583353635767,7.10619031916237,7.64103243256155,8.17216935075748,7.27475497917858
"BHLHE40",9.70988379393703,8.99311743681672,9.07073312386934,9.5233738665956,9.23935987314531,9.51858638792754,9.03456369786265,9.19419870828996,9.66591064333494,8.87475820718344,8.85157654433181,8.65413412861543,7.97169901604519,7.69255920471218,7.91759130520364,8.85119179300916,8.53107672225501,8.58027001071177,8.27270164225448,6.33651262580141,8.84698814875921,9.70287972581881,10.3701983368375,9.94555242183854,9.41783970947756,8.90091612182078,9.51886047129638,10.0593053745746,10.2564667035338,9.37115983077902
"BMAL1",1.9412714033283,1.29301575567894,1.11397490286648,0.803146684515248,0.695691593890316,1.67537540927848,1.21487253414222,0.786681514876007,0.805601926939213,0.659230370164697,0.480989490104585,0.710401133178892,0.181299527414038,0.487180196970595,0.536145815082054,0.685420241123238,0.759934779570896,0.329444836344343,0.257346428178536,-0.0999683385068113,0.444044295915691,0.226942639881402,0.173206048040731,0.186539491870788,0.201164785231838,0.470936088379905,0.155733048227996,0.23977071050821,0.240886828525244,0.235904183243238
"BRF2",1.57463321887179,1.53822911963736,1.65597579101645,1.15182218767633,1.28508908764176,1.51345683021141,1.71092140226235,1.1921439590132,1.15549769117619,1.17327959390861,1.06836140712242,1.07786828548456,1.09109560562948,1.18369207659903,1.29589231600267,1.01616596796942,1.08263968455383,1.07166745967178,1.08808014454038,1.17606984198581,1.07818065292242,1.17463001887851,1.24337415757288,1.14809318720036,1.18408485082958,1.13029821255775,1.22954228755535,1.19865706713712,1.02382935677163,1.0589431125795
"CBX2",-5.21817862865688,-5.11860240382831,-5.20033824105203,-5.03734915974914,-4.92761164677461,-5.0995058543039,-5.19797730707449,-5.35874617136222,-5.35385578486722,-5.00531524509465,-5.15910485482749,-5.19542764996316,-5.29427870914617,-5.07799946226145,-5.36952388534436,-5.12446826526988,-5.25235798396606,-5.50426783175281,-5.28498446041721,-5.55625783428969,-5.38425190152468,-5.57339849006607,-6.09839927676429,-5.60866813948718,-5.6739991236584,-5.58875727530427,-5.83773513979514,-5.82311852471407,-5.60052446329867,-5.39802105512707
"CDX1",-0.015416895842273,-0.0602499465996715,-0.0925173497988478,-0.15605749527986,0.189668413503881,-0.0204188333253424,-0.0757009243451436,-0.184146896636659,-0.163044788678134,0.194631004857955,-0.13496212124754,-0.0512684782927914,-0.0622425576826734,-0.110105629152051,-0.0447307516689231,-0.0444791962571134,-0.0245899789504451,-0.0962916313880624,-0.0894164289257435,-0.00678676744224994,0.0949483380813789,0.479642667842257,0.572367313499281,0.42298657917726,0.196446327298549,0.125680780798719,0.596804012177641,0.485346980194636,0.387105466950538,0.192290785012041
"CDX2",-4.46802922514142,-4.17806277478722,-3.66865539098583,-3.31288646217458,-3.68784871662661,-4.36926118408569,-4.08685425349483,-3.39912588419704,-3.50564839606518,-3.81378332434347,-3.36491148856336,-3.44969358589138,-3.17911321646209,-4.01119132734484,-4.74757762952746,-3.30738210647044,-3.70491186706175,-3.50170328374273,-3.88319713923513,-3.39805968169602,-2.53570530483301,-2.42186415727325,-3.38935418544479,-2.97956182823234,-3.00618443244122,-2.74782967204898,-2.77005350734462,-2.93263605912907,-3.17689136259663,-2.85098006457007
"CEBPA",3.02363471970522,2.88124819340687,2.60051640574047,2.16156756274096,2.10360522072854,3.20381972223325,2.85122925142011,2.36200000702262,2.51408155501202,2.07566733454296,2.55300669112644,2.37085337720973,2.50600303530219,3.2334848134718,2.6230597150354,2.53424381898155,3.12914491886177,3.27399793824085,3.05489430207894,1.40575047334089,1.88775961611195,2.06522104773323,2.06795972991955,2.00144156391663,1.85330922529797,1.89591174321408,2.02686501573588,2.0168994916445,2.45250033354215,2.1195962995818
"CEBPB",-5.91025983612812,-5.75276097947768,-5.20334088535165,-4.83499379576951,-5.1050444924239,-5.9297058123379,-5.76324983046662,-5.02844325740558,-4.97662217439193,-5.11592362916333,-4.42023209944262,-4.71616633649881,-4.45598030057716,-4.88416181890621,-5.24642409789468,-4.26453777080486,-4.87320601490315,-4.89386651351002,-5.11029583577742,-3.85533891865342,-4.032125826507,-4.17237657849397,-4.73961249700759,-4.2858828135202,-4.3549582021299,-4.07510590052936,-4.33491082582713,-4.39540106178679,-4.47826263101872,-4.37267416947419
"CEBPD",7.82447185857086,7.69580962033383,8.06777196447775,8.53027802343244,7.85581965951306,7.90550813773057,7.76273408381823,8.35931147014982,8.40383647859101,7.59457570686709,7.73849555167024,7.21878109067953,7.24450846964686,7.03846448255553,6.62962210287341,7.47734306408925,7.41642933001704,7.71133636426843,7.34007507192536,5.8380508026391,7.4874931934768,8.34775373197994,8.98419505656135,8.69897124721206,8.09117874578238,7.7858782819392,8.22773006706928,8.71607102982079,8.9807917321104,8.23280703064734
"CEBPE",-1.12423039646641,-1.53786043912756,-1.22968664954023,-1.29857008829766,-1.24661967332042,-1.4891869539366,-1.5251509847695,-1.17722060498745,-1.29881328674658,-1.33623688042467,-1.66279205197875,-1.35801135564853,-1.87874908388195,-0.965999756700792,1.15599907665001,-1.51743603194216,-1.30914574068195,-1.94480975969756,-1.59400090813885,0.814919071941284,-1.93145557540203,-1.7770899989447,-1.66146109080974,-2.05126563568543,-1.98542800840954,-1.77800233609547,-1.77831031009046,-1.73697037071867,-1.77532231726257,-2.0340066915648
"CEBPG",3.73196061357562,3.94135546998893,3.41724138931253,2.92084695048819,2.88559275403753,3.81497680938421,3.91069907835809,3.07843631340377,3.1728674352937,3.02473511916999,3.06616679720679,2.97218974616577,2.91243369290273,3.31020572732843,2.77021665699254,2.84748201831263,3.51887899229924,3.35072195866795,3.29460398093023,1.33910358030171,2.2093065175344,2.02913977068638,2.31571260939117,2.47841879066038,2.13587064994863,2.11806743098716,2.21909771692539,2.43039015227814,2.81758581808543,2.60624576552928
"CEBPZ",1.85721975976145,1.82487617417942,1.9207402159446,1.91831140901691,1.8320957029957,1.83526347110359,1.83673246057163,1.94393214015047,1.88245826818293,1.82919470067322,1.84820412968254,1.91541956013356,1.85076501508053,1.97389948016146,1.91430970771428,1.85434412108467,1.84219747319818,1.84557269167222,1.90687230941019,2.11990244978112,1.88031620952966,1.88967311615355,1.87945968584847,1.81248181620586,1.7553900551086,1.89248015074797,1.84058190963727,1.90091046985768,1.77804621227496,1.69376640661991
"CLOCK",-3.52495361728359,-3.2816267501073,-3.1667304548799,-3.0139251345454,-3.44847974914901,3.28747975350895,-3.39932337137344,-3.14996742796415,-3.5637579197315,-2.97334980510727,-2.96230134004232,-2.83987624289105,-2.39207785592147,-2.76428874653135,-3.28675288559128,-2.99512055706277,-2.95809036130685,-2.66096658607422,-2.62699538880367,-2.48429743078083,-2.95577267479316,-2.78721166680383,-3.28323444075721,-2.84335164411592,-2.93584912307543,-2.96153945864604,-2.98188073410497,-3.00764053779151,-3.29437647906591,-3.06116972234308
"CREB1",7.89181416984921,7.76326484418928,7.84559230086577,7.89585391438646,7.388442403792,7.81203143204126,7.68253009019024,7.968202104751,8.15338455158082,7.22732174099557,7.31134254259273,6.99693374805115,7.18760495619939,7.31942896803659,7.05496851098935,7.23299907562979,7.19619733758932,7.59438813509432,7.57659806424276,5.57452519091471,6.61918612899751,7.24234685474388,7.93371468542169,7.54198316569829,7.10094162070438,6.85616339409906,7.26975159226967,7.43215077487214,7.74076178301248,7.22376038982212
"CREB3",4.76401325732033,4.03211367603492,3.87376035409597,4.31047302634038,4.02639071617776,4.8259621458789,4.04685556825784,4.19823686219286,4.55933413126536,4.02140965293015,4.52382247739259,4.37629842761138,4.07997194247337,3.64550002781603,3.71199061639437,4.41959724919617,4.46721026196353,4.34870761610979,3.90070248178291,2.73082072347882,3.59173065671703,3.78758110463945,4.43362882991078,4.42574886947351,4.21939780656516,3.65779146718792,3.95549770117513,4.45838956118063,4.58609554691967,4.11651802315792
"CREB3L1",4.87368173127914,4.458051415761,4.45617947925225,4.2436898240599,3.92070231318398,4.69549865432451,4.73770344692943,4.30442470695076,4.20240444091453,4.07518451104277,3.88544406523213,3.60930069781423,3.60213326746307,3.68540409166924,3.65602983254413,3.76596872251412,3.58943597524477,3.90514799993379,3.78621206661018,2.90668363460983,4.08443662586898,4.5726597072882,4.80644234336076,4.26215686351103,4.13349553923075,4.20562853202992,4.35901940216172,4.49224117756226,4.51424497782773,4.13883708602638
"CREB5",-0.268143534529064,-1.30497123015808,-1.3404794044348,-1.36878646724792,-0.713752213694792,-0.505353831430012,-1.37307274426355,-1.20627569289587,-1.13874972062369,-0.546147303280374,-1.06727678678385,-0.632418287368255,-1.15630729810897,-0.815673285593996,-0.743839791396903,-1.0807880772471,-0.951920456413907,-0.832054642249649,-0.744909553505202,-0.286026934459531,-0.726718920106418,-0.880811608724891,-0.940033263592609,-1.17875114982043,-1.21064762045437,-1.13026207503658,-1.07357447046791,-1.41939285614982,-0.981304302563998,-1.09588575647512
"CREM",9.86556625871322,9.41061619573329,9.44074165212539,9.53477746780047,9.1774018399172,9.99710837195329,9.4737891593376,9.67469233091585,9.97239250323523,8.96550412552577,9.59002956097004,8.83541859121478,8.25148812413076,8.43941029191268,8.27644837565058,9.38409229775043,9.08041537162209,8.87327382779963,8.63734827580121,6.29576349443059,8.65873304216958,9.13643575621709,9.81784570373379,9.65353326829419,9.06088280879378,8.83504499033156,9.04891855712419,9.69480081862763,9.99767357695939,9.22567205832599
"CTCF",1.92238670730279,1.59466392998475,1.22074968978502,0.885427016284592,0.780454451017235,1.90017335848654,1.57140430718656,0.910085339097687,1.06041752242303,0.89790328115213,1.38501779498127,1.11969131721405,0.819855278122143,1.2955887933966,1.28073801851812,1.38557506722572,1.40851930868519,1.40582801400392,1.4505352612644,-0.715669284250419,0.716336005432585,0.743557762558913,0.925990539196033,0.790576190899049,0.755395909844496,0.855296231246457,0.679433080284364,0.720573481482285,1.13094485606618,0.578444707602738
"CTCFL",5.62568353468896,4.54334744508159,4.44104953337205,4.31434556075666,4.1375643948348,5.42441739562012,4.67473478731196,3.87743362588842,4.34876584409873,3.88507145287295,4.09944770275417,4.40050160598951,3.67073719296882,3.41900262459457,4.16026903134099,4.15912548108972,3.9092972384598,4.05483569538209,3.74056300250209,3.39332656578845,3.88383487552909,4.49861867802489,4.95035046908309,4.65678585563845,4.20483713276484,4.16108560567397,4.36943339606176,4.85838227656457,4.70467398052514,4.05379458903782
"CUX1",5.42281049660675,5.21832365512722,5.12134094287175,5.36573207121578,5.06504977297378,5.35941655474377,5.30019197492669,4.87551950403799,5.26359064758416,4.86103042295027,4.7704652906479,5.34404314533955,4.79516288708071,4.22457382697446,4.67011275577768,4.76254335408922,5.2410152266279,5.25352412763353,4.54734268454169,3.82990630678249,5.09781538419675,5.49630961577563,5.76049694072619,5.72142580243135,5.5288570689219,5.3077056515312,5.24553999467761,5.70634341824308,5.93720514267191,5.4754137964615
"CXXC4",7.25205752398816,6.58133234906752,6.23611058743234,6.36013200579571,6.34904256486847,7.26014458863552,6.49073311708815,6.33191143697925,6.41066288372936,6.1976514159825,7.61446055631647,7.16379933600357,7.16525451101495,7.11257401868813,6.9266507227245,7.50516183007642,7.35179352542444,7.40696768814774,7.17817675338936,6.36968141062177,6.60120686412227,6.82540930705529,7.16260027857518,6.99954500850988,6.82252514688475,6.90549754542872,6.89140639762465,6.93707856390634,7.12939761228607,6.95011312134228
"DDIT3",1.13340186144235,0.905264060776577,1.543703952396,1.5205497882305,1.56672963806552,0.844686380455693,1.24990417344383,1.50186461677988,1.45142798804991,1.56896599550288,0.720489662251666,1.04815114070025,1.12574423362374,1.48925352970524,1.30589292763684,0.778596699524133,0.630934071357159,1.18184133394377,1.55714678890706,1.62567236577474,1.23558051744124,1.48554588900039,1.7161934602316,1.79854418672589,1.7654660063932,1.20520545267366,1.40903406785779,1.57797022478135,1.77272135928923,1.70753119572
"DEAF1",2.73658637623365,2.51465541752458,2.58190769271141,2.5947384710683,2.69097071335824,2.49277369093251,2.62159391270875,2.75381542233559,2.60937309279322,2.64624148596381,2.77621396372471,2.93698927662937,3.00833417075524,3.17606131014711,2.66501462675447,2.80825799414121,2.76566405773678,3.08161825517758,2.9049774090884,2.90617055946321,2.39158795963841,2.62081956270694,2.56091465017197,2.58759916511963,2.38506819201905,2.51148590065521,2.59919426663724,2.71467710795982,2.64656485430833,2.347273116011
"DNMT1",3.29762158046131,3.32858861247834,3.65823817297085,2.81634403219438,2.83483939320398,3.22409329192083,3.55780914412381,3.00415740638756,2.83451738703913,2.59304551208137,3.2710757674858,3.18787367242208,3.12543720549478,2.96252870099438,3.00801491632997,3.46778406968548,3.07837702746542,3.17115959672965,2.9146108099584,2.59431394070453,2.67158890322808,2.38172200913514,2.34833994239761,2.43821520422027,2.85872317695021,2.70857920056726,2.53199111487833,2.37583760878881,2.37303780656647,2.89124027221291
"DUX4",1.62062923890823,1.43493447144538,0.935869643006542,0.897375360243116,0.915052905728868,1.59158892219997,1.29324610759952,0.711964539198896,0.993240139070622,1.09486962734032,0.664074494832528,0.852633336210478,0.824403717388233,0.941879814850854,0.477496932216577,0.523720802281979,1.193068959513,1.18676019324946,0.729863710227268,0.0116443877836164,0.537328412550659,0.224346684634296,0.312739649033808,0.135852944830768,0.142911363905211,0.526548736528745,0.218372217494513,0.190993137679223,0.372854181103647,0.546389296690768
"E2F1",3.5035395962606,3.65456496996453,3.28868202640633,2.94664562028888,2.38010410992405,3.50495756456245,3.65086951415238,3.07628204077112,3.2418405111876,2.51288192002044,3.03134269531613,2.5813240466851,2.77076938793949,3.32474440464756,2.91652197001909,2.87697638270685,3.17596427631854,3.25563232727381,3.18037116600159,1.51520002190248,2.3481474154095,3.33026158202043,3.2304185200976,2.78183872311224,2.47918924582144,2.33561058597062,3.25201493592451,3.21502067601605,3.08166615442743,2.76960839772506
"E2F2",-0.0667831678567743,0.00655701092721589,-0.0081508496340314,-0.0220000936980867,-0.178394463032931,-0.0960806043393484,-0.0277585128306005,0.00493409812470676,-0.00258396884488748,-0.149233629270744,0.0116663411304442,-0.0460786735527527,-0.0872030615417943,-0.0554636384665806,-0.0481530867522905,-0.052795773358235,-0.0986075564379391,-0.0269504310945256,0.0379280706008527,-0.157224323368104,-0.0378629239843876,0.614606836741133,0.511862571800271,0.171964808286163,-0.082990728076948,-0.0844295935015607,0.538382035297995,0.472340934359477,0.0752416888790584,0.0194061968185827
"E2F3",-0.757881851375966,-0.472378570903738,-0.320581559200538,0.238034512577961,-0.5532330015393,-0.680771563438332,-0.486505139579455,0.0542637124493462,0.203172453598161,-0.6120849260835,-0.824574023272005,-0.730915348146981,-0.795128119083367,-0.916053068601213,-0.582345052379466,-1.08565466555488,-0.976888597004533,-0.898824887782063,-0.412779394675813,-0.86143824341488,-0.663994902126113,0.52950655056005,0.434292630268084,-0.012475703907213,-0.914680776286727,-0.644857361749329,0.386569565928392,0.414071125642348,-0.269947718986841,-0.674927952991202
"E2F4",5.97177670623556,6.14527002186991,6.28282264448775,6.38184073454213,6.22197058456031,6.01448279608168,6.12804968368601,6.43626763749786,6.35927646303996,6.24614462148433,6.09741197094575,5.98003700612069,6.18052509163863,6.35249072267502,6.14949044184063,6.09139375309811,5.98427960769457,6.15164729465032,6.3119521838882,6.24658899144071,5.90040230595896,6.63238375222581,6.51112918040442,6.28100599276153,5.98659563458386,5.91280395316499,6.6114616144217,6.53443905608224,6.16784461591162,5.95012884835668
"E2F5",3.87912292962738,3.55366359700692,3.30563336396398,3.24208915138224,3.12019111899678,3.72781065708392,3.43110007395461,2.9924458242863,3.37667548806666,3.02343099180334,3.65336683115354,3.95227573526841,3.51219107692152,3.23136720259072,3.25720256880871,3.62675420953301,3.95573034380638,3.80726538016726,3.41283548687594,2.40532304107609,3.07071809683284,3.1732729299613,3.42084281252583,3.38174183900909,3.54556676960511,3.04654035468323,3.12987583983061,3.42976818731525,3.7108350684515,3.54961242165803
"E2F6",7.01579333971198,6.39051644488081,6.37266300679199,6.13297884594736,5.97084564901066,6.91959179997395,6.45653598300336,6.09586077252285,6.30092100078198,5.62252053891777,5.99664717554209,6.16241053847779,5.67826260368544,5.26763233794861,5.7123494474307,5.88636241747391,6.03696845924532,6.14717827822473,5.73698717610142,4.39580623236213,5.62216708116921,6.35946712542821,6.76407914572584,6.3937030315644,6.33880707364226,5.96447213322568,6.33619456256856,6.44993954872586,6.64321681370946,6.16637067627458
